,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_ざおう民衆党,得票数_みんなの党,得票数_仙台市を福祉のまちにする会,得票数_公明党,得票数_国民民主党,得票数_地域政党富谷町民党 ,得票数_地域政党輝くまち ,得票数_幸福実現党,得票数_日本共産党,得票数_杜の市民・県民会議,得票数_民主党,得票数_清き碧の女川をつくる会,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_ざおう民衆党,得票率_みんなの党,得票率_仙台市を福祉のまちにする会,得票率_公明党,得票率_国民民主党,得票率_地域政党富谷町民党 ,得票率_地域政党輝くまち ,得票率_幸福実現党,得票率_日本共産党,得票率_杜の市民・県民会議,得票率_民主党,得票率_清き碧の女川をつくる会,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_ざおう民衆党,一人あたり得票率_みんなの党,一人あたり得票率_仙台市を福祉のまちにする会,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党富谷町民党 ,一人あたり得票率_地域政党輝くまち ,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_杜の市民・県民会議,一人あたり得票率_民主党,一人あたり得票率_清き碧の女川をつくる会,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_ざおう民衆党,立候補者数_みんなの党,立候補者数_仙台市を福祉のまちにする会,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党富谷町民党 ,立候補者数_地域政党輝くまち ,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_杜の市民・県民会議,立候補者数_民主党,立候補者数_清き碧の女川をつくる会,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由民主党,当選者数_ざおう民衆党,当選者数_みんなの党,当選者数_仙台市を福祉のまちにする会,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党富谷町民党 ,当選者数_地域政党輝くまち ,当選者数_幸福実現党,当選者数_日本共産党,当選者数_杜の市民・県民会議,当選者数_民主党,当選者数_清き碧の女川をつくる会,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由民主党
七ヶ宿町議会議員補欠選挙（2009年04月26日投票）,七ヶ宿町議会議員補欠選挙,宮城県,七ヶ宿町,20090426.0,2009.0,4.0,26.0,20090421.0,無投票,2.0,2.0,1.0,1539.0,,,,その他,,,,,七ヶ宿町議会議員補欠選挙（2009年04月26日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,58.0,1.0,57.0,57.5,58.0,58.5,59.0,58.0,1.0,57.0,57.5,58.0,58.5,59.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,
七ヶ宿町議会議員選挙（2006年09月24日投票）,七ヶ宿町議会議員選挙,宮城県,七ヶ宿町,20060924.0,2006.0,9.0,24.0,20060919.0,93.88,10.0,11.0,1.1,1584.0,,,,解散,,,,,七ヶ宿町議会議員選挙（2006年09月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.2,0.0,,0.1876274643099932,,,0.0938137321549966,,1471.0,2.0,61.27272727272727,7.989662742807211,49.0,55.5,62.0,67.5,72.0,60.9,8.287943049997388,49.0,54.75,61.0,68.5,72.0,,,,,,,,,175.0,,,,1296.0,,,,,,1471.0,,,,,,,,,0.11896668932698844,,,,0.8810333106730116,,,,,,1.0,,,,,,,,,0.11896668932698844,,,,0.08810333106730116,,,,,,,,,,,,,,1.0,,,,10.0,,,,,,,,,,,,,,1.0,,,,9.0,,,,,
七ヶ宿町議会議員選挙（2010年09月19日投票）,七ヶ宿町議会議員選挙,宮城県,七ヶ宿町,20100919.0,2010.0,9.0,19.0,20100914.0,92.26,10.0,12.0,1.2,1485.0,,,-99.0,任期満了,93.88,,,,七ヶ宿町議会議員選挙（2010年09月19日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.0,0.6666666666666666,0.25,0.08333333333333333,0.8,0.1,0.1,0.6994640234948605,0.18453010279001467,0.11600587371512482,0.08743300293685756,0.061510034263338224,0.11600587371512482,1362.0,2.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,1302.0,,,,,,1362.0,,,,,,,,,0.04405286343612335,,,,0.9559471365638766,,,,,,1.0,,,,,,,,,0.04405286343612335,,,,0.0869042851421706,,,,,,,,,,,,,,1.0,,,,11.0,,,,,,,,,,,,,,0.0,,,,10.0,,,,,
七ヶ宿町議会議員選挙（2014年09月14日投票）,七ヶ宿町議会議員選挙,宮城県,七ヶ宿町,20140914.0,2014.0,9.0,14.0,20140909.0,90.65,9.0,10.0,1.1111111111111112,1347.0,,,-138.0,任期満了,92.26,,,,七ヶ宿町議会議員選挙（2014年09月14日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.0,0.8,0.2,0.0,0.8888888888888888,0.1111111111111111,0.0,0.813670648197393,0.18632935180260693,,0.10170883102467412,0.09316467590130346,,1208.9989999999998,2.0,65.9,6.670082458260917,57.0,62.25,64.0,70.25,80.0,66.66666666666667,6.599663291074444,57.0,63.0,64.0,72.0,80.0,,,,,,,,,180.0,,,,1028.999,,,,,,1208.999,,,,,,,,,0.14888349783581292,,,,0.8511165021641871,,,,,,1.0,,,,,,,,,0.14888349783581292,,,,0.09456850024046523,,,,,,,,,,,,,,1.0,,,,9.0,,,,,,,,,,,,,,1.0,,,,8.0,,,,,
七ヶ宿町議会議員選挙（2018年09月16日投票）,七ヶ宿町議会議員選挙,宮城県,七ヶ宿町,20180916.0,2018.0,9.0,16.0,20180911.0,84.46,8.0,9.0,1.125,1235.0,,,-112.0,任期満了,90.65,,,,七ヶ宿町議会議員選挙（2018年09月16日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.6592877767083735,0.34071222329162654,,0.10988129611806224,0.11357074109720884,,1039.0,2.0,68.77777777777777,6.494061864978869,63.0,65.0,67.0,68.0,84.0,69.5,6.5383484153110105,63.0,65.75,67.0,70.0,84.0,,,,,,,,,92.0,,,,947.0,,,,,,1039.0,,,,,,,,,0.08854667949951876,,,,0.9114533205004812,,,,,,1.0,,,,,,,,,0.08854667949951876,,,,0.11393166506256015,,,,,,,,,,,,,,1.0,,,,8.0,,,,,,,,,,,,,,1.0,,,,7.0,,,,,
七ヶ浜町議会議員選挙（2007年04月22日投票）,七ヶ浜町議会議員選挙,宮城県,七ヶ浜町,20070422.0,2007.0,4.0,22.0,20070417.0,65.76,16.0,19.0,1.1875,16610.0,,,,任期満了,,,,,七ヶ浜町議会議員選挙（2007年04月22日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.8125,0.125,0.0625,0.7673708289848011,0.1347237563197899,0.09790541469540895,0.05481220207034294,0.03368093907994747,0.09790541469540895,10836.99,3.0,60.526315789473685,8.165191982482918,37.0,58.5,62.0,65.0,71.0,62.0,6.490377492873585,47.0,58.75,62.5,66.75,71.0,,,,877.0,,,,,698.0,,,,9261.99,,,,,,10836.99,,,,0.08092653033729846,,,,,0.06440902870631052,,,,0.854664440956391,,,,,,1.0,,,,0.08092653033729846,,,,,0.06440902870631052,,,,0.05027437887978771,,,,,,,,,1.0,,,,,1.0,,,,17.0,,,,,,,,,1.0,,,,,1.0,,,,14.0,,,,,
七ヶ浜町議会議員選挙（2011年09月11日投票）,七ヶ浜町議会議員選挙,宮城県,七ヶ浜町,20110911.0,2011.0,9.0,11.0,20110907.0,無投票,16.0,16.0,1.0,16597.0,,,-13.0,任期満了,65.76,,,,七ヶ浜町議会議員選挙（2011年09月11日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6875,0.25,0.0625,0.6875,0.25,0.0625,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,13.0,,,,,,,1.0,,1.0,,,,,1.0,,,,13.0,,,,,
七ヶ浜町議会議員選挙（2015年08月30日投票）,七ヶ浜町議会議員選挙,宮城県,七ヶ浜町,20150830.0,2015.0,8.0,30.0,20150825.0,57.95,14.0,17.0,1.2142857142857142,15767.0,,,-830.0,任期満了,,,,,七ヶ浜町議会議員選挙（2015年08月30日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.07142857142857142,0.6470588235294118,0.35294117647058826,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5555126926061412,0.4444873073938588,,0.05050115387328557,0.07408121789897647,,9021.0,3.0,59.05882352941177,11.015874044707397,35.0,55.0,60.0,67.0,73.0,58.714285714285715,10.957245296596946,35.0,55.25,59.5,66.75,71.0,,,,774.0,,,,,890.0,,,,7357.0,,,,,,9021.0,,,,0.0857998004655803,,,,,0.09865868528987917,,,,0.8155415142445405,,,,,,1.0,,,,0.0857998004655803,,,,,0.049329342644939586,,,,0.05825296530318146,,,,,,,,,1.0,,,,,2.0,,,,14.0,,,,,,,,,1.0,,,,,2.0,,,,11.0,,,,,
七ヶ浜町議会議員選挙（2019年09月01日投票）,七ヶ浜町議会議員選挙,宮城県,七ヶ浜町,20190901.0,2019.0,9.0,1.0,20190827.0,無投票,14.0,14.0,1.0,,,,,任期満了,57.95,,,,七ヶ浜町議会議員選挙（2019年09月01日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.14285714285714285,0.07142857142857142,,,,,,,0.0,3.0,58.357142857142854,11.90802336276526,39.0,47.5,61.5,66.25,75.0,58.357142857142854,11.90802336276526,39.0,47.5,61.5,66.25,75.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,11.0,,,,,,,,,1.0,,,,,2.0,,,,11.0,,,,,
丸森町議会議員補欠選挙（2014年12月21日投票）,丸森町議会議員補欠選挙,宮城県,丸森町,20141221.0,2014.0,12.0,21.0,20141216.0,30.33,1.0,2.0,2.0,,,,,その他,,,,,丸森町議会議員補欠選挙（2014年12月21日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3688.0,1.0,60.5,8.5,52.0,56.25,60.5,64.75,69.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,,,,3688.0,,,,,,3688.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,
丸森町議会議員選挙（2007年11月11日投票）,丸森町議会議員選挙,宮城県,丸森町,20071111.0,2007.0,11.0,11.0,20071106.0,79.77,16.0,18.0,1.125,13917.0,,,,任期満了,,,,,丸森町議会議員選挙（2007年11月11日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8125,0.1875,0.0,0.814619510864624,0.18538048913537594,,0.05430796739097494,0.06179349637845865,,10999.0,2.0,59.666666666666664,5.2493385826745405,51.0,57.0,59.5,61.0,71.0,59.125,4.715334028465004,51.0,56.75,59.5,61.0,71.0,,,,,,,,,560.0,,,,10439.0,,,,,,10999.0,,,,,,,,,0.050913719429039,,,,0.949086280570961,,,,,,1.0,,,,,,,,,0.050913719429039,,,,0.055828604739468296,,,,,,,,,,,,,,1.0,,,,17.0,,,,,,,,,,,,,,1.0,,,,15.0,,,,,
丸森町議会議員選挙（2011年11月13日投票）,丸森町議会議員選挙,宮城県,丸森町,20111113.0,2011.0,11.0,13.0,20111108.0,77.41,16.0,17.0,1.0625,13225.0,,,-692.0,任期満了,79.77,,,,丸森町議会議員選挙（2011年11月13日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.6875,0.25,0.0625,0.7264126449311267,0.22037161827370924,0.05321573679516401,0.06053438707759389,0.05509290456842731,0.05321573679516401,10090.999999999998,1.0,62.23529411764706,3.8429371696614303,55.0,60.0,62.0,65.0,68.0,62.1875,3.956304304524615,55.0,59.75,61.5,65.0,68.0,,,,,,,,,,,,,10090.999999999998,,,,,,10090.999999999998,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,16.0,,,,,
丸森町議会議員選挙（2015年11月15日投票）,丸森町議会議員選挙,宮城県,丸森町,20151115.0,2015.0,11.0,15.0,20151110.0,73.17,14.0,16.0,1.1428571428571428,,,,,任期満了,77.41,,,,丸森町議会議員選挙（2015年11月15日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.75,0.25,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7349692955905517,0.26503070440944837,,0.06124744129921264,0.06625767610236209,,8964.999,1.0,63.4375,5.8733375307400815,50.0,60.75,64.0,69.0,72.0,63.285714285714285,6.028842241716912,50.0,61.0,64.0,68.25,72.0,,,,,,,,,,,,,8964.999,,,,,,8964.999,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,14.0,,,,,
丸森町議会議員選挙（2019年11月17日投票）,丸森町議会議員選挙,宮城県,丸森町,20191117.0,2019.0,11.0,17.0,20191112.0,無投票,14.0,14.0,1.0,,,,,任期満了,73.17,,,,丸森町議会議員選挙（2019年11月17日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,2.0,64.71428571428571,8.57261896495857,42.0,63.0,66.5,69.75,76.0,64.71428571428571,8.57261896495857,42.0,63.0,66.5,69.75,76.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,13.0,,,,,,,,,,,,,,1.0,,,,13.0,,,,,
亘理町議会議員補欠選挙（2006年05月21日投票）,亘理町議会議員補欠選挙,宮城県,亘理町,20060521.0,2006.0,5.0,21.0,20060516.0,無投票,1.0,1.0,1.0,28584.0,,,,その他,,,,,亘理町議会議員補欠選挙（2006年05月21日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
亘理町議会議員補欠選挙（2014年05月18日投票）,亘理町議会議員補欠選挙,宮城県,亘理町,20140518.0,2014.0,5.0,18.0,20140513.0,無投票,2.0,2.0,1.0,,,,,その他,,,,,亘理町議会議員補欠選挙（2014年05月18日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,39.5,3.5,36.0,37.75,39.5,41.25,43.0,39.5,3.5,36.0,37.75,39.5,41.25,43.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,
亘理町議会議員補欠選挙（2018年05月20日投票）,亘理町議会議員補欠選挙,宮城県,亘理町,20180520.0,2018.0,5.0,20.0,20180515.0,41.05,1.0,2.0,2.0,,,,,辞職/鞠子幸則氏の辞職による,,,,,亘理町議会議員補欠選挙（2018年05月20日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,10714.0,1.0,52.0,15.0,37.0,44.5,52.0,59.5,67.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,10714.0,,,,,,10714.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,
亘理町議会議員選挙（2003年04月27日投票）,亘理町議会議員選挙,宮城県,亘理町,20030427.0,2003.0,4.0,27.0,20030422.0,64.8,22.0,23.0,1.0454545454545454,27869.0,,,,任期満了,,,,,亘理町議会議員選挙（2003年04月27日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.21739130434782608,0.22727272727272727,0.7391304347826086,0.2608695652173913,0.0,0.7272727272727273,0.2727272727272727,0.0,0.6524891330538829,0.34751086694611716,,0.03838171370905193,0.05791847782435286,,17803.989999999998,3.0,60.91304347826087,8.308785520411307,46.0,53.5,59.0,66.0,78.0,60.40909090909091,8.144485534894095,46.0,53.25,59.0,65.75,78.0,,,,1907.08,,,,,823.0,,,,15073.91,,,,,,17803.989999999998,,,,0.1071153151625001,,,,,0.04622559325184973,,,,0.8466590915856502,,,,,,1.0,,,,0.1071153151625001,,,,,0.04622559325184973,,,,0.040317099599316675,,,,,,,,,1.0,,,,,1.0,,,,21.0,,,,,,,,,1.0,,,,,1.0,,,,20.0,,,,,
亘理町議会議員選挙（2007年04月22日投票）,亘理町議会議員選挙,宮城県,亘理町,20070422.0,2007.0,4.0,22.0,20070417.0,59.85,20.0,21.0,1.05,28666.0,,,797.0,任期満了,64.8,,,,亘理町議会議員選挙（2007年04月22日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.14285714285714285,0.15,0.7142857142857143,0.2857142857142857,0.0,0.7,0.3,0.0,0.6002323935354489,0.3997676064645511,,0.04001549290236326,0.06662793441075852,,16954.0,3.0,58.19047619047619,6.701947461241593,41.0,55.0,58.0,63.0,69.0,57.7,6.4892218331630485,41.0,54.5,57.5,61.5,69.0,,,,1983.55,,,,,800.0,,,,14170.45,,,,,,16954.0,,,,0.11699598914710392,,,,,0.04718650465966733,,,,0.8358175061932288,,,,,,1.0,,,,0.05849799457355196,,,,,0.04718650465966733,,,,0.04643430589962382,,,,,,,,,2.0,,,,,1.0,,,,18.0,,,,,,,,,2.0,,,,,1.0,,,,17.0,,,,,
亘理町議会議員選挙（2011年11月13日投票）,亘理町議会議員選挙,宮城県,亘理町,20111113.0,2011.0,11.0,13.0,20111104.0,57.11,18.0,19.0,1.0555555555555556,27899.0,,,-767.0,任期満了,59.85,,,,亘理町議会議員選挙（2011年11月13日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.2631578947368421,0.2777777777777778,0.7368421052631579,0.2631578947368421,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7591395304203187,0.24086046957968144,,0.054224252172879905,0.048172093915936284,,15631.0,4.0,61.73684210526316,5.045499352087101,50.0,59.5,62.0,65.5,71.0,61.22222222222222,4.673275743291798,50.0,59.25,61.5,64.5,68.0,,562.09,,2099.06,,,,,845.0,,,,12124.85,,,,,,15631.0,,0.03595995137867059,,0.13428827330305163,,,,,0.054059241251359476,,,,0.7756925340669183,,,,,,1.0,,0.03595995137867059,,0.06714413665152581,,,,,0.054059241251359476,,,,0.05171283560446122,,,,,,,1.0,,2.0,,,,,1.0,,,,15.0,,,,,,,1.0,,2.0,,,,,1.0,,,,14.0,,,,,
亘理町議会議員選挙（2015年10月25日投票）,亘理町議会議員選挙,宮城県,亘理町,20151025.0,2015.0,10.0,25.0,20151020.0,,18.0,19.0,1.0555555555555556,,,,,任期満了,57.11,,,,亘理町議会議員選挙（2015年10月25日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.3157894736842105,0.2777777777777778,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6991956042969141,0.24301622194599398,0.05778817375709195,0.04994254316406529,0.060754055486498496,0.05778817375709195,14697.990000000002,3.0,60.78947368421053,9.85996128618652,32.0,60.0,64.0,66.0,72.0,61.166666666666664,9.9958324649159,32.0,60.25,64.0,66.0,72.0,,,,1950.6999999999998,,,,,1413.0,,,,11334.289999999999,,,,,,14697.989999999998,,,,0.13271882754036438,,,,,0.0961355940506151,,,,0.7711455784090206,,,,,,1.0,,,,0.06635941377018219,,,,,0.04806779702530755,,,,0.051409705227268045,,,,,,,,,2.0,,,,,2.0,,,,15.0,,,,,,,,,2.0,,,,,2.0,,,,14.0,,,,,
亘理町議会議員選挙（2019年10月27日投票）,亘理町議会議員選挙,宮城県,亘理町,20191027.0,2019.0,10.0,27.0,20191022.0,51.53,18.0,20.0,1.1111111111111112,,,,,任期満了,,,,,亘理町議会議員選挙（2019年10月27日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.15,0.16666666666666666,0.65,0.35,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6398274371587315,0.36017256284126853,,0.049217495166056266,0.05145322326303836,,14292.996,3.0,63.35,11.252888518065038,36.0,61.0,67.5,70.25,76.0,62.44444444444444,11.451454163953843,36.0,59.0,67.0,69.5,76.0,,,,2141.626,,,,,816.0,,,,11335.369999999999,,,,,,14292.996,,,,0.1498374448576072,,,,,0.05709089962664231,,,,0.7930716555157505,,,,,,1.0,,,,0.0749187224288036,,,,,0.05709089962664231,,,,0.04665127385386768,,,,,,,,,2.0,,,,,1.0,,,,17.0,,,,,,,,,2.0,,,,,1.0,,,,15.0,,,,,
仙台市議会議員補欠選挙（2001年07月29日投票）,仙台市議会議員補欠選挙,宮城県,仙台市,20010729.0,2001.0,7.0,29.0,20010715.0,56.1,1.0,6.0,6.0,211334.0,,,,その他,,,,,仙台市議会議員補欠選挙（2001年07月29日投票）,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,,0.4934234242561491,,,0.12335585606403728,,108187.0,6.0,46.166666666666664,12.184917817622825,30.0,35.25,46.5,57.0,62.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,14686.0,,,,,,9899.0,,20958.0,,7345.0,15180.0,,,,40119.0,108187.0,,,0.1357464390361134,,,,,,0.09149897862035179,,0.19372013273313798,,0.06789170602752641,0.14031260687513286,,,,0.3708301367077375,1.0,,,0.1357464390361134,,,,,,0.09149897862035179,,0.19372013273313798,,0.06789170602752641,0.14031260687513286,,,,0.3708301367077375,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,0.0,,,,,,0.0,,0.0,,0.0,0.0,,,,1.0
仙台市議会議員選挙（1999年04月11日投票）,仙台市議会議員選挙,宮城県,仙台市,19990411.0,1999.0,4.0,11.0,19990402.0,13.78,0.0,80.0,,743591.0,,,,任期満了,,,,,仙台市議会議員選挙（1999年04月11日投票）,5.0,80.0,64.0,1.25,0.0,0.0,0.0,0.125,0.125,0.65,0.325,0.025,0.765625,0.203125,0.03125,0.7192765695146764,0.2600465849520786,0.020676845533244965,0.013832241721436085,0.0100017917289261,0.010338422766622482,366642.0,7.0,50.9875,9.695996274236084,30.0,45.75,51.0,57.25,77.0,52.09375,9.435171484265668,31.0,46.0,51.0,58.0,77.0,,,,45512.0,,,,,36727.0,5475.0,46521.0,,162753.0,25971.0,,,,43683.0,366642.0,,,,0.12413198706094773,,,,,0.10017128425003137,0.014932822753530693,0.12688399037753448,,0.44390168065851704,0.07083476524784395,,,,0.11914346965159474,1.0,,,,0.015516498382618467,,,,,0.012521410531253921,0.004977607584510231,0.014098221153059386,,0.011382094375859412,0.011805794207973992,,,,0.017020495664513535,,,,8.0,,,,,8.0,3.0,9.0,,39.0,6.0,,,,7.0,,,,8.0,,,,,7.0,0.0,9.0,,28.0,5.0,,,,7.0
仙台市議会議員選挙（2003年04月13日投票）,仙台市議会議員選挙,宮城県,仙台市,20030413.0,2003.0,4.0,13.0,20030404.0,47.58,0.0,85.0,,774642.0,,,31051.0,任期満了,13.78,,,,仙台市議会議員選挙（2003年04月13日投票）,5.0,85.0,60.0,1.4166666666666667,0.0,0.0,0.0,0.15294117647058825,0.16666666666666666,0.6588235294117647,0.32941176470588235,0.011764705882352941,0.85,0.13333333333333333,0.016666666666666666,0.749905631050715,0.23659683364419576,0.013497535305089263,0.013391171983048481,0.008449886915864135,0.013497535305089263,360288.0,8.0,51.11764705882353,9.792448188399637,31.0,44.0,52.0,58.0,72.0,52.9,9.401595609256974,34.0,45.5,53.5,60.0,71.0,,,4863.0,49371.0,,,,,33296.0,,43385.0,,141916.0,27069.0,,,7029.0,53359.0,360288.0,,,0.013497535305089263,0.1370320410338396,,,,,0.09241495692335021,,0.12041755484501288,,0.3938959943156586,0.07513156141753265,,,0.01950939248601119,0.14810096367350564,1.0,,,0.013497535305089263,0.01712900512922995,,,,,0.010268328547038913,,0.012041755484501288,,0.010365684060938385,0.010733080202504663,,,0.01950939248601119,0.013463723970318696,,,1.0,8.0,,,,,9.0,,10.0,,38.0,7.0,,,1.0,11.0,,,1.0,8.0,,,,,6.0,,6.0,,23.0,5.0,,,1.0,10.0
