,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_みんなの党,得票数_公明党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_たちあがれ日本,得票率_みんなの党,得票率_公明党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_公明党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
東みよし町議会議員選挙（2006年04月16日投票）,東みよし町議会議員選挙,徳島県,東みよし町,20060416.0,2006.0,4.0,16.0,20060411.0,86.54,16.0,17.0,1.0625,12952.0,,,,その他,,,,,東みよし町議会議員選挙（2006年04月16日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.058823529411764705,,11014.01,1.0,57.11764705882353,7.111567651627018,47.0,52.0,56.0,60.0,75.0,57.4375,7.210831696136029,47.0,52.0,56.0,61.0,75.0,,,,,,,,11014.01,,,,11014.01,,,,,,,,1.0,,,,1.0,,,,,,,,0.058823529411764705,,,,,,,,,,,17.0,,,,,,,,,,,16.0,,,
東みよし町議会議員選挙（2010年04月11日投票）,東みよし町議会議員選挙,徳島県,東みよし町,20100411.0,2010.0,4.0,11.0,20100406.0,79.53,16.0,17.0,1.0625,13022.0,,,70.0,任期満了,86.54,,,,東みよし町議会議員選挙（2010年04月11日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.7647058823529411,0.23529411764705882,0.0,0.75,0.25,0.0,0.6675011593854612,0.3324988406145389,,0.05134624302965086,0.08312471015363472,,10069.99,2.0,,,,,,,,,,,,,,,,,633.26,,,,,9436.73,,,,10069.99,,,0.0628858618528916,,,,,0.9371141381471083,,,,1.0,,,0.0628858618528916,,,,,0.05856963363419427,,,,,,1.0,,,,,16.0,,,,,,1.0,,,,,15.0,,,
東みよし町議会議員選挙（2014年04月13日投票）,東みよし町議会議員選挙,徳島県,東みよし町,20140413.0,2014.0,4.0,13.0,20140408.0,71.13,16.0,17.0,1.0625,,,,,任期満了,79.53,,,,東みよし町議会議員選挙（2014年04月13日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.8823529411764706,0.11764705882352941,0.0,0.9375,0.0625,0.0,0.8948927929287702,0.10510720707122986,,0.059659519528584684,0.05255360353561493,,8771.996,2.0,60.470588235294116,7.562427614112093,44.0,56.0,60.0,63.0,76.0,60.375,7.7852023095100105,44.0,55.75,60.0,63.25,76.0,,,626.0,,,,,8145.995999999999,,,,8771.996,,,0.07136346163404544,,,,,0.9286365383659546,,,,1.0,,,0.07136346163404544,,,,,0.05803978364787216,,,,,,1.0,,,,,16.0,,,,,,1.0,,,,,15.0,,,
東みよし町議会議員選挙（2018年04月08日投票）,東みよし町議会議員選挙,徳島県,東みよし町,20180408.0,2018.0,4.0,8.0,20180403.0,76.3,14.0,18.0,1.2857142857142858,,,,,任期満了,71.13,,,,東みよし町議会議員選挙（2018年04月08日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.07142857142857142,0.6111111111111112,0.3888888888888889,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7171294476354861,0.2828705523645139,,0.06519358614868055,0.040410078909216274,,9139.997,2.0,66.05555555555556,6.302311941063306,59.0,62.25,65.0,67.0,85.0,66.64285714285714,6.944752827619908,59.0,62.25,65.5,67.0,85.0,,,720.0,,,,,8419.997,,,,9139.997,,,0.07877464292384341,,,,,0.9212253570761566,,,,1.0,,,0.07877464292384341,,,,,0.05418972688683274,,,,,,1.0,,,,,17.0,,,,,,1.0,,,,,13.0,,,
松茂町議会議員補欠選挙（2013年08月04日投票）,松茂町議会議員補欠選挙,徳島県,松茂町,20130804.0,2013.0,8.0,4.0,20130730.0,29.62,1.0,2.0,2.0,,,,,その他,,,,,松茂町議会議員補欠選挙（2013年08月04日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.5,3522.0,1.0,63.0,8.0,55.0,59.0,63.0,67.0,71.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,3522.0,,,,3522.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
松茂町議会議員補欠選挙（2021年08月01日投票）,松茂町議会議員補欠選挙,徳島県,松茂町,20210801.0,2021.0,8.0,1.0,20210727.0,31.6,1.0,3.0,3.0,12230.0,6085.0,6145.0,,その他/原田みきお氏の辞職による,29.62,,,,松茂町議会議員補欠選挙（2021年08月01日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.8674673706696676,0.13253262933033236,,0.4337336853348338,0.13253262933033236,3788.9990000000003,1.0,60.0,1.632993161855452,58.0,59.0,60.0,61.0,62.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,3788.9990000000003,,,,3788.9990000000003,,,,,,,,1.0,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,
松茂町議会議員選挙（2007年04月22日投票）,松茂町議会議員選挙,徳島県,松茂町,20070422.0,2007.0,4.0,22.0,20070417.0,62.55,16.0,17.0,1.0625,11480.0,,,,任期満了,,,,,松茂町議会議員選挙（2007年04月22日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.11764705882352941,0.0,0.875,0.125,0.0,0.8867044649184975,0.11329553508150247,,0.0591136309945665,0.05664776754075124,,7055.0,2.0,62.05882352941177,9.225735030403326,46.0,58.0,63.0,68.0,77.0,61.125,8.695365144719341,46.0,56.75,62.0,67.25,75.0,,,,,387.0,,,6668.0,,,,7055.0,,,,,0.05485471296952516,,,0.9451452870304748,,,,1.0,,,,,0.05485471296952516,,,0.05907158043940468,,,,,,,,1.0,,,16.0,,,,,,,,1.0,,,15.0,,,
松茂町議会議員選挙（2011年04月24日投票）,松茂町議会議員選挙,徳島県,松茂町,20110424.0,2011.0,4.0,24.0,20110419.0,59.87,12.0,16.0,1.3333333333333333,11979.0,,,499.0,任期満了,62.55,,,,松茂町議会議員選挙（2011年04月24日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.8125,0.125,0.0625,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8006212934199378,0.13131883648686812,0.06805987009319402,0.06158625333999522,0.06565941824343406,0.06805987009319402,7082.0,2.0,,,,,,,,65.66666666666667,8.517954892787092,51.0,61.0,64.0,70.75,81.0,,,,,347.0,,,6735.0,,,,7082.0,,,,,0.048997458345100255,,,0.9510025416548997,,,,1.0,,,,,0.048997458345100255,,,0.06340016944365998,,,,,,,,1.0,,,15.0,,,,,,,,0.0,,,12.0,,,
松茂町議会議員選挙（2015年04月26日投票）,松茂町議会議員選挙,徳島県,松茂町,20150426.0,2015.0,4.0,26.0,20150421.0,,12.0,14.0,1.1666666666666667,,,,,任期満了,59.87,,,,松茂町議会議員選挙（2015年04月26日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.6666666666666666,0.25,0.08333333333333333,0.5965090052179768,0.32267295068170343,0.08081804410031981,0.0745636256522471,0.06453459013634069,0.08081804410031981,5941.0,1.0,64.92857142857143,7.4494897784468215,55.0,59.5,63.5,69.75,83.0,65.0,7.724420150837645,55.0,60.0,63.5,69.5,83.0,,,,,,,,5941.0,,,,5941.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.07142857142857142,,,,,,,,,,,14.0,,,,,,,,,,,12.0,,,
松茂町議会議員選挙（2019年04月21日投票）,松茂町議会議員選挙,徳島県,松茂町,20190421.0,2019.0,4.0,21.0,20190416.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,,,,,松茂町議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.75,0.16666666666666666,0.08333333333333333,0.761665007098743,0.18121978339202002,0.05711520950923708,0.0761665007098743,0.09060989169601001,0.05711520950923708,5164.999,1.0,68.07692307692308,7.670738992195637,59.0,63.0,66.0,73.0,87.0,68.75,7.606192652481704,59.0,63.75,66.5,73.5,87.0,,,,,,,,5164.999,,,,5164.999,,,,,,,,1.0,,,,1.0,,,,,,,,0.07692307692307693,,,,,,,,,,,13.0,,,,,,,,,,,12.0,,,
板野町議会議員選挙（2007年10月07日投票）,板野町議会議員選挙,徳島県,板野町,20071007.0,2007.0,10.0,7.0,20071002.0,79.43,16.0,17.0,1.0625,11768.0,,,,任期満了,,,,,板野町議会議員選挙（2007年10月07日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.875,0.125,0.0,0.8345425013535462,0.1654574986464537,,0.05961017866811045,0.0551524995488179,,9235.0,2.0,62.35294117647059,6.239732049965232,53.0,58.0,60.0,68.0,74.0,62.5,6.4031242374328485,53.0,57.75,61.5,68.25,74.0,,,,,1041.0,,,8194.0,,,,9235.0,,,,,0.11272333513806172,,,0.8872766648619382,,,,1.0,,,,,0.05636166756903086,,,0.05915177765746255,,,,,,,,2.0,,,15.0,,,,,,,,2.0,,,14.0,,,
板野町議会議員選挙（2011年10月02日投票）,板野町議会議員選挙,徳島県,板野町,20111002.0,2011.0,10.0,2.0,20110927.0,71.88,14.0,16.0,1.1428571428571428,11652.0,,,-116.0,任期満了,79.43,,,,板野町議会議員選挙（2011年10月02日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,1.0,0.0,0.0,0.969195457840058,0.030804542159942015,,0.06922824698857558,0.015402271079971008,,8278.0,2.0,65.875,5.429951657243368,57.0,61.75,64.5,70.5,76.0,66.35714285714286,5.562722134982154,57.0,62.25,65.5,71.5,76.0,,,,,1103.0,,,7175.0,,,,8278.0,,,,,0.13324474510751388,,,0.8667552548924861,,,,1.0,,,,,0.06662237255375694,,,0.06191108963517757,,,,,,,,2.0,,,14.0,,,,,,,,2.0,,,12.0,,,
板野町議会議員選挙（2015年10月04日投票）,板野町議会議員選挙,徳島県,板野町,20151004.0,2015.0,10.0,4.0,20150929.0,40.68,13.0,16.0,1.2307692307692308,,,,,任期満了,71.88,,,,板野町議会議員選挙（2015年10月04日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.6875,0.25,0.0625,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.7241813602015114,0.21901763224181361,0.05680100755667506,0.0658346691092283,0.054754408060453404,0.05680100755667506,7940.0,2.0,65.8125,11.226190081679537,37.0,64.75,67.0,72.5,80.0,69.92307692307692,5.539529811504256,61.0,66.0,68.0,74.0,80.0,,,,,978.0,,,6962.0,,,,7940.0,,,,,0.12317380352644837,,,0.8768261964735516,,,,1.0,,,,,0.061586901763224185,,,0.06263044260525369,,,,,,,,2.0,,,14.0,,,,,,,,2.0,,,11.0,,,
板野町議会議員選挙（2019年10月06日投票）,板野町議会議員選挙,徳島県,板野町,20191006.0,2019.0,10.0,6.0,20191001.0,64.55,13.0,15.0,1.1538461538461535,11407.0,,,,任期満了,40.68,,,,板野町議会議員選挙（2019年10月06日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8461538461538461,0.15384615384615385,0.0,0.7979423868312757,0.20205761316872428,,0.06649519890260631,0.0673525377229081,,7290.0,2.0,69.53333333333333,11.655423153574858,41.0,66.5,71.0,77.0,84.0,70.23076923076923,9.877354411861246,41.0,68.0,71.0,76.0,81.0,,,,,858.0,,,6432.0,,,,7290.0,,,,,0.1176954732510288,,,0.8823045267489712,,,,1.0,,,,,0.0588477366255144,,,0.0678695789806901,,,,,,,,2.0,,,13.0,,,,,,,,2.0,,,11.0,,,
海陽町議会議員選挙（2006年05月14日投票）,海陽町議会議員選挙,徳島県,海陽町,20060514.0,2006.0,5.0,14.0,20060509.0,87.9,20.0,28.0,1.4,9974.0,,,,その他,,,,,海陽町議会議員選挙（2006年05月14日投票）,1.0,28.0,20.0,1.4,0.0,0.0,0.0,0.03571428571428571,0.05,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.03571428571428571,,8622.0,3.0,57.535714285714285,9.828828381192682,32.0,53.75,56.5,65.25,75.0,57.0,9.974968671630002,32.0,53.75,56.5,61.25,75.0,,,470.0,,308.0,,,7844.0,,,,8622.0,,,0.054511714219438644,,0.035722570169334264,,,0.9097657156112271,,,,1.0,,,0.054511714219438644,,0.035722570169334264,,,0.034990989061970276,,,,,,1.0,,1.0,,,26.0,,,,,,1.0,,1.0,,,18.0,,,
海陽町議会議員選挙（2010年04月25日投票）,海陽町議会議員選挙,徳島県,海陽町,20100425.0,2010.0,4.0,25.0,20100420.0,83.31,16.0,17.0,1.0625,9426.0,,,-548.0,任期満了,87.9,,,,海陽町議会議員選挙（2010年04月25日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.7058823529411765,0.29411764705882354,0.0,0.6875,0.3125,0.0,0.6553196997152472,0.34468030028475277,,0.0546099749762706,0.06893606005695055,,7726.0,2.0,,,,,,,,,,,,,,,,,771.0,,,,,6955.0,,,,7726.0,,,0.09979290706704634,,,,,0.9002070929329536,,,,1.0,,,0.09979290706704634,,,,,0.0562629433083096,,,,,,1.0,,,,,16.0,,,,,,1.0,,,,,15.0,,,
海陽町議会議員選挙（2014年04月27日投票）,海陽町議会議員選挙,徳島県,海陽町,20140427.0,2014.0,4.0,27.0,20140422.0,,14.0,19.0,1.3571428571428572,,,,,任期満了,83.31,,,,海陽町議会議員選挙（2014年04月27日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.10526315789473684,0.14285714285714285,0.6842105263157895,0.3157894736842105,0.0,0.8571428571428571,0.14285714285714285,0.0,0.7872970143717894,0.21270298562821058,,0.060561308797829956,0.035450497604701765,,6769.999,2.0,59.05263157894737,10.869918337031773,32.0,58.0,61.0,65.5,75.0,59.57142857142857,9.371036577167555,40.0,58.5,61.5,65.75,74.0,,,563.0,,,,,6206.999,,,,6769.999,,,0.08316101671506894,,,,,0.9168389832849311,,,,1.0,,,0.08316101671506894,,,,,0.05093549907138506,,,,,,1.0,,,,,18.0,,,,,,1.0,,,,,13.0,,,
海陽町議会議員選挙（2018年04月22日投票）,海陽町議会議員選挙,徳島県,海陽町,20180422.0,2018.0,4.0,22.0,20180417.0,73.1,14.0,16.0,1.1428571428571428,,,,,任期満了,,,,,海陽町議会議員選挙（2018年04月22日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.1875,0.21428571428571427,0.625,0.3125,0.0625,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6311526479750779,0.30856697819314644,0.0602803738317757,0.06311526479750779,0.061713395638629286,0.0602803738317757,6420.0,2.0,64.0,6.652067347825035,49.0,61.5,66.0,68.25,72.0,64.85714285714286,5.755210593852481,49.0,62.5,66.0,68.75,72.0,,,619.0,,,,,5801.0,,,,6420.0,,,0.09641744548286604,,,,,0.903582554517134,,,,1.0,,,0.09641744548286604,,,,,0.060238836967808934,,,,,,1.0,,,,,15.0,,,,,,1.0,,,,,13.0,,,
牟岐町議会議員選挙（2007年04月22日投票）,牟岐町議会議員選挙,徳島県,牟岐町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,10.0,10.0,1.0,4742.0,,,,任期満了,,,,,牟岐町議会議員選挙（2007年04月22日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,0.0,58.3,7.912648102879339,41.0,54.5,59.5,64.75,68.0,58.3,7.912648102879339,41.0,54.5,59.5,64.75,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
牟岐町議会議員選挙（2011年04月24日投票）,牟岐町議会議員選挙,徳島県,牟岐町,20110424.0,2011.0,4.0,24.0,20110419.0,82.66,8.0,10.0,1.25,4303.0,,,-439.0,任期満了,,,,,牟岐町議会議員選挙（2011年04月24日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.125,0.8,0.2,0.0,0.75,0.25,0.0,0.8322928490351873,0.1677071509648127,,0.10403660612939841,0.08385357548240635,,3524.0,3.0,,,,,,,,,,,,,,,,,501.0,,364.0,,,2659.0,,,,3524.0,,,0.14216799091940976,,0.10329171396140749,,,0.7545402951191827,,,,1.0,,,0.14216799091940976,,0.10329171396140749,,,0.09431753688989784,,,,,,1.0,,1.0,,,8.0,,,,,,1.0,,1.0,,,6.0,,,
牟岐町議会議員選挙（2015年04月26日投票）,牟岐町議会議員選挙,徳島県,牟岐町,20150426.0,2015.0,4.0,26.0,20150421.0,82.3,8.0,9.0,1.125,,,,,任期満了,82.66,,,,牟岐町議会議員選挙（2015年04月26日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.75,0.125,0.125,0.776082217377764,0.1476175646216132,0.07630021800062287,0.11086888819682342,0.1476175646216132,0.07630021800062287,3211.0,4.0,,,,,,,,,,,,,,,,,549.0,,339.0,,267.0,2056.0,,,,3211.0,,,0.1709747742136406,,0.10557458735596388,,0.08315166614761757,0.640298972282778,,,,1.0,,,0.1709747742136406,,0.10557458735596388,,0.08315166614761757,0.106716495380463,,,,,,1.0,,1.0,,1.0,6.0,,,,,,1.0,,1.0,,1.0,5.0,,,
牟岐町議会議員選挙（2019年04月21日投票）,牟岐町議会議員選挙,徳島県,牟岐町,20190421.0,2019.0,4.0,21.0,20190416.0,,8.0,9.0,1.125,,,,,任期満了,82.3,,,,牟岐町議会議員選挙（2019年04月21日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.6458119658119658,0.3541880341880342,,0.09225885225885225,0.1770940170940171,,2925.0,3.0,62.333333333333336,13.274871834493252,39.0,56.0,68.0,71.0,80.0,60.125,12.424144839786761,39.0,52.5,65.0,71.0,72.0,,,514.0,,282.0,,,2129.0,,,,2925.0,,,0.17572649572649574,,0.09641025641025641,,,0.7278632478632479,,,,1.0,,,0.17572649572649574,,0.09641025641025641,,,0.10398046398046398,,,,,,1.0,,1.0,,,7.0,,,,,,1.0,,1.0,,,6.0,,,
石井町議会議員選挙（2007年08月26日投票）,石井町議会議員選挙,徳島県,石井町,20070826.0,2007.0,8.0,26.0,20070821.0,71.3,16.0,20.0,1.25,21916.0,,,,任期満了,,,,,石井町議会議員選挙（2007年08月26日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,0.7,0.25,0.05,0.75,0.1875,0.0625,0.7063430420711974,0.2519741100323625,0.04168284789644013,0.05045307443365695,0.050394822006472495,0.04168284789644013,15450.0,3.0,61.2,10.395191195932858,28.0,56.5,61.5,69.25,75.0,62.6875,7.767872536930559,48.0,56.5,61.5,70.0,75.0,,,1094.0,,742.0,,,13614.0,,,,15450.0,,,0.07080906148867314,,0.04802588996763754,,,0.8811650485436893,,,,1.0,,,0.07080906148867314,,0.04802588996763754,,,0.048953613807982736,,,,,,1.0,,1.0,,,18.0,,,,,,1.0,,1.0,,,14.0,,,
石井町議会議員選挙（2011年08月28日投票）,石井町議会議員選挙,徳島県,石井町,20110828.0,2011.0,8.0,28.0,20110823.0,60.54,14.0,16.0,1.1428571428571428,21796.0,,,-120.0,任期満了,71.3,,,,石井町議会議員選挙（2011年08月28日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.625,0.375,0.0,0.7142857142857143,0.2857142857142857,0.0,0.4590665646518745,0.5409334353481254,,0.04590665646518745,0.09015557255802091,,13070.0,3.0,,,,,,,,,,,,,,,,,988.0,,533.0,,,11549.0,,,,13070.0,,,0.07559296097934201,,0.040780413159908185,,,0.8836266258607498,,,,1.0,,,0.07559296097934201,,0.040780413159908185,,,0.06311618756148213,,,,,,1.0,,1.0,,,14.0,,,,,,1.0,,1.0,,,12.0,,,
石井町議会議員選挙（2015年08月23日投票）,石井町議会議員選挙,徳島県,石井町,20150823.0,2015.0,8.0,23.0,20150818.0,60.85,14.0,19.0,1.3571428571428572,,,,,任期満了,60.54,,,,石井町議会議員選挙（2015年08月23日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.10526315789473684,0.14285714285714285,0.42105263157894735,0.3157894736842105,0.2631578947368421,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.3818859615236035,0.2941358263153828,0.3239782121610137,0.047735745190450436,0.04902263771923047,0.06479564243220273,12943.0,3.0,,,,,,,,,,,,,,,,,915.0,,517.0,,,11511.0,,,,12943.0,,,0.07069458394498956,,0.03994437147492853,,,0.8893610445800819,,,,1.0,,,0.07069458394498956,,0.03994437147492853,,,0.05231535556353423,,,,,,1.0,,1.0,,,17.0,,,,,,1.0,,1.0,,,12.0,,,
石井町議会議員選挙（2019年04月21日投票）,石井町議会議員選挙,徳島県,石井町,20190421.0,2019.0,4.0,21.0,20190416.0,,,16.0,,,,,,任期満了,60.85,,,,石井町議会議員選挙（2019年04月21日投票）,1.0,16.0,0.0,inf,0.0,0.0,0.0,0.1875,0.0,,,,0.0,0.0,0.0,,,,,,,12545.0,3.0,63.8125,10.875538779757076,42.0,59.5,66.0,70.25,82.0,,,,,,,,,,1286.0,,772.0,,,10487.0,,,,12545.0,,,0.10251096054204863,,0.06153846153846154,,,0.8359505779194898,,,,1.0,,,0.10251096054204863,,0.06153846153846154,,,0.05971075556567784,,,,,,1.0,,1.0,,,14.0,,,,,,0.0,,0.0,,,0.0,,,
神山町議会議員補欠選挙（2007年04月22日投票）,神山町議会議員補欠選挙,徳島県,神山町,20070422.0,2007.0,4.0,22.0,20070417.0,38.77,1.0,2.0,2.0,6343.0,,,,任期満了,,,,,神山町議会議員補欠選挙（2007年04月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,2365.0,1.0,67.5,9.5,58.0,62.75,67.5,72.25,77.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,,,,,,,,2365.0,,,,2365.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
神山町議会議員補欠選挙（2015年04月26日投票）,神山町議会議員補欠選挙,徳島県,神山町,20150426.0,2015.0,4.0,26.0,20150521.0,無投票,1.0,1.0,1.0,,,,,その他,38.77,,,,神山町議会議員補欠選挙（2015年04月26日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
神山町議会議員補欠選挙（2018年09月02日投票）,神山町議会議員補欠選挙,徳島県,神山町,20180902.0,2018.0,9.0,2.0,20180828.0,49.24,5.0,6.0,1.2,,,,,辞職/2015年執行の町議選を巡る公選法違反（買収）による町議5名の辞職のため,,,,,神山町議会議員補欠選挙（2018年09月02日投票）,1.0,6.0,5.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.16666666666666666,,2295.0,1.0,61.0,10.785793124908958,42.0,56.75,62.0,66.5,77.0,57.8,8.840814442120138,42.0,56.0,59.0,65.0,67.0,,,,,,,,2295.0,,,,2295.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.16666666666666666,,,,,,,,,,,6.0,,,,,,,,,,,5.0,,,
神山町議会議員補欠選挙（2019年04月21日投票）,神山町議会議員補欠選挙,徳島県,神山町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,1.0,1.0,1.0,,,,,その他,49.24,,,,神山町議会議員補欠選挙（2019年04月21日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
神山町議会議員選挙（2007年12月16日投票）,神山町議会議員選挙,徳島県,神山町,20071216.0,2007.0,12.0,16.0,20071211.0,78.28,12.0,13.0,1.0833333333333333,6265.0,,,,任期満了,,,,,神山町議会議員選挙（2007年12月16日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.75,0.25,0.0,0.6883003065322583,0.3116996934677418,,0.07647781183691758,0.07792492336693545,,4837.99,1.0,64.38461538461539,6.923076923076923,55.0,59.0,63.0,68.0,77.0,63.333333333333336,6.128258770283413,55.0,58.5,62.5,66.5,75.0,,,,,,,,4837.99,,,,4837.99,,,,,,,,1.0,,,,1.0,,,,,,,,0.07692307692307693,,,,,,,,,,,13.0,,,,,,,,,,,12.0,,,
