,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_みんなの党,得票数_公明党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_たちあがれ日本,得票率_みんなの党,得票率_公明党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_公明党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
神山町議会議員選挙（2011年12月18日投票）,神山町議会議員選挙,徳島県,神山町,20111218.0,2011.0,12.0,18.0,20111213.0,76.22,12.0,13.0,1.0833333333333333,5798.0,,,-467.0,任期満了,78.28,,,,神山町議会議員選挙（2011年12月18日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.0,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8207590306355739,0.13122999542752628,0.04801097393689986,0.08207590306355739,0.06561499771376314,0.04801097393689986,4374.0,1.0,63.61538461538461,11.658859038638397,31.0,60.0,65.0,70.0,79.0,64.41666666666667,11.78599687010913,31.0,60.75,66.0,70.5,79.0,,,,,,,,4374.0,,,,4374.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.07692307692307693,,,,,,,,,,,13.0,,,,,,,,,,,12.0,,,
神山町議会議員選挙（2015年12月20日投票）,神山町議会議員選挙,徳島県,神山町,20151220.0,2015.0,12.0,20.0,20151215.0,無投票,10.0,10.0,1.0,,,,,任期満了,76.22,,,,神山町議会議員選挙（2015年12月20日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,1.0,65.0,5.830951894845301,56.0,59.25,65.5,70.5,73.0,65.0,5.830951894845301,56.0,59.25,65.5,70.5,73.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,10.0,,,
神山町議会議員選挙（2019年12月15日投票）,神山町議会議員選挙,徳島県,神山町,20191215.0,2019.0,12.0,15.0,20191210.0,71.95,8.0,13.0,1.625,,,,,任期満了,,,,,神山町議会議員選挙（2019年12月15日投票）,1.0,13.0,8.0,1.625,0.0,0.0,0.0,0.07692307692307693,0.0,0.7692307692307693,0.23076923076923078,0.0,0.625,0.375,0.0,0.7388346643005028,0.2611653356994972,,0.07388346643005028,0.0870551118998324,,3381.0,1.0,63.0,8.805592628464114,44.0,60.0,65.0,68.0,77.0,61.875,9.558209821927953,44.0,57.5,65.5,66.75,75.0,,,,,,,,3381.0,,,,3381.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.07692307692307693,,,,,,,,,,,13.0,,,,,,,,,,,8.0,,,
美波町議会議員補欠選挙（2013年08月04日投票）,美波町議会議員補欠選挙,徳島県,美波町,20130804.0,2013.0,8.0,4.0,20130730.0,無投票,2.0,2.0,1.0,,,,,その他,,,,,美波町議会議員補欠選挙（2013年08月04日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,
美波町議会議員補欠選挙（2021年08月01日投票）,美波町議会議員補欠選挙,徳島県,美波町,20210801.0,2021.0,8.0,1.0,20210727.0,無投票,1.0,1.0,1.0,5744.0,2670.0,3074.0,,"その他/山本正男議員の逝去に伴う/有権者数については選挙人名簿登録者数が表示されています",,,,,美波町議会議員補欠選挙（2021年08月01日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
美波町議会議員選挙（2006年05月14日投票）,美波町議会議員選挙,徳島県,美波町,20060514.0,2006.0,5.0,14.0,20060509.0,87.38,14.0,17.0,1.2142857142857142,7456.0,,,,その他,,,,,美波町議会議員選挙（2006年05月14日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.07142857142857142,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.058823529411764705,,6386.0,2.0,55.35294117647059,10.408939463809254,34.0,51.0,57.0,62.0,69.0,54.857142857142854,8.667320749781437,34.0,51.25,55.5,60.5,69.0,,,,,216.0,,,6170.0,,,,6386.0,,,,,0.03382398997807704,,,0.966176010021923,,,,1.0,,,,,0.03382398997807704,,,0.06038600062637019,,,,,,,,1.0,,,16.0,,,,,,,,0.0,,,14.0,,,
美波町議会議員選挙（2010年04月25日投票）,美波町議会議員選挙,徳島県,美波町,20100425.0,2010.0,4.0,25.0,20100420.0,78.36,14.0,16.0,1.1428571428571428,7016.0,,,-440.0,任期満了,87.38,,,,美波町議会議員選挙（2010年04月25日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.625,0.375,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6572008113590264,0.34279918864097364,,0.06572008113590264,0.05713319810682894,,5423.0,1.0,,,,,,,,58.0,7.643858412383855,38.0,56.0,58.0,61.75,73.0,,,,,,,,5423.0,,,,5423.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.0625,,,,,,,,,,,16.0,,,,,,,,,,,14.0,,,
美波町議会議員選挙（2014年04月27日投票）,美波町議会議員選挙,徳島県,美波町,20140427.0,2014.0,4.0,27.0,20140422.0,73.2,12.0,13.0,1.0833333333333333,,,,,任期満了,78.36,,,,美波町議会議員選挙（2014年04月27日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.9230769230769231,0.0,0.07692307692307693,0.9166666666666666,0.0,0.08333333333333333,0.8826400679117148,,0.11735993208828523,0.0735533389926429,,0.11735993208828523,4712.0,2.0,61.15384615384615,7.502267901684067,42.0,60.0,62.0,65.0,77.0,60.833333333333336,7.722621892135396,42.0,59.75,61.5,62.75,77.0,,,,,433.0,,,4279.0,,,,4712.0,,,,,0.091893039049236,,,0.908106960950764,,,,1.0,,,,,0.091893039049236,,,0.07567558007923034,,,,,,,,1.0,,,12.0,,,,,,,,1.0,,,11.0,,,
美波町議会議員選挙（2018年04月22日投票）,美波町議会議員選挙,徳島県,美波町,20180422.0,2018.0,4.0,22.0,20180417.0,73.1,12.0,14.0,1.1666666666666667,,,,,任期満了,73.2,,,,美波町議会議員選挙（2018年04月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8138952164009111,0.12255125284738042,0.06355353075170843,0.07399047421826464,0.06127562642369021,0.06355353075170843,4390.0,2.0,64.5,6.032649264034595,46.0,64.0,66.0,68.25,71.0,63.916666666666664,6.277716322216402,46.0,63.75,65.5,66.75,71.0,,,,,257.0,,,4133.0,,,,4390.0,,,,,0.05854214123006834,,,0.9414578587699317,,,,1.0,,,,,0.05854214123006834,,,0.07241983528999475,,,,,,,,1.0,,,13.0,,,,,,,,1.0,,,11.0,,,
美馬市議会議員補欠選挙（2009年03月15日投票）,美馬市議会議員補欠選挙,徳島県,美馬市,20090315.0,2009.0,3.0,15.0,20090308.0,43.71,1.0,4.0,4.0,27236.0,,,,その他,,,,,美馬市議会議員補欠選挙（2009年03月15日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,11622.0,2.0,59.5,3.2015621187164243,55.0,58.0,59.5,61.0,64.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,2503.0,,,9119.0,,,,11622.0,,,,,0.21536740664257442,,,0.7846325933574255,,,,1.0,,,,,0.21536740664257442,,,0.2615441977858085,,,,,,,,1.0,,,3.0,,,,,,,,0.0,,,1.0,,,
美馬市議会議員補欠選挙（2013年03月10日投票）,美馬市議会議員補欠選挙,徳島県,美馬市,20130310.0,2013.0,3.0,10.0,20130303.0,35.66,2.0,3.0,1.5,26843.0,,,-393.0,その他,43.71,,,,美馬市議会議員補欠選挙（2013年03月10日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.6883396023643202,0.31166039763567976,,0.3441698011821601,0.31166039763567976,9305.0,1.0,63.333333333333336,2.494438257849294,60.0,62.0,64.0,65.0,66.0,63.0,3.0,60.0,61.5,63.0,64.5,66.0,,,,,,,,9305.0,,,,9305.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,
美馬市議会議員選挙（2006年04月23日投票）,美馬市議会議員選挙,徳島県,美馬市,20060423.0,2006.0,4.0,23.0,20060416.0,,0.0,24.0,,28657.0,,,,解散,,,,,美馬市議会議員選挙（2006年04月23日投票）,2.0,25.0,23.0,1.0869565217391304,0.0,0.0,0.0,0.08,0.08695652173913043,0.0,0.04,0.0,0.0,0.0,0.0,,,,,,,22544.989999999998,2.0,57.68,8.269074918030434,37.0,54.0,58.0,64.0,70.0,57.869565217391305,8.440607580778957,37.0,54.5,58.0,65.0,70.0,,,1109.0,,,,,,,,,1109.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,24.0,,,,,,1.0,,,,,22.0,,,
美馬市議会議員選挙（2010年04月18日投票）,美馬市議会議員選挙,徳島県,美馬市,20100418.0,2010.0,4.0,18.0,20100411.0,81.91,20.0,26.0,1.3,27709.0,,,-948.0,任期満了,,,,,美馬市議会議員選挙（2010年04月18日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.7692307692307693,0.23076923076923078,0.0,0.8,0.2,0.0,0.7995761318700849,0.20042386812991517,,0.039978806593504244,0.03340397802165253,,22506.999999999996,3.0,,,,,,,,,,,,,,,,,1106.0,,621.0,,,20780.0,,,,22507.0,,,0.04914026747234194,,0.027591416003909894,,,0.9232683165237482,,,,1.0,,,0.04914026747234194,,0.027591416003909894,,,0.038469513188489506,,,,,,1.0,,1.0,,,24.0,,,,,,1.0,,0.0,,,19.0,,,
美馬市議会議員選挙（2014年04月20日投票）,美馬市議会議員選挙,徳島県,美馬市,20140420.0,2014.0,4.0,20.0,20140413.0,77.89,20.0,25.0,1.25,,,,,任期満了,81.91,,,,美馬市議会議員選挙（2014年04月20日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.08,0.1,0.76,0.2,0.04,0.9,0.1,0.0,0.8205668713776845,0.15417812418380974,0.025255004438505733,0.04318773007250971,0.03083562483676195,0.025255004438505733,20391.998,3.0,61.24,10.35096130801386,37.0,59.0,64.0,66.0,77.0,61.65,10.34540961006378,37.0,58.75,63.5,66.25,77.0,,,1103.0,,514.0,,,18774.998,,,,20391.998,,,0.05408984445761519,,0.02520596559493582,,,0.920704189947449,,,,1.0,,,0.05408984445761519,,0.02520596559493582,,,0.04003061695423691,,,,,,1.0,,1.0,,,23.0,,,,,,1.0,,0.0,,,19.0,,,
美馬市議会議員選挙（2018年04月15日投票）,美馬市議会議員選挙,徳島県,美馬市,20180415.0,2018.0,4.0,15.0,20180408.0,69.78,18.0,20.0,1.1111111111111112,,,,,任期満了,77.89,,,,美馬市議会議員選挙（2018年04月15日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.15,0.16666666666666666,,,,,,,,,,,,,17580.0,2.0,64.4,9.398936110007345,41.0,61.0,67.0,69.25,81.0,63.72222222222222,9.659799604291061,41.0,59.0,66.0,69.0,81.0,,,1194.0,,,,,16386.0,,,,17580.0,,,0.06791808873720137,,,,,0.9320819112627986,,,,1.0,,,0.06791808873720137,,,,,0.04905694269804203,,,,,,1.0,,,,,19.0,,,,,,1.0,,,,,17.0,,,
藍住町議会議員補欠選挙（2009年11月15日投票）,藍住町議会議員補欠選挙,徳島県,藍住町,20091115.0,2009.0,11.0,15.0,20091110.0,52.24,1.0,2.0,2.0,25776.0,,,,その他,,,,,藍住町議会議員補欠選挙（2009年11月15日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,11731.0,1.0,62.5,4.5,58.0,60.25,62.5,64.75,67.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,,,,,,,,11731.0,,,,11731.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
藍住町議会議員選挙（2008年02月17日投票）,藍住町議会議員選挙,徳島県,藍住町,20080217.0,2008.0,2.0,17.0,20080212.0,55.06,16.0,17.0,1.0625,25532.0,,,,任期満了,,,,,藍住町議会議員選挙（2008年02月17日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.7647058823529411,0.23529411764705882,0.0,0.8125,0.1875,0.0,0.7815386836027713,0.21846131639722863,,0.060118360277136254,0.05461532909930716,,13856.0,3.0,59.294117647058826,9.522510209605528,31.0,56.0,59.0,67.0,73.0,59.5,9.778803607803972,31.0,57.5,59.5,67.0,73.0,,,1376.0,,1879.0,,,10601.0,,,,13856.0,,,0.09930715935334873,,0.13560912240184758,,,0.7650837182448037,,,,1.0,,,0.09930715935334873,,0.06780456120092379,,,0.05464883701748598,,,,,,1.0,,2.0,,,14.0,,,,,,1.0,,2.0,,,13.0,,,
藍住町議会議員選挙（2012年02月12日投票）,藍住町議会議員選挙,徳島県,藍住町,20120212.0,2012.0,2.0,12.0,20120207.0,47.67,16.0,17.0,1.0625,26313.0,,,781.0,任期満了,55.06,,,,藍住町議会議員選挙（2012年02月12日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.7647058823529411,0.11764705882352941,0.11764705882352941,0.8125,0.125,0.0625,0.8643586833144155,0.09096805578076861,0.04467326090481596,0.06648912948572426,0.045484027890384304,0.02233663045240798,12334.0,3.0,,,,,,,,,,,,,,,,,1440.0,,1041.0,,,9853.0,,,,12334.0,,,0.11675044592184207,,0.08440084319766498,,,0.7988487108804929,,,,1.0,,,0.11675044592184207,,0.08440084319766498,,,0.053256580725366195,,,,,,1.0,,1.0,,,15.0,,,,,,1.0,,1.0,,,14.0,,,
藍住町議会議員選挙（2016年02月14日投票）,藍住町議会議員選挙,徳島県,藍住町,20160214.0,2016.0,2.0,14.0,20160209.0,41.39,16.0,19.0,1.1875,27187.0,,,874.0,任期満了,47.67,,,,藍住町議会議員選挙（2016年02月14日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.5263157894736842,0.3157894736842105,0.15789473684210525,0.625,0.25,0.125,0.7412758996728462,0.183206106870229,0.07551799345692475,0.07412758996728462,0.030534351145038167,0.025172664485641583,11004.0,0.0,61.63157894736842,13.010969162962335,29.0,56.5,66.0,68.5,81.0,64.625,10.867813717579079,39.0,63.75,66.0,69.75,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
藍住町議会議員選挙（2020年02月09日投票）,藍住町議会議員選挙,徳島県,藍住町,20200209.0,2020.0,2.0,9.0,20200204.0,45.87,16.0,21.0,1.3125,28455.0,,,1268.0,任期満了,41.39,,,,藍住町議会議員選挙（2020年02月09日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.09523809523809523,0.0625,0.47619047619047616,0.42857142857142855,0.09523809523809523,0.4375,0.5,0.0625,0.4260094767474688,0.5230501669077876,0.05094035634474356,0.042600947674746883,0.0581166852119764,0.02547017817237178,12857.998,3.0,60.19047619047619,12.72649672222728,25.0,54.0,62.0,70.0,79.0,59.9375,13.557602802486876,25.0,52.75,63.0,70.25,79.0,,,1278.629,,863.0,,,10716.368999999999,,,,12857.998,,,0.09944230820381213,,0.06711775814555268,,,0.8334399336506352,,,,1.0,,,0.09944230820381213,,0.06711775814555268,,,0.04386525966582291,,,,,,1.0,,1.0,,,19.0,,,,,,1.0,,1.0,,,14.0,,,
那賀町議会議員補欠選挙（2008年10月26日投票）,那賀町議会議員補欠選挙,徳島県,那賀町,20081026.0,2008.0,10.0,26.0,20081021.0,無投票,1.0,1.0,1.0,2718.0,,,,その他,,,,,那賀町議会議員補欠選挙（2008年10月26日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
那賀町議会議員補欠選挙（2011年04月24日投票）,那賀町議会議員補欠選挙,徳島県,那賀町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,1.0,1.0,1.0,8942.0,,,6224.0,その他,,,,,那賀町議会議員補欠選挙（2011年04月24日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
那賀町議会議員選挙（2009年10月25日投票）,那賀町議会議員選挙,徳島県,那賀町,20091025.0,2009.0,10.0,25.0,20091020.0,83.14,16.0,18.0,1.125,9104.0,,,,任期満了,,,,,那賀町議会議員選挙（2009年10月25日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6875,0.25,0.0625,0.6888977635782748,0.26091586794462196,0.0501863684771033,0.052992135659867295,0.06522896698615549,0.0501863684771033,7512.0,2.0,59.44444444444444,8.519404140758922,31.0,59.0,61.0,63.0,73.0,59.0625,8.961506221054583,31.0,58.5,60.5,63.25,73.0,,,,,954.0,,,6558.0,,,,7512.0,,,,,0.1269968051118211,,,0.8730031948881789,,,,1.0,,,,,0.06349840255591055,,,0.05456269968051118,,,,,,,,2.0,,,16.0,,,,,,,,2.0,,,14.0,,,
那賀町議会議員選挙（2013年10月27日投票）,那賀町議会議員選挙,徳島県,那賀町,20131027.0,2013.0,10.0,27.0,20131022.0,無投票,16.0,16.0,1.0,,,,,任期満了,83.14,,,,那賀町議会議員選挙（2013年10月27日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0625,0.0625,0.8125,0.1875,0.0,0.8125,0.1875,0.0,,,,,,,0.0,2.0,58.5625,11.75249308657529,35.0,56.0,63.0,65.0,77.0,58.5625,11.75249308657529,35.0,56.0,63.0,65.0,77.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,14.0,,,,,,,,2.0,,,14.0,,,
那賀町議会議員選挙（2017年10月22日投票）,那賀町議会議員選挙,徳島県,那賀町,20171022.0,2017.0,10.0,22.0,20171017.0,72.08,14.0,17.0,1.2142857142857142,7759.0,,,,任期満了,,,,,那賀町議会議員選挙（2017年10月22日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.07142857142857142,0.7058823529411765,0.29411764705882354,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8623135685703892,0.13768643142961076,,0.07185946404753243,0.02753728628592215,,5498.0,0.0,62.8235294117647,11.495448173939248,39.0,62.0,67.0,68.0,81.0,61.285714285714285,11.966790782521983,39.0,58.25,65.5,68.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿南市議会議員増員選挙（2006年04月30日投票）,阿南市議会議員増員選挙,徳島県,阿南市,20060430.0,2006.0,4.0,30.0,20060423.0,,11.0,16.0,1.4545454545454546,18826.0,,,,その他,,,,,阿南市議会議員増員選挙（2006年04月30日投票）,2.0,16.0,11.0,1.4545454545454546,0.0,0.0,0.0,0.1875,0.2727272727272727,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.0625,,13035.0,2.0,58.1875,7.993894154290511,41.0,54.75,58.0,62.5,77.0,56.45454545454545,6.372720788480685,41.0,54.0,58.0,59.5,66.0,,,,,1598.0,,,11437.0,,,,13035.0,,,,,0.12259301879555044,,,0.8774069812044496,,,,1.0,,,,,0.06129650939777522,,,0.06267192722888926,,,,,,,,2.0,,,14.0,,,,,,,,1.0,,,10.0,,,
阿南市議会議員補欠選挙（2007年11月18日投票）,阿南市議会議員補欠選挙,徳島県,阿南市,20071118.0,2007.0,11.0,18.0,20071111.0,無投票,1.0,1.0,1.0,10171.0,,,,その他,,,,,阿南市議会議員補欠選挙（2007年11月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
阿南市議会議員補欠選挙（2011年11月20日投票）,阿南市議会議員補欠選挙,徳島県,阿南市,20111120.0,2011.0,11.0,20.0,20111113.0,無投票,1.0,1.0,1.0,63328.0,,,53157.0,その他,,,,,阿南市議会議員補欠選挙（2011年11月20日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
阿南市議会議員補欠選挙（2015年11月22日投票）,阿南市議会議員補欠選挙,徳島県,阿南市,20151122.0,2015.0,11.0,22.0,20151115.0,52.2,3.0,5.0,1.6666666666666667,61614.0,,,-1714.0,その他,,,,,阿南市議会議員補欠選挙（2015年11月22日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.6,0.4,0.0,0.6666666666666666,0.3333333333333333,,0.6476830087306917,0.35231699126930827,,0.2158943362435639,0.17615849563465413,29780.0,2.0,57.8,11.285388783732708,40.0,51.0,60.0,66.0,72.0,55.333333333333336,11.115554667022044,40.0,50.0,60.0,63.0,66.0,,,,,6629.0,,,23151.0,,,,29780.0,,,,,0.22259905977165884,,,0.7774009402283412,,,,1.0,,,,,0.22259905977165884,,,0.1943502350570853,,,,,,,,1.0,,,4.0,,,,,,,,1.0,,,2.0,,,
阿南市議会議員補欠選挙（2019年11月10日投票）,阿南市議会議員補欠選挙,徳島県,阿南市,20191110.0,2019.0,11.0,10.0,20191103.0,52.88,3.0,5.0,1.6666666666666667,,,,,その他/山下久義氏の死去、仁木啓氏の県議選出馬のための辞職、表原立磨氏の阿南市長選挙出馬のための辞職による,52.2,,,,阿南市議会議員補欠選挙（2019年11月10日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.8,0.2,0.0,0.6666666666666666,0.3333333333333333,,0.7970211517778575,0.20297884822214254,,0.19925528794446437,0.20297884822214254,30683.0,2.0,45.2,8.255906976220118,37.0,41.0,43.0,44.0,61.0,40.666666666666664,2.8674417556808756,37.0,39.0,41.0,42.5,44.0,,,,,3504.0,,,27179.0,,,,30683.0,,,,,0.11420004562787212,,,0.8857999543721279,,,,1.0,,,,,0.11420004562787212,,,0.22144998859303197,,,,,,,,1.0,,,4.0,,,,,,,,0.0,,,3.0,,,
阿南市議会議員選挙（2005年11月13日投票）,阿南市議会議員選挙,徳島県,阿南市,20051113.0,2005.0,11.0,13.0,20051106.0,100.0,26.0,30.0,1.1538461538461535,45551.0,,,,任期満了,,,,,阿南市議会議員選挙（2005年11月13日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.06666666666666667,0.07692307692307693,0.6666666666666666,0.3,0.03333333333333333,0.7692307692307693,0.23076923076923078,0.0,0.7496225165418561,0.23571097829948884,0.014666505158655157,0.0374811258270928,0.026190108699943204,0.014666505158655157,32113.989999999998,3.0,55.36666666666667,9.506079925792521,27.0,51.75,55.0,59.75,78.0,54.73076923076923,8.938067646557498,27.0,51.75,55.0,58.75,70.0,,,2749.8,,2079.0,,,27285.19,,,,32113.989999999998,,,0.08562623330205933,,0.06473814060476447,,,0.8496356260931762,,,,1.0,,,0.042813116651029666,,0.03236907030238224,,,0.03267829331127601,,,,,,2.0,,2.0,,,26.0,,,,,,2.0,,2.0,,,22.0,,,
