,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_あたらしい党,得票数_みんなの党,得票数_みんなの改革,得票数_オリーブの木,得票数_ネットワーク横浜,得票数_ヨコハマから日本を変える会,得票数_ヨコハマ維新の会,得票数_公明党,得票数_厚木市民グループ,得票数_国民新党,得票数_国民民主党,得票数_地域政党いざ鎌倉,得票数_市民の,得票数_市民のための教育委員会,得票数_市民の党,得票数_市民連合・かわさき,得票数_希望の党,得票数_平和市民,得票数_幸福実現党,得票数_新しい川崎の会,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本列島に本当の民主主義を根付かせる会,得票数_日本創新党,得票数_日本第一党,得票数_日本維新の会,得票数_栄区の環境を守る会,得票数_横浜自由クラブ,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無党派知事をつくろう会,得票数_無所属,得票数_無私の会,得票数_社会民主党,得票数_社民主,得票数_神奈川ネット,得票数_神奈川ネットワーク,得票数_神奈川ネットワーク運動,得票数_立憲民主党,得票数_維新の党,得票数_維新政・新風,得票数_自由党,得票数_自由民主党,得票数_青年自由党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_あたらしい党,得票率_みんなの党,得票率_みんなの改革,得票率_オリーブの木,得票率_ネットワーク横浜,得票率_ヨコハマから日本を変える会,得票率_ヨコハマ維新の会,得票率_公明党,得票率_厚木市民グループ,得票率_国民新党,得票率_国民民主党,得票率_地域政党いざ鎌倉,得票率_市民の,得票率_市民のための教育委員会,得票率_市民の党,得票率_市民連合・かわさき,得票率_希望の党,得票率_平和市民,得票率_幸福実現党,得票率_新しい川崎の会,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本列島に本当の民主主義を根付かせる会,得票率_日本創新党,得票率_日本第一党,得票率_日本維新の会,得票率_栄区の環境を守る会,得票率_横浜自由クラブ,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無党派知事をつくろう会,得票率_無所属,得票率_無私の会,得票率_社会民主党,得票率_社民主,得票率_神奈川ネット,得票率_神奈川ネットワーク,得票率_神奈川ネットワーク運動,得票率_立憲民主党,得票率_維新の党,得票率_維新政・新風,得票率_自由党,得票率_自由民主党,得票率_青年自由党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_あたらしい党,一人あたり得票率_みんなの党,一人あたり得票率_みんなの改革,一人あたり得票率_オリーブの木,一人あたり得票率_ネットワーク横浜,一人あたり得票率_ヨコハマから日本を変える会,一人あたり得票率_ヨコハマ維新の会,一人あたり得票率_公明党,一人あたり得票率_厚木市民グループ,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いざ鎌倉,一人あたり得票率_市民の,一人あたり得票率_市民のための教育委員会,一人あたり得票率_市民の党,一人あたり得票率_市民連合・かわさき,一人あたり得票率_希望の党,一人あたり得票率_平和市民,一人あたり得票率_幸福実現党,一人あたり得票率_新しい川崎の会,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本列島に本当の民主主義を根付かせる会,一人あたり得票率_日本創新党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_栄区の環境を守る会,一人あたり得票率_横浜自由クラブ,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無党派知事をつくろう会,一人あたり得票率_無所属,一人あたり得票率_無私の会,一人あたり得票率_社会民主党,一人あたり得票率_社民主,一人あたり得票率_神奈川ネット,一人あたり得票率_神奈川ネットワーク,一人あたり得票率_神奈川ネットワーク運動,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政・新風,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由党,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_あたらしい党,立候補者数_みんなの党,立候補者数_みんなの改革,立候補者数_オリーブの木,立候補者数_ネットワーク横浜,立候補者数_ヨコハマから日本を変える会,立候補者数_ヨコハマ維新の会,立候補者数_公明党,立候補者数_厚木市民グループ,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党いざ鎌倉,立候補者数_市民の,立候補者数_市民のための教育委員会,立候補者数_市民の党,立候補者数_市民連合・かわさき,立候補者数_希望の党,立候補者数_平和市民,立候補者数_幸福実現党,立候補者数_新しい川崎の会,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本列島に本当の民主主義を根付かせる会,立候補者数_日本創新党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_栄区の環境を守る会,立候補者数_横浜自由クラブ,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無党派知事をつくろう会,立候補者数_無所属,立候補者数_無私の会,立候補者数_社会民主党,立候補者数_社民主,立候補者数_神奈川ネット,立候補者数_神奈川ネットワーク,立候補者数_神奈川ネットワーク運動,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政・新風,立候補者数_自由党,立候補者数_自由民主党,立候補者数_青年自由党,当選者数_NHKから国民を守る党,当選者数_　,当選者数_あたらしい党,当選者数_みんなの党,当選者数_みんなの改革,当選者数_オリーブの木,当選者数_ネットワーク横浜,当選者数_ヨコハマから日本を変える会,当選者数_ヨコハマ維新の会,当選者数_公明党,当選者数_厚木市民グループ,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党いざ鎌倉,当選者数_市民の,当選者数_市民のための教育委員会,当選者数_市民の党,当選者数_市民連合・かわさき,当選者数_希望の党,当選者数_平和市民,当選者数_幸福実現党,当選者数_新しい川崎の会,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本列島に本当の民主主義を根付かせる会,当選者数_日本創新党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_栄区の環境を守る会,当選者数_横浜自由クラブ,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無党派知事をつくろう会,当選者数_無所属,当選者数_無私の会,当選者数_社会民主党,当選者数_社民主,当選者数_神奈川ネット,当選者数_神奈川ネットワーク,当選者数_神奈川ネットワーク運動,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政・新風,当選者数_自由党,当選者数_自由民主党,当選者数_青年自由党
大磯町議会議員選挙（2015年06月28日投票）,大磯町議会議員選挙,神奈川県,大磯町,20150628.0,2015.0,6.0,28.0,20150623.0,48.28,14.0,19.0,1.3571428571428572,,,,,任期満了,51.84,,,,大磯町議会議員選挙（2015年06月28日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.47368421052631576,0.5,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7472654249934852,0.20197197673486186,0.05076259827165293,0.05748195576872964,0.040394395346972374,0.05076259827165293,12981.999,3.0,63.526315789473685,6.475609469813645,50.0,59.5,65.0,68.0,76.0,62.714285714285715,7.20544012166771,50.0,56.5,63.5,68.25,76.0,,,,,,,,,,1510.0,,,,,,,,,,,,,,,1132.0,,,,,,,,,,,10339.999,,,,,,,,,,,,,12981.999,,,,,,,,,,0.11631490651016073,,,,,,,,,,,,,,,0.08719766501291519,,,,,,,,,,,0.7964874284769241,,,,,,,,,,,,,1.0,,,,,,,,,,0.058157453255080364,,,,,,,,,,,,,,,0.08719766501291519,,,,,,,,,,,0.04978046427980776,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,,,,,,
大磯町議会議員選挙（2019年06月30日投票）,大磯町議会議員選挙,神奈川県,大磯町,20190630.0,2019.0,6.0,30.0,20190625.0,43.7,14.0,20.0,1.4285714285714286,,,,,任期満了,48.28,,,,大磯町議会議員選挙（2019年06月30日投票）,1.0,20.0,14.0,1.4285714285714286,0.0,0.0,0.0,0.4,0.5,0.55,0.4,0.05,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.5929724528224587,0.3511527772758394,0.055874769901702044,0.05390658662022352,0.04389409715947992,0.055874769901702044,12008.998,4.0,62.95,9.265392598265871,37.0,58.75,65.0,69.25,75.0,63.57142857142857,9.431817622996608,37.0,59.25,65.0,69.75,75.0,,,,,,,,,,1417.0,,,,,,,,,,,393.0,,,,912.625,,,,,,,,,,,9286.373,,,,,,,,,,,,,12008.998,,,,,,,,,,0.11799485685650044,,,,,,,,,,,0.03272546135822489,,,,0.07599509967442745,,,,,,,,,,,0.7732845821108472,,,,,,,,,,,,,1.0,,,,,,,,,,0.05899742842825022,,,,,,,,,,,0.03272546135822489,,,,0.07599509967442745,,,,,,,,,,,0.04833028638192795,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,11.0,,,,,,,,,,,,
寒川町議会議員補欠選挙（2011年08月28日投票）,寒川町議会議員補欠選挙,神奈川県,寒川町,20110828.0,2011.0,8.0,28.0,20110823.0,39.51,1.0,2.0,2.0,38589.0,,,,その他,,,,,寒川町議会議員補欠選挙（2011年08月28日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.6580410460566958,0.3419589539433043,,0.6580410460566958,0.3419589539433043,14569.0,2.0,54.5,8.5,46.0,50.25,54.5,58.75,63.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,4982.0,,,,,,,,,,,9587.0,,,,,,,,,,,,,14569.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3419589539433043,,,,,,,,,,,0.6580410460566958,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3419589539433043,,,,,,,,,,,0.6580410460566958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,
寒川町議会議員補欠選挙（2015年08月30日投票）,寒川町議会議員補欠選挙,神奈川県,寒川町,20150830.0,2015.0,8.0,30.0,20150825.0,30.15,1.0,2.0,2.0,38542.0,,,-47.0,その他,39.51,,,,寒川町議会議員補欠選挙（2015年08月30日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,11134.0,2.0,46.5,5.5,41.0,43.75,46.5,49.25,52.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,3271.0,,,,,,,,,,,7863.0,,,,,,,,,,,,,11134.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2937848033051913,,,,,,,,,,,0.7062151966948087,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2937848033051913,,,,,,,,,,,0.7062151966948087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,
寒川町議会議員補欠選挙（2019年09月01日投票）,寒川町議会議員補欠選挙,神奈川県,寒川町,20190901.0,2019.0,9.0,1.0,20190827.0,26.75,1.0,4.0,4.0,,,,,辞職/斎藤恒雄氏の辞職による,41.92,,,,寒川町議会議員補欠選挙（2019年09月01日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,9783.0,2.0,52.25,10.256095748383007,36.0,47.25,55.5,60.5,62.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,1746.0,,,,,,,,,,,,,,,8037.0,,,,,,,,,,,,,9783.0,,,,,,,,,,,,,,,,,,,,,0.17847286108555657,,,,,,,,,,,,,,,0.8215271389144434,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.17847286108555657,,,,,,,,,,,,,,,0.2738423796381478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
寒川町議会議員選挙（2009年02月08日投票）,寒川町議会議員選挙,神奈川県,寒川町,20090208.0,2009.0,2.0,8.0,20090203.0,55.62,18.0,21.0,1.1666666666666667,38038.0,,,,任期満了,,,,,寒川町議会議員選挙（2009年02月08日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.2857142857142857,0.3333333333333333,0.8571428571428571,0.14285714285714285,0.0,0.8333333333333334,0.16666666666666666,0.0,0.835074164162732,0.16492583583726808,,0.046393009120151776,0.05497527861242269,,20967.0,7.0,57.476190476190474,10.750942583788143,41.0,48.0,57.0,66.0,82.0,55.833333333333336,10.425662782022274,41.0,48.0,55.5,63.25,82.0,,,,,,,,,,4019.0,,,,,,,,,,,,,,,3499.0,,,,,,,,1144.0,,,9523.0,,1040.0,,,,894.0,,,,,848.0,,20967.0,,,,,,,,,,0.1916821672151476,,,,,,,,,,,,,,,0.16688128964563362,,,,,,,,0.054561930652930794,,,0.4541899174893881,,0.049601755139027995,,,,0.04263843182143368,,,,,0.04044450803643821,,1.0,,,,,,,,,,0.0479205418037869,,,,,,,,,,,,,,,0.041720322411408405,,,,,,,,0.054561930652930794,,,0.05046554638770979,,0.049601755139027995,,,,0.04263843182143368,,,,,0.04044450803643821,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,9.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,7.0,,1.0,,,,1.0,,,,,1.0,
寒川町議会議員選挙（2013年02月17日投票）,寒川町議会議員選挙,神奈川県,寒川町,20130217.0,2013.0,2.0,17.0,20130212.0,44.27,18.0,19.0,1.0555555555555556,38679.0,,,641.0,任期満了,55.62,,,,寒川町議会議員選挙（2013年02月17日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.5789473684210527,0.3684210526315789,0.05263157894736842,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.635735380980508,0.31707028942705257,0.04719432959243946,0.057794125543682545,0.04529575563243608,0.04719432959243946,16930.0,7.0,,,,,,,,53.388888888888886,14.388030862448323,25.0,47.0,48.5,63.25,86.0,,,,904.0,,,,,,3172.0,,,,,,,,,,,,,,,2341.0,,,,,,,,633.0,,,7756.0,,996.0,,,,,,,,,1128.0,,16930.0,,,,0.05339633786178381,,,,,,0.18735971647962196,,,,,,,,,,,,,,,0.13827525103366806,,,,,,,,0.037389249852333134,,,0.45812167749557,,0.05883047844063792,,,,,,,,,0.06662728883638512,,1.0,,,,0.05339633786178381,,,,,,0.06245323882654066,,,,,,,,,,,,,,,0.046091750344556016,,,,,,,,0.037389249852333134,,,0.050902408610618885,,0.05883047844063792,,,,,,,,,0.06662728883638512,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,9.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,8.0,,1.0,,,,,,,,,1.0,
寒川町議会議員選挙（2017年02月19日投票）,寒川町議会議員選挙,神奈川県,寒川町,20170219.0,2017.0,2.0,19.0,20170214.0,41.92,18.0,23.0,1.2777777777777777,39621.0,,,942.0,任期満了,44.27,,,,寒川町議会議員選挙（2017年02月19日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.08695652173913043,0.1111111111111111,0.6086956521739131,0.391304347826087,0.0,0.7777777777777778,0.2222222222222222,0.0,0.8121873741727079,0.18781262582729205,,0.058013383869479136,0.020868069536365785,,16393.999,0.0,52.78260869565217,14.676086795514994,27.0,42.0,52.0,64.5,77.0,53.833333333333336,13.367664135683707,29.0,43.75,52.0,66.25,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寒川町議会議員選挙（2021年02月07日投票）,寒川町議会議員選挙,神奈川県,寒川町,20210207.0,2021.0,2.0,7.0,20210202.0,42.22,18.0,22.0,1.2222222222222223,40008.0,20194.0,19814.0,,任期満了,26.75,,,,寒川町議会議員選挙（2021年02月07日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.13636363636363635,0.16666666666666666,0.7272727272727273,0.2727272727272727,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7719182460549078,0.22808175394509222,,0.048244890378431736,0.03801362565751537,,16686.999,6.0,56.13636363636363,11.959383742657154,33.0,48.25,56.0,62.75,79.0,53.388888888888886,11.091232217331195,33.0,46.25,55.5,57.0,76.0,,,,,,,,,,3124.0,,,,,,,,,,,910.0,,,,1746.0,,,,,,,,,,,6859.999,,,,,,,2206.0,,,,1841.0,,16686.999,,,,,,,,,,0.18721161306475778,,,,,,,,,,,0.054533472435636866,,,,0.1046323548050791,,,,,,,,,,,0.41109842458790824,,,,,,,0.1321987254868296,,,,0.11032540961978844,,1.0,,,,,,,,,,0.06240387102158593,,,,,,,,,,,0.054533472435636866,,,,0.03487745160169303,,,,,,,,,,,0.037372584053446206,,,,,,,0.0660993627434148,,,,0.05516270480989422,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,11.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,8.0,,,,,,,2.0,,,,2.0,
小田原市議会議員補欠選挙（2012年05月20日投票）,小田原市議会議員補欠選挙,神奈川県,小田原市,20120520.0,2012.0,5.0,20.0,20120513.0,41.86,1.0,4.0,4.0,159426.0,,,,その他,,,,,小田原市議会議員補欠選挙（2012年05月20日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.6910816362275688,0.30891836377243126,,0.2303605454091896,0.30891836377243126,62803.0,1.0,52.0,8.860022573334675,40.0,45.25,53.5,60.25,61.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62803.0,,,,,,,,,,,,,62803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
小田原市議会議員選挙（2007年04月22日投票）,小田原市議会議員選挙,神奈川県,小田原市,20070422.0,2007.0,4.0,22.0,20070415.0,49.1,28.0,33.0,1.1785714285714286,160855.0,,,,任期満了,,,,,小田原市議会議員選挙（2007年04月22日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.15151515151515152,0.17857142857142858,0.7575757575757576,0.24242424242424243,0.0,0.8214285714285714,0.17857142857142858,0.0,0.7822263353400793,0.2177736646599206,,0.03128905341360318,0.027221708082490075,,78070.0,6.0,57.90909090909091,9.439965447945358,37.0,52.0,59.0,64.0,77.0,57.892857142857146,9.997640027648973,37.0,51.5,58.5,65.25,77.0,,,,,,,,,,12527.39,,,,,,,,,,,,,,,6860.0,,,,,,,,2546.0,,,46601.61000000001,,4686.0,,,,4849.0,,,,,,,78070.0,,,,,,,,,,0.16046355834507492,,,,,,,,,,,,,,,0.08786986038170873,,,,,,,,0.032611758678109386,,,0.5969208402715512,,0.06002305623158704,,,,0.06211092609196875,,,,,,,1.0,,,,,,,,,,0.04011588958626873,,,,,,,,,,,,,,,0.029289953460569576,,,,,,,,0.032611758678109386,,,0.028424801917692914,,0.03001152811579352,,,,0.031055463045984374,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,21.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,16.0,,2.0,,,,2.0,,,,,,
小田原市議会議員選挙（2011年04月24日投票）,小田原市議会議員選挙,神奈川県,小田原市,20110424.0,2011.0,4.0,24.0,20110417.0,45.2,28.0,34.0,1.2142857142857142,161826.0,,,971.0,任期満了,49.1,,,,小田原市議会議員選挙（2011年04月24日投票）,1.0,34.0,28.0,1.2142857142857142,0.0,0.0,0.0,0.20588235294117646,0.21428571428571427,0.5882352941176471,0.4117647058823529,0.0,0.6785714285714286,0.32142857142857145,0.0,0.6568398217158202,0.3431601782841797,,0.032841991085791014,0.02451144130601284,,72149.98,4.0,56.64705882352941,9.49886170561621,34.0,48.5,59.5,62.75,80.0,58.285714285714285,8.530856358190638,41.0,52.25,61.0,64.0,80.0,,,,,,,,,,12223.0,,,,,,,,,,,,,,,6182.0,,,,,,,,3331.0,,,50413.979999999996,,,,,,,,,,,,,72149.98,,,,,,,,,,0.16941099637172458,,,,,,,,,,,,,,,0.08568262943385432,,,,,,,,0.046167718965410665,,,0.6987386552290105,,,,,,,,,,,,,1.0,,,,,,,,,,0.042352749092931144,,,,,,,,,,,,,,,0.02856087647795144,,,,,,,,0.023083859482705332,,,0.027949546209160417,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,20.0,,,,,,,,,,,,
小田原市議会議員選挙（2015年04月26日投票）,小田原市議会議員選挙,神奈川県,小田原市,20150426.0,2015.0,4.0,26.0,20150419.0,41.91,28.0,31.0,1.1071428571428572,,,,,任期満了/野坂稔氏の死去により、次点の川崎雅一氏が繰り上げ当選した。（2015年7月1日）,45.2,,,,小田原市議会議員選挙（2015年04月26日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.16129032258064516,0.17857142857142858,0.7096774193548387,0.25806451612903225,0.03225806451612903,0.7857142857142857,0.17857142857142858,0.03571428571428571,0.7744399307404417,0.19947534617181217,0.026084723087746134,0.03520181503365644,0.02493441827147652,0.026084723087746134,65486.99,4.0,56.87096774193548,9.614310353821775,37.0,50.0,57.0,63.5,84.0,57.67857142857143,9.71763335175719,37.0,50.75,59.0,64.25,84.0,,,,,,,,,,11840.0,,,,,,,,,,,,,,,6492.0,,,,,,,,2272.0,,,44882.99,,,,,,,,,,,,,65486.99,,,,,,,,,,0.18079927020618905,,,,,,,,,,,,,,,0.09913419444075838,,,,,,,,0.03469391401253898,,,0.6853726213405136,,,,,,,,,,,,,1.0,,,,,,,,,,0.04519981755154726,,,,,,,,,,,,,,,0.0330447314802528,,,,,,,,0.03469391401253898,,,0.02979880962350059,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,20.0,,,,,,,,,,,,
小田原市議会議員選挙（2019年04月21日投票）,小田原市議会議員選挙,神奈川県,小田原市,20190421.0,2019.0,4.0,21.0,20190414.0,42.13,27.0,37.0,1.3703703703703705,,,,,任期満了,41.91,,,,小田原市議会議員選挙（2019年04月21日投票）,1.0,37.0,27.0,1.3703703703703705,0.0,0.0,0.0,0.16216216216216217,0.2222222222222222,0.5135135135135135,0.4594594594594595,0.02702702702702703,0.5925925925925926,0.37037037037037035,0.037037037037037035,0.5608198624463513,0.4181162517214156,0.02106388583223315,0.029516834865597436,0.024595073630671507,0.02106388583223315,66416.99500000001,6.0,55.45945945945946,9.635504712217584,37.0,51.0,55.0,61.0,72.0,56.18518518518518,9.862150006133765,37.0,52.0,55.0,63.0,72.0,,,,,,,,,,10430.0,,,1287.0,,,,,,,,,,,,4991.0,,,,1399.0,,,,,,,45036.995,,,,,,,3273.0,,,,,,66416.995,,,,,,,,,,0.1570381195355195,,,0.019377570454670527,,,,,,,,,,,,0.07514642901263449,,,,0.02106388583223315,,,,,,,0.6780944395331346,,,,,,,0.049279555631807796,,,,,,1.0,,,,,,,,,,0.03925952988387987,,,0.019377570454670527,,,,,,,,,,,,0.025048809670878164,,,,0.02106388583223315,,,,,,,0.02511460887159758,,,,,,,0.049279555631807796,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,3.0,,,,1.0,,,,,,,27.0,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,3.0,,,,1.0,,,,,,,17.0,,,,,,,1.0,,,,,
山北町議会議員補欠選挙（2002年07月14日投票）,山北町議会議員補欠選挙,神奈川県,山北町,20020714.0,2002.0,7.0,14.0,20020709.0,34.15,1.0,2.0,2.0,10902.0,,,,その他,,,,,山北町議会議員補欠選挙（2002年07月14日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3502.0,1.0,47.0,13.0,34.0,40.5,47.0,53.5,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502.0,,,,,,,,,,,,,3502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
