,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_はなまる組,得票数_みんなの党,得票数_公明党,得票数_公明政治連盟,得票数_国民民主党,得票数_地域産業を発展させる会・イノベーション静岡,得票数_幸福実現党,得票数_新社会党,得票数_新自由クラブ,得票数_日本共産党,得票数_日本民主党,得票数_日本社会党,得票数_日本維新の会,得票数_民主党,得票数_民社党,得票数_浜松ハッピーネットワーク,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_緑の党 Greens Japan,得票数_緑の党 グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_青年自由,得票数_sum_v,得票率_たちあがれ日本,得票率_はなまる組,得票率_みんなの党,得票率_公明党,得票率_公明政治連盟,得票率_国民民主党,得票率_地域産業を発展させる会・イノベーション静岡,得票率_幸福実現党,得票率_新社会党,得票率_新自由クラブ,得票率_日本共産党,得票率_日本民主党,得票率_日本社会党,得票率_日本維新の会,得票率_民主党,得票率_民社党,得票率_浜松ハッピーネットワーク,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_緑の党 Greens Japan,得票率_緑の党 グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_青年自由,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_はなまる組,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公明政治連盟,一人あたり得票率_国民民主党,一人あたり得票率_地域産業を発展させる会・イノベーション静岡,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_新自由クラブ,一人あたり得票率_日本共産党,一人あたり得票率_日本民主党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民社党,一人あたり得票率_浜松ハッピーネットワーク,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党 Greens Japan,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由,立候補者数_たちあがれ日本,立候補者数_はなまる組,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公明政治連盟,立候補者数_国民民主党,立候補者数_地域産業を発展させる会・イノベーション静岡,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_新自由クラブ,立候補者数_日本共産党,立候補者数_日本民主党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民社党,立候補者数_浜松ハッピーネットワーク,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党 Greens Japan,立候補者数_緑の党 グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_青年自由,当選者数_たちあがれ日本,当選者数_はなまる組,当選者数_みんなの党,当選者数_公明党,当選者数_公明政治連盟,当選者数_国民民主党,当選者数_地域産業を発展させる会・イノベーション静岡,当選者数_幸福実現党,当選者数_新社会党,当選者数_新自由クラブ,当選者数_日本共産党,当選者数_日本民主党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_民主党,当選者数_民社党,当選者数_浜松ハッピーネットワーク,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党 Greens Japan,当選者数_緑の党 グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_青年自由
伊豆の国市議会議員選挙（2013年04月21日投票）,伊豆の国市議会議員選挙,静岡県,伊豆の国市,20130421.0,2013.0,4.0,21.0,20130414.0,64.36,17.0,20.0,1.1764705882352942,40489.0,,,-114.0,任期満了,66.53,,,,伊豆の国市議会議員選挙（2013年04月21日投票）,1.0,20.0,17.0,1.1764705882352942,0.0,0.0,0.0,0.2,0.23529411764705882,0.65,0.35,0.0,0.6470588235294118,0.35294117647058826,0.0,0.7064324260448261,0.2935675739551739,,0.05434095584960201,0.04193822485073913,,25387.0,3.0,60.8,6.4156059729381765,40.0,57.5,63.5,65.0,68.0,61.64705882352941,4.575396819442367,54.0,58.0,64.0,65.0,68.0,,,,2189.0,,,,,,,3126.0,,,,,,,20072.0,,,,,,,,,25387.0,,,,0.08622523338716666,,,,,,,0.12313388742269665,,,,,,,0.7906408791901367,,,,,,,,,1.0,,,,0.08622523338716666,,,,,,,0.04104462914089888,,,,,,,0.049415054949383544,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,16.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,14.0,,,,,,,,
伊豆の国市議会議員選挙（2017年04月16日投票）,伊豆の国市議会議員選挙,静岡県,伊豆の国市,20170416.0,2017.0,4.0,16.0,20170409.0,61.31,17.0,24.0,1.4117647058823528,41117.0,,,628.0,任期満了/後藤真一市議は、「市内に居住実態がない」として当選を無効とした県選挙管理委員会の裁決が決定したため、失職しました。2018年7月1日付けで次点の内田隆久氏が繰り上げ当選となります。,64.36,,,,伊豆の国市議会議員選挙（2017年04月16日投票）,1.0,24.0,17.0,1.411764705882353,0.0,0.0,0.0,0.25,0.29411764705882354,0.4166666666666667,0.5416666666666666,0.041666666666666664,0.47058823529411764,0.5294117647058824,0.0,0.39606216796619487,0.5792737928215043,0.024664039212300908,0.039606216796619485,0.044559522524731096,0.024664039212300908,24719.998,3.0,59.375,9.869196606951686,30.0,59.75,62.0,64.25,72.0,58.94117647058823,10.09642096304308,30.0,60.0,62.0,63.0,72.0,,,,1970.0,,,,,,,2518.695,,,,,,,20231.303,,,,,,,,,24719.998,,,,0.07969256308192257,,,,,,,0.10188896455412336,,,,,,,0.818418472363954,,,,,,,,,1.0,,,,0.07969256308192257,,,,,,,0.03396298818470778,,,,,,,0.0409209236181977,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,20.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,14.0,,,,,,,,
伊豆の国市議会議員選挙（2021年04月18日投票）,伊豆の国市議会議員選挙,静岡県,伊豆の国市,20210418.0,2021.0,4.0,18.0,20210411.0,59.9,17.0,20.0,1.1764705882352942,40078.0,19156.0,20922.0,-1039.0,任期満了,61.31,,,,伊豆の国市議会議員選挙（2021年04月18日投票）,1.0,20.0,17.0,1.1764705882352942,0.0,0.0,0.0,0.3,0.35294117647058826,0.7,0.25,0.05,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.7447909186742094,0.17966935400342318,0.07553972732236734,0.0531993513338721,0.035933870800684636,0.07553972732236734,23576.998,3.0,62.55,7.965393901120018,34.0,61.75,64.5,66.0,73.0,62.11764705882353,8.477529835437128,34.0,62.0,64.0,66.0,73.0,,,,1762.0,,,,,,,1042.0,,,,,,,20772.998,,,,,,,,,23576.998,,,,0.07473385712633983,,,,,,,0.0441956181189819,,,,,,,0.8810705247546783,,,,,,,,,1.0,,,,0.07473385712633983,,,,,,,0.0441956181189819,,,,,,,0.048948362486371015,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,18.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,15.0,,,,,,,,
伊豆市議会議員補欠選挙（2008年04月20日投票）,伊豆市議会議員補欠選挙,静岡県,伊豆市,20080420.0,2008.0,4.0,20.0,20080413.0,無投票,4.0,4.0,1.0,30792.0,,,,その他,,,,,伊豆市議会議員補欠選挙（2008年04月20日投票）,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,61.5,2.29128784747792,58.0,60.25,62.0,63.25,64.0,61.5,2.29128784747792,58.0,60.25,62.0,63.25,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
伊豆市議会議員選挙（2008年10月19日投票）,伊豆市議会議員選挙,静岡県,伊豆市,20081019.0,2008.0,10.0,19.0,20081012.0,70.6,20.0,22.0,1.1,30275.0,,,,任期満了,,,,,伊豆市議会議員選挙（2008年10月19日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.85,0.1,0.05,0.8014562397542389,0.13683868591360626,0.061705074332154865,0.04714448469142581,0.034209671478401565,0.061705074332154865,21148.989999999998,3.0,61.36363636363637,5.835202376684077,42.0,59.25,62.5,64.75,69.0,62.2,4.202380277890139,50.0,59.75,62.5,65.0,69.0,,,,1710.68,,,,,,,883.03,,,,,,,18555.28,,,,,,,,,21148.989999999998,,,,0.0808870778226289,,,,,,,0.041752821293120856,,,,,,,0.8773601008842503,,,,,,,,,1.0,,,,0.0808870778226289,,,,,,,0.041752821293120856,,,,,,,0.04386800504421252,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,20.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,18.0,,,,,,,,
伊豆市議会議員選挙（2012年10月21日投票）,伊豆市議会議員選挙,静岡県,伊豆市,20121021.0,2012.0,10.0,21.0,20121014.0,70.9,16.0,22.0,1.375,28855.0,,,-1420.0,任期満了,70.6,,,,伊豆市議会議員選挙（2012年10月21日投票）,1.0,22.0,16.0,1.375,0.0,0.0,0.0,0.045454545454545456,0.0625,0.5,0.45454545454545453,0.045454545454545456,0.375,0.5625,0.0625,0.4348808262855581,0.5207185598019536,0.04440061391248837,0.039534620571414374,0.052071855980195356,0.04440061391248837,20269.99,3.0,62.54545454545455,5.606224403831487,49.0,60.5,63.5,65.75,71.0,61.75,5.448623679425842,49.0,59.75,63.0,65.0,69.0,,,,1532.0,,,,,,,848.0,,,,,,,17889.989999999998,,,,,,,,,20269.989999999998,,,,0.07557971168214686,,,,,,,0.04183524510865571,,,,,,,0.8825850432091974,,,,,,,,,1.0,,,,0.07557971168214686,,,,,,,0.04183524510865571,,,,,,,0.04412925216045987,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,20.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,14.0,,,,,,,,
伊豆市議会議員選挙（2016年10月23日投票）,伊豆市議会議員選挙,静岡県,伊豆市,20161023.0,2016.0,10.0,23.0,20161016.0,66.23,16.0,19.0,1.1875,27906.0,,,-949.0,任期満了,70.9,,,,伊豆市議会議員選挙（2016年10月23日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.5263157894736842,0.47368421052631576,0.0,0.5625,0.4375,0.0,0.5270791612145408,0.4729208387854592,,0.052707916121454076,0.05254675986505102,,18342.998,3.0,62.78947368421053,8.488871646352939,40.0,59.5,65.0,69.0,77.0,62.75,9.12071817347735,40.0,59.25,64.5,69.0,77.0,,,,1443.213,,,,,,,734.0,,,,,,,16165.785,,,,,,,,,18342.998,,,,0.07867923226072422,,,,,,,0.040015269041625584,,,,,,,0.8813054986976502,,,,,,,,,1.0,,,,0.07867923226072422,,,,,,,0.040015269041625584,,,,,,,0.05184149992339119,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,17.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,14.0,,,,,,,,
伊豆市議会議員選挙（2020年10月18日投票）,伊豆市議会議員選挙,静岡県,伊豆市,20201018.0,2020.0,10.0,18.0,20201011.0,64.76,16.0,18.0,1.125,,,,,任期満了,66.23,,,,伊豆市議会議員選挙（2020年10月18日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.1875,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.625,0.3125,0.0625,0.6223549027491314,0.33098390246883824,0.04666119478203035,0.05186290856242762,0.06619678049376765,0.04666119478203035,16917.998,4.0,65.05555555555556,8.010217240931333,44.0,59.5,67.5,70.0,76.0,63.8125,7.625768403905274,44.0,57.75,66.5,69.25,73.0,,,,1236.84,,,,,,,572.0,,,,,,,14130.158,,,,,,,979.0,,16917.998,,,,0.07310794102233609,,,,,,,0.03381014703985661,,,,,,,0.835214544888822,,,,,,,0.057867367048985346,,1.0,,,,0.07310794102233609,,,,,,,0.03381014703985661,,,,,,,0.0556809696592548,,,,,,,0.057867367048985346,,,,,1.0,,,,,,,1.0,,,,,,,15.0,,,,,,,1.0,,,,,1.0,,,,,,,0.0,,,,,,,14.0,,,,,,,1.0,
函南町議会議員補欠選挙（2006年03月26日投票）,函南町議会議員補欠選挙,静岡県,函南町,20060326.0,2006.0,3.0,26.0,20060321.0,54.18,2.0,4.0,2.0,30796.0,,,,その他,,,,,函南町議会議員補欠選挙（2006年03月26日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,14897.0,1.0,62.5,9.069178573608527,47.0,61.25,66.5,67.75,70.0,57.0,10.0,47.0,52.0,57.0,62.0,67.0,,,,,,,,,,,,,,,,,,14897.0,,,,,,,,,14897.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
函南町議会議員補欠選挙（2010年03月28日投票）,函南町議会議員補欠選挙,静岡県,函南町,20100328.0,2010.0,3.0,28.0,20100323.0,54.36,1.0,2.0,2.0,31312.0,,,516.0,その他,54.18,,,,函南町議会議員補欠選挙（2010年03月28日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,14995.0,1.0,54.0,13.0,41.0,47.5,54.0,60.5,67.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,14995.0,,,,,,,,,14995.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
函南町議会議員補欠選挙（2018年03月25日投票）,函南町議会議員補欠選挙,静岡県,函南町,20180325.0,2018.0,3.0,25.0,20180320.0,46.69,3.0,4.0,1.3333333333333333,31707.0,,,395.0,その他,54.36,,,,函南町議会議員補欠選挙（2018年03月25日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,13599.0,0.0,60.75,9.883698700385398,44.0,58.25,65.5,68.0,68.0,58.333333333333336,10.338708279513883,44.0,53.5,63.0,65.5,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
函南町議会議員選挙（2007年04月22日投票）,函南町議会議員選挙,静岡県,函南町,20070422.0,2007.0,4.0,22.0,20070417.0,59.06,18.0,20.0,1.1111111111111112,31009.0,,,,任期満了,,,,,函南町議会議員選挙（2007年04月22日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.6,0.4,0.0,0.6111111111111112,0.3888888888888889,0.0,0.6353994033808419,0.3646005966191581,,0.052949950281736824,0.045575074577394764,,18102.0,3.0,,,,,,,,,,,,,,,,,,1613.0,,,,,,,1558.0,,,,,,,14931.0,,,,,,,,,18102.0,,,,0.08910617611313668,,,,,,,0.08606783780797701,,,,,,,0.8248259860788864,,,,,,,,,1.0,,,,0.08910617611313668,,,,,,,0.043033918903988506,,,,,,,0.0485191756516992,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,17.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,15.0,,,,,,,,
函南町議会議員選挙（2011年04月24日投票）,函南町議会議員選挙,静岡県,函南町,20110424.0,2011.0,4.0,24.0,20110419.0,53.8,16.0,21.0,1.3125,31136.0,,,127.0,任期満了,59.06,,,,函南町議会議員選挙（2011年04月24日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.23809523809523808,0.1875,0.5714285714285714,0.42857142857142855,0.0,0.625,0.375,0.0,0.6017077454127051,0.39829225458729484,,0.05014231211772543,0.04425469495414387,,16513.0,4.0,,,,,,,,58.6875,9.217637644754756,41.0,55.0,60.5,64.5,72.0,,,,1472.0,,,,,,,1268.0,,,,773.0,,,13000.0,,,,,,,,,16513.0,,,,0.08914188820928966,,,,,,,0.0767879852237631,,,,0.04681160297947072,,,0.7872585235874765,,,,,,,,,1.0,,,,0.08914188820928966,,,,,,,0.03839399261188155,,,,0.04681160297947072,,,0.04630932491691038,,,,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,,,17.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,13.0,,,,,,,,
函南町議会議員選挙（2015年04月26日投票）,函南町議会議員選挙,静岡県,函南町,20150426.0,2015.0,4.0,26.0,20150421.0,49.54,16.0,18.0,1.125,,,,,任期満了,53.8,,,,函南町議会議員選挙（2015年04月26日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.1875,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.8125,0.125,0.0625,0.8297552035606754,0.10721298599293101,0.06303181044639351,0.059268228825762534,0.03573766199764367,0.06303181044639351,15278.0,4.0,59.666666666666664,8.717797887081348,42.0,56.75,61.5,66.5,71.0,58.9375,8.7711797239596,42.0,54.0,61.5,65.5,71.0,,,,1489.0,,,,,,,1758.0,,,,1058.0,,,10973.0,,,,,,,,,15278.0,,,,0.09746040057599162,,,,,,,0.11506741720120435,,,,0.0692499018196099,,,0.7182222804031941,,,,,,,,,1.0,,,,0.09746040057599162,,,,,,,0.057533708600602175,,,,0.0692499018196099,,,0.05130159145737101,,,,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,,,14.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,,,12.0,,,,,,,,
函南町議会議員選挙（2019年04月21日投票）,函南町議会議員選挙,静岡県,函南町,20190421.0,2019.0,4.0,21.0,20190416.0,,16.0,18.0,1.125,,,,,任期満了,49.54,,,,函南町議会議員選挙（2019年04月21日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,,,,,,,,,,,,,14138.0,3.0,62.77777777777778,7.4353177885873825,45.0,60.75,65.0,67.75,73.0,62.3125,7.711345132335863,45.0,58.5,65.0,67.25,73.0,,,,1312.0,,,,,,,1565.0,,,,,,,11261.0,,,,,,,,,14138.0,,,,0.09279954731928138,,,,,,,0.11069458197764889,,,,,,,0.7965058707030698,,,,,,,,,1.0,,,,0.09279954731928138,,,,,,,0.055347290988824446,,,,,,,0.05310039138020465,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,15.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,13.0,,,,,,,,
南伊豆町議会議員補欠選挙（2017年04月30日投票）,南伊豆町議会議員補欠選挙,静岡県,南伊豆町,20170430.0,2017.0,4.0,30.0,20170425.0,無投票,1.0,1.0,1.0,,,,,"退職/岡部克仁の町長選出馬による辞職のため",,,,,南伊豆町議会議員補欠選挙（2017年04月30日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,0.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南伊豆町議会議員選挙（1999年07月25日投票）,南伊豆町議会議員選挙,静岡県,南伊豆町,19990725.0,1999.0,7.0,25.0,19990720.0,88.36,15.0,16.0,1.0666666666666669,8781.0,,,,任期満了,,,,,南伊豆町議会議員選挙（1999年07月25日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0625,0.0,0.6875,0.25,0.0625,0.7333333333333333,0.2,0.06666666666666667,0.688392625292132,0.23565307712282524,0.07595429758504285,0.06258114775383018,0.05891326928070631,0.07595429758504285,7702.0,3.0,56.1875,7.559916914225976,42.0,50.75,54.5,60.25,72.0,55.13333333333333,6.571318149520857,42.0,50.5,54.0,59.5,68.0,,,,526.0,,,,,,,392.0,,,,,,,6784.0,,,,,,,,,7702.0,,,,0.06829394962347442,,,,,,,0.05089587120228512,,,,,,,0.8808101791742404,,,,,,,,,1.0,,,,0.06829394962347442,,,,,,,0.05089587120228512,,,,,,,0.06291501279816003,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,14.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,13.0,,,,,,,,
南伊豆町議会議員選挙（2003年07月27日投票）,南伊豆町議会議員選挙,静岡県,南伊豆町,20030727.0,2003.0,7.0,27.0,20030722.0,84.69,12.0,13.0,1.0833333333333333,8735.0,,,-46.0,任期満了,88.36,,,,南伊豆町議会議員選挙（2003年07月27日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.75,0.25,0.0,0.6765678139028704,0.32343218609712965,,0.07517420154476337,0.08085804652428241,,7351.0,3.0,54.53846153846154,7.56119022595888,39.0,49.0,55.0,59.0,69.0,55.0,7.691987172809551,39.0,51.5,56.5,59.25,69.0,,,,647.0,,,,,,,659.0,,,,,,,6045.0,,,,,,,,,7351.0,,,,0.08801523602230989,,,,,,,0.0896476669840838,,,,,,,0.8223370969936064,,,,,,,,,1.0,,,,0.08801523602230989,,,,,,,0.0896476669840838,,,,,,,0.07475791790850966,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,10.0,,,,,,,,
南伊豆町議会議員選挙（2007年07月29日投票）,南伊豆町議会議員選挙,静岡県,南伊豆町,20070729.0,2007.0,7.0,29.0,20070724.0,79.07,11.0,12.0,1.0909090909090908,8441.0,,,-294.0,任期満了,84.69,,,,南伊豆町議会議員選挙（2007年07月29日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6532356532356532,0.34676434676434675,,0.09331937903366475,0.06935286935286936,,6552.0,2.0,57.083333333333336,6.1435377068555175,43.0,52.5,59.0,62.0,63.0,56.63636363636363,6.227106832561348,43.0,52.0,59.0,62.0,63.0,,,,,,,,,,,559.0,,,,,,,5993.0,,,,,,,,,6552.0,,,,,,,,,,,0.08531746031746032,,,,,,,0.9146825396825397,,,,,,,,,1.0,,,,,,,,,,,0.08531746031746032,,,,,,,0.08315295815295815,,,,,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,
南伊豆町議会議員選挙（2011年07月24日投票）,南伊豆町議会議員選挙,静岡県,南伊豆町,20110724.0,2011.0,7.0,24.0,20110719.0,75.69,11.0,13.0,1.181818181818182,8057.0,,,-384.0,任期満了,79.07,,,,南伊豆町議会議員選挙（2011年07月24日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7171617161716172,0.28283828382838283,,0.07968463513017969,0.07070957095709571,,6060.0,2.0,,,,,,,,58.0,8.279218232747253,40.0,52.5,62.0,64.5,67.0,,,,,,,,,,,386.0,,,,,,,5674.0,,,,,,,,,6060.0,,,,,,,,,,,0.06369636963696369,,,,,,,0.9363036303630363,,,,,,,,,1.0,,,,,,,,,,,0.06369636963696369,,,,,,,0.07802530253025303,,,,,,,,,,,,,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,
南伊豆町議会議員選挙（2015年07月26日投票）,南伊豆町議会議員選挙,静岡県,南伊豆町,20150726.0,2015.0,7.0,26.0,20150721.0,74.08,11.0,14.0,1.2727272727272727,,,,,任期満了,75.69,,,,南伊豆町議会議員選挙（2015年07月26日投票）,1.0,14.0,11.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.7055945313905378,0.2309048389998201,0.06350062960964202,0.07055945313905379,0.0769682796666067,0.06350062960964202,5559.0,2.0,62.285714285714285,8.249922695989092,44.0,55.75,66.5,69.5,71.0,63.36363636363637,8.552221691921263,44.0,58.5,67.0,70.0,71.0,,,,,,,,,,,369.0,,,,,,,5190.0,,,,,,,,,5559.0,,,,,,,,,,,0.06637884511602807,,,,,,,0.9336211548839719,,,,,,,,,1.0,,,,,,,,,,,0.06637884511602807,,,,,,,0.07181701191415168,,,,,,,,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,
南伊豆町議会議員選挙（2019年07月28日投票）,南伊豆町議会議員選挙,静岡県,南伊豆町,20190728.0,2019.0,7.0,28.0,20190723.0,71.03,11.0,13.0,1.181818181818182,,,,,任期満了,74.08,,,,南伊豆町議会議員選挙（2019年07月28日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.7911528674887454,0.1289880602857702,0.07985907222548444,0.07911528674887454,0.0644940301428851,0.07985907222548444,5109.0,2.0,65.3076923076923,8.515909232675721,48.0,58.0,70.0,72.0,75.0,65.54545454545455,8.74241111285186,48.0,60.0,70.0,73.0,75.0,,,,,,,,,,,393.0,,,,,,,4716.0,,,,,,,,,5109.0,,,,,,,,,,,0.07692307692307693,,,,,,,0.9230769230769231,,,,,,,,,1.0,,,,,,,,,,,0.07692307692307693,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,
