,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_宮崎ネットワーク運動かどかわ,得票数_市民第一の会,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_門川ネットワーク２１,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_宮崎ネットワーク運動かどかわ,得票率_市民第一の会,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_門川ネットワーク２１,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_宮崎ネットワーク運動かどかわ,一人あたり得票率_市民第一の会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_門川ネットワーク２１,立候補者数_公明党,立候補者数_国民民主党,立候補者数_宮崎ネットワーク運動かどかわ,立候補者数_市民第一の会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_門川ネットワーク２１,当選者数_公明党,当選者数_国民民主党,当選者数_宮崎ネットワーク運動かどかわ,当選者数_市民第一の会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_門川ネットワーク２１
木城町議会議員選挙（2019年04月21日投票）,木城町議会議員選挙,宮崎県,木城町,20190421.0,2019.0,4.0,21.0,20190416.0,70.26,10.0,14.0,1.4,4230.0,,,-100.0,任期満了,79.63,,,,木城町議会議員選挙（2019年04月21日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.14285714285714285,0.1,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6,0.3,0.1,0.5989159891598916,0.255420054200542,0.14566395663956638,0.06654622101776574,0.0638550135501355,0.14566395663956638,2952.0,1.0,64.78571428571429,7.542058940450181,42.0,63.25,65.5,69.0,73.0,62.6,7.889233169326408,42.0,61.5,64.5,65.75,73.0,,,,,,,,2952.0,,,,,2952.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.07142857142857142,,,,,,,,,,,,14.0,,,,,,,,,,,,10.0,,,,
椎葉村議会議員選挙（2003年04月27日投票）,椎葉村議会議員選挙,宮崎県,椎葉村,20030427.0,2003.0,4.0,27.0,20030422.0,93.71,14.0,15.0,1.0714285714285714,3146.0,,,,任期満了,,,,,椎葉村議会議員選挙（2003年04月27日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5989125645920922,0.4010874354079078,,0.059891256459209216,0.08021748708158156,,2927.9900000000002,1.0,,,,,,,,,,,,,,,,,,,,,,2927.9900000000002,,,,,2927.9900000000002,,,,,,,,1.0,,,,,1.0,,,,,,,,0.06666666666666667,,,,,,,,,,,,15.0,,,,,,,,,,,,14.0,,,,
椎葉村議会議員選挙（2007年04月22日投票）,椎葉村議会議員選挙,宮崎県,椎葉村,20070422.0,2007.0,4.0,22.0,20070417.0,92.66,10.0,15.0,1.5,2997.0,,,-149.0,任期満了,93.71,,,,椎葉村議会議員選挙（2007年04月22日投票）,1.0,15.0,10.0,1.5,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.2,0.06666666666666667,0.8,0.1,0.1,0.7564585127867334,0.15902526945154216,0.08451621776172451,0.06876895570788485,0.05300842315051405,0.08451621776172451,2763.02,1.0,,,,,,,,,,,,,,,,,,,,,,2763.02,,,,,2763.02,,,,,,,,1.0,,,,,1.0,,,,,,,,0.06666666666666667,,,,,,,,,,,,15.0,,,,,,,,,,,,10.0,,,,
椎葉村議会議員選挙（2011年04月24日投票）,椎葉村議会議員選挙,宮崎県,椎葉村,20110424.0,2011.0,4.0,24.0,20110419.0,92.07,10.0,12.0,1.2,2735.0,,,-262.0,任期満了,92.66,,,,椎葉村議会議員選挙（2011年04月24日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.5833333333333334,0.4166666666666667,0.0,0.7,0.3,0.0,0.6133280127693536,0.38667198723064644,,0.08761828753847908,0.07733439744612929,,2506.0,1.0,,,,,,,,,,,,,,,,,,,,,,2506.0,,,,,2506.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.08333333333333333,,,,,,,,,,,,12.0,,,,,,,,,,,,10.0,,,,
椎葉村議会議員選挙（2015年04月26日投票）,椎葉村議会議員選挙,宮崎県,椎葉村,20150426.0,2015.0,4.0,26.0,20150421.0,91.4,10.0,11.0,1.1,,,,,任期満了,92.07,,,,椎葉村議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.9090909090909091,0.09090909090909091,0.0,0.9,0.1,0.0,0.9243876051189875,0.0756123948810124,,0.09243876051189875,0.0756123948810124,,2319.99,1.0,63.18181818181818,6.4922076623116824,53.0,58.0,66.0,66.5,74.0,62.9,6.7446274915669,53.0,56.0,65.0,66.75,74.0,,,,,,,,2319.99,,,,,2319.99,,,,,,,,1.0,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,,
椎葉村議会議員選挙（2019年04月21日投票）,椎葉村議会議員選挙,宮崎県,椎葉村,20190421.0,2019.0,4.0,21.0,20190416.0,89.45,10.0,11.0,1.1,2380.0,,,,任期満了,91.4,,,,椎葉村議会議員選挙（2019年04月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.6011842028083307,0.39881579719166915,,0.08588345754404725,0.09970394929791729,,2113.996,1.0,65.81818181818181,6.027485256091191,57.0,61.5,66.0,70.0,78.0,65.4,6.16765757804371,57.0,61.25,64.5,69.5,78.0,,,,,,,,2113.996,,,,,2113.996,,,,,,,,1.0,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,,
綾町議会議員補欠選挙（2014年06月15日投票）,綾町議会議員補欠選挙,宮崎県,綾町,20140615.0,2014.0,6.0,15.0,20140610.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,綾町議会議員補欠選挙（2014年06月15日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
綾町議会議員選挙（2007年04月22日投票）,綾町議会議員選挙,宮崎県,綾町,20070422.0,2007.0,4.0,22.0,20070417.0,83.65,10.0,15.0,1.5,6310.0,,,,任期満了,,,,,綾町議会議員選挙（2007年04月22日投票）,1.0,15.0,10.0,1.5,0.0,0.0,0.0,0.06666666666666667,0.1,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.8,0.2,0.0,0.7825842267923233,0.1218379182723492,0.09557785493532757,0.07114402061748394,0.0609189591361746,0.047788927467663785,5241.8,3.0,60.8,7.824747067264646,46.0,56.5,59.0,66.0,80.0,58.2,6.4621977685614045,46.0,55.25,58.0,64.25,67.0,356.0,,,,,376.0,,4509.8,,,,,5241.8,0.06791560151093136,,,,,0.07173108474188256,,0.860353313747186,,,,,1.0,0.06791560151093136,,,,,0.07173108474188256,,0.06618102413439893,,,,,1.0,,,,,1.0,,13.0,,,,,1.0,,,,,1.0,,8.0,,,,
綾町議会議員選挙（2011年04月24日投票）,綾町議会議員選挙,宮崎県,綾町,20110424.0,2011.0,4.0,24.0,20110419.0,79.64,10.0,11.0,1.1,6154.0,,,-156.0,任期満了,83.65,,,,綾町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.8,0.1,0.1,0.8047131147540983,0.10061475409836065,0.09467213114754099,0.08941256830601092,0.10061475409836065,0.09467213114754099,4880.0,3.0,61.45454545454545,5.614326420598004,50.0,59.5,61.0,64.0,70.0,61.7,5.831809324729334,50.0,60.0,62.0,64.5,70.0,491.0,,,,,440.0,,3949.0,,,,,4880.0,0.10061475409836065,,,,,0.09016393442622951,,0.8092213114754099,,,,,1.0,0.10061475409836065,,,,,0.09016393442622951,,0.08991347905282332,,,,,1.0,,,,,1.0,,9.0,,,,,1.0,,,,,1.0,,8.0,,,,
綾町議会議員選挙（2015年04月26日投票）,綾町議会議員選挙,宮崎県,綾町,20150426.0,2015.0,4.0,26.0,20150421.0,76.79,10.0,12.0,1.2,,,,,任期満了,79.64,,,,綾町議会議員選挙（2015年04月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.6666666666666666,0.3333333333333333,0.0,0.7,0.3,0.0,0.6983397919467234,0.3016602080532766,,0.08729247399334042,0.07541505201331915,,4693.99,3.0,62.333333333333336,8.508166012066813,39.0,60.5,64.5,66.25,74.0,61.2,8.885943956609225,39.0,59.5,64.0,65.75,74.0,398.0,,,,,544.0,,3751.99,,,,,4693.99,0.08478927309176203,,,,,0.11589287578371493,,0.799317851124523,,,,,1.0,0.08478927309176203,,,,,0.11589287578371493,,0.0799317851124523,,,,,1.0,,,,,1.0,,10.0,,,,,1.0,,,,,1.0,,8.0,,,,
綾町議会議員選挙（2019年04月21日投票）,綾町議会議員選挙,宮崎県,綾町,20190421.0,2019.0,4.0,21.0,20190416.0,66.91,10.0,11.0,1.1,6050.0,,,,任期満了,76.79,,,,綾町議会議員選挙（2019年04月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.5790256356986261,0.4209743643013739,,0.08271794795694658,0.10524359107534348,,4023.998,2.0,64.36363636363636,9.038028015735685,43.0,60.5,65.0,70.0,78.0,64.3,9.476813810558905,43.0,59.25,66.5,70.0,78.0,,,,,,388.0,,3635.998,,,,,4023.998,,,,,,0.09642151909618245,,0.9035784809038175,,,,,1.0,,,,,,0.09642151909618245,,0.09035784809038175,,,,,,,,,,1.0,,10.0,,,,,,,,,,1.0,,9.0,,,,
美郷町議会議員選挙（2006年02月12日投票）,美郷町議会議員選挙,宮崎県,美郷町,20060212.0,2006.0,2.0,12.0,20060207.0,90.94,0.0,22.0,,6239.0,,,,その他,,,,,美郷町議会議員選挙（2006年02月12日投票）,3.0,22.0,12.0,1.8333333333333333,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.045454545454545456,,5626.0,2.0,58.45454545454545,5.254671278770337,47.0,56.0,58.0,62.0,69.0,58.333333333333336,5.088112507491249,51.0,53.75,59.0,62.0,69.0,,,,,,345.0,,5281.0,,,,,5626.0,,,,,,0.0613224315677213,,0.9386775684322787,,,,,1.0,,,,,,0.0613224315677213,,0.04469893183010851,,,,,,,,,,1.0,,21.0,,,,,,,,,,1.0,,11.0,,,,
美郷町議会議員選挙（2010年01月31日投票）,美郷町議会議員選挙,宮崎県,美郷町,20100131.0,2010.0,1.0,31.0,20100126.0,89.15,12.0,14.0,1.1666666666666667,5871.0,,,-368.0,任期満了,90.94,,,,美郷町議会議員選挙（2010年01月31日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.5,0.5,0.0,0.4380081909706049,0.561991809029395,,0.07300136516176749,0.07024897612867438,,5173.99,2.0,61.357142857142854,8.032142063139135,43.0,58.0,61.5,66.0,74.0,60.166666666666664,7.765665171481164,43.0,57.25,60.0,66.0,73.0,,,,,,324.0,,4849.99,,,,,5173.99,,,,,,0.06262091731912896,,0.937379082680871,,,,,1.0,,,,,,0.06262091731912896,,0.07210608328314393,,,,,,,,,,1.0,,13.0,,,,,,,,,,1.0,,11.0,,,,
美郷町議会議員選挙（2014年02月02日投票）,美郷町議会議員選挙,宮崎県,美郷町,20140202.0,2014.0,2.0,2.0,20140128.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,89.15,,,,美郷町議会議員選挙（2014年02月02日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8330446080554352,0.16695539194456474,,0.08330446080554352,0.055651797314854916,,4618.0,2.0,62.23076923076923,9.090602469277703,46.0,59.0,62.0,68.0,80.0,63.583333333333336,8.108209146017114,47.0,59.75,63.0,68.5,80.0,,,,,,298.0,,4320.0,,,,,4618.0,,,,,,0.06453009961022088,,0.9354699003897792,,,,,1.0,,,,,,0.06453009961022088,,0.0779558250324816,,,,,,,,,,1.0,,12.0,,,,,,,,,,1.0,,11.0,,,,
美郷町議会議員選挙（2018年02月04日投票）,美郷町議会議員選挙,宮崎県,美郷町,20180204.0,2018.0,2.0,4.0,20180130.0,85.07,12.0,14.0,1.1666666666666667,5016.0,,,,任期満了,,,,,美郷町議会議員選挙（2018年02月04日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5833333333333334,0.4166666666666667,0.0,0.567602853745541,0.4323971462544589,,0.07095035671819262,0.07206619104240981,,4205.0,0.0,64.21428571428571,7.082963175602339,50.0,61.5,65.5,67.5,76.0,65.25,6.352492948966308,51.0,62.5,65.5,68.75,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西米良村議会議員選挙（2007年04月22日投票）,西米良村議会議員選挙,宮崎県,西米良村,20070422.0,2007.0,4.0,22.0,20070417.0,94.88,8.0,10.0,1.25,1133.0,,,,任期満了,,,,,西米良村議会議員選挙（2007年04月22日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.625,0.375,0.0,0.6870356472795497,0.3129643527204503,,0.09814794961136424,0.10432145090681677,,1066.0,1.0,55.5,5.835237784358063,48.0,52.5,54.0,58.0,70.0,56.125,6.352902879786531,48.0,53.0,54.5,59.0,70.0,,,,,,,,1066.0,,,,,1066.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.1,,,,,,,,,,,,10.0,,,,,,,,,,,,8.0,,,,
西米良村議会議員選挙（2011年04月24日投票）,西米良村議会議員選挙,宮崎県,西米良村,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,8.0,8.0,1.0,1127.0,,,-6.0,任期満了,94.88,,,,西米良村議会議員選挙（2011年04月24日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.125,0.125,0.75,0.125,0.125,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,8.0,,,,
西米良村議会議員選挙（2015年04月26日投票）,西米良村議会議員選挙,宮崎県,西米良村,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,8.0,8.0,1.0,,,,,任期満了,,,,,西米良村議会議員選挙（2015年04月26日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,8.0,,,,
西米良村議会議員選挙（2019年04月21日投票）,西米良村議会議員選挙,宮崎県,西米良村,20190421.0,2019.0,4.0,21.0,20190416.0,93.02,8.0,9.0,1.125,960.0,,,,任期満了,,,,,西米良村議会議員選挙（2019年04月21日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.6573033707865169,0.34269662921348315,,0.10955056179775281,0.11423220973782772,,890.0,1.0,57.888888888888886,8.92492694578809,43.0,49.0,60.0,66.0,71.0,57.5,9.394147114027968,43.0,48.75,58.5,66.0,71.0,,,,,,,,890.0,,,,,890.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.1111111111111111,,,,,,,,,,,,9.0,,,,,,,,,,,,8.0,,,,
西都市議会議員補欠選挙（2017年01月29日投票）,西都市議会議員補欠選挙,宮崎県,西都市,20170129.0,2017.0,1.0,29.0,20170122.0,無投票,1.0,1.0,1.0,,,,,任期満了,,,,,西都市議会議員補欠選挙（2017年01月29日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
西都市議会議員選挙（2006年04月16日投票）,西都市議会議員選挙,宮崎県,西都市,20060416.0,2006.0,4.0,16.0,20060409.0,74.98,18.0,23.0,1.2777777777777777,27983.0,,,,任期満了,,,,,西都市議会議員選挙（2006年04月16日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.043478260869565216,0.05555555555555555,0.5652173913043478,0.391304347826087,0.043478260869565216,0.6666666666666666,0.3333333333333333,0.0,0.6560314086023671,0.330928018916501,0.01304057248113192,0.050463954507874394,0.03676977987961122,0.01304057248113192,20857.98,6.0,57.130434782608695,6.961411325087108,41.0,55.5,57.0,62.0,73.0,55.77777777777778,6.528191476252614,41.0,54.5,56.5,61.5,64.0,1573.31,,,,,978.0,835.0,13176.29,1049.0,,3246.38,,20857.980000000003,0.07542964371430022,,,,,0.04688852899465815,0.040032639785827766,0.6317145763875505,0.050292501958483025,,0.1556421091591803,,1.0,0.07542964371430022,,,,,0.04688852899465815,0.040032639785827766,0.039482161024221904,0.050292501958483025,,0.051880703053060105,,1.0,,,,,1.0,1.0,16.0,1.0,,3.0,,1.0,,,,,1.0,1.0,11.0,1.0,,3.0,
西都市議会議員選挙（2010年04月18日投票）,西都市議会議員選挙,宮崎県,西都市,20100418.0,2010.0,4.0,18.0,20100411.0,72.07,18.0,21.0,1.1666666666666667,,,,,任期満了,74.98,,,,西都市議会議員選挙（2010年04月18日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.0,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6885996620756746,0.2653776048333419,0.046022733090983564,0.04918569014826247,0.04422960080555698,0.046022733090983564,19531.0,3.0,58.23809523809524,5.697992644906265,45.0,55.0,60.0,61.0,67.0,58.22222222222222,5.442176398337092,45.0,55.25,59.5,61.0,67.0,1502.13,,,,,798.0,,17230.87,,,,,19531.0,0.07691004044851775,,,,,0.0408581229839742,,0.882231836567508,,,,,1.0,0.07691004044851775,,,,,0.0408581229839742,,0.04643325455618463,,,,,1.0,,,,,1.0,,19.0,,,,,1.0,,,,,1.0,,16.0,,,,
西都市議会議員選挙（2014年04月20日投票）,西都市議会議員選挙,宮崎県,西都市,20140420.0,2014.0,4.0,20.0,20140413.0,66.37,18.0,21.0,1.1666666666666667,26339.0,,,,任期満了,72.07,,,,西都市議会議員選挙（2014年04月20日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.05555555555555555,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.8026262742613604,0.15492714392674076,0.042446581811898865,0.04721331025066826,0.05164238130891358,0.042446581811898865,17363.0,3.0,60.666666666666664,6.784669927988099,47.0,57.0,63.0,65.0,71.0,62.27777777777778,5.694105680980362,47.0,59.25,64.0,65.0,71.0,1274.0,,,,,714.0,,15375.0,,,,,17363.0,0.07337441686344526,,,,,0.041121925934458334,,0.8855036572020965,,,,,1.0,0.07337441686344526,,,,,0.041121925934458334,,0.046605455642215604,,,,,1.0,,,,,1.0,,19.0,,,,,1.0,,,,,1.0,,16.0,,,,
西都市議会議員選挙（2018年04月22日投票）,西都市議会議員選挙,宮崎県,西都市,20180422.0,2018.0,4.0,22.0,20180415.0,61.59,18.0,21.0,1.1666666666666667,,,,,任期満了,66.37,,,,西都市議会議員選挙（2018年04月22日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.7142857142857143,0.2857142857142857,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7389578320933794,0.2610421679066206,,0.04926385547289196,0.043507027984436765,,15693.997000000001,3.0,61.333333333333336,10.973272001217248,34.0,59.0,66.0,68.0,74.0,61.55555555555556,10.505142773487567,34.0,59.25,66.5,68.0,72.0,1054.0,,,,,931.0,,13708.997000000001,,,,,15693.997000000001,0.06715943682160765,,,,,0.0593220452380614,,0.873518517940331,,,,,1.0,0.06715943682160765,,,,,0.0593220452380614,,0.04597465883896479,,,,,1.0,,,,,1.0,,19.0,,,,,1.0,,,,,1.0,,16.0,,,,
諸塚村議会議員選挙（2003年04月27日投票）,諸塚村議会議員選挙,宮崎県,諸塚村,20030427.0,2003.0,4.0,27.0,20030422.0,無投票,16.0,12.0,0.75,1949.0,,,,任期満了,,,,,諸塚村議会議員選挙（2003年04月27日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,1.0,57.25,10.328964130056798,30.0,52.0,60.5,66.0,68.0,57.25,10.328964130056798,30.0,52.0,60.5,66.0,68.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,12.0,,,,
諸塚村議会議員選挙（2007年04月22日投票）,諸塚村議会議員選挙,宮崎県,諸塚村,20070422.0,2007.0,4.0,22.0,20070417.0,92.92,8.0,9.0,1.125,1795.0,,,-154.0,任期満了,,,,,諸塚村議会議員選挙（2007年04月22日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.7045728038507821,0.2954271961492178,,0.11742880064179702,0.09847573204973926,,1662.0,1.0,57.333333333333336,9.16515138991168,34.0,56.0,58.0,63.0,66.0,57.25,9.717895862788405,34.0,55.5,60.0,63.5,66.0,,,,,,,,1662.0,,,,,1662.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.1111111111111111,,,,,,,,,,,,9.0,,,,,,,,,,,,8.0,,,,
諸塚村議会議員選挙（2011年04月24日投票）,諸塚村議会議員選挙,宮崎県,諸塚村,20110424.0,2011.0,4.0,24.0,20110419.0,93.53,8.0,9.0,1.125,1638.0,,,-157.0,任期満了,92.92,,,,諸塚村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.2222222222222222,0.25,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,0.0,0.6428571428571429,0.35714285714285715,,0.10714285714285715,0.11904761904761905,,1526.0,1.0,,,,,,,,,,,,,,,,,,,,,,1526.0,,,,,1526.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.1111111111111111,,,,,,,,,,,,9.0,,,,,,,,,,,,8.0,,,,
諸塚村議会議員選挙（2015年04月26日投票）,諸塚村議会議員選挙,宮崎県,諸塚村,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,8.0,8.0,1.0,2547.0,,,909.0,任期満了,93.53,,,,諸塚村議会議員選挙（2015年04月26日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.625,0.25,0.125,0.625,0.25,0.125,,,,,,,0.0,1.0,64.75,3.665719574653795,62.0,62.0,63.0,65.75,73.0,64.75,3.665719574653795,62.0,62.0,63.0,65.75,73.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,8.0,,,,
諸塚村議会議員選挙（2019年04月21日投票）,諸塚村議会議員選挙,宮崎県,諸塚村,20190421.0,2019.0,4.0,21.0,20190416.0,90.92,8.0,9.0,1.125,1431.0,,,-1116.0,任期満了/最下位は同票のためくじびきで当選,,,,,諸塚村議会議員選挙（2019年04月21日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,0.0,0.6385448916408669,0.36145510835913314,,0.10642414860681115,0.12048503611971105,,1292.0,1.0,66.88888888888889,4.507880616689065,61.0,66.0,66.0,69.0,77.0,67.0,4.769696007084728,61.0,64.75,66.5,69.0,77.0,,,,,,,,1292.0,,,,,1292.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.1111111111111111,,,,,,,,,,,,9.0,,,,,,,,,,,,8.0,,,,
都城市議会議員補欠選挙（2006年07月09日投票）,都城市議会議員補欠選挙,宮崎県,都城市,20060709.0,2006.0,7.0,9.0,20060702.0,49.55,1.0,2.0,2.0,9988.0,,,,その他,,,,,都城市議会議員補欠選挙（2006年07月09日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,4873.0,1.0,57.0,1.0,56.0,56.5,57.0,57.5,58.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,,,,,,,,4873.0,,,,,4873.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,
都城市議会議員補欠選挙（2007年05月27日投票）,都城市議会議員補欠選挙,宮崎県,都城市,20070527.0,2007.0,5.0,27.0,20070520.0,無投票,1.0,1.0,1.0,5890.0,,,-4098.0,その他,49.55,,,,都城市議会議員補欠選挙（2007年05月27日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
