,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_「人に優しく、自分に厳しく。」の会,得票数_こうべ未来フォーラム,得票数_さわやか神戸・フレッシュ市民の会,得票数_たちあがれ日本,得票数_みんなの党,得票数_三木新党8人のサムライ,得票数_住民投票党,得票数_公明党,得票数_参政党,得票数_国民民主党,得票数_地域ファースト丹波ささやま,得票数_地域政党たからづか,得票数_地域政党三田前進の会,得票数_市民力,得票数_幸福実現党,得票数_改革推進の会,得票数_新世代こうべ,得票数_新生宝塚,得票数_新社会党,得票数_日本共産党,得票数_日本創新党,得票数_日本維新の会,得票数_日本維新の党,得票数_民主党,得票数_民進党,得票数_河西維新の会,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_神戸市民クラブ,得票数_神戸志民党,得票数_神戸改革フォーラム,得票数_立憲民主党,得票数_維新の党,得票数_緑の党 グリーンズジャパン,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_蒼翠会,得票数_行革・市民の会,得票数_議員のたまご,得票数_sum_v,得票率_NHKから国民を守る党,得票率_「人に優しく、自分に厳しく。」の会,得票率_こうべ未来フォーラム,得票率_さわやか神戸・フレッシュ市民の会,得票率_たちあがれ日本,得票率_みんなの党,得票率_三木新党8人のサムライ,得票率_住民投票党,得票率_公明党,得票率_参政党,得票率_国民民主党,得票率_地域ファースト丹波ささやま,得票率_地域政党たからづか,得票率_地域政党三田前進の会,得票率_市民力,得票率_幸福実現党,得票率_改革推進の会,得票率_新世代こうべ,得票率_新生宝塚,得票率_新社会党,得票率_日本共産党,得票率_日本創新党,得票率_日本維新の会,得票率_日本維新の党,得票率_民主党,得票率_民進党,得票率_河西維新の会,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_神戸市民クラブ,得票率_神戸志民党,得票率_神戸改革フォーラム,得票率_立憲民主党,得票率_維新の党,得票率_緑の党 グリーンズジャパン,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_蒼翠会,得票率_行革・市民の会,得票率_議員のたまご,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_「人に優しく、自分に厳しく。」の会,一人あたり得票率_こうべ未来フォーラム,一人あたり得票率_さわやか神戸・フレッシュ市民の会,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_三木新党8人のサムライ,一人あたり得票率_住民投票党,一人あたり得票率_公明党,一人あたり得票率_参政党,一人あたり得票率_国民民主党,一人あたり得票率_地域ファースト丹波ささやま,一人あたり得票率_地域政党たからづか,一人あたり得票率_地域政党三田前進の会,一人あたり得票率_市民力,一人あたり得票率_幸福実現党,一人あたり得票率_改革推進の会,一人あたり得票率_新世代こうべ,一人あたり得票率_新生宝塚,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本創新党,一人あたり得票率_日本維新の会,一人あたり得票率_日本維新の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_河西維新の会,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_神戸市民クラブ,一人あたり得票率_神戸志民党,一人あたり得票率_神戸改革フォーラム,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_蒼翠会,一人あたり得票率_行革・市民の会,一人あたり得票率_議員のたまご,立候補者数_NHKから国民を守る党,立候補者数_「人に優しく、自分に厳しく。」の会,立候補者数_こうべ未来フォーラム,立候補者数_さわやか神戸・フレッシュ市民の会,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_三木新党8人のサムライ,立候補者数_住民投票党,立候補者数_公明党,立候補者数_参政党,立候補者数_国民民主党,立候補者数_地域ファースト丹波ささやま,立候補者数_地域政党たからづか,立候補者数_地域政党三田前進の会,立候補者数_市民力,立候補者数_幸福実現党,立候補者数_改革推進の会,立候補者数_新世代こうべ,立候補者数_新生宝塚,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本創新党,立候補者数_日本維新の会,立候補者数_日本維新の党,立候補者数_民主党,立候補者数_民進党,立候補者数_河西維新の会,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_神戸市民クラブ,立候補者数_神戸志民党,立候補者数_神戸改革フォーラム,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党 グリーンズジャパン,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_蒼翠会,立候補者数_行革・市民の会,立候補者数_議員のたまご,当選者数_NHKから国民を守る党,当選者数_「人に優しく、自分に厳しく。」の会,当選者数_こうべ未来フォーラム,当選者数_さわやか神戸・フレッシュ市民の会,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_三木新党8人のサムライ,当選者数_住民投票党,当選者数_公明党,当選者数_参政党,当選者数_国民民主党,当選者数_地域ファースト丹波ささやま,当選者数_地域政党たからづか,当選者数_地域政党三田前進の会,当選者数_市民力,当選者数_幸福実現党,当選者数_改革推進の会,当選者数_新世代こうべ,当選者数_新生宝塚,当選者数_新社会党,当選者数_日本共産党,当選者数_日本創新党,当選者数_日本維新の会,当選者数_日本維新の党,当選者数_民主党,当選者数_民進党,当選者数_河西維新の会,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_神戸市民クラブ,当選者数_神戸志民党,当選者数_神戸改革フォーラム,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党 グリーンズジャパン,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_蒼翠会,当選者数_行革・市民の会,当選者数_議員のたまご
福崎町議会議員補欠選挙（2011年12月04日投票）,福崎町議会議員補欠選挙,兵庫県,福崎町,20111204.0,2011.0,12.0,4.0,20111129.0,66.71,2.0,3.0,1.5,15304.0,,,,その他,,,,,福崎町議会議員補欠選挙（2011年12月04日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,9556.0,1.0,42.333333333333336,4.109609335312651,37.0,40.0,43.0,45.0,47.0,40.0,3.0,37.0,38.5,40.0,41.5,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9556.0,,,,,,,,,,,,,,9556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
福崎町議会議員補欠選挙（2015年12月06日投票）,福崎町議会議員補欠選挙,兵庫県,福崎町,20151206.0,2015.0,12.0,6.0,20151201.0,60.15,2.0,3.0,1.5,,,,,その他,66.71,,,,福崎町議会議員補欠選挙（2015年12月06日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,8630.0,1.0,52.333333333333336,14.2672897060218,33.0,45.0,57.0,62.0,67.0,45.0,12.0,33.0,39.0,45.0,51.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8630.0,,,,,,,,,,,,,,8630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
福崎町議会議員補欠選挙（2019年04月21日投票）,福崎町議会議員補欠選挙,兵庫県,福崎町,20190421.0,2019.0,4.0,21.0,20190416.0,41.32,1.0,2.0,2.0,,,,,辞職/牛尾雅一氏の県議選出馬による辞職のため,60.15,,,,福崎町議会議員補欠選挙（2019年04月21日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,6204.0,1.0,51.0,15.0,36.0,43.5,51.0,58.5,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6204.0,,,,,,,,,,,,,,6204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
福崎町議会議員選挙（2009年04月19日投票）,福崎町議会議員選挙,兵庫県,福崎町,20090419.0,2009.0,4.0,19.0,20090414.0,無投票,16.0,16.0,1.0,15504.0,,,,任期満了,,,,,福崎町議会議員選挙（2009年04月19日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,3.0,59.625,5.085211401701998,50.0,55.5,60.0,64.25,67.0,59.625,5.085211401701998,50.0,55.5,60.0,64.25,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,13.0,,,,,,,,,,,,,
福崎町議会議員選挙（2013年04月21日投票）,福崎町議会議員選挙,兵庫県,福崎町,20130421.0,2013.0,4.0,21.0,20130416.0,69.05,14.0,16.0,1.1428571428571428,15221.0,,,-283.0,任期満了,,,,,福崎町議会議員選挙（2013年04月21日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.9375,0.0625,0.0,0.9285714285714286,0.07142857142857142,0.0,0.9275891912683912,0.07241080873160881,,0.06183927941789275,0.07241080873160881,,10399.0,3.0,59.875,9.406613365074595,38.0,56.25,62.5,68.25,71.0,59.5,9.469877054564723,38.0,57.0,62.5,67.5,70.0,,,,,,,,,687.0,,,,,,,,,,,,1378.0,,,,,,,,8334.0,,,,,,,,,,,,,,10399.0,,,,,,,,,0.06606404461967497,,,,,,,,,,,,0.13251274160977017,,,,,,,,0.8014232137705548,,,,,,,,,,,,,,1.0,,,,,,,,,0.06606404461967497,,,,,,,,,,,,0.06625637080488508,,,,,,,,0.061647939520811906,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,11.0,,,,,,,,,,,,,
福崎町議会議員選挙（2017年04月23日投票）,福崎町議会議員選挙,兵庫県,福崎町,20170423.0,2017.0,4.0,23.0,20170418.0,59.79,14.0,15.0,1.0714285714285714,15578.0,,,357.0,任期満了,69.05,,,,福崎町議会議員選挙（2017年04月23日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.6,0.26666666666666666,0.13333333333333333,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.7094138156461103,0.18250163434299413,0.10808455001089562,0.07882375729401225,0.04562540858574853,0.05404227500544781,9178.0,0.0,60.86666666666667,12.032548450857043,34.0,55.0,62.0,68.0,81.0,60.642857142857146,12.424670980737954,34.0,53.5,61.5,68.5,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福崎町議会議員選挙（2021年04月25日投票）,福崎町議会議員選挙,兵庫県,福崎町,20210425.0,2021.0,4.0,25.0,20210420.0,60.7,14.0,17.0,1.2142857142857142,15210.0,7267.0,7943.0,-368.0,任期満了,59.79,,,,福崎町議会議員選挙（2021年04月25日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.07142857142857142,0.6470588235294118,0.23529411764705882,0.11764705882352941,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.6252594777668524,0.22167595323937506,0.15306456899377252,0.056841770706077495,0.055418988309843764,0.07653228449688626,9153.0,3.0,61.705882352941174,11.766176378687959,38.0,56.0,63.0,70.0,78.0,63.57142857142857,11.017611134090767,38.0,61.25,65.5,70.75,78.0,,,,,,,,,715.0,,,,,,,,,,,,1137.0,,,,,,,,7301.0,,,,,,,,,,,,,,9153.0,,,,,,,,,0.07811646454714301,,,,,,,,,,,,0.1242215666994428,,,,,,,,0.7976619687534142,,,,,,,,,,,,,,1.0,,,,,,,,,0.07811646454714301,,,,,,,,,,,,0.0621107833497214,,,,,,,,0.056975854910958156,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,12.0,,,,,,,,,,,,,
稲美町議会議員再選挙（2018年05月13日投票）,稲美町議会議員再選挙,兵庫県,稲美町,20180513.0,2018.0,5.0,13.0,20180508.0,,1.0,3.0,3.0,,,,,/定員割れ,,,,,稲美町議会議員再選挙（2018年05月13日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,,0.39523645150155334,0.6047635484984467,,0.19761822575077667,0.6047635484984467,2897.0,1.0,71.66666666666667,2.494438257849294,69.0,70.0,71.0,73.0,75.0,71.0,0.0,71.0,71.0,71.0,71.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2897.0,,,,,,,,,,,,,,2897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
稲美町議会議員選挙（2007年09月23日投票）,稲美町議会議員選挙,兵庫県,稲美町,20070923.0,2007.0,9.0,23.0,20070918.0,無投票,16.0,11.0,0.6875,25935.0,,,,任期満了,,,,,稲美町議会議員選挙（2007年09月23日投票）,1.0,11.0,6.0,1.8333333333333333,1.0,1.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,1.0,0.0,0.0,,,,,,,7447.0,3.0,65.0909090909091,3.824669812356842,58.0,62.5,65.0,68.5,70.0,66.5,3.5,60.0,64.75,68.0,69.0,70.0,,,,,,,,,1746.0,,,,,,,,,,,,629.0,,,,,,,,5072.0,,,,,,,,,,,,,,7447.0,,,,,,,,,0.23445682825298778,,,,,,,,,,,,0.08446354236605344,,,,,,,,0.6810796293809588,,,,,,,,,,,,,,1.0,,,,,,,,,0.23445682825298778,,,,,,,,,,,,0.08446354236605344,,,,,,,,0.07567551437566208,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,5.0,,,,,,,,,,,,,
稲美町議会議員選挙（2011年09月25日投票）,稲美町議会議員選挙,兵庫県,稲美町,20110925.0,2011.0,9.0,25.0,20110920.0,60.93,16.0,20.0,1.25,25701.0,,,-234.0,任期満了,64.23,,,,稲美町議会議員選挙（2011年09月25日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.2,0.1875,0.45,0.45,0.1,0.5625,0.375,0.0625,0.43186117853878886,0.471443974229368,0.09669484723184321,0.04798457539319876,0.05238266380326311,0.048347423615921606,15461.01,3.0,56.75,10.606012445778102,28.0,52.0,60.0,64.0,69.0,57.8125,9.105072418712549,31.0,52.0,60.0,64.25,69.0,,,,,,,,,1860.0,,,,,,,,,,,,685.0,,,,,,,,12916.01,,,,,,,,,,,,,,15461.01,,,,,,,,,0.1203026192984805,,,,,,,,,,,,0.044304996892182334,,,,,,,,0.8353923838093371,,,,,,,,,,,,,,1.0,,,,,,,,,0.1203026192984805,,,,,,,,,,,,0.044304996892182334,,,,,,,,0.04641068798940762,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,14.0,,,,,,,,,,,,,
稲美町議会議員選挙（2015年09月27日投票）,稲美町議会議員選挙,兵庫県,稲美町,20150927.0,2015.0,9.0,27.0,20150922.0,52.64,16.0,18.0,1.125,,,,,任期満了,60.93,,,,稲美町議会議員選挙（2015年09月27日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.1111111111111111,0.13333333333333333,0.6111111111111112,0.3888888888888889,0.0,0.7333333333333333,0.26666666666666666,0.0,0.7996666161539627,0.20033338384603727,,0.0726969651049057,0.02861905483514818,,13198.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2063.0,,,,,,,,,,,,612.0,,,,,,,,10523.0,,,,,,,,,,,,,,13198.0,,,,,,,,,0.15631156235793303,,,,,,,,,,,,0.04637066222154872,,,,,,,,0.7973177754205183,,,,,,,,,,,,,,1.0,,,,,,,,,0.15631156235793303,,,,,,,,,,,,0.04637066222154872,,,,,,,,0.04983236096378239,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,13.0,,,,,,,,,,,,,
稲美町議会議員選挙（2019年09月22日投票）,稲美町議会議員選挙,兵庫県,稲美町,20190922.0,2019.0,9.0,22.0,20190917.0,46.61,14.0,17.0,1.2142857142857142,,,,,任期満了,52.64,,,,稲美町議会議員選挙（2019年09月22日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.23529411764705882,0.2857142857142857,0.7647058823529411,0.23529411764705882,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8566816631281678,0.1433183368718322,,0.06589858947139753,0.03582958421795805,,11770.999,4.0,60.705882352941174,11.660716887871876,40.0,49.0,65.0,71.0,76.0,60.142857142857146,10.676122509447646,40.0,50.75,62.5,70.0,73.0,,,,,,,,,1916.0,,,,,,,,,,,,533.0,,842.0,,,,,,8479.999,,,,,,,,,,,,,,11770.999,,,,,,,,,0.16277293031797896,,,,,,,,,,,,0.0452807786322979,,0.07153173660111602,,,,,,0.7204145544486071,,,,,,,,,,,,,,1.0,,,,,,,,,0.16277293031797896,,,,,,,,,,,,0.0452807786322979,,0.07153173660111602,,,,,,0.051458182460614794,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,11.0,,,,,,,,,,,,,
篠山市議会議員補欠選挙（2019年02月17日投票）,篠山市議会議員補欠選挙,兵庫県,丹波篠山市,20190217.0,2019.0,2.0,17.0,20190210.0,34.49,2.0,3.0,1.5,,,,,辞職/木戸貞一氏の県議選出馬による辞職,61.94,,,,篠山市議会議員補欠選挙（2019年02月17日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,11592.0,2.0,60.0,14.854853303438128,39.0,54.5,70.0,70.5,71.0,55.0,16.0,39.0,47.0,55.0,63.0,71.0,,,,,,,,,,,,,,,,,,,,,2611.0,,,,,,,,8981.0,,,,,,,,,,,,,,11592.0,,,,,,,,,,,,,,,,,,,,,0.2252415458937198,,,,,,,,0.7747584541062802,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.2252415458937198,,,,,,,,0.3873792270531401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,
篠山市議会議員選挙（2008年04月20日投票）,篠山市議会議員選挙,兵庫県,丹波篠山市,20080420.0,2008.0,4.0,20.0,20080413.0,69.45,20.0,25.0,1.25,36664.0,,,,任期満了,,,,,篠山市議会議員選挙（2008年04月20日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.2,0.2,0.36,0.64,0.0,0.35,0.65,0.0,0.34800713860797144,0.6519928613920285,,0.03866745984533016,0.04074955383700178,,25215.0,4.0,53.56,9.708058508270334,34.0,48.0,53.0,63.0,71.0,51.6,9.281163720137686,34.0,44.0,50.5,59.25,66.0,,,,,,,,,3177.0,,,,,,,,,,,,1210.0,,,,1619.0,,,,19209.0,,,,,,,,,,,,,,25215.0,,,,,,,,,0.12599643069601427,,,,,,,,,,,,0.0479873091413841,,,,0.06420781280983541,,,,0.7618084473527662,,,,,,,,,,,,,,1.0,,,,,,,,,0.06299821534800713,,,,,,,,,,,,0.0479873091413841,,,,0.032103906404917705,,,,0.03809042236763831,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,2.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,1.0,,,,16.0,,,,,,,,,,,,,
篠山市議会議員選挙（2012年04月22日投票）,篠山市議会議員選挙,兵庫県,丹波篠山市,20120422.0,2012.0,4.0,22.0,20120415.0,64.71,18.0,21.0,1.1666666666666667,35914.0,,,-750.0,任期満了,69.45,,,,篠山市議会議員選挙（2012年04月22日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.19047619047619047,0.1111111111111111,0.8095238095238095,0.19047619047619047,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8306963400851952,0.16930365991480484,,0.048864490593246775,0.04232591497870121,,23006.0,3.0,53.857142857142854,7.617559378459334,38.0,48.0,54.0,59.0,68.0,54.55555555555556,7.602793508691556,38.0,50.5,54.5,59.0,68.0,,,,,,,,,3212.0,,,,,,,,,,,,1085.0,,,,,,,,18709.0,,,,,,,,,,,,,,23006.0,,,,,,,,,0.13961575241241414,,,,,,,,,,,,0.047161610014778754,,,,,,,,0.8132226375728071,,,,,,,,,,,,,,1.0,,,,,,,,,0.06980787620620707,,,,,,,,,,,,0.047161610014778754,,,,,,,,0.04517903542071151,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,15.0,,,,,,,,,,,,,
篠山市議会議員選挙（2016年04月24日投票）,篠山市議会議員選挙,兵庫県,丹波篠山市,20160424.0,2016.0,4.0,24.0,20160417.0,61.94,18.0,20.0,1.1111111111111112,34978.0,,,-936.0,任期満了,64.71,,,,篠山市議会議員選挙（2016年04月24日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.2,0.2222222222222222,0.7,0.3,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7324213278550752,0.2675786721449248,,0.05231580913250537,0.04459644535748747,,21418.0,0.0,56.3,7.714272486761146,41.0,49.75,57.5,63.0,67.0,56.05555555555556,7.58267192882871,41.0,49.75,57.5,62.75,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芦屋市議会議員選挙（2007年04月22日投票）,芦屋市議会議員選挙,兵庫県,芦屋市,20070422.0,2007.0,4.0,22.0,20070415.0,51.15,22.0,30.0,1.3636363636363635,74818.0,,,,任期満了,,,,,芦屋市議会議員選挙（2007年04月22日投票）,1.0,30.0,22.0,1.3636363636363635,0.0,0.0,0.0,0.16666666666666666,0.22727272727272727,0.6,0.3333333333333333,0.06666666666666667,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.6861334043403008,0.24503421648249235,0.06883237917720676,0.03811852246335004,0.024503421648249236,0.03441618958860338,37555.0,5.0,51.2,9.50929369967437,35.0,46.0,51.5,57.75,70.0,51.63636363636363,10.30686203258187,35.0,45.25,50.0,59.5,70.0,,,,,,,,,5296.0599999999995,,,,,,,,,,,2205.0,4363.0,,,,,,,,22773.94,,,,,,,,,,2917.0,,,,37555.0,,,,,,,,,0.14102143522833177,,,,,,,,,,,0.05871388630009319,0.11617627479696445,,,,,,,,0.6064156570363467,,,,,,,,,,0.07767274663826387,,,,1.0,,,,,,,,,0.04700714507611059,,,,,,,,,,,0.029356943150046597,0.038725424932321485,,,,,,,,0.030320782851817336,,,,,,,,,,0.03883637331913194,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,3.0,,,,,,,,20.0,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,2.0,,,,,,,,13.0,,,,,,,,,,2.0,,,
