,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新党市民,得票数_新社会党,得票数_日本共産党,得票数_日本社会党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新党市民,得票率_新社会党,得票率_日本共産党,得票率_日本社会党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新党市民,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新党市民,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新党市民,当選者数_新社会党,当選者数_日本共産党,当選者数_日本社会党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由党,当選者数_自由民主党
香南市議会議員選挙（2010年04月11日投票）,香南市議会議員選挙,高知県,香南市,20100411.0,2010.0,4.0,11.0,20100404.0,69.81,22.0,26.0,1.181818181818182,27063.0,,,-83.0,任期満了,75.05,,,,香南市議会議員選挙（2010年04月11日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.11538461538461539,0.13636363636363635,0.8846153846153846,0.11538461538461539,0.0,0.9090909090909091,0.09090909090909091,0.0,0.8810575059228947,0.11894249407710532,,0.038306848083604114,0.03964749802570177,,18572.0,4.0,,,,,,,,,,,,,,,,,1958.5900000000001,,,,,1850.51,,680.0,14082.9,,,,,18572.0,,,0.10545929356019816,,,,,0.09963978031445186,,0.03661425802283007,0.7582866681025199,,,,,1.0,,,0.05272964678009908,,,,,0.03321326010481729,,0.03661425802283007,0.037914333405126,,,,,,,2.0,,,,,3.0,,1.0,20.0,,,,,,,2.0,,,,,2.0,,1.0,17.0,,,,
香南市議会議員選挙（2014年04月13日投票）,香南市議会議員選挙,高知県,香南市,20140413.0,2014.0,4.0,13.0,20140406.0,52.69,20.0,21.0,1.05,27288.0,,,225.0,任期満了,69.81,,,,香南市議会議員選挙（2014年04月13日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.09523809523809523,0.1,0.5714285714285714,0.3333333333333333,0.09523809523809523,0.6,0.3,0.1,0.5831326466994822,0.3251408679676668,0.09172648533285109,0.04859438722495685,0.0464486954239524,0.045863242666425545,14199.999,3.0,57.80952380952381,11.159531683376784,27.0,50.0,61.0,66.0,75.0,57.55,11.373104237630113,27.0,50.0,58.0,66.25,75.0,,,1989.0,,,,,1393.4830000000002,,,10817.516,,,,,14199.999,,,0.14007043239932623,,,,,0.09813261254455019,,,0.7617969550561235,,,,,1.0,,,0.07003521619966312,,,,,0.049066306272275095,,,0.04481158559153668,,,,,,,2.0,,,,,2.0,,,17.0,,,,,,,2.0,,,,,2.0,,,16.0,,,,
香南市議会議員選挙（2018年04月08日投票）,香南市議会議員選挙,高知県,香南市,20180408.0,2018.0,4.0,8.0,20180401.0,52.77,19.0,22.0,1.1578947368421053,,,,,任期満了,52.69,,,,香南市議会議員選挙（2018年04月08日投票）,1.0,22.0,19.0,1.1578947368421053,0.0,0.0,0.0,0.18181818181818182,0.21052631578947367,0.6818181818181818,0.3181818181818182,0.0,0.7368421052631579,0.2631578947368421,0.0,0.6739251426186169,0.32607485738138303,,0.04492834284124113,0.04658212248305472,,14374.0,4.0,57.5,11.344802574507213,31.0,52.0,55.5,65.75,79.0,56.36842105263158,11.788533797121362,31.0,50.5,54.0,65.5,79.0,,,2344.0,,,,,1295.0,,,9925.0,,810.0,,,14374.0,,,0.16307221371921524,,,,,0.09009322387644358,,,0.6904828161959092,,0.05635174620843189,,,1.0,,,0.08153610685960762,,,,,0.04504661193822179,,,0.04061663624681819,,0.05635174620843189,,,,,2.0,,,,,2.0,,,17.0,,1.0,,,,,2.0,,,,,2.0,,,14.0,,1.0,,
香美市議会議員選挙（2006年09月10日投票）,香美市議会議員選挙,高知県,香美市,20060910.0,2006.0,9.0,10.0,20060903.0,72.01,25.0,32.0,1.28,24808.0,,,,任期満了,,,,,香美市議会議員選挙（2006年09月10日投票）,1.0,32.0,25.0,1.28,0.0,0.0,0.0,0.125,0.16,0.8125,0.15625,0.03125,0.88,0.12,0.0,0.8520860385027945,0.14238130186868403,0.005532659628521425,0.03277253994241518,0.028476260373736805,0.005532659628521425,17713.0,3.0,57.46875,9.124090279995041,27.0,54.0,57.0,63.25,75.0,57.2,8.917398723843181,27.0,54.0,57.0,63.0,75.0,,,1421.0,,,,,2703.46,,,13588.54,,,,,17713.0,,,0.08022356461356066,,,,,0.15262575509512788,,,0.7671506802913115,,,,,1.0,,,0.04011178230678033,,,,,0.030525151019025577,,,0.03068602721165246,,,,,,,2.0,,,,,5.0,,,25.0,,,,,,,2.0,,,,,4.0,,,19.0,,,,
香美市議会議員選挙（2010年09月12日投票）,香美市議会議員選挙,高知県,香美市,20100912.0,2010.0,9.0,12.0,20100905.0,67.33,22.0,26.0,1.181818181818182,23977.0,,,-831.0,任期満了,72.01,,,,香美市議会議員選挙（2010年09月12日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.038461538461538464,,,15993.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
香美市議会議員選挙（2014年09月07日投票）,香美市議会議員選挙,高知県,香美市,20140907.0,2014.0,9.0,7.0,20140831.0,57.95,20.0,21.0,1.05,,,,,任期満了,67.33,,,,香美市議会議員選挙（2014年09月07日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.23809523809523808,0.25,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.75,0.2,0.05,0.7565677578268996,0.2037623141437375,0.03966992802936302,0.0504378505217933,0.0407524628287475,0.03966992802936302,13208.998000000001,3.0,60.61904761904762,6.869367410233642,38.0,58.0,62.0,64.0,71.0,60.3,6.885491994040803,38.0,57.75,62.0,64.0,71.0,,,1441.0,,,,,2421.699,,,9346.299,,,,,13208.998000000001,,,0.10909230208074829,,,,,0.18333707068469537,,,0.7075706272345563,,,,,1.0,,,0.05454615104037414,,,,,0.045834267671173844,,,0.04717137514897042,,,,,,,2.0,,,,,4.0,,,15.0,,,,,,,2.0,,,,,4.0,,,14.0,,,,
香美市議会議員選挙（2018年09月02日投票）,香美市議会議員選挙,高知県,香美市,20180902.0,2018.0,9.0,2.0,20180826.0,53.97,20.0,21.0,1.05,,,,,任期満了,57.95,,,,香美市議会議員選挙（2018年09月02日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.2857142857142857,0.3,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.75,0.2,0.05,0.7580203528177655,0.1902512128411196,0.05172843434111487,0.050534690187851034,0.03805024256822392,0.05172843434111487,12062.998,3.0,62.76190476190476,7.6339140675625705,42.0,61.0,64.0,68.0,74.0,62.35,7.591277889789044,42.0,60.75,63.0,66.5,74.0,,,1595.0,,,,,3183.56,,,7284.438,,,,,12062.998,,,0.1322225204712792,,,,,0.26391117697275585,,,0.603866302555965,,,,,1.0,,,0.0661112602356396,,,,,0.052782235394551166,,,0.04313330732542607,,,,,,,2.0,,,,,5.0,,,14.0,,,,,,,2.0,,,,,5.0,,,13.0,,,,
馬路村議会議員補欠選挙（2014年04月13日投票）,馬路村議会議員補欠選挙,高知県,馬路村,20140413.0,2014.0,4.0,13.0,20140408.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,馬路村議会議員補欠選挙（2014年04月13日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
馬路村議会議員補欠選挙（2018年04月08日投票）,馬路村議会議員補欠選挙,高知県,馬路村,20180408.0,2018.0,4.0,8.0,20180403.0,無投票,1.0,1.0,1.0,,,,,失職,,,,,馬路村議会議員補欠選挙（2018年04月08日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
馬路村議会議員選挙（2007年01月15日投票）,馬路村議会議員選挙,高知県,馬路村,20070115.0,2007.0,1.0,15.0,20070110.0,89.41,8.0,9.0,1.125,925.0,,,,任期満了,,,,,馬路村議会議員選挙（2007年01月15日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.7512135922330098,0.2487864077669903,,0.10731622746185854,0.12439320388349515,,824.0,1.0,61.888888888888886,10.5033798205302,45.0,58.0,65.0,71.0,74.0,62.375,11.044653684022872,45.0,54.75,67.0,71.25,74.0,,,,,,,,,,,824.0,,,,,824.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,8.0,,,,
馬路村議会議員選挙（2011年01月15日投票）,馬路村議会議員選挙,高知県,馬路村,20110115.0,2011.0,1.0,15.0,20110110.0,無投票,8.0,8.0,1.0,,,,,任期満了,89.41,,,,馬路村議会議員選挙（2011年01月15日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,8.0,,,,
馬路村議会議員選挙（2015年01月11日投票）,馬路村議会議員選挙,高知県,馬路村,20150111.0,2015.0,1.0,11.0,20150106.0,87.58,8.0,9.0,1.125,797.0,,,,任期満了,,,,,馬路村議会議員選挙（2015年01月11日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.7335243553008596,0.2664756446991404,,0.10478919361440851,0.1332378223495702,,698.0,1.0,59.111111111111114,7.489910909490097,43.0,54.0,63.0,64.0,68.0,58.0,7.211102550927978,43.0,53.75,60.5,63.25,66.0,,,,,,,,,,,698.0,,,,,698.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,8.0,,,,
馬路村議会議員選挙（2019年01月13日投票）,馬路村議会議員選挙,高知県,馬路村,20190113.0,2019.0,1.0,13.0,20190108.0,84.82,8.0,9.0,1.125,771.0,,,-26.0,任期満了,87.58,,,,馬路村議会議員選挙（2019年01月13日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.8888888888888888,0.1111111111111111,0.0,0.875,0.125,0.0,0.8834355828220859,0.1165644171779141,,0.11042944785276074,0.1165644171779141,,652.0,1.0,62.333333333333336,6.863753427324667,47.0,58.0,65.0,67.0,70.0,61.75,7.066647012551285,47.0,57.75,63.5,67.25,70.0,,,,,,,,,,,652.0,,,,,652.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,8.0,,,,
高知市議会議員増員選挙（2005年01月30日投票）,高知市議会議員増員選挙,高知県,高知市,20050130.0,2005.0,1.0,30.0,20050123.0,,0.0,7.0,,2428.0,,,,その他,,,,,高知市議会議員増員選挙（2005年01月30日投票）,2.0,7.0,2.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.14285714285714285,,1981.0,2.0,61.42857142857143,9.31752791949733,52.0,56.0,58.0,63.0,82.0,59.0,1.0,58.0,58.5,59.0,59.5,60.0,,,,,,,,166.0,,,1815.0,,,,,1981.0,,,,,,,,0.08379606259464917,,,0.9162039374053509,,,,,1.0,,,,,,,,0.08379606259464917,,,0.15270065623422516,,,,,,,,,,,,1.0,,,6.0,,,,,,,,,,,,0.0,,,2.0,,,,
高知市議会議員増員選挙（2008年02月03日投票）,高知市議会議員増員選挙,高知県,高知市,20080203.0,2008.0,2.0,3.0,20080127.0,59.04,2.0,5.0,2.5,13559.0,,,11131.0,その他,,,,,高知市議会議員増員選挙（2008年02月03日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,7972.0,2.0,54.0,8.809086218218097,39.0,49.0,59.0,61.0,62.0,54.0,5.0,49.0,51.5,54.0,56.5,59.0,,,,,,,,1123.0,,,6849.0,,,,,7972.0,,,,,,,,0.14086803813346713,,,0.8591319618665328,,,,,1.0,,,,,,,,0.14086803813346713,,,0.2147829904666332,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,0.0,,,2.0,,,,
高知市議会議員選挙（1999年04月25日投票）,高知市議会議員選挙,高知県,高知市,19990425.0,1999.0,4.0,25.0,19990418.0,47.18,40.0,49.0,1.225,251629.0,,,,任期満了,,,,,高知市議会議員選挙（1999年04月25日投票）,1.0,49.0,40.0,1.225,0.0,0.0,0.0,0.14285714285714285,0.125,0.6530612244897959,0.32653061224489793,0.02040816326530612,0.775,0.2,0.025,0.732346650130393,0.2474020777941064,0.020251272075500548,0.022885832816574782,0.01546262986213165,0.020251272075500548,117721.0,7.0,53.265306122448976,8.856625584443758,30.0,47.0,54.0,59.0,75.0,53.25,7.432193485102497,39.0,47.75,54.0,58.25,73.0,,,22261.0,,,,2637.05,20084.0,,6785.95,44968.0,9671.0,,,11314.0,117721.0,,,0.18909965086942856,,,,0.02240084606824611,0.17060677364276552,,0.05764434552883513,0.381987920591908,0.08215186755124404,,,0.09610859574757265,1.0,,,0.02363745635867857,,,,0.02240084606824611,0.02132584670534569,,0.019214781842945044,0.0190993960295954,0.02053796688781101,,,0.01922171914951453,,,8.0,,,,1.0,8.0,,3.0,20.0,4.0,,,5.0,,,8.0,,,,1.0,8.0,,3.0,13.0,3.0,,,4.0
高知市議会議員選挙（2003年04月27日投票）,高知市議会議員選挙,高知県,高知市,20030427.0,2003.0,4.0,27.0,20030420.0,43.77,40.0,49.0,1.225,258048.0,,,6419.0,任期満了,47.18,,,,高知市議会議員選挙（2003年04月27日投票）,1.0,49.0,40.0,1.225,0.0,0.0,0.0,0.14285714285714285,0.125,0.6938775510204082,0.30612244897959184,0.0,0.8,0.2,0.0,0.7235499112911713,0.2764500887088287,,0.021280879743857978,0.018430005913921913,,111927.98,8.0,52.30612244897959,9.835803156840234,27.0,45.0,54.0,59.0,70.0,53.075,9.970926486540758,27.0,46.75,54.5,60.0,70.0,,,21266.23,,,,1608.0,18466.0,,8473.42,44235.030000000006,9360.0,,1483.0,7036.3,111927.98,,,0.18999922986191656,,,,0.014366380953180788,0.16498108873223657,,0.075704216229043,0.39520975898966465,0.08362520256329115,,0.01324959138903427,0.06286453128163307,1.0,,,0.02374990373273957,,,,0.014366380953180788,0.020622636091529572,,0.01892605405726075,0.019760487949483232,0.020906300640822786,,0.01324959138903427,0.020954843760544354,,,8.0,,,,1.0,8.0,,4.0,20.0,4.0,,1.0,3.0,,,8.0,,,,0.0,7.0,,3.0,15.0,4.0,,0.0,3.0
高知市議会議員選挙（2007年04月22日投票）,高知市議会議員選挙,高知県,高知市,20070422.0,2007.0,4.0,22.0,20070415.0,,0.0,49.0,,262067.0,,,4019.0,任期満了,43.77,,,,高知市議会議員選挙（2007年04月22日投票）,3.0,49.0,42.0,1.1666666666666667,0.02040816326530612,0.3333333333333333,0.3333333333333333,0.1836734693877551,0.21428571428571427,0.5714285714285714,0.40816326530612246,0.02040816326530612,0.6428571428571429,0.3333333333333333,0.023809523809523808,0.609291549596486,0.36744767948043716,0.02326077092307677,0.022566353688758742,0.01837238397402186,0.02326077092307677,112550.01000000001,6.0,53.244897959183675,8.821427095997326,31.0,47.0,55.0,59.0,72.0,53.45238095238095,8.696475424403625,31.0,49.0,55.0,59.0,72.0,,,22182.64,,,,,21227.0,,7851.29,,4845.71,,,12269.0,68375.64,,,0.3244231425109878,,,,,0.310446819949327,,0.11482583563386024,,0.07086895274398894,,,0.179435249161836,1.0,,,0.040552892813873476,,,,,0.038805852493665874,,0.03827527854462008,,0.03543447637199447,,,0.0358870498323672,,,8.0,,,,,8.0,,3.0,23.0,2.0,,,5.0,,,8.0,,,,,8.0,,3.0,16.0,2.0,,,5.0
高知市議会議員選挙（2011年04月24日投票）,高知市議会議員選挙,高知県,高知市,20110424.0,2011.0,4.0,24.0,20110417.0,42.64,34.0,50.0,1.4705882352941178,273657.0,,,11590.0,任期満了,,,,,高知市議会議員選挙（2011年04月24日投票）,1.0,50.0,34.0,1.4705882352941178,0.0,0.0,0.0,0.22,0.17647058823529413,0.76,0.24,0.0,0.8823529411764706,0.11764705882352941,0.0,0.8691577349369357,0.13084226506306434,,0.022872571972024625,0.010903522088588696,,115558.98999999999,8.0,,,,,,,,53.64705882352941,8.83469881287341,30.0,47.75,56.5,60.0,66.0,,976.0,19015.0,,,223.0,,19448.989999999998,,9130.43,52014.0,3888.57,,,10863.0,115558.99,,0.008445902824176638,0.16454799405913811,,,0.0019297503379010147,,0.16830356513154016,,0.0790109882407245,0.4501077761236923,0.03365008641906614,,,0.09400393686376109,1.0,,0.008445902824176638,0.02742466567652302,,,0.0019297503379010147,,0.02103794564144252,,0.019752747060181125,0.018004311044947693,0.01682504320953307,,,0.031334645621253696,,1.0,6.0,,,1.0,,8.0,,4.0,25.0,2.0,,,3.0,,0.0,6.0,,,0.0,,6.0,,3.0,16.0,0.0,,,3.0
高知市議会議員選挙（2015年04月26日投票）,高知市議会議員選挙,高知県,高知市,20150426.0,2015.0,4.0,26.0,20150419.0,38.06,34.0,42.0,1.2352941176470589,,,,,任期満了,42.64,,,,高知市議会議員選挙（2015年04月26日投票）,1.0,42.0,34.0,1.2352941176470589,0.0,0.0,0.0,0.19047619047619047,0.20588235294117646,0.6666666666666666,0.21428571428571427,0.11904761904761904,0.7941176470588235,0.08823529411764706,0.11764705882352941,0.7256714673261107,0.13356992085617367,0.14075861181771562,0.025916838118789667,0.01484110231735263,0.028151722363543123,102453.98000000001,6.0,56.57142857142857,9.707981147446862,28.0,51.0,58.5,64.0,71.0,58.26470588235294,8.423736852522971,34.0,54.0,60.5,64.0,71.0,,,18068.0,,,,,20513.77,,5073.0,43936.99,2918.0,,,11944.22,102453.98000000001,,,0.1763523486349676,,,,,0.20022423726242747,,0.04951491391549649,0.4288461024159334,0.028481079993183278,,,0.11658131777799162,1.0,,,0.029392058105827932,,,,,0.028603462466061068,,0.024757456957748246,0.0194930046552697,0.028481079993183278,,,0.029145329444497905,,,6.0,,,,,7.0,,2.0,22.0,1.0,,,4.0,,,6.0,,,,,7.0,,2.0,14.0,1.0,,,4.0
高知市議会議員選挙（2019年04月21日投票）,高知市議会議員選挙,高知県,高知市,20190421.0,2019.0,4.0,21.0,20190414.0,36.55,34.0,43.0,1.2647058823529411,273796.0,,,,任期満了,38.06,,,,高知市議会議員選挙（2019年04月21日投票）,1.0,43.0,34.0,1.2647058823529411,0.0,0.0,0.0,0.13953488372093023,0.14705882352941177,0.6511627906976745,0.3488372093023256,0.0,0.7941176470588235,0.20588235294117646,0.0,0.7390293616425938,0.2609706383574062,,0.02639390577294978,0.017398042557160414,,98945.997,8.0,58.51162790697674,9.977584395692912,33.0,51.5,61.0,66.0,72.0,58.588235294117645,10.140534987217865,33.0,52.75,61.0,66.0,72.0,,,17783.0,2212.0,1079.0,,,17875.999000000003,,,43411.468,1934.0,2947.53,,11703.0,98945.997,,,0.1797242995085491,0.02235562900033237,0.010904938377648566,,,0.18066419604625342,,,0.4387390022458412,0.019546015590706515,0.029789279903865137,,0.11827663932680368,1.0,,,0.029954049918091516,0.02235562900033237,0.010904938377648566,,,0.025809170863750487,,,0.01994268192026551,0.019546015590706515,0.029789279903865137,,0.02956915983170092,,,6.0,1.0,1.0,,,7.0,,,22.0,1.0,1.0,,4.0,,,6.0,1.0,0.0,,,7.0,,,14.0,1.0,1.0,,4.0
黒潮町議会議員選挙（2007年04月22日投票）,黒潮町議会議員選挙,高知県,黒潮町,20070422.0,2007.0,4.0,22.0,20070417.0,80.41,20.0,22.0,1.1,11495.0,,,,任期満了,,,,,黒潮町議会議員選挙（2007年04月22日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.75,0.25,0.0,0.6683483023001096,0.3076648411829135,0.023986856516977,0.04177176889375685,0.0615329682365827,0.023986856516977,9130.0,3.0,60.18181818181818,8.133188816852742,41.0,57.25,60.0,66.5,75.0,60.05,8.446744935180654,41.0,57.0,60.0,67.25,75.0,,,764.0,,,,,644.0,,,7722.0,,,,,9130.0,,,0.08368017524644031,,,,,0.07053669222343921,,,0.8457831325301205,,,,,1.0,,,0.08368017524644031,,,,,0.035268346111719605,,,0.04451490171211161,,,,,,,1.0,,,,,2.0,,,19.0,,,,,,,1.0,,,,,2.0,,,17.0,,,,
黒潮町議会議員選挙（2011年04月24日投票）,黒潮町議会議員選挙,高知県,黒潮町,20110424.0,2011.0,4.0,24.0,20110419.0,75.95,16.0,18.0,1.125,11056.0,,,-439.0,任期満了,80.41,,,,黒潮町議会議員選挙（2011年04月24日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.125,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,0.0,0.628664889750424,0.37133511024957594,,0.052388740812535334,0.06188918504159599,,8254.0,2.0,,,,,,,,,,,,,,,,,,,,,,639.0,,,7615.0,,,,,8254.0,,,,,,,,0.07741700993457717,,,0.9225829900654228,,,,,1.0,,,,,,,,0.03870850496728859,,,0.05766143687908892,,,,,,,,,,,,2.0,,,16.0,,,,,,,,,,,,1.0,,,15.0,,,,
黒潮町議会議員選挙（2015年04月26日投票）,黒潮町議会議員選挙,高知県,黒潮町,20150426.0,2015.0,4.0,26.0,20150421.0,73.58,14.0,17.0,1.2142857142857142,,,,,任期満了,75.95,,,,黒潮町議会議員選挙（2015年04月26日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.14285714285714285,0.7058823529411765,0.29411764705882354,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7136935009360792,0.28630649906392086,,0.059474458411339935,0.057261299812784175,,7478.0,2.0,62.35294117647059,6.842266364044869,47.0,58.0,65.0,67.0,72.0,61.42857142857143,6.986868148935704,47.0,56.5,65.0,67.0,68.0,,,,,,,,486.0,,,6992.0,,,,,7478.0,,,,,,,,0.06499063920834448,,,0.9350093607916555,,,,,1.0,,,,,,,,0.06499063920834448,,,0.05843808504947847,,,,,,,,,,,,1.0,,,16.0,,,,,,,,,,,,1.0,,,13.0,,,,
黒潮町議会議員選挙（2019年04月21日投票）,黒潮町議会議員選挙,高知県,黒潮町,20190421.0,2019.0,4.0,21.0,20190416.0,74.53,14.0,16.0,1.1428571428571428,9771.0,,,,任期満了,73.58,,,,黒潮町議会議員選挙（2019年04月21日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.6875,0.25,0.0625,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.589690544731154,0.30093877196267976,0.10937068330616626,0.053608231339195817,0.07523469299066994,0.10937068330616626,7213.999,2.0,63.9375,7.87772770219941,47.0,61.0,65.5,71.0,72.0,62.857142857142854,7.8454458387119885,47.0,59.0,62.5,70.5,72.0,,,,,,,,386.0,,,6827.999,,,,,7213.999,,,,,,,,0.05350707700403064,,,0.9464929229959693,,,,,1.0,,,,,,,,0.05350707700403064,,,0.06309952819973129,,,,,,,,,,,,1.0,,,15.0,,,,,,,,,,,,1.0,,,13.0,,,,
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHKから国民を守る党,みんなの党,公明党,国民民主党,幸福実現党,新党市民,新社会党,日本共産党,日本社会党,民主党,無所属,社会民主党,立憲民主党,自由党,自由民主党,sum_v,NHKから国民を守る党,みんなの党,公明党,国民民主党,幸福実現党,新党市民,新社会党,日本共産党,日本社会党,民主党,無所属,社会民主党,立憲民主党,自由党,自由民主党,sum_v,NHKから国民を守る党,みんなの党,公明党,国民民主党,幸福実現党,新党市民,新社会党,日本共産党,日本社会党,民主党,無所属,社会民主党,立憲民主党,自由党,自由民主党,NHKから国民を守る党,みんなの党,公明党,国民民主党,幸福実現党,新党市民,新社会党,日本共産党,日本社会党,民主党,無所属,社会民主党,立憲民主党,自由党,自由民主党,NHKから国民を守る党,みんなの党,公明党,国民民主党,幸福実現党,新党市民,新社会党,日本共産党,日本社会党,民主党,無所属,社会民主党,立憲民主党,自由党,自由民主党
