,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新党市民,得票数_新社会党,得票数_日本共産党,得票数_日本社会党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新党市民,得票率_新社会党,得票率_日本共産党,得票率_日本社会党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新党市民,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新党市民,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新党市民,当選者数_新社会党,当選者数_日本共産党,当選者数_日本社会党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由党,当選者数_自由民主党
東洋町議会議員選挙（2018年01月21日投票）,東洋町議会議員選挙,高知県,東洋町,20180121.0,2018.0,1.0,21.0,20180116.0,無投票,9.0,9.0,1.0,,,,,任期満了,,,,,東洋町議会議員選挙（2018年01月21日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,65.11111111111111,6.136311676215145,54.0,60.0,66.0,70.0,73.0,65.11111111111111,6.136311676215145,54.0,60.0,66.0,70.0,73.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,9.0,,,,
梼原町議会議員補欠選挙（2017年12月03日投票）,梼原町議会議員補欠選挙,高知県,梼原町,20171203.0,2017.0,12.0,3.0,20171128.0,85.4,1.0,2.0,2.0,3164.0,,,,"その他/高橋基文議員の町長選出馬による",,,,,梼原町議会議員補欠選挙（2017年12月03日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.389980732177264,0.6100192678227361,,0.389980732177264,0.6100192678227361,2595.0,0.0,68.5,0.5,68.0,68.25,68.5,68.75,69.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梼原町議会議員選挙（2007年04月22日投票）,梼原町議会議員選挙,高知県,梼原町,20070422.0,2007.0,4.0,22.0,20070417.0,88.09,10.0,12.0,1.2,3536.0,,,,任期満了,,,,,梼原町議会議員選挙（2007年04月22日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.75,0.16666666666666666,0.08333333333333333,0.7,0.2,0.1,0.6125080593165699,0.2907801418439716,0.09671179883945841,0.06805645103517444,0.1453900709219858,0.09671179883945841,3102.0,1.0,55.75,6.869315832017043,42.0,51.0,59.0,59.5,64.0,57.2,6.44670458451448,42.0,59.0,59.0,60.5,64.0,,,,,,,,,,,3102.0,,,,,3102.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,10.0,,,,
梼原町議会議員選挙（2011年04月24日投票）,梼原町議会議員選挙,高知県,梼原町,20110424.0,2011.0,4.0,24.0,20110419.0,86.83,8.0,9.0,1.125,3296.0,,,-240.0,任期満了,88.09,,,,梼原町議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.75,0.125,0.125,0.7418104966537513,0.11588587530820711,0.14230362803804156,0.10597292809339305,0.11588587530820711,0.14230362803804156,2839.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2839.0,,,,,2839.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,8.0,,,,
梼原町議会議員選挙（2015年04月26日投票）,梼原町議会議員選挙,高知県,梼原町,20150426.0,2015.0,4.0,26.0,20150421.0,84.84,8.0,9.0,1.125,,,,,任期満了,86.83,,,,梼原町議会議員選挙（2015年04月26日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.875,0.125,0.0,0.8752384586035864,0.12476154139641359,,0.1094048073254483,0.12476154139641359,,2621.0,1.0,60.666666666666664,6.815016100086957,50.0,55.0,62.0,67.0,69.0,61.625,6.632071697441154,50.0,55.75,64.5,67.0,69.0,,,,,,,,,,,2621.0,,,,,2621.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,8.0,,,,
梼原町議会議員選挙（2019年04月21日投票）,梼原町議会議員選挙,高知県,梼原町,20190421.0,2019.0,4.0,21.0,20190416.0,84.76,8.0,10.0,1.25,3011.0,,,,任期満了,84.84,,,,梼原町議会議員選挙（2019年04月21日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.625,0.25,0.125,0.49131731566520986,0.20421439470715488,0.3044682896276353,0.08188621927753498,0.10210719735357744,0.15223414481381764,2528.999,1.0,62.7,7.576938695805847,49.0,57.5,63.0,70.5,71.0,63.0,8.139410298049853,49.0,57.75,64.5,71.0,71.0,,,,,,,,,,,2528.999,,,,,2528.999,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,8.0,,,,
津野町議会議員選挙（2005年06月19日投票）,津野町議会議員選挙,高知県,津野町,20050619.0,2005.0,6.0,19.0,20050614.0,,0.0,22.0,,5978.0,,,,任期満了,,,,,津野町議会議員選挙（2005年06月19日投票）,2.0,22.0,14.0,1.5714285714285714,0.0,0.0,0.0,0.045454545454545456,0.0,0.6818181818181818,0.3181818181818182,0.0,0.7142857142857143,0.2857142857142857,0.0,0.636711004666918,0.36328899533308195,,0.04244740031112786,0.05189842790472599,,5119.009999999999,1.0,56.36363636363637,5.050161604484054,41.0,53.5,56.5,59.75,64.0,56.142857142857146,5.604298641695151,41.0,53.5,56.0,60.5,64.0,,,,,,,,,,,5119.009999999999,,,,,5119.009999999999,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.045454545454545456,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,14.0,,,,
津野町議会議員選挙（2009年06月21日投票）,津野町議会議員選挙,高知県,津野町,20090621.0,2009.0,6.0,21.0,20090616.0,82.49,10.0,14.0,1.4,5751.0,,,-227.0,任期満了,,,,,津野町議会議員選挙（2009年06月21日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.07142857142857142,0.1,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.7,0.2,0.1,0.629074543111602,0.22746556806087193,0.14345988882752608,0.07863431788895026,0.07582185602029064,0.0478199629425087,4725.99,2.0,57.92857142857143,6.99453139157693,42.0,56.25,59.0,62.25,68.0,56.5,7.297259759663212,42.0,55.5,58.0,59.75,66.0,,,,,,,,309.0,,,4416.99,,,,,4725.99,,,,,,,,0.06538312607517155,,,0.9346168739248284,,,,,1.0,,,,,,,,0.06538312607517155,,,0.07189360568652527,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,1.0,,,9.0,,,,
津野町議会議員選挙（2013年06月23日投票）,津野町議会議員選挙,高知県,津野町,20130623.0,2013.0,6.0,23.0,20130618.0,79.79,10.0,11.0,1.1,,,,,任期満了,82.49,,,,津野町議会議員選挙（2013年06月23日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.5,0.4,0.1,0.5103083391730904,0.3751576734407849,0.11453398738612473,0.08505138986218173,0.09378941836019622,0.11453398738612473,4281.0,2.0,58.90909090909091,9.662058367699217,39.0,54.0,61.0,66.0,70.0,57.8,9.4424573072903,39.0,51.5,60.5,63.0,69.0,,,,,,,,233.63,,,4047.37,,,,,4281.0,,,,,,,,0.05457369773417426,,,0.9454263022658257,,,,,1.0,,,,,,,,0.05457369773417426,,,0.09454263022658257,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,,,,0.0,,,10.0,,,,
津野町議会議員選挙（2021年06月20日投票）,津野町議会議員選挙,高知県,津野町,20210620.0,2021.0,6.0,20.0,20210615.0,77.17,10.0,12.0,1.2,4841.0,2280.0,2561.0,,任期満了,79.79,,,,津野町議会議員選挙（2021年06月20日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.25,0.2,0.6666666666666666,0.25,0.08333333333333333,0.7,0.2,0.1,0.6108121599817536,0.28886505886634184,0.10032278115190456,0.0763515199977192,0.09628835295544728,0.10032278115190456,3717.999,2.0,63.166666666666664,10.581692786233317,41.0,56.25,67.5,69.5,78.0,61.1,10.231813133555558,41.0,54.75,66.0,68.75,72.0,,,,,,,,193.24,,,3524.759,,,,,3717.999,,,,,,,,0.051974193645560426,,,0.9480258063544397,,,,,1.0,,,,,,,,0.051974193645560426,,,0.08618416421403997,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,,0.0,,,10.0,,,,
田野町議会議員選挙（2007年04月22日投票）,田野町議会議員選挙,高知県,田野町,20070422.0,2007.0,4.0,22.0,20070417.0,79.7,10.0,12.0,1.2,2689.0,,,,任期満了,,,,,田野町議会議員選挙（2007年04月22日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.25,0.3,0.8333333333333334,0.16666666666666666,0.0,0.8,0.2,0.0,0.797271872060207,0.20272812793979303,,0.0797271872060207,0.10136406396989651,,2126.0,3.0,62.666666666666664,11.30142567210979,34.0,57.0,67.5,69.5,76.0,63.5,12.20860352374505,34.0,57.0,69.0,70.5,76.0,,,,,,,,335.0,,251.0,1540.0,,,,,2126.0,,,,,,,,0.15757290686735653,,0.1180620884289746,0.7243650047036688,,,,,1.0,,,,,,,,0.07878645343367827,,0.1180620884289746,0.08048500052262987,,,,,,,,,,,,2.0,,1.0,9.0,,,,,,,,,,,,2.0,,1.0,7.0,,,,
田野町議会議員選挙（2011年04月24日投票）,田野町議会議員選挙,高知県,田野町,20110424.0,2011.0,4.0,24.0,20110419.0,76.08,10.0,11.0,1.1,2533.0,,,-156.0,任期満了,79.7,,,,田野町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.5,0.4,0.1,0.5243328100470958,0.4050235478806907,0.0706436420722135,0.08738880167451596,0.10125588697017268,0.0706436420722135,1911.0,3.0,,,,,,,,,,,,,,,,,,,,,,386.0,,164.0,1361.0,,,,,1911.0,,,,,,,,0.20198848770277342,,0.08581894296180011,0.7121925693354265,,,,,1.0,,,,,,,,0.10099424385138671,,0.08581894296180011,0.08902407116692831,,,,,,,,,,,,2.0,,1.0,8.0,,,,,,,,,,,,2.0,,1.0,7.0,,,,
田野町議会議員選挙（2015年04月26日投票）,田野町議会議員選挙,高知県,田野町,20150426.0,2015.0,4.0,26.0,20150421.0,77.27,10.0,11.0,1.1,2402.0,,,-131.0,任期満了,76.08,,,,田野町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6,0.3,0.1,0.561108093427485,0.37696903856599673,0.061922868006518195,0.08015829906106929,0.12565634618866559,0.061922868006518195,1841.0,2.0,,,,,,,,,,,,,,,,,,,,,,309.0,,,1532.0,,,,,1841.0,,,,,,,,0.16784356328082564,,,0.8321564367191744,,,,,1.0,,,,,,,,0.08392178164041282,,,0.09246182630213048,,,,,,,,,,,,2.0,,,9.0,,,,,,,,,,,,2.0,,,8.0,,,,
田野町議会議員選挙（2019年04月21日投票）,田野町議会議員選挙,高知県,田野町,20190421.0,2019.0,4.0,21.0,20190416.0,71.32,10.0,11.0,1.1,2301.0,,,-101.0,任期満了,77.27,,,,田野町議会議員選挙（2019年04月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.1,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.5,0.4,0.1,0.5652246110444921,0.37104985971192384,0.0637255292435841,0.09420410184074868,0.09276246492798096,0.0637255292435841,1631.999,2.0,65.72727272727273,8.334930976328796,46.0,62.5,66.0,69.5,80.0,65.7,8.74128137060008,46.0,62.25,66.0,69.75,80.0,,,,,,,,242.446,,,1389.5529999999999,,,,,1631.9989999999998,,,,,,,,0.14855768906721145,,,0.8514423109327885,,,,,1.0,,,,,,,,0.07427884453360573,,,0.09460470121475428,,,,,,,,,,,,2.0,,,9.0,,,,,,,,,,,,2.0,,,8.0,,,,
芸西村議会議員補欠選挙（2020年10月25日投票）,芸西村議会議員補欠選挙,高知県,芸西村,20201025.0,2020.0,10.0,25.0,20201020.0,60.24,1.0,2.0,2.0,3096.0,,,,辞職/竹内英樹氏の村長選挙出馬に伴う辞職による。,,,,,芸西村議会議員補欠選挙（2020年10月25日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,1632.0,1.0,60.5,3.5,57.0,58.75,60.5,62.25,64.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,1632.0,,,,,1632.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,
芸西村議会議員選挙（2006年08月06日投票）,芸西村議会議員選挙,高知県,芸西村,20060806.0,2006.0,8.0,6.0,20060801.0,67.19,12.0,13.0,1.0833333333333333,3435.0,,,,任期満了,,,,,芸西村議会議員選挙（2006年08月06日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.7692307692307693,0.23076923076923078,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8555798687089715,0.14442013129102846,,0.08555798687089715,0.04814004376367615,,2285.0,2.0,62.69230769230769,7.887522916066823,49.0,59.0,62.0,66.0,75.0,62.416666666666664,8.149216049548706,49.0,58.75,61.5,67.25,75.0,,,,,,,,276.0,,,2009.0,,,,,2285.0,,,,,,,,0.12078774617067833,,,0.8792122538293217,,,,,1.0,,,,,,,,0.12078774617067833,,,0.07326768781911014,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,1.0,,,11.0,,,,
芸西村議会議員選挙（2010年08月08日投票）,芸西村議会議員選挙,高知県,芸西村,20100808.0,2010.0,8.0,8.0,20100803.0,73.52,10.0,13.0,1.3,3376.0,,,-59.0,任期満了,67.19,,,,芸西村議会議員選挙（2010年08月08日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.15384615384615385,0.1,0.5384615384615384,0.46153846153846156,0.0,0.5,0.5,0.0,0.5350912778904665,0.4649087221095335,,0.0764416111272095,0.07748478701825558,,2465.0,2.0,57.92307692307692,12.174762916418779,35.0,53.0,62.0,66.0,79.0,53.8,10.49571341072154,35.0,44.75,55.5,62.75,66.0,,,,,,,,241.0,,,2224.0,,,,,2465.0,,,,,,,,0.09776876267748479,,,0.9022312373225152,,,,,1.0,,,,,,,,0.09776876267748479,,,0.07518593644354293,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,1.0,,,9.0,,,,
芸西村議会議員選挙（2014年08月03日投票）,芸西村議会議員選挙,高知県,芸西村,20140803.0,2014.0,8.0,3.0,20140729.0,61.43,10.0,11.0,1.1,3282.0,,,-94.0,任期満了,73.52,,,,芸西村議会議員選挙（2014年08月03日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.8,0.1,0.1,0.8050996556162313,0.09355226515453335,0.10134807922923537,0.10063745695202891,0.04677613257726668,0.10134807922923537,2002.9979999999998,2.0,58.18181818181818,10.043706141552093,39.0,51.5,62.0,66.0,70.0,57.7,10.412012293500233,39.0,48.75,59.5,66.0,70.0,,,,,,,,236.0,,,1766.998,,,,,2002.998,,,,,,,,0.11782338274925885,,,0.8821766172507411,,,,,1.0,,,,,,,,0.11782338274925885,,,0.08821766172507411,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,,,,1.0,,,9.0,,,,
芸西村議会議員選挙（2018年08月05日投票）,芸西村議会議員選挙,高知県,芸西村,20180805.0,2018.0,8.0,5.0,20180731.0,無投票,10.0,10.0,1.0,,,,,任期満了,61.43,,,,芸西村議会議員選挙（2018年08月05日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,2.0,62.0,10.497618777608569,43.0,53.5,63.5,70.75,74.0,62.0,10.497618777608569,43.0,53.5,63.5,70.75,74.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,9.0,,,,,,,,,,,,1.0,,,9.0,,,,
越知町議会議員選挙（2006年08月06日投票）,越知町議会議員選挙,高知県,越知町,20060806.0,2006.0,8.0,6.0,20060801.0,83.97,12.0,14.0,1.1666666666666667,6034.0,,,,任期満了,,,,,越知町議会議員選挙（2006年08月06日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.709593949044586,0.290406050955414,,0.0709593949044586,0.0726015127388535,,5024.0,3.0,57.42857142857143,8.707257118669016,34.0,53.25,57.5,62.75,72.0,59.416666666666664,6.224391982800855,50.0,53.75,59.0,63.25,72.0,,,449.0,,,,,421.06,,,4153.9400000000005,,,,,5024.0,,,0.08937101910828026,,,,,0.08380971337579618,,,0.8268192675159237,,,,,1.0,,,0.08937101910828026,,,,,0.08380971337579618,,,0.06890160562632698,,,,,,,1.0,,,,,1.0,,,12.0,,,,,,,1.0,,,,,1.0,,,10.0,,,,
越知町議会議員選挙（2010年08月08日投票）,越知町議会議員選挙,高知県,越知町,20100808.0,2010.0,8.0,8.0,20100803.0,無投票,12.0,12.0,1.0,,,,,任期満了,83.97,,,,越知町議会議員選挙（2010年08月08日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,3.0,61.333333333333336,4.169998667732267,54.0,57.75,61.0,64.5,68.0,61.333333333333336,4.169998667732267,54.0,57.75,61.0,64.5,68.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,10.0,,,,,,,1.0,,,,,1.0,,,10.0,,,,
越知町議会議員選挙（2014年08月10日投票）,越知町議会議員選挙,高知県,越知町,20140810.0,2014.0,8.0,10.0,20140805.0,73.62,10.0,12.0,1.2,5342.0,,,,任期満了,,,,,越知町議会議員選挙（2014年08月10日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.1,0.6666666666666666,0.25,0.08333333333333333,0.8,0.1,0.1,0.6046153846153847,0.24076923076923076,0.15461538461538463,0.07557692307692308,0.08025641025641025,0.15461538461538463,3900.0,3.0,61.666666666666664,4.955356249106169,53.0,58.75,61.5,65.0,71.0,63.3,3.6619666847201113,58.0,61.0,63.5,65.0,71.0,,,348.0,,,,,253.0,,,3299.0,,,,,3900.0,,,0.08923076923076922,,,,,0.06487179487179487,,,0.8458974358974359,,,,,1.0,,,0.08923076923076922,,,,,0.06487179487179487,,,0.0845897435897436,,,,,,,1.0,,,,,1.0,,,10.0,,,,,,,1.0,,,,,1.0,,,8.0,,,,
越知町議会議員選挙（2018年08月05日投票）,越知町議会議員選挙,高知県,越知町,20180805.0,2018.0,8.0,5.0,20180731.0,無投票,10.0,10.0,1.0,,,,,任期満了,73.62,,,,越知町議会議員選挙（2018年08月05日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.2,0.2,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,2.0,64.7,4.450842616853578,57.0,62.25,65.0,69.0,70.0,64.7,4.450842616853578,57.0,62.25,65.0,69.0,70.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,9.0,,,,,,,1.0,,,,,,,,9.0,,,,
須崎市議会議員選挙（2006年11月05日投票）,須崎市議会議員選挙,高知県,須崎市,20061105.0,2006.0,11.0,5.0,20061029.0,71.88,18.0,20.0,1.1111111111111112,21387.0,,,,任期満了,,,,,須崎市議会議員選挙（2006年11月05日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.05555555555555555,0.65,0.3,0.05,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6477764659582841,0.30624426078971534,0.045979273252000526,0.04982895891986801,0.051040710131619225,0.045979273252000526,15246.0,4.0,52.05,9.058007507172865,33.0,45.75,53.0,57.5,71.0,51.166666666666664,8.361618663073955,33.0,45.25,53.0,56.75,63.0,,,1057.0,,,,,1831.0,,,11501.0,857.0,,,,15246.0,,,0.06932966023875115,,,,,0.1200970746425292,,,0.7543617998163453,0.05621146530237439,,,,1.0,,,0.06932966023875115,,,,,0.0600485373212646,,,0.04714761248852158,0.05621146530237439,,,,,,1.0,,,,,2.0,,,16.0,1.0,,,,,,1.0,,,,,2.0,,,14.0,1.0,,,
須崎市議会議員選挙（2010年10月31日投票）,須崎市議会議員選挙,高知県,須崎市,20101031.0,2010.0,10.0,31.0,20101024.0,61.49,16.0,17.0,1.0625,20469.0,,,-918.0,任期満了,71.88,,,,須崎市議会議員選挙（2010年10月31日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.875,0.0625,0.0625,0.8488976744670738,0.06717440254461125,0.08392792298831503,0.06063554817621956,0.06717440254461125,0.041963961494157515,12474.99,4.0,54.05882352941177,7.557392860716654,37.0,49.0,57.0,60.0,63.0,53.6875,7.638052353185333,37.0,48.75,56.5,59.25,63.0,,,996.0,,,,,1450.0,,,9309.99,719.0,,,,12474.99,,,0.07983974335851171,,,,,0.11623255810225099,,,0.7462923817975005,0.057635316741736865,,,,1.0,,,0.07983974335851171,,,,,0.05811627905112549,,,0.05740710629211542,0.057635316741736865,,,,,,1.0,,,,,2.0,,,13.0,1.0,,,,,,1.0,,,,,2.0,,,12.0,1.0,,,
須崎市議会議員選挙（2014年11月02日投票）,須崎市議会議員選挙,高知県,須崎市,20141102.0,2014.0,11.0,2.0,20141026.0,62.2,16.0,17.0,1.0625,19364.0,,,-1105.0,任期満了,61.49,,,,須崎市議会議員選挙（2014年11月02日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.7647058823529411,0.23529411764705882,0.0,0.8125,0.1875,0.0,0.802663539659938,0.19733646034006197,,0.061743349204610616,0.04933411508501549,,11939.0,5.0,55.529411764705884,8.044856939895887,41.0,51.0,54.0,63.0,66.0,56.3125,7.638052353185333,41.0,51.75,57.0,63.25,66.0,,,922.0,,,,,1469.0,,,8524.0,554.0,,,470.0,11939.0,,,0.07722589831644192,,,,,0.12304213083172795,,,0.7139626434374738,0.04640254627690761,,,0.039366781137448695,1.0,,,0.07722589831644192,,,,,0.061521065415863975,,,0.05949688695312282,0.04640254627690761,,,0.039366781137448695,,,1.0,,,,,2.0,,,12.0,1.0,,,1.0,,,1.0,,,,,2.0,,,11.0,1.0,,,1.0
須崎市議会議員選挙（2018年11月04日投票）,須崎市議会議員選挙,高知県,須崎市,20181104.0,2018.0,11.0,4.0,20181028.0,56.53,15.0,16.0,1.0666666666666669,,,,,任期満了,62.2,,,,須崎市議会議員選挙（2018年11月04日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.1875,0.13333333333333333,0.6875,0.25,0.0625,0.7333333333333333,0.2,0.06666666666666667,0.7827797998027756,0.1906122293105559,0.026607970886668518,0.0711617999820705,0.04765305732763898,0.026607970886668518,10447.997,4.0,56.6875,9.847072851868214,37.0,50.75,57.5,65.25,69.0,56.333333333333336,10.070860053750238,37.0,49.5,57.0,65.5,69.0,,,911.0,,,,,1898.0,,,7024.513999999999,614.4830000000001,,,,10447.997,,,0.08719374632285978,,,,,0.1816616141830822,,,0.6723311654855949,0.05881347400846307,,,,1.0,,,0.08719374632285978,,,,,0.06055387139436073,,,0.061121015044144994,0.05881347400846307,,,,,,1.0,,,,,3.0,,,11.0,1.0,,,,,,1.0,,,,,3.0,,,10.0,1.0,,,
香南市議会議員選挙（2006年04月16日投票）,香南市議会議員選挙,高知県,香南市,20060416.0,2006.0,4.0,16.0,20060409.0,75.05,26.0,33.0,1.2692307692307692,27146.0,,,,その他,,,,,香南市議会議員選挙（2006年04月16日投票）,1.0,33.0,26.0,1.2692307692307692,0.0,0.0,0.0,0.09090909090909091,0.11538461538461539,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.030303030303030304,,20045.0,3.0,57.39393939393939,8.804060337172238,41.0,53.0,57.0,63.0,84.0,56.53846153846154,7.642144127396795,41.0,53.25,57.5,63.0,68.0,,,2318.7799999999997,,,,,1911.0,,,15815.220000000001,,,,,20045.0,,,0.11567872287353453,,,,,0.09533549513594412,,,0.7889857819905214,,,,,1.0,,,0.05783936143676727,,,,,0.03177849837864804,,,0.02817806364251862,,,,,,,2.0,,,,,3.0,,,28.0,,,,,,,2.0,,,,,3.0,,,21.0,,,,
