,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由党,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由党,当選者数_自由民主党
新上五島町議会議員選挙（2021年03月28日投票）,新上五島町議会議員選挙,長崎県,新上五島町,20210328.0,2021.0,3.0,28.0,20210323.0,73.6,16.0,19.0,1.1875,16122.0,7567.0,8555.0,-1060.0,任期満了,75.34,,,,新上五島町議会議員選挙（2021年03月28日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.15789473684210525,0.125,0.7894736842105263,0.21052631578947367,0.0,0.875,0.125,0.0,0.8360361618361491,0.16396383816385082,,0.05573574412240994,0.040990959540962706,,11715.998,2.0,61.68421052631579,11.747575927237289,27.0,60.5,65.0,67.5,73.0,61.0,12.58471294865322,27.0,59.75,65.0,67.25,73.0,,,385.0,,,,11330.998,,,,,11715.998,,,0.03286105033476448,,,,0.9671389496652355,,,,,1.0,,,0.03286105033476448,,,,0.05372994164806864,,,,,,,1.0,,,,18.0,,,,,,,0.0,,,,16.0,,,,
時津町議会議員選挙（2007年04月22日投票）,時津町議会議員選挙,長崎県,時津町,20070422.0,2007.0,4.0,22.0,20070417.0,58.79,16.0,18.0,1.125,22188.0,,,,任期満了,,,,,時津町議会議員選挙（2007年04月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0625,0.8333333333333334,0.16666666666666666,0.0,0.8125,0.1875,0.0,0.8243702673466234,0.1756297326533766,,0.05495801782310823,0.0585432442177922,,12942.0,5.0,56.94444444444444,9.210333702617959,35.0,51.25,58.5,62.0,74.0,56.625,9.245776062613674,35.0,51.75,58.5,62.0,74.0,1108.0,,,581.0,1063.0,,7485.0,,,,2705.0,12942.0,0.08561273373512594,,,0.04489259774377994,0.08213568227476434,,0.5783495595734817,,,,0.20900942667284808,1.0,0.08561273373512594,,,0.04489259774377994,0.08213568227476434,,0.052577232688498336,,,,0.05225235666821202,1.0,,,1.0,1.0,,11.0,,,,4.0,1.0,,,1.0,1.0,,9.0,,,,4.0
時津町議会議員選挙（2011年04月24日投票）,時津町議会議員選挙,長崎県,時津町,20110424.0,2011.0,4.0,24.0,20110419.0,56.68,16.0,18.0,1.125,22701.0,,,513.0,任期満了,58.79,,,,時津町議会議員選挙（2011年04月24日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.625,0.25,0.125,0.5735040050259149,0.2943301397832574,0.1321658551908277,0.05213672772962863,0.05886602795665148,0.06608292759541386,12734.0,5.0,,,,,,,,,,,,,,,1143.0,,,533.0,999.0,,8127.0,,,,1932.0,12734.0,0.08975969844510759,,,0.041856447306423746,0.07845138997958222,,0.6382126590230878,,,,0.15171980524579864,1.0,0.08975969844510759,,,0.041856447306423746,0.07845138997958222,,0.05318438825192398,,,,0.050573268415266215,1.0,,,1.0,1.0,,12.0,,,,3.0,1.0,,,1.0,1.0,,10.0,,,,3.0
時津町議会議員選挙（2015年04月26日投票）,時津町議会議員選挙,長崎県,時津町,20150426.0,2015.0,4.0,26.0,20150421.0,53.89,16.0,20.0,1.25,,,,,任期満了,56.68,,,,時津町議会議員選挙（2015年04月26日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.125,0.75,0.2,0.05,0.8125,0.125,0.0625,0.7928701501107375,0.15348371749651382,0.05364613239274875,0.0528580100073825,0.038370929374128455,0.05364613239274875,12191.000000000002,5.0,60.05,8.58181216294088,42.0,55.5,60.0,65.75,73.0,59.6875,8.534626163459064,42.0,55.5,59.5,65.75,73.0,903.88,,,502.0,851.0,,8086.12,,,,1848.0,12191.0,0.07414322040849808,,,0.04117791813633008,0.06980559429087031,,0.6632860306783693,,,,0.15158723648593225,1.0,0.07414322040849808,,,0.04117791813633008,0.06980559429087031,,0.047377573619883526,,,,0.05052907882864408,1.0,,,1.0,1.0,,14.0,,,,3.0,1.0,,,1.0,1.0,,10.0,,,,3.0
時津町議会議員選挙（2019年04月21日投票）,時津町議会議員選挙,長崎県,時津町,20190421.0,2019.0,4.0,21.0,20190416.0,46.15,16.0,17.0,1.0625,,,,,任期満了,53.89,,,,時津町議会議員選挙（2019年04月21日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.8235294117647058,0.17647058823529413,0.0,0.875,0.125,0.0,0.8517369220130334,0.1482630779869667,,0.06083835157235953,0.049421025995655565,,10658.999,5.0,61.94117647058823,9.563844834985648,46.0,56.0,63.0,69.0,77.0,62.5,9.585144756340407,46.0,57.5,63.0,69.75,77.0,935.663,685.0,,486.0,,,5809.336,,,,2743.0,10658.999,0.08778150743798738,0.06426494645510333,,0.04559527587909521,,,0.5450170320871595,,,,0.2573412381406547,1.0,0.08778150743798738,0.06426494645510333,,0.04559527587909521,,,0.054501703208715946,,,,0.06433530953516367,1.0,1.0,,1.0,,,10.0,,,,4.0,1.0,1.0,,1.0,,,9.0,,,,4.0
東彼杵町議会議員選挙（2007年04月22日投票）,東彼杵町議会議員選挙,長崎県,東彼杵町,20070422.0,2007.0,4.0,22.0,20070417.0,79.14,12.0,15.0,1.25,7573.0,,,,任期満了,,,,,東彼杵町議会議員選挙（2007年04月22日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0,0.5,0.5,0.0,0.5821548821548822,0.41784511784511785,,0.07276936026936028,0.05969215969215969,,5940.0,2.0,58.266666666666666,3.5112517552703175,53.0,56.0,58.0,59.5,66.0,57.75,3.112474899497183,53.0,55.75,58.0,59.25,65.0,,,,142.0,,,5798.0,,,,,5940.0,,,,0.023905723905723906,,,0.9760942760942761,,,,,1.0,,,,0.023905723905723906,,,0.06972101972101973,,,,,,,,1.0,,,14.0,,,,,,,,0.0,,,12.0,,,,
東彼杵町議会議員選挙（2011年04月24日投票）,東彼杵町議会議員選挙,長崎県,東彼杵町,20110424.0,2011.0,4.0,24.0,20110419.0,77.48,12.0,16.0,1.3333333333333333,7421.0,,,-152.0,任期満了,79.14,,,,東彼杵町議会議員選挙（2011年04月24日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7925756509500352,0.20742434904996482,,0.06604797091250293,0.051856087262491204,,5684.0,2.0,62.0,3.0413812651491097,57.0,60.0,62.0,63.25,69.0,61.666666666666664,3.118047822311618,57.0,59.75,61.5,63.25,69.0,,,,196.0,,,5488.0,,,,,5684.0,,,,0.034482758620689655,,,0.9655172413793104,,,,,1.0,,,,0.034482758620689655,,,0.06436781609195402,,,,,,,,1.0,,,15.0,,,,,,,,0.0,,,12.0,,,,
東彼杵町議会議員選挙（2015年04月26日投票）,東彼杵町議会議員選挙,長崎県,東彼杵町,20150426.0,2015.0,4.0,26.0,20150421.0,73.58,11.0,14.0,1.2727272727272727,,,,,任期満了,77.48,,,,東彼杵町議会議員選挙（2015年04月26日投票）,1.0,14.0,11.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6360617308067982,0.28872826723969525,0.07521000195350655,0.0706735256451998,0.07218206680992381,0.07521000195350655,5119.0,1.0,,,,,,,,,,,,,,,,,,,,,5119.0,,,,,5119.0,,,,,,,1.0,,,,,1.0,,,,,,,0.07142857142857142,,,,,,,,,,,14.0,,,,,,,,,,,11.0,,,,
東彼杵町議会議員選挙（2019年04月21日投票）,東彼杵町議会議員選挙,長崎県,東彼杵町,20190421.0,2019.0,4.0,21.0,20190416.0,73.15,11.0,14.0,1.2727272727272727,,,,,任期満了,73.58,,,,東彼杵町議会議員選挙（2019年04月21日投票）,1.0,14.0,11.0,1.2727272727272727,0.0,0.0,0.0,0.07142857142857142,0.09090909090909091,,,,,,,,,,,,,4889.0,1.0,64.5,8.91026695126791,37.0,64.25,67.0,69.75,72.0,63.54545454545455,9.717497212045688,37.0,64.0,66.0,69.0,72.0,,,,,,,4889.0,,,,,4889.0,,,,,,,1.0,,,,,1.0,,,,,,,0.07142857142857142,,,,,,,,,,,14.0,,,,,,,,,,,11.0,,,,
松浦市議会議員選挙（2006年02月05日投票）,松浦市議会議員選挙,長崎県,松浦市,20060205.0,2006.0,2.0,5.0,20060129.0,83.94,0.0,30.0,,22159.0,,,,その他,,,,,松浦市議会議員選挙（2006年02月05日投票）,3.0,30.0,20.0,1.5,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.03333333333333333,,18402.0,2.0,58.13333333333333,7.662607621140178,40.0,55.25,58.0,62.0,71.0,56.55,7.172691266184541,40.0,55.5,58.0,61.25,67.0,,,,,1124.0,,17278.0,,,,,18402.0,,,,,0.06108031735680904,,0.9389196826431909,,,,,1.0,,,,,0.06108031735680904,,0.032376540780799684,,,,,,,,,1.0,,29.0,,,,,,,,,1.0,,19.0,,,,
松浦市議会議員選挙（2010年01月24日投票）,松浦市議会議員選挙,長崎県,松浦市,20100124.0,2010.0,1.0,24.0,20100117.0,81.6,19.0,21.0,1.1052631578947372,21041.0,,,-1118.0,任期満了,83.94,,,,松浦市議会議員選挙（2010年01月24日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.19047619047619047,0.10526315789473684,0.7619047619047619,0.23809523809523808,0.0,0.8421052631578947,0.15789473684210525,0.0,0.8048389966198185,0.19516100338018147,,0.050302437288738656,0.03903220067603629,,16863.0,3.0,58.904761904761905,7.043435051469066,44.0,55.0,60.0,63.0,70.0,59.421052631578945,7.095705072148512,44.0,56.5,61.0,64.0,70.0,,,,919.0,1020.0,,14924.0,,,,,16863.0,,,,0.05449801340212299,0.06048745774773172,,0.8850145288501453,,,,,1.0,,,,0.05449801340212299,0.06048745774773172,,0.04657971204474449,,,,,,,,1.0,1.0,,19.0,,,,,,,,1.0,1.0,,17.0,,,,
松浦市議会議員選挙（2014年02月02日投票）,松浦市議会議員選挙,長崎県,松浦市,20140202.0,2014.0,2.0,2.0,20140126.0,,18.0,19.0,1.0555555555555556,,,,,任期満了,81.6,,,,松浦市議会議員選挙（2014年02月02日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.631578947368421,0.3157894736842105,0.05263157894736842,0.6666666666666666,0.3333333333333333,0.0,0.6282537780440717,0.3448505425737301,0.026895679382198254,0.05235448150367264,0.05747509042895502,0.026895679382198254,15021.0,3.0,61.63157894736842,9.510163683996131,34.0,59.5,64.0,66.5,75.0,61.5,9.753916592266354,34.0,58.75,64.0,66.75,75.0,987.0,,,876.0,,,13158.0,,,,,15021.0,0.06570800878769723,,,0.05831835430397444,,,0.8759736369083283,,,,,1.0,0.06570800878769723,,,0.05831835430397444,,,0.051527860994607544,,,,,1.0,,,1.0,,,17.0,,,,,1.0,,,1.0,,,16.0,,,,
松浦市議会議員選挙（2018年01月21日投票）,松浦市議会議員選挙,長崎県,松浦市,20180121.0,2018.0,1.0,21.0,20180114.0,67.84,17.0,19.0,1.1176470588235294,,,,,任期満了,,,,,松浦市議会議員選挙（2018年01月21日投票）,1.0,19.0,17.0,1.1176470588235294,0.0,0.0,0.0,0.10526315789473684,0.11764705882352941,0.7894736842105263,0.21052631578947367,0.0,0.8235294117647058,0.17647058823529413,0.0,0.757455268389662,0.24254473161033796,,0.05049701789264414,0.06063618290258449,,13078.0,0.0,62.8421052631579,11.899859167210593,31.0,60.5,66.0,70.0,79.0,61.94117647058823,12.268901807296912,31.0,60.0,66.0,70.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
波佐見町議会議員補欠選挙（2010年09月12日投票）,波佐見町議会議員補欠選挙,長崎県,波佐見町,20100912.0,2010.0,9.0,12.0,20100907.0,無投票,1.0,1.0,1.0,12387.0,,,,その他,,,,,波佐見町議会議員補欠選挙（2010年09月12日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,
波佐見町議会議員補欠選挙（2018年09月09日投票）,波佐見町議会議員補欠選挙,長崎県,波佐見町,20180909.0,2018.0,9.0,9.0,20180904.0,65.25,1.0,2.0,2.0,,,,,その他,,,,,波佐見町議会議員補欠選挙（2018年09月09日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,7786.0,1.0,57.5,7.5,50.0,53.75,57.5,61.25,65.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,,,,,,,7786.0,,,,,7786.0,,,,,,,1.0,,,,,1.0,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,
波佐見町議会議員選挙（2000年10月22日投票）,波佐見町議会議員選挙,長崎県,波佐見町,20001022.0,2000.0,10.0,22.0,20001017.0,84.6,18.0,19.0,1.0555555555555556,11839.0,,,,任期満了,,,,,波佐見町議会議員選挙（2000年10月22日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.5,0.4444444444444444,0.05555555555555555,0.44250906161900927,0.48177607732581557,0.07571486105517519,0.04916767351322325,0.05353067525842395,0.07571486105517519,9932.0,1.0,59.89473684210526,9.216088546050472,28.0,56.0,63.0,65.5,69.0,59.72222222222222,9.438723757629498,28.0,55.5,63.5,65.75,69.0,,,,,,,9932.0,,,,,9932.0,,,,,,,1.0,,,,,1.0,,,,,,,0.05263157894736842,,,,,,,,,,,19.0,,,,,,,,,,,18.0,,,,
波佐見町議会議員選挙（2004年10月24日投票）,波佐見町議会議員選挙,長崎県,波佐見町,20041024.0,2004.0,10.0,24.0,20041019.0,80.91,16.0,20.0,1.25,12108.0,,,269.0,任期満了,84.6,,,,波佐見町議会議員選挙（2004年10月24日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.0625,0.55,0.4,0.05,0.5625,0.375,0.0625,0.4942493325118094,0.41363729718628056,0.09211337030191004,0.04493175750107358,0.05170466214828507,0.09211337030191004,9738.0,1.0,58.8,10.557461816175326,32.0,54.0,60.5,67.0,71.0,58.875,8.971308432999058,42.0,54.0,59.5,66.25,71.0,,,,,,,9738.0,,,,,9738.0,,,,,,,1.0,,,,,1.0,,,,,,,0.05,,,,,,,,,,,20.0,,,,,,,,,,,16.0,,,,
波佐見町議会議員選挙（2008年10月19日投票）,波佐見町議会議員選挙,長崎県,波佐見町,20081019.0,2008.0,10.0,19.0,20081014.0,76.51,16.0,18.0,1.125,12152.0,,,44.0,任期満了,80.91,,,,波佐見町議会議員選挙（2008年10月19日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.6875,0.25,0.0625,0.6357723577235772,0.25799457994579944,0.10623306233062331,0.0529810298102981,0.06449864498644986,0.053116531165311655,9225.0,1.0,,,,,,,,,,,,,,,,,,,,,9225.0,,,,,9225.0,,,,,,,1.0,,,,,1.0,,,,,,,0.05555555555555555,,,,,,,,,,,18.0,,,,,,,,,,,16.0,,,,
波佐見町議会議員選挙（2012年10月14日投票）,波佐見町議会議員選挙,長崎県,波佐見町,20121014.0,2012.0,10.0,14.0,20121009.0,74.23,14.0,16.0,1.1428571428571428,12274.0,,,122.0,任期満了,76.51,,,,波佐見町議会議員選挙（2012年10月14日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.07142857142857142,0.75,0.25,0.0,0.7857142857142857,0.21428571428571427,0.0,0.787426803668103,0.21257319633189703,,0.06561890030567526,0.05314329908297426,,9051.0,1.0,,,,,,,,,,,,,,,,,,,,,9051.0,,,,,9051.0,,,,,,,1.0,,,,,1.0,,,,,,,0.0625,,,,,,,,,,,16.0,,,,,,,,,,,14.0,,,,
波佐見町議会議員選挙（2016年10月23日投票）,波佐見町議会議員選挙,長崎県,波佐見町,20161023.0,2016.0,10.0,23.0,20161018.0,68.39,14.0,16.0,1.1428571428571428,12390.0,,,116.0,任期満了,74.23,,,,波佐見町議会議員選挙（2016年10月23日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.5,0.4375,0.0625,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.5289158057237858,0.42358389739935876,0.04750029687685548,0.06611447571547323,0.060511985342765535,0.04750029687685548,8421.0,0.0,59.375,11.45030021440486,35.0,54.75,59.5,68.25,78.0,58.57142857142857,11.878638003421374,35.0,54.25,58.0,67.5,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
波佐見町議会議員選挙（2020年10月11日投票）,波佐見町議会議員選挙,長崎県,波佐見町,20201011.0,2020.0,10.0,11.0,20201006.0,無投票,14.0,14.0,1.0,,,,,任期満了,68.39,,,,波佐見町議会議員選挙（2020年10月11日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,14.0,,,,
西海市議会議員選挙（2005年05月01日投票）,西海市議会議員選挙,長崎県,西海市,20050501.0,2005.0,5.0,1.0,20050424.0,,0.0,46.0,,27653.0,,,,その他,,,,,西海市議会議員選挙（2005年05月01日投票）,2.0,46.0,26.0,1.7692307692307692,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.021739130434782608,,24473.0,4.0,55.891304347826086,6.754155760552698,39.0,52.0,55.5,60.5,73.0,54.73076923076923,5.741600502591672,43.0,51.25,55.0,58.0,68.0,752.0,,,472.0,644.0,,22605.0,,,,,24473.0,0.030727740775548563,,,0.01928656069954644,0.026314714174804885,,0.9236709843501001,,,,,1.0,0.030727740775548563,,,0.01928656069954644,0.026314714174804885,,0.0214807205662814,,,,,1.0,,,1.0,1.0,,43.0,,,,,1.0,,,0.0,1.0,,24.0,,,,
西海市議会議員選挙（2009年04月19日投票）,西海市議会議員選挙,長崎県,西海市,20090419.0,2009.0,4.0,19.0,20090412.0,85.56,20.0,28.0,1.4,26442.0,,,-1211.0,任期満了,,,,,西海市議会議員選挙（2009年04月19日投票）,1.0,28.0,20.0,1.4,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.39285714285714285,0.0,0.6,0.4,0.0,0.632481686617831,0.367518313382169,,0.03720480509516653,0.03341075576201536,,22388.0,4.0,57.214285714285715,6.084859094842019,43.0,55.0,58.5,61.25,66.0,57.95,6.14389941323912,43.0,56.0,59.0,62.0,66.0,1105.0,,,446.0,1155.0,,19682.0,,,,,22388.0,0.049356798284795424,,,0.01992138645703055,0.0515901375737002,,0.8791316776844739,,,,,1.0,0.049356798284795424,,,0.01992138645703055,0.0515901375737002,,0.03516526710737895,,,,,1.0,,,1.0,1.0,,25.0,,,,,1.0,,,0.0,1.0,,18.0,,,,
西海市議会議員選挙（2013年04月21日投票）,西海市議会議員選挙,長崎県,西海市,20130421.0,2013.0,4.0,21.0,20130414.0,78.88,20.0,23.0,1.15,,,,,任期満了,85.56,,,,西海市議会議員選挙（2013年04月21日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.043478260869565216,0.05,0.7391304347826086,0.21739130434782608,0.043478260869565216,0.75,0.2,0.05,0.7499746218658004,0.2136838899604101,0.03634148817378946,0.04411615422740003,0.04273677799208202,0.03634148817378946,19702.0,4.0,59.82608695652174,8.815264300523879,30.0,58.0,63.0,65.0,70.0,59.8,9.25526876973327,30.0,58.5,62.0,65.25,70.0,1168.0,,,1169.0,863.0,,16502.0,,,,,19702.0,0.05928332149020404,,,0.059334077758603186,0.043802659628464115,,0.8375799411227287,,,,,1.0,0.05928332149020404,,,0.059334077758603186,0.043802659628464115,,0.04187899705613644,,,,,1.0,,,1.0,1.0,,20.0,,,,,1.0,,,1.0,1.0,,17.0,,,,
西海市議会議員選挙（2017年04月23日投票）,西海市議会議員選挙,長崎県,西海市,20170423.0,2017.0,4.0,23.0,20170416.0,77.83,18.0,20.0,1.1111111111111112,,,,,任期満了,78.88,,,,西海市議会議員選挙（2017年04月23日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.75,0.15,0.1,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.6963249516441006,0.1642488716956802,0.13942617666021923,0.04642166344294004,0.054749623898560064,0.06971308833010961,18612.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西海市議会議員選挙（2021年04月18日投票）,西海市議会議員選挙,長崎県,西海市,20210418.0,2021.0,4.0,18.0,20210411.0,73.65,18.0,19.0,1.0555555555555556,22582.0,10936.0,11646.0,,任期満了,77.83,,,,西海市議会議員選挙（2021年04月18日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6553631115162565,0.2843512610148891,0.06028562746885445,0.050412547039712034,0.056870252202977825,0.06028562746885445,16455.0,0.0,,,,,,,,61.55555555555556,9.388067025172743,32.0,56.75,64.5,68.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
諫早市議会議員選挙（2005年04月10日投票）,諫早市議会議員選挙,長崎県,諫早市,20050410.0,2005.0,4.0,10.0,20050403.0,75.01,34.0,56.0,1.6470588235294117,111508.0,,,,その他,,,,,諫早市議会議員選挙（2005年04月10日投票）,1.0,56.0,34.0,1.6470588235294117,0.0,0.0,0.0,0.07142857142857142,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.017857142857142856,,81955.0,6.0,57.142857142857146,8.326868240453765,27.0,53.0,57.0,61.0,79.0,56.64705882352941,8.390759458514912,27.0,53.0,57.0,61.0,74.0,6023.0,,,4768.0,5203.0,,56878.0,1749.0,,,7334.0,81955.0,0.0734915502409859,,,0.05817826856201574,0.063486059422854,,0.6940150082362272,0.021340979805991093,,,0.08948813373192606,1.0,0.024497183413661968,,,0.01939275618733858,0.021162019807618,,0.016524166862767316,0.021340979805991093,,,0.022372033432981515,3.0,,,3.0,3.0,,42.0,1.0,,,4.0,3.0,,,2.0,2.0,,22.0,1.0,,,4.0
諫早市議会議員選挙（2009年04月05日投票）,諫早市議会議員選挙,長崎県,諫早市,20090405.0,2009.0,4.0,5.0,20090329.0,71.09,34.0,40.0,1.1764705882352942,111292.0,,,-216.0,任期満了,75.01,,,,諫早市議会議員選挙（2009年04月05日投票）,1.0,40.0,34.0,1.1764705882352942,0.0,0.0,0.0,0.075,0.08823529411764706,0.65,0.35,0.0,0.7058823529411765,0.29411764705882354,0.0,0.6795474392561771,0.3204525607438229,,0.026136439971391427,0.02288946862455878,,77868.0,6.0,57.875,7.547143499364512,31.0,54.75,59.0,62.0,71.0,57.8235294117647,7.265837016012167,31.0,55.25,59.0,61.75,70.0,6918.91,,,5957.0,6159.389999999999,,45761.7,1452.0,,,11619.0,77868.0,0.08885434324754712,,,0.07650125854009349,0.07910040067807057,,0.5876830020033903,0.018646940977038066,,,0.1492140545538604,1.0,0.02961811441584904,,,0.025500419513364497,0.026366800226023526,,0.024486791750141262,0.018646940977038066,,,0.024869009092310063,3.0,,,3.0,3.0,,24.0,1.0,,,6.0,3.0,,,2.0,3.0,,19.0,1.0,,,6.0
諫早市議会議員選挙（2013年04月07日投票）,諫早市議会議員選挙,長崎県,諫早市,20130407.0,2013.0,4.0,7.0,20130331.0,63.38,30.0,41.0,1.3666666666666667,111422.0,,,130.0,任期満了,71.09,,,,諫早市議会議員選挙（2013年04月07日投票）,1.0,41.0,30.0,1.3666666666666667,0.0,0.0,0.0,0.12195121951219512,0.1,0.7317073170731707,0.24390243902439024,0.024390243902439025,0.7666666666666667,0.2,0.03333333333333333,0.7521376104568567,0.22661896695739397,0.021243422585749395,0.025071253681895223,0.022661896695739397,0.021243422585749395,69903.98999999999,6.0,58.292682926829265,9.376264538948474,33.0,56.0,61.0,65.0,70.0,58.4,9.322374518687107,33.0,56.0,61.5,63.75,70.0,5725.3,,,3703.0,4462.4,,42640.81,1572.0,,,11800.48,69903.98999999999,0.08190233490248555,,,0.052972655781165,0.06383612723680007,,0.609991074901447,0.022487986737237748,,,0.1688098204408647,1.0,0.027300778300828516,,,0.0264863278905825,0.021278709078933356,,0.02439964299605788,0.022487986737237748,,,0.024115688634409244,3.0,,,2.0,3.0,,25.0,1.0,,,7.0,3.0,,,2.0,1.0,,18.0,1.0,,,5.0
