ele_ymd,prefecture,ele_ymd,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes
広島市議会議員選挙（2019年04月07日投票）,広島県,広島市議会議員選挙（2019年04月07日投票）,,,,,,,,,,,,,345146.0
広島市議会議員補欠選挙（2018年03月18日投票）,広島県,広島市議会議員補欠選挙（2018年03月18日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,10368.0
広島市議会議員選挙（2015年04月12日投票）,広島県,広島市議会議員選挙（2015年04月12日投票）,0.5949367088607594,0.3291139240506329,0.0759493670886076,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.733016668251847,0.20794469907437588,0.059038632673777174,2.563219410140979e-06,0.00799787304132215,0.009839772112296195,390134.374
広島市議会議員選挙（2011年04月10日投票）,広島県,広島市議会議員選挙（2011年04月10日投票）,0.5662650602409639,0.3855421686746988,0.04819277108433735,0.8181818181818182,0.14545454545454545,0.03636363636363636,0.7305949611174984,0.233351590153991,0.03605344872851052,2.2632422302894234e-06,0.007292237192312219,0.00901336218212763,441844.0
広島市議会議員選挙（2007年04月08日投票）,広島県,広島市議会議員選挙（2007年04月08日投票）,0.7012987012987013,0.2987012987012987,0.0,0.9090909090909091,0.09090909090909091,0.0,0.8187114998511612,0.18128850014883874,,2.1111878176018173e-06,0.007882108702123424,,473667.0
広島市議会議員増員選挙（2005年06月12日投票）,広島県,広島市議会議員増員選挙（2005年06月12日投票）,0.25,0.75,0.0,1.0,0.0,0.0,0.45454545454545453,0.5454545454545454,,0.0002109259649862898,0.1818181818181818,,4741.0
呉市議会議員選挙（2019年04月21日投票）,広島県,呉市議会議員選挙（2019年04月21日投票）,,,,,,,,,,,,,89049.0
呉市議会議員選挙（2015年04月26日投票）,広島県,呉市議会議員選挙（2015年04月26日投票）,0.7428571428571429,0.22857142857142856,0.02857142857142857,0.78125,0.1875,0.03125,0.7570570158301037,0.2223395604743751,0.020603423695521317,1.0560442693757724e-05,0.027792445059296886,0.020603423695521317,94693.0
呉市議会議員選挙（2011年04月24日投票）,広島県,呉市議会議員選挙（2011年04月24日投票）,0.75,0.25,0.0,0.8235294117647058,0.17647058823529413,0.0,0.7803770508037035,0.21962294919629655,,8.977870357576904e-06,0.021962294919629654,,111384.98999999999
呉市議会議員補欠選挙（2009年11月08日投票）,広島県,呉市議会議員補欠選挙（2009年11月08日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,80211.0
呉市議会議員選挙（2007年04月22日投票）,広島県,呉市議会議員選挙（2007年04月22日投票）,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,8.188063441115542e-06,,,122129.0
呉市議会議員増員選挙（2005年04月17日投票）,広島県,呉市議会議員増員選挙（2005年04月17日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.06666666666666667,,22454.0
呉市議会議員増員選挙（2004年04月25日投票）,広島県,呉市議会議員増員選挙（2004年04月25日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,5614.0
呉市議会議員選挙（2003年04月27日投票）,広島県,呉市議会議員選挙（2003年04月27日投票）,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.8285714285714286,0.14285714285714285,0.02857142857142857,0.7673231826624156,0.18314114597300438,0.04953567136457992,9.932163324493707e-06,0.015261762164417032,0.016511890454859974,100683.0
呉市議会議員補欠選挙（2001年11月04日投票）,広島県,呉市議会議員補欠選挙（2001年11月04日投票）,0.0,0.6,0.4,0.0,1.0,0.0,,,,,,,56944.0
呉市議会議員選挙（1999年04月25日投票）,広島県,呉市議会議員選挙（1999年04月25日投票）,0.6888888888888889,0.26666666666666666,0.044444444444444446,0.7647058823529411,0.20588235294117646,0.029411764705882353,0.7305695716224871,0.2380008968752579,0.03142953150225489,9.305615874040671e-06,0.01983340807293816,0.015714765751127444,107461.99
竹原市議会議員選挙（2018年11月11日投票）,広島県,竹原市議会議員選挙（2018年11月11日投票）,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.767379679144385,0.11981500216794334,0.11280531868767163,7.226477814713108e-05,0.029953750541985836,0.056402659343835815,13838.0
