ele_ymd,prefecture,ele_ymd,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes
富山市議会議員選挙（2021年04月18日投票）,富山県,富山市議会議員選挙（2021年04月18日投票）,0.6458333333333334,0.3125,0.041666666666666664,0.7105263157894737,0.23684210526315788,0.05263157894736842,0.6994846412714405,0.26224194052514455,0.03827341820341489,6.246681606563553e-06,0.017482796035009636,0.019136709101707446,160084.99599999998
富山市議会議員選挙（2017年04月16日投票）,富山県,富山市議会議員選挙（2017年04月16日投票）,0.6206896551724138,0.3620689655172414,0.017241379310344827,0.8157894736842105,0.18421052631578946,0.0,0.7225963477824673,0.2686370555392873,0.008766596678245316,6.20424393364849e-06,0.012792240739966062,0.008766596678245316,161179.994
富山市議会議員補欠選挙（2016年11月06日投票）,富山県,富山市議会議員補欠選挙（2016年11月06日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.04,,89543.0
富山市議会議員選挙（2013年04月14日投票）,富山県,富山市議会議員選挙（2013年04月14日投票）,0.7727272727272727,0.22727272727272727,0.0,0.825,0.175,0.0,0.8054367496267487,0.19456325037325128,,5.686988494482967e-06,0.01945632503732513,,175839.99
富山市議会議員補欠選挙（2011年07月03日投票）,富山県,富山市議会議員補欠選挙（2011年07月03日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,18992.0
富山市議会議員選挙（2009年04月19日投票）,富山県,富山市議会議員選挙（2009年04月19日投票）,0.7647058823529411,0.23529411764705882,0.0,0.8809523809523809,0.11904761904761904,0.0,0.8257569862686815,0.1742430137313185,,5.187502269532243e-06,0.014520251144276542,,192771.0
富山市議会議員選挙（2005年04月24日投票）,富山県,富山市議会議員選挙（2005年04月24日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.014705882352941176,,201391.0
富山市議会議員選挙（2003年04月27日投票）,富山県,富山市議会議員選挙（2003年04月27日投票）,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,7.152001487616309e-06,,,139821.0
富山市議会議員補欠選挙（2002年01月20日投票）,富山県,富山市議会議員補欠選挙（2002年01月20日投票）,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0540739959945187e-05,,,94870.0
高岡市議会議員選挙（2017年10月22日投票）,富山県,高岡市議会議員選挙（2017年10月22日投票）,0.6470588235294118,0.35294117647058826,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6534173576435017,0.3465826423564982,,1.1452654725365338e-05,0.02888188686304152,,87316.0
