ele_ymd,prefecture,ele_ymd,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes
長野市議会議員選挙（2019年09月15日投票）,長野県,長野市議会議員選挙（2019年09月15日投票）,,,,,,,,,,,,,124656.992
長野市議会議員補欠選挙（2017年10月29日投票）,長野県,長野市議会議員補欠選挙（2017年10月29日投票）,0.0,0.75,0.25,0.0,1.0,0.0,,0.7518321444751406,0.24816785552485943,,0.2506107148250469,0.24816785552485943,112573.0
長野市議会議員選挙（2015年09月13日投票）,長野県,長野市議会議員選挙（2015年09月13日投票）,0.8536585365853658,0.14634146341463414,0.0,0.8717948717948718,0.1282051282051282,0.0,0.8835222169284481,0.11647778307155185,,7.810486358985573e-06,0.019412963845258643,,128033.0
長野市議会議員補欠選挙（2013年10月27日投票）,長野県,長野市議会議員補欠選挙（2013年10月27日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,116987.0
長野市議会議員選挙（2011年09月18日投票）,長野県,長野市議会議員選挙（2011年09月18日投票）,0.6304347826086957,0.34782608695652173,0.021739130434782608,0.717948717948718,0.2564102564102564,0.02564102564102564,0.6778828378639216,0.2836333467733592,0.03848381536271932,7.062546405343975e-06,0.01772708417333495,0.03848381536271932,141591.99
長野市議会議員増員選挙（2010年01月31日投票）,長野県,長野市議会議員増員選挙（2010年01月31日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3148.0
長野市議会議員補欠選挙（2009年10月25日投票）,長野県,長野市議会議員補欠選挙（2009年10月25日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,124387.0
長野市議会議員選挙（2007年09月23日投票）,長野県,長野市議会議員選挙（2007年09月23日投票）,0.7209302325581395,0.27906976744186046,0.0,0.7948717948717948,0.20512820512820512,0.0,0.7990375522303972,0.20096244776960273,,6.706953098276983e-06,0.016746870647466893,,149099.0
長野市議会議員増員選挙（2005年01月30日投票）,長野県,長野市議会議員増員選挙（2005年01月30日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,8038.0
松本市議会議員選挙（2019年04月21日投票）,長野県,松本市議会議員選挙（2019年04月21日投票）,0.5476190476190477,0.40476190476190477,0.047619047619047616,0.7096774193548387,0.2903225806451613,0.0,0.6400403945226593,0.3410346106951638,0.0189249947821769,1.1955145156144598e-05,0.020060859452656694,0.00946249739108845,83645.99399999999
