ele_ymd,prefecture,ele_ymd,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes
札幌市議会議員選挙（2019年04月07日投票）,北海道,札幌市議会議員選挙（2019年04月07日投票）,0.632183908045977,0.3448275862068966,0.022988505747126436,0.7352941176470589,0.25,0.014705882352941176,0.7158987442487754,0.2679649984895477,0.016136257261676966,0.014610178454056641,0.009240172361708541,0.008068128630838483,792500.9990000001
札幌市議会議員選挙（2015年04月12日投票）,北海道,札幌市議会議員選挙（2015年04月12日投票）,0.5638297872340425,0.425531914893617,0.010638297872340425,0.7205882352941176,0.2647058823529412,0.014705882352941176,0.63934535500671,0.35025973391160603,0.010394911081683982,1.1109234884775016e-06,0.008756493347790151,0.010394911081683982,900152.0
札幌市議会議員選挙（2011年04月10日投票）,北海道,札幌市議会議員選挙（2011年04月10日投票）,0.6222222222222222,0.34444444444444444,0.03333333333333333,0.8088235294117647,0.16176470588235295,0.029411764705882353,0.7164254984980657,0.2504513746642351,0.03312312683769918,1.1348200232184176e-06,0.0080790766020721,0.01104104227923306,881197.0
札幌市議会議員補欠選挙（2010年10月24日投票）,北海道,札幌市議会議員補欠選挙（2010年10月24日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,51560.0
札幌市議会議員選挙（2007年04月08日投票）,北海道,札幌市議会議員選挙（2007年04月08日投票）,0.6436781609195402,0.3218390804597701,0.034482758620689655,0.75,0.23529411764705882,0.014705882352941176,0.7127230764830599,0.2642436274817866,0.023033296035153552,1.0809186745109367e-06,0.009437272410063808,0.007677765345051184,925138.98
札幌市議会議員補欠選挙（2004年01月18日投票）,北海道,札幌市議会議員補欠選挙（2004年01月18日投票）,0.0,0.8,0.2,0.0,0.5,0.5,,0.6076213361140707,0.3923786638859293,,0.15190533402851766,0.3923786638859293,44113.0
札幌市議会議員選挙（2003年04月13日投票）,北海道,札幌市議会議員選挙（2003年04月13日投票）,0.6627906976744186,0.3023255813953488,0.03488372093023256,0.7794117647058824,0.22058823529411764,0.0,0.7022578248158795,0.27499249608332155,0.022749679100798954,1.2201490534083645e-06,0.010576634464743136,0.007583226366932985,819572.0
札幌市議会議員選挙（1999年04月11日投票）,北海道,札幌市議会議員選挙（1999年04月11日投票）,0.6404494382022472,0.3258426966292135,0.033707865168539325,0.75,0.20588235294117646,0.04411764705882353,0.7163005984412579,0.24422336249947904,0.03947603905926309,1.2258116711980838e-06,0.008421495258602725,0.01315867968642103,815786.0
札幌市議会議員選挙（1995年04月09日投票）,北海道,札幌市議会議員選挙（1995年04月09日投票）,0.6091954022988506,0.3563218390804598,0.034482758620689655,0.7101449275362319,0.2463768115942029,0.043478260869565216,0.6670751412892569,0.292415644196771,0.04050921451397218,1.2780141500448681e-06,0.009432762716024872,0.013503071504657392,782463.95
札幌市議会議員選挙（1991年04月07日投票）,北海道,札幌市議会議員選挙（1991年04月07日投票）,0.7045454545454546,0.2727272727272727,0.022727272727272728,0.7887323943661971,0.19718309859154928,0.014084507042253521,0.7465368464851039,0.2371184208175174,0.016344732697378666,1.2763339604387524e-06,0.009879934200729893,0.008172366348689333,783494.0
札幌市議会議員選挙（1987年04月12日投票）,北海道,札幌市議会議員選挙（1987年04月12日投票）,0.6888888888888889,0.2777777777777778,0.03333333333333333,0.8,0.17142857142857143,0.02857142857142857,0.7457960523044771,0.2234980576313125,0.030705890064210397,1.295115359745683e-06,0.0089399223052525,0.010235296688070132,772131.99
札幌市議会議員選挙（1983年04月10日投票）,北海道,札幌市議会議員選挙（1983年04月10日投票）,0.5591397849462365,0.3655913978494624,0.07526881720430108,0.6857142857142857,0.22857142857142856,0.08571428571428572,0.6324742824672621,0.2891488207225747,0.07837689681016316,1.2968234478232617e-06,0.008504377080075726,0.011196699544309022,771114.99
札幌市議会議員選挙（1979年04月08日投票）,北海道,札幌市議会議員選挙（1979年04月08日投票）,0.5652173913043478,0.391304347826087,0.043478260869565216,0.6176470588235294,0.3235294117647059,0.058823529411764705,0.6278052986854338,0.31807232883766956,0.05412237247689666,1.4970575334180667e-06,0.008835342467713043,0.013530593119224166,667977.0
