ele_ymd,prefecture,ele_ymd,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes
松山市議会議員選挙（2018年04月28日投票）,愛媛県,松山市議会議員選挙（2018年04月28日投票）,0.7169811320754716,0.2641509433962264,0.018867924528301886,0.8372093023255814,0.16279069767441862,0.0,0.782598749495294,0.210673933876455,0.006727316628251172,5.473813367169384e-06,0.0150481381340325,0.006727316628251172,182687.99699999997
松山市議会議員選挙（2014年04月27日投票）,愛媛県,松山市議会議員選挙（2014年04月27日投票）,0.55,0.43333333333333335,0.016666666666666666,0.6511627906976745,0.3488372093023256,0.0,0.621274943001836,0.36744143816960234,0.01128361882856163,5.044085305570688e-06,0.014132363006523168,0.01128361882856163,198252.0
松山市議会議員選挙（2010年04月25日投票）,愛媛県,松山市議会議員選挙（2010年04月25日投票）,0.7058823529411765,0.27450980392156865,0.0196078431372549,0.7777777777777778,0.2,0.022222222222222223,0.7823080124452323,0.2033706730002038,0.014321314554563834,5.003953373362625e-06,0.0145264766428717,0.014321314554563834,199841.99
松山市議会議員選挙（2006年04月30日投票）,愛媛県,松山市議会議員選挙（2006年04月30日投票）,0.7037037037037037,0.2962962962962963,0.0,0.8,0.2,0.0,0.786647714380791,0.213352285619209,,4.579174126713716e-06,0.013334517851200562,,218379.99
松山市議会議員増員選挙（2005年02月06日投票）,愛媛県,松山市議会議員増員選挙（2005年02月06日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.125,,18733.0
今治市議会議員選挙（2021年02月07日投票）,愛媛県,今治市議会議員選挙（2021年02月07日投票）,0.7692307692307693,0.1794871794871795,0.05128205128205128,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.82839877419459,0.1138400203476063,0.05776120545780375,1.2742101034591071e-05,0.016262860049658042,0.028880602728901875,78479.993
今治市議会議員選挙（2017年02月05日投票）,愛媛県,今治市議会議員選挙（2017年02月05日投票）,0.7948717948717948,0.20512820512820512,0.0,0.84375,0.15625,0.0,0.8197549316139122,0.18024506838608784,,1.3365232936697325e-05,0.02253063354826098,,74820.99299999999
今治市議会議員選挙（2013年02月03日投票）,愛媛県,今治市議会議員選挙（2013年02月03日投票）,0.7837837837837838,0.1891891891891892,0.02702702702702703,0.8529411764705882,0.11764705882352941,0.029411764705882353,0.8417540290458974,0.13722752619645812,0.021018444757644465,1.2255652919909308e-05,0.019603932313779732,0.021018444757644465,81595.00000000001
今治市議会議員選挙（2009年02月08日投票）,愛媛県,今治市議会議員選挙（2009年02月08日投票）,0.6904761904761905,0.30952380952380953,0.0,0.7941176470588235,0.20588235294117646,0.0,0.7127965153221565,0.28720348467784357,,9.76954044863293e-06,0.022092575744449505,,102358.95999999999
今治市議会議員選挙（2005年02月20日投票）,愛媛県,今治市議会議員選挙（2005年02月20日投票）,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.018867924528301886,,107812.0
宇和島市議会議員選挙（2021年08月29日投票）,愛媛県,宇和島市議会議員選挙（2021年08月29日投票）,0.8148148148148148,0.14814814814814814,0.037037037037037035,0.0,0.0,0.0,,,,,,,0.0
