"","","","","/項目 コード","F1101","F110101","F110102","F1102","F110201","F110202","F1107","F1108","F2116","F2201","F2211","F2221","F2401","F2402","F2409","F2410","F2411","F2705","F2803"
"調査年 コード","調査年","地域 コード","地域","/項目","F1101_労働力人口【人】","F110101_労働力人口（男）【人】","F110102_労働力人口（女）【人】","F1102_就業者数【人】","F110201_就業者数（男）【人】","F110202_就業者数（女）【人】","F1107_完全失業者数【人】","F1108_非労働力人口【人】","F2116_就業者数（65歳以上）【人】","F2201_第1次産業就業者数【人】","F2211_第2次産業就業者数【人】","F2221_第3次産業就業者数【人】","F2401_雇用者数（国勢調査結果）【人】","F2402_役員数【人】","F2409_雇用者数（正規の職員・従業員）【人】","F2410_雇用者数（労働者派遣事業所の派遣社員）【人】","F2411_雇用者数（パート・アルバイト・その他）【人】","F2705_他市区町村への通勤者数【人】","F2803_他市区町村からの通勤者数【人】"
"1995100000","1995年度","40135","福岡県 福岡市 西区","","77142","***","***","73119","***","***","4023","***","***","2933","14982","54521","58206","3795","***","***","***","43317","17521"
"1995100000","1995年度","40136","福岡県 福岡市 城南区","","61314","***","***","58103","***","***","3211","***","***","203","9410","47766","46087","3510","***","***","***","38573","12259"
"1995100000","1995年度","40137","福岡県 福岡市 早良区","","100448","***","***","95426","***","***","5022","***","***","1203","16828","76274","76159","5317","***","***","***","58455","20755"
"1995100000","1995年度","40202","福岡県 大牟田市","","64717","***","***","60409","***","***","4308","***","***","1807","18080","40237","45739","2503","***","***","***","11769","13520"
"1995100000","1995年度","40203","福岡県 久留米市","","154007","***","***","146934","***","***","7073","***","***","11667","35073","99540","106040","6825","***","***","***","-","-"
"1995100000","1995年度","40204","福岡県 直方市","","29514","***","***","27565","***","***","1949","***","***","819","9760","16924","21166","1300","***","***","***","10493","11485"
"1995100000","1995年度","40205","福岡県 飯塚市","","67627","***","***","63375","***","***","4252","***","***","1963","17950","43321","48537","2955","***","***","***","-","-"
"1995100000","1995年度","40206","福岡県 田川市","","26147","***","***","24124","***","***","2023","***","***","565","8215","15333","18647","1088","***","***","***","6679","11119"
"1995100000","1995年度","40207","福岡県 柳川市","","40634","***","***","38628","***","***","2006","***","***","5651","12577","20366","24985","1455","***","***","***","-","-"
"1995100000","1995年度","40210","福岡県 八女市","","42088","***","***","40965","***","***","1123","***","***","10516","11422","18962","22478","1174","***","***","***","-","-"
"1995100000","1995年度","40211","福岡県 筑後市","","23222","***","***","22251","***","***","971","***","***","2361","7534","12333","15936","851","***","***","***","8982","9240"
"1995100000","1995年度","40212","福岡県 大川市","","23696","***","***","22836","***","***","860","***","***","1908","10674","10247","14218","1621","***","***","***","5705","9682"
"1995100000","1995年度","40213","福岡県 行橋市","","33713","***","***","31860","***","***","1853","***","***","2049","11898","17863","25080","1131","***","***","***","14095","8148"
"1995100000","1995年度","40214","福岡県 豊前市","","14753","***","***","14100","***","***","653","***","***","1834","4889","7368","10000","383","***","***","***","4584","4229"
"1995100000","1995年度","40215","福岡県 中間市","","23122","***","***","21209","***","***","1913","***","***","182","8230","12687","17295","1003","***","***","***","13564","5272"
"1995100000","1995年度","40216","福岡県 小郡市","","24942","***","***","23862","***","***","1080","***","***","1588","5080","17170","18993","882","***","***","***","14730","4967"
"1995100000","1995年度","40217","福岡県 筑紫野市","","39604","***","***","37880","***","***","1724","***","***","975","7949","28482","30843","1971","***","***","***","23377","12199"
"1995100000","1995年度","40218","福岡県 春日市","","50591","***","***","48289","***","***","2302","***","***","158","10617","37140","39172","2707","***","***","***","31353","10978"
"1995100000","1995年度","40219","福岡県 大野城市","","42165","***","***","40300","***","***","1865","***","***","234","9262","30486","32845","2291","***","***","***","26216","15912"
"1995100000","1995年度","40220","福岡県 宗像市","","40071","***","***","38383","***","***","1688","***","***","2324","8476","27436","31059","1689","***","***","***","-","-"
"1995100000","1995年度","40221","福岡県 太宰府市","","30708","***","***","29290","***","***","1418","***","***","253","6114","22740","23843","1681","***","***","***","20642","8448"
"1995100000","1995年度","40223","福岡県 古賀市","","25614","***","***","24582","***","***","1032","***","***","818","8180","15382","20086","1018","***","***","***","12190","9639"
"1995100000","1995年度","40224","福岡県 福津市","","25775","***","***","24652","***","***","1123","***","***","1306","6071","17193","19908","925","***","***","***","-","-"
"1995100000","1995年度","40225","福岡県 うきは市","","18442","***","***","17780","***","***","662","***","***","3289","5983","8496","11291","507","***","***","***","-","-"
"1995100000","1995年度","40226","福岡県 宮若市","","15331","***","***","14236","***","***","1095","***","***","1248","4995","7970","10712","478","***","***","***","-","-"
"1995100000","1995年度","40227","福岡県 嘉麻市","","23544","***","***","21548","***","***","1996","***","***","1360","7317","12856","16271","640","***","***","***","-","-"
"1995100000","1995年度","40228","福岡県 朝倉市","","33261","***","***","32156","***","***","1105","***","***","6113","9557","16422","20837","1287","***","***","***","-","-"
"1995100000","1995年度","40229","福岡県 みやま市","","24786","***","***","23838","***","***","948","***","***","5245","7131","11425","14575","663","***","***","***","-","-"
"1995100000","1995年度","40230","福岡県 糸島市","","44908","***","***","43063","***","***","1845","***","***","5402","10074","27462","31372","1461","***","***","***","-","-"
"1995100000","1995年度","40231","福岡県 那珂川市","","21129","***","***","20200","***","***","929","***","***","573","5501","13959","15418","1165","***","***","***","12018","5968"
"1995100000","1995年度","40341","福岡県 宇美町","","17338","***","***","16495","***","***","843","***","***","199","5307","10958","13246","781","***","***","***","10046","5589"
"1995100000","1995年度","40342","福岡県 篠栗町","","13153","***","***","12510","***","***","643","***","***","221","3360","8905","10111","558","***","***","***","7492","3933"
"1995100000","1995年度","40343","福岡県 志免町","","19257","***","***","18168","***","***","1089","***","***","141","4918","13096","14450","1119","***","***","***","11166","7797"
"1995100000","1995年度","40344","福岡県 須恵町","","12467","***","***","11788","***","***","679","***","***","196","4186","7387","9354","530","***","***","***","7554","4320"
"1995100000","1995年度","40345","福岡県 新宮町","","9510","***","***","9139","***","***","371","***","***","572","2349","6154","7100","429","***","***","***","5469","7748"
"1995100000","1995年度","40348","福岡県 久山町","","3797","***","***","3645","***","***","152","***","***","246","1015","2372","2825","146","***","***","***","2016","2581"
"1995100000","1995年度","40349","福岡県 粕屋町","","16723","***","***","15898","***","***","825","***","***","294","4290","11187","12721","813","***","***","***","9341","9936"
"1995100000","1995年度","40381","福岡県 芦屋町","","8966","***","***","8533","***","***","433","***","***","323","2056","6153","6954","295","***","***","***","3633","2048"
"1995100000","1995年度","40382","福岡県 水巻町","","14539","***","***","13412","***","***","1127","***","***","131","4925","8313","10992","592","***","***","***","9066","4240"
"1995100000","1995年度","40383","福岡県 岡垣町","","13249","***","***","12500","***","***","749","***","***","766","3655","8063","10092","462","***","***","***","7674","2627"
"1995100000","1995年度","40384","福岡県 遠賀町","","9327","***","***","8892","***","***","435","***","***","518","2952","5406","7118","308","***","***","***","5760","3584"
"1995100000","1995年度","40401","福岡県 小竹町","","4705","***","***","4353","***","***","352","***","***","97","1632","2613","3515","155","***","***","***","2817","1533"
"1995100000","1995年度","40402","福岡県 鞍手町","","9559","***","***","8888","***","***","671","***","***","442","3712","4732","7068","292","***","***","***","4705","3652"
"1995100000","1995年度","40421","福岡県 桂川町","","6969","***","***","6449","***","***","520","***","***","260","2283","3868","5292","140","***","***","***","3947","1882"
"1995100000","1995年度","40447","福岡県 筑前町","","13628","***","***","13089","***","***","539","***","***","1575","4060","7416","9731","429","***","***","***","-","-"
"1995100000","1995年度","40448","福岡県 東峰村","","1628","***","***","1597","***","***","31","***","***","326","639","630","922","54","***","***","***","-","-"
"1995100000","1995年度","40503","福岡県 大刀洗町","","7558","***","***","7304","***","***","254","***","***","1371","2146","3784","4921","215","***","***","***","3827","2426"
"1995100000","1995年度","40522","福岡県 大木町","","7224","***","***","6929","***","***","295","***","***","1082","2339","3502","4771","239","***","***","***","3589","1657"
"1995100000","1995年度","40544","福岡県 広川町","","10058","***","***","9661","***","***","397","***","***","1590","3003","5057","6342","333","***","***","***","4687","3635"
"1995100000","1995年度","40601","福岡県 香春町","","6288","***","***","5642","***","***","646","***","***","344","2037","3258","4350","173","***","***","***","3098","1600"
"1995100000","1995年度","40602","福岡県 添田町","","6225","***","***","5783","***","***","442","***","***","500","1840","3437","4177","177","***","***","***","2592","845"
"1995100000","1995年度","40604","福岡県 糸田町","","4887","***","***","4317","***","***","570","***","***","104","1527","2682","3411","148","***","***","***","2679","788"
"1995100000","1995年度","40605","福岡県 川崎町","","9350","***","***","8059","***","***","1291","***","***","247","3243","4561","6259","249","***","***","***","3579","1968"
"1995100000","1995年度","40608","福岡県 大任町","","2627","***","***","2394","***","***","233","***","***","135","981","1271","1819","52","***","***","***","1424","523"
"1995100000","1995年度","40609","福岡県 赤村","","1710","***","***","1595","***","***","115","***","***","261","549","784","1082","16","***","***","***","853","288"
"1995100000","1995年度","40610","福岡県 福智町","","11773","***","***","10260","***","***","1513","***","***","376","4320","5536","8040","338","***","***","***","-","-"
"1995100000","1995年度","40621","福岡県 苅田町","","16763","***","***","15943","***","***","820","***","***","541","6779","8588","13040","582","***","***","***","6144","12354"
"1995100000","1995年度","40625","福岡県 みやこ町","","12096","***","***","11498","***","***","598","***","***","1701","4130","5647","8330","278","***","***","***","-","-"
"1995100000","1995年度","40642","福岡県 吉富町","","3622","***","***","3446","***","***","176","***","***","292","1341","1808","2520","130","***","***","***","1949","1727"
"1995100000","1995年度","40646","福岡県 上毛町","","4169","***","***","4004","***","***","165","***","***","787","1396","1810","2712","89","***","***","***","-","-"
"1995100000","1995年度","40647","福岡県 築上町","","11540","***","***","10902","***","***","638","***","***","1693","3100","6090","7731","265","***","***","***","-","-"
"1995100000","1995年度","41201","佐賀県 佐賀市","","125155","***","***","120600","***","***","4555","***","***","11009","27725","81760","87426","5462","***","***","***","-","-"
"1995100000","1995年度","41202","佐賀県 唐津市","","71167","***","***","68251","***","***","2916","***","***","10791","19331","38029","47380","2191","***","***","***","-","-"
"1995100000","1995年度","41203","佐賀県 鳥栖市","","29817","***","***","28613","***","***","1204","***","***","1212","8664","18724","23298","1096","***","***","***","10332","15226"
"1995100000","1995年度","41204","佐賀県 多久市","","12426","***","***","11938","***","***","488","***","***","1576","4274","6085","8616","370","***","***","***","3693","3295"
"1995100000","1995年度","41205","佐賀県 伊万里市","","32670","***","***","31482","***","***","1188","***","***","4432","11285","15763","22017","1413","***","***","***","4172","5379"
"1995100000","1995年度","41206","佐賀県 武雄市","","28526","***","***","27550","***","***","976","***","***","2905","9807","14830","20047","1187","***","***","***","-","-"
"1995100000","1995年度","41207","佐賀県 鹿島市","","18480","***","***","17960","***","***","520","***","***","3574","5403","8978","11124","750","***","***","***","3882","3626"
"1995100000","1995年度","41208","佐賀県 小城市","","22230","***","***","21581","***","***","649","***","***","3131","5976","12458","15149","808","***","***","***","-","-"
"1995100000","1995年度","41209","佐賀県 嬉野市","","17038","***","***","16582","***","***","456","***","***","2196","5095","9284","11025","726","***","***","***","-","-"
"1995100000","1995年度","41210","佐賀県 神埼市","","17271","***","***","16725","***","***","546","***","***","2208","5527","8976","12013","522","***","***","***","-","-"
"1995100000","1995年度","41327","佐賀県 吉野ヶ里町","","8089","***","***","7827","***","***","262","***","***","624","2770","4423","6241","213","***","***","***","-","-"
"1995100000","1995年度","41341","佐賀県 基山町","","8829","***","***","8486","***","***","343","***","***","481","2514","5488","6919","323","***","***","***","5015","3226"
"1995100000","1995年度","41345","佐賀県 上峰町","","4262","***","***","4117","***","***","145","***","***","347","1519","2250","3315","126","***","***","***","2508","2727"
"1995100000","1995年度","41346","佐賀県 みやき町","","14631","***","***","14062","***","***","569","***","***","1357","5025","7678","10724","410","***","***","***","-","-"
"1995100000","1995年度","41387","佐賀県 玄海町","","4538","***","***","4446","***","***","92","***","***","1140","1693","1613","2822","86","***","***","***","929","2149"
"1995100000","1995年度","41401","佐賀県 有田町","","12502","***","***","12090","***","***","412","***","***","578","5392","6118","8247","1024","***","***","***","-","-"
"1995100000","1995年度","41423","佐賀県 大町町","","4250","***","***","4017","***","***","233","***","***","309","1475","2232","2985","163","***","***","***","1996","1663"
"1995100000","1995年度","41424","佐賀県 江北町","","4798","***","***","4629","***","***","169","***","***","927","1484","2214","3099","136","***","***","***","1988","2007"
"1995100000","1995年度","41425","佐賀県 白石町","","16153","***","***","15830","***","***","323","***","***","5587","3300","6935","8339","362","***","***","***","-","-"
"1995100000","1995年度","41441","佐賀県 太良町","","6377","***","***","6251","***","***","126","***","***","2404","1693","2153","3014","169","***","***","***","1553","545"
"1995100000","1995年度","42201","長崎県 長崎市","","233957","***","***","222300","***","***","11657","***","***","7735","50697","163162","175741","10880","***","***","***","-","-"
"1995100000","1995年度","42202","長崎県 佐世保市","","138584","***","***","131986","***","***","6598","***","***","7805","31054","93009","102468","6298","***","***","***","-","-"
"1995100000","1995年度","42203","長崎県 島原市","","26499","***","***","25409","***","***","1090","***","***","4051","6647","14708","16267","1084","***","***","***","-","-"
"1995100000","1995年度","42204","長崎県 諫早市","","70193","***","***","67636","***","***","2557","***","***","6609","18851","42136","50656","2589","***","***","***","-","-"
"1995100000","1995年度","42205","長崎県 大村市","","40220","***","***","38622","***","***","1598","***","***","2727","9366","26504","30371","1267","***","***","***","6202","5333"
"1995100000","1995年度","42207","長崎県 平戸市","","21560","***","***","20682","***","***","878","***","***","5442","5018","10218","13245","645","***","***","***","-","-"
"1995100000","1995年度","42208","長崎県 松浦市","","15663","***","***","15028","***","***","635","***","***","2694","5061","7272","10344","419","***","***","***","-","-"
"1995100000","1995年度","42209","長崎県 対馬市","","21971","***","***","21292","***","***","679","***","***","5621","4398","11263","13795","550","***","***","***","-","-"
"1995100000","1995年度","42210","長崎県 壱岐市","","17738","***","***","17237","***","***","501","***","***","5408","3388","8433","9428","532","***","***","***","-","-"
"1995100000","1995年度","42211","長崎県 五島市","","22655","***","***","21751","***","***","904","***","***","4787","4136","12826","13736","763","***","***","***","-","-"
"1995100000","1995年度","42212","長崎県 西海市","","18133","***","***","17699","***","***","434","***","***","4234","5367","8089","11580","536","***","***","***","-","-"
"1995100000","1995年度","42213","長崎県 雲仙市","","28086","***","***","27245","***","***","841","***","***","7480","6794","12964","15438","722","***","***","***","-","-"
"1995100000","1995年度","42214","長崎県 南島原市","","29093","***","***","28152","***","***","941","***","***","8280","6958","12899","13994","599","***","***","***","-","-"
"1995100000","1995年度","42307","長崎県 長与町","","16988","***","***","16386","***","***","602","***","***","952","4035","11338","13155","700","***","***","***","10975","3261"
"1995100000","1995年度","42308","長崎県 時津町","","13520","***","***","12998","***","***","522","***","***","576","3887","8514","10299","568","***","***","***","6416","6571"
"1995100000","1995年度","42321","長崎県 東彼杵町","","5332","***","***","5193","***","***","139","***","***","1162","1618","2409","3330","131","***","***","***","1976","862"
"1995100000","1995年度","42322","長崎県 川棚町","","7792","***","***","7520","***","***","272","***","***","553","2674","4292","5657","296","***","***","***","2955","1743"
"1995100000","1995年度","42323","長崎県 波佐見町","","8649","***","***","8446","***","***","203","***","***","457","4322","3662","5378","534","***","***","***","1933","2102"
"1995100000","1995年度","42383","長崎県 小値賀町","","1958","***","***","1923","***","***","35","***","***","783","305","835","868","18","***","***","***","43","18"
"1995100000","1995年度","42391","長崎県 佐々町","","6400","***","***","6114","***","***","286","***","***","462","2024","3628","4603","253","***","***","***","3017","1858"
"1995100000","1995年度","42411","長崎県 新上五島町","","12796","***","***","12191","***","***","605","***","***","2726","2502","6958","9074","395","***","***","***","-","-"
"1995100000","1995年度","43100","熊本県 熊本市","","356120","***","***","339319","***","***","16801","***","***","18679","68527","249967","255539","20804","***","***","***","-","-"
"1995100000","1995年度","43101","熊本県 熊本市 中央区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1995100000","1995年度","43102","熊本県 熊本市 東区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1995100000","1995年度","43103","熊本県 熊本市 西区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1995100000","1995年度","43104","熊本県 熊本市 南区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1995100000","1995年度","43105","熊本県 熊本市 北区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1995100000","1995年度","43202","熊本県 八代市","","73632","***","***","70523","***","***","3109","***","***","12891","18836","38735","45226","3110","***","***","***","-","-"
"1995100000","1995年度","43203","熊本県 人吉市","","20150","***","***","19404","***","***","746","***","***","1948","4844","12599","13572","1248","***","***","***","2901","5183"
"1995100000","1995年度","43204","熊本県 荒尾市","","25751","***","***","23977","***","***","1774","***","***","1641","8200","14121","18534","801","***","***","***","10444","4936"
"1995100000","1995年度","43205","熊本県 水俣市","","15559","***","***","14794","***","***","765","***","***","1230","4939","8615","11070","643","***","***","***","1254","2290"
"1995100000","1995年度","43206","熊本県 玉名市","","36739","***","***","35313","***","***","1426","***","***","7482","11017","16810","22678","1353","***","***","***","-","-"
"1995100000","1995年度","43208","熊本県 山鹿市","","32094","***","***","30902","***","***","1192","***","***","7185","8632","15068","18738","1212","***","***","***","-","-"
"1995100000","1995年度","43210","熊本県 菊池市","","27503","***","***","26556","***","***","947","***","***","6049","7510","12991","16670","904","***","***","***","-","-"
"1995100000","1995年度","43211","熊本県 宇土市","","17618","***","***","16811","***","***","807","***","***","2641","4850","9309","11533","739","***","***","***","6526","3939"
"1995100000","1995年度","43212","熊本県 上天草市","","17621","***","***","16888","***","***","733","***","***","3076","4863","8945","10879","909","***","***","***","-","-"
"1995100000","1995年度","43213","熊本県 宇城市","","32583","***","***","31234","***","***","1349","***","***","7023","8218","15981","19651","1144","***","***","***","-","-"
"1995100000","1995年度","43214","熊本県 阿蘇市","","16383","***","***","15888","***","***","495","***","***","3413","3732","8728","9922","632","***","***","***","-","-"
"1995100000","1995年度","43215","熊本県 天草市","","53030","***","***","51215","***","***","1815","***","***","11367","11922","27919","32710","1889","***","***","***","-","-"
"1995100000","1995年度","43216","熊本県 合志市","","22517","***","***","21674","***","***","843","***","***","1750","6016","13887","16972","1009","***","***","***","-","-"
"1995100000","1995年度","43348","熊本県 美里町","","6921","***","***","6709","***","***","212","***","***","1496","2542","2671","4206","171","***","***","***","-","-"
"1995100000","1995年度","43364","熊本県 玉東町","","3182","***","***","3080","***","***","102","***","***","872","974","1233","1822","95","***","***","***","1401","528"
"1995100000","1995年度","43367","熊本県 南関町","","6161","***","***","5970","***","***","191","***","***","1425","2177","2366","3697","118","***","***","***","2079","1415"
"1995100000","1995年度","43368","熊本県 長洲町","","8560","***","***","8109","***","***","451","***","***","681","3550","3877","6212","267","***","***","***","3146","4170"
"1995100000","1995年度","43369","熊本県 和水町","","6577","***","***","6373","***","***","204","***","***","1771","2206","2389","3767","129","***","***","***","-","-"
"1995100000","1995年度","43403","熊本県 大津町","","13348","***","***","12911","***","***","437","***","***","1651","4615","6645","9506","534","***","***","***","4544","7640"
"1995100000","1995年度","43404","熊本県 菊陽町","","13214","***","***","12696","***","***","518","***","***","1348","3807","7537","9570","546","***","***","***","7632","4667"
"1995100000","1995年度","43423","熊本県 南小国町","","2751","***","***","2704","***","***","47","***","***","900","526","1278","1349","136","***","***","***","544","410"
"1995100000","1995年度","43424","熊本県 小国町","","4946","***","***","4830","***","***","116","***","***","1070","1339","2421","2829","260","***","***","***","535","753"
"1995100000","1995年度","43425","熊本県 産山村","","1161","***","***","1146","***","***","15","***","***","503","263","380","546","31","***","***","***","124","208"
"1995100000","1995年度","43428","熊本県 高森町","","3960","***","***","3860","***","***","100","***","***","1165","835","1859","2013","163","***","***","***","669","564"
"1995100000","1995年度","43432","熊本県 西原村","","2807","***","***","2738","***","***","69","***","***","699","862","1175","1628","95","***","***","***","988","1474"
"1995100000","1995年度","43433","熊本県 南阿蘇村","","6398","***","***","6206","***","***","192","***","***","1835","1425","2945","3547","143","***","***","***","-","-"
"1995100000","1995年度","43441","熊本県 御船町","","9141","***","***","8773","***","***","368","***","***","1288","2801","4678","6045","380","***","***","***","3925","2227"
"1995100000","1995年度","43442","熊本県 嘉島町","","3863","***","***","3724","***","***","139","***","***","670","1000","2052","2481","187","***","***","***","2053","1755"
"1995100000","1995年度","43443","熊本県 益城町","","15493","***","***","14825","***","***","668","***","***","1911","4223","8681","10572","703","***","***","***","7742","5125"
"1995100000","1995年度","43444","熊本県 甲佐町","","6502","***","***","6293","***","***","209","***","***","1504","1876","2912","3833","233","***","***","***","2289","1559"
"1995100000","1995年度","43447","熊本県 山都町","","11623","***","***","11389","***","***","234","***","***","4615","2575","4197","5456","272","***","***","***","-","-"
"1995100000","1995年度","43468","熊本県 氷川町","","7463","***","***","7277","***","***","186","***","***","2358","1703","3213","3771","272","***","***","***","-","-"
"1995100000","1995年度","43482","熊本県 芦北町","","11687","***","***","11301","***","***","386","***","***","2385","4038","4876","7364","387","***","***","***","-","-"
"1995100000","1995年度","43484","熊本県 津奈木町","","2791","***","***","2698","***","***","93","***","***","721","807","1170","1696","80","***","***","***","1016","433"
"1995100000","1995年度","43501","熊本県 錦町","","6487","***","***","6250","***","***","237","***","***","1585","2058","2607","4058","154","***","***","***","2136","2619"
"1995100000","1995年度","43505","熊本県 多良木町","","6869","***","***","6631","***","***","238","***","***","1691","2173","2765","4041","242","***","***","***","1668","1561"
"1995100000","1995年度","43506","熊本県 湯前町","","2771","***","***","2695","***","***","76","***","***","609","931","1155","1684","81","***","***","***","926","533"
"1995100000","1995年度","43507","熊本県 水上村","","1490","***","***","1458","***","***","32","***","***","510","392","554","887","30","***","***","***","407","252"
"1995100000","1995年度","43510","熊本県 相良村","","2931","***","***","2863","***","***","68","***","***","751","943","1169","1834","75","***","***","***","1126","894"
"1995100000","1995年度","43511","熊本県 五木村","","910","***","***","881","***","***","29","***","***","224","240","417","618","28","***","***","***","44","195"
"1995100000","1995年度","43512","熊本県 山江村","","2207","***","***","2159","***","***","48","***","***","577","794","787","1474","13","***","***","***","1059","401"
"1995100000","1995年度","43513","熊本県 球磨村","","2937","***","***","2839","***","***","98","***","***","767","928","1143","1887","54","***","***","***","1109","235"
"1995100000","1995年度","43514","熊本県 あさぎり町","","9698","***","***","9387","***","***","311","***","***","2576","2773","4036","5542","374","***","***","***","-","-"
"1995100000","1995年度","43531","熊本県 苓北町","","4801","***","***","4692","***","***","109","***","***","1043","1209","2440","2896","185","***","***","***","558","723"
"1995100000","1995年度","44201","大分県 大分市","","223275","***","***","214164","***","***","9111","***","***","6591","57518","149068","172930","12799","***","***","***","-","-"
"1995100000","1995年度","44202","大分県 別府市","","65014","***","***","61300","***","***","3714","***","***","1114","10493","49643","46284","4046","***","***","***","12674","7534"
"1995100000","1995年度","44203","大分県 中津市","","44246","***","***","42530","***","***","1716","***","***","4430","14521","23503","30178","1952","***","***","***","-","-"
"1995100000","1995年度","44204","大分県 日田市","","42366","***","***","40814","***","***","1552","***","***","5293","12923","22554","27514","1995","***","***","***","-","-"
"1995100000","1995年度","44205","大分県 佐伯市","","43084","***","***","41043","***","***","2041","***","***","5582","13886","21565","28499","2384","***","***","***","-","-"
"1995100000","1995年度","44206","大分県 臼杵市","","23596","***","***","22775","***","***","821","***","***","3188","7705","11869","15894","1108","***","***","***","-","-"
"1995100000","1995年度","44207","大分県 津久見市","","11645","***","***","11208","***","***","437","***","***","1842","3557","5809","7931","502","***","***","***","1718","1511"
"1995100000","1995年度","44208","大分県 竹田市","","16841","***","***","16459","***","***","382","***","***","5904","3235","7320","8249","690","***","***","***","-","-"
"1995100000","1995年度","44209","大分県 豊後高田市","","13783","***","***","13367","***","***","416","***","***","3111","3979","6276","7986","553","***","***","***","-","-"
"1995100000","1995年度","44210","大分県 杵築市","","17431","***","***","16986","***","***","445","***","***","4768","4727","7488","10118","604","***","***","***","-","-"
"1995100000","1995年度","44211","大分県 宇佐市","","32351","***","***","31269","***","***","1082","***","***","5722","10736","14811","20877","1148","***","***","***","-","-"
"1995100000","1995年度","44212","大分県 豊後大野市","","23738","***","***","23159","***","***","579","***","***","6081","6289","10781","14132","756","***","***","***","-","-"
"1995100000","1995年度","44213","大分県 由布市","","18193","***","***","17617","***","***","576","***","***","2857","3806","10942","12310","667","***","***","***","-","-"
"1995100000","1995年度","44214","大分県 国東市","","19336","***","***","18941","***","***","395","***","***","5193","6064","7678","11012","637","***","***","***","-","-"
"1995100000","1995年度","44322","大分県 姫島村","","1506","***","***","1492","***","***","14","***","***","537","349","606","803","23","***","***","***","65","33"
"1995100000","1995年度","44341","大分県 日出町","","12362","***","***","11933","***","***","429","***","***","1686","3606","6635","8583","505","***","***","***","4806","3690"
"1995100000","1995年度","44461","大分県 九重町","","6599","***","***","6423","***","***","176","***","***","2045","1606","2768","3327","244","***","***","***","1285","808"
"1995100000","1995年度","44462","大分県 玖珠町","","10695","***","***","10372","***","***","323","***","***","2303","2537","5532","6369","397","***","***","***","1473","1534"
"1995100000","1995年度","45201","宮崎県 宮崎市","","200815","***","***","191967","***","***","8848","***","***","14149","38568","138954","143606","10173","***","***","***","-","-"
"1995100000","1995年度","45202","宮崎県 都城市","","88963","***","***","85350","***","***","3613","***","***","12999","25443","46890","57479","3499","***","***","***","-","-"
"1995100000","1995年度","45203","宮崎県 延岡市","","71287","***","***","67455","***","***","3832","***","***","5191","24044","38158","50443","2978","***","***","***","-","-"
"1995100000","1995年度","45204","宮崎県 日南市","","32630","***","***","31347","***","***","1283","***","***","5208","8554","17575","22055","1431","***","***","***","-","-"
"1995100000","1995年度","45205","宮崎県 小林市","","27849","***","***","26926","***","***","923","***","***","6981","6777","13160","16204","994","***","***","***","-","-"
"1995100000","1995年度","45206","宮崎県 日向市","","33438","***","***","31601","***","***","1837","***","***","2575","11164","17839","23634","1382","***","***","***","-","-"
"1995100000","1995年度","45207","宮崎県 串間市","","12365","***","***","11873","***","***","492","***","***","3542","2915","5415","6647","404","***","***","***","1130","599"
"1995100000","1995年度","45208","宮崎県 西都市","","19619","***","***","18939","***","***","680","***","***","5431","4923","8583","10833","597","***","***","***","3930","2424"
"1995100000","1995年度","45209","宮崎県 えびの市","","13311","***","***","12870","***","***","441","***","***","3883","3091","5894","7275","432","***","***","***","1572","1656"
"1995100000","1995年度","45341","宮崎県 三股町","","11489","***","***","11022","***","***","467","***","***","1476","3525","6020","7977","376","***","***","***","5548","2580"
"1995100000","1995年度","45361","宮崎県 高原町","","6279","***","***","6110","***","***","169","***","***","1913","1801","2395","3435","202","***","***","***","1721","952"
"1995100000","1995年度","45382","宮崎県 国富町","","11787","***","***","11382","***","***","405","***","***","3014","3321","5046","6868","417","***","***","***","3577","2281"
"1995100000","1995年度","45383","宮崎県 綾町","","4137","***","***","3994","***","***","143","***","***","1087","1164","1742","2458","158","***","***","***","1130","828"
"1995100000","1995年度","45401","宮崎県 高鍋町","","11178","***","***","10702","***","***","476","***","***","1506","2563","6633","7512","460","***","***","***","3681","3108"
"1995100000","1995年度","45402","宮崎県 新富町","","9917","***","***","9561","***","***","356","***","***","2449","2337","4772","6069","245","***","***","***","2909","3382"
"1995100000","1995年度","45403","宮崎県 西米良村","","913","***","***","902","***","***","11","***","***","292","189","421","539","31","***","***","***","36","114"
"1995100000","1995年度","45404","宮崎県 木城町","","3063","***","***","2966","***","***","97","***","***","863","917","1182","1887","56","***","***","***","1029","822"
"1995100000","1995年度","45405","宮崎県 川南町","","9784","***","***","9373","***","***","411","***","***","3544","2204","3625","5190","312","***","***","***","2092","2099"
"1995100000","1995年度","45406","宮崎県 都農町","","6816","***","***","6504","***","***","312","***","***","2032","1986","2486","3711","169","***","***","***","1774","1107"
"1995100000","1995年度","45421","宮崎県 門川町","","9826","***","***","9270","***","***","556","***","***","957","3865","4446","6725","325","***","***","***","3523","1900"
