"","","","","/項目 コード","F1101","F110101","F110102","F1102","F110201","F110202","F1107","F1108","F2116","F2201","F2211","F2221","F2401","F2402","F2409","F2410","F2411","F2705","F2803"
"調査年 コード","調査年","地域 コード","地域","/項目","F1101_労働力人口【人】","F110101_労働力人口（男）【人】","F110102_労働力人口（女）【人】","F1102_就業者数【人】","F110201_就業者数（男）【人】","F110202_就業者数（女）【人】","F1107_完全失業者数【人】","F1108_非労働力人口【人】","F2116_就業者数（65歳以上）【人】","F2201_第1次産業就業者数【人】","F2211_第2次産業就業者数【人】","F2221_第3次産業就業者数【人】","F2401_雇用者数（国勢調査結果）【人】","F2402_役員数【人】","F2409_雇用者数（正規の職員・従業員）【人】","F2410_雇用者数（労働者派遣事業所の派遣社員）【人】","F2411_雇用者数（パート・アルバイト・その他）【人】","F2705_他市区町村への通勤者数【人】","F2803_他市区町村からの通勤者数【人】"
"2015100000","2015年度","18501","福井県 若狭町","","8077","4494","3583","7908","4385","3523","169","5191","1416","794","2042","5069","5994","318","4197","63","1734","2916","2065"
"2015100000","2015年度","19201","山梨県 甲府市","","92437","52199","40238","88014","49291","38723","4423","65499","12272","2254","19758","62657","67571","5199","43309","2043","22219","24490","43249"
"2015100000","2015年度","19202","山梨県 富士吉田市","","25804","14461","11343","24899","13859","11040","905","14876","3584","268","9145","15047","19288","1296","11857","579","6852","8196","7234"
"2015100000","2015年度","19204","山梨県 都留市","","15986","8940","7046","15349","8532","6817","637","11242","1868","242","5498","9302","12148","835","7220","247","4681","4992","3933"
"2015100000","2015年度","19205","山梨県 山梨市","","18886","10365","8521","18111","9859","8252","775","11572","3719","3294","3587","11083","12501","692","8021","244","4236","8292","5108"
"2015100000","2015年度","19206","山梨県 大月市","","12119","7031","5088","11552","6629","4923","567","10800","1572","207","3740","7486","9440","626","5867","174","3399","5234","2905"
"2015100000","2015年度","19207","山梨県 韮崎市","","15820","9005","6815","14974","8429","6545","846","9749","2400","1533","4775","8238","11302","595","7307","431","3564","7041","8989"
"2015100000","2015年度","19208","山梨県 南アルプス市","","37862","21180","16682","36101","20010","16091","1761","20410","5448","3527","11429","20484","27345","1384","17523","971","8851","16791","11371"
"2015100000","2015年度","19209","山梨県 北杜市","","23296","13021","10275","22520","12484","10036","776","16215","4983","3597","5571","13028","15195","1094","9034","425","5736","5279","6323"
"2015100000","2015年度","19210","山梨県 甲斐市","","38628","21874","16754","36875","20740","16135","1753","22536","4355","986","10694","24111","29991","1646","19448","1088","9455","23332","9282"
"2015100000","2015年度","19211","山梨県 笛吹市","","37171","20404","16767","35536","19350","16186","1635","19846","6938","6172","7489","21256","24428","1386","15363","641","8424","14314","11690"
"2015100000","2015年度","19212","山梨県 上野原市","","12137","7149","4988","11542","6731","4811","595","10213","1554","196","3802","7520","9486","730","5868","176","3442","4605","3080"
"2015100000","2015年度","19213","山梨県 甲州市","","17196","9454","7742","16595","9043","7552","601","10420","3941","3949","3125","9372","10403","704","6523","175","3705","6367","4528"
"2015100000","2015年度","19214","山梨県 中央市","","16327","9232","7095","15667","8810","6857","660","8866","1932","1021","4943","9200","12476","541","7928","624","3924","9043","10102"
"2015100000","2015年度","19346","山梨県 市川三郷町","","7869","4468","3401","7422","4151","3271","447","6109","1212","358","2515","4516","5727","382","3668","203","1856","4092","2720"
"2015100000","2015年度","19364","山梨県 早川町","","504","307","197","482","291","191","22","490","100","25","97","358","385","29","273","11","101","100","291"
"2015100000","2015年度","19365","山梨県 身延町","","6128","3504","2624","5843","3299","2544","285","5590","1185","231","1838","3741","4404","298","2996","118","1290","1934","2240"
"2015100000","2015年度","19366","山梨県 南部町","","3958","2327","1631","3790","2204","1586","168","3366","590","137","1468","2181","3031","165","2070","61","900","1486","808"
"2015100000","2015年度","19368","山梨県 富士川町","","8065","4518","3547","7645","4238","3407","420","5465","1169","312","2465","4816","6055","362","3849","165","2041","4314","2998"
"2015100000","2015年度","19384","山梨県 昭和町","","10237","5936","4301","9758","5643","4115","479","4808","974","268","2901","6491","7978","499","5431","323","2224","5978","12133"
"2015100000","2015年度","19422","山梨県 道志村","","962","547","415","944","535","409","18","596","177","91","351","495","671","62","435","6","230","335","102"
"2015100000","2015年度","19423","山梨県 西桂町","","2386","1339","1047","2275","1268","1007","111","1405","233","31","969","1275","1889","92","1199","36","654","1608","562"
"2015100000","2015年度","19424","山梨県 忍野村","","5179","3404","1775","5046","3313","1733","133","2246","553","93","2603","2326","4119","242","3040","111","968","1574","3433"
"2015100000","2015年度","19425","山梨県 山中湖村","","2950","1651","1299","2866","1597","1269","84","1575","527","59","622","2181","1868","277","1232","49","587","964","1519"
"2015100000","2015年度","19429","山梨県 鳴沢村","","1615","892","723","1562","864","698","53","924","279","154","472","935","1160","93","694","21","445","780","913"
"2015100000","2015年度","19430","山梨県 富士河口湖町","","13452","7559","5893","12845","7138","5707","607","7759","1663","307","3679","8758","9944","656","6367","192","3385","4865","5009"
"2015100000","2015年度","19442","山梨県 小菅村","","360","212","148","348","203","145","12","304","93","34","91","223","248","17","142","6","100","53","79"
"2015100000","2015年度","19443","山梨県 丹波山村","","269","166","103","253","152","101","16","265","40","21","47","183","192","10","127","3","62","53","47"
"2015100000","2015年度","20201","長野県 長野市","","197398","109638","87760","190960","105698","85262","6438","120292","29024","11593","41409","130419","150781","9419","98680","3892","48209","21295","33185"
"2015100000","2015年度","20202","長野県 松本市","","125683","70837","54846","121552","68180","53372","4131","76290","17857","6794","28388","82036","94545","6423","60614","2756","31175","20684","31844"
"2015100000","2015年度","20203","長野県 上田市","","80681","45281","35400","77729","43367","34362","2952","51922","11655","3964","25443","45379","60436","3959","39252","1735","19449","13223","14917"
"2015100000","2015年度","20204","長野県 岡谷市","","25035","14255","10780","23992","13541","10451","1043","18070","3614","373","9935","13449","19306","1704","13052","425","5829","8514","8040"
"2015100000","2015年度","20205","長野県 飯田市","","54234","29393","24841","52685","28411","24274","1549","31572","9402","4297","16518","30225","39464","2969","25850","1197","12417","6700","10518"
"2015100000","2015年度","20206","長野県 諏訪市","","25749","14529","11220","24686","13819","10867","1063","16430","3675","797","8434","15090","19474","1590","13085","500","5889","8628","11790"
"2015100000","2015年度","20207","長野県 須坂市","","26524","14523","12001","25540","13873","11667","984","16920","4487","2991","7351","14753","19178","1124","12191","491","6496","10499","9131"
"2015100000","2015年度","20208","長野県 小諸市","","22501","12679","9822","21687","12106","9581","814","14019","3676","1975","6138","12626","16240","909","10248","472","5520","9146","7546"
"2015100000","2015年度","20209","長野県 伊那市","","36173","20349","15824","35084","19615","15469","1089","20813","6302","3179","11507","19314","26671","1677","17393","857","8421","9904","9690"
"2015100000","2015年度","20210","長野県 駒ヶ根市","","17674","9894","7780","17119","9536","7583","555","10184","2811","1309","6619","9064","13445","859","9074","404","3967","4997","6235"
"2015100000","2015年度","20211","長野県 中野市","","25568","13849","11719","24618","13239","11379","950","12330","5000","5823","5757","12929","17252","1046","11132","442","5678","7463","7136"
"2015100000","2015年度","20212","長野県 大町市","","14507","8150","6357","14018","7818","6200","489","9927","2653","1228","3956","8513","10735","685","6743","228","3764","3477","3788"
"2015100000","2015年度","20213","長野県 飯山市","","11669","6416","5253","11338","6183","5155","331","7246","2310","2062","2554","6585","8066","537","5216","170","2680","2885","2998"
"2015100000","2015年度","20214","長野県 茅野市","","29687","16714","12973","28683","16047","12636","1004","17651","4521","1943","10316","16141","22392","1594","14689","577","7126","8912","8066"
"2015100000","2015年度","20215","長野県 塩尻市","","36946","21167","15779","35371","20122","15249","1575","21332","5135","2729","11832","20716","28278","1505","18079","1003","9196","13269","12894"
"2015100000","2015年度","20217","長野県 佐久市","","50377","28316","22061","48209","26849","21360","2168","32669","7378","4262","13847","29128","36901","2206","24463","891","11547","11700","10790"
"2015100000","2015年度","20218","長野県 千曲市","","31307","17617","13690","29803","16617","13186","1504","21438","4628","1942","9933","17565","23900","1480","15733","492","7675","11566","7986"
"2015100000","2015年度","20219","長野県 東御市","","16165","9214","6951","15317","8630","6687","848","9917","2445","1835","5001","8449","11764","620","7659","342","3763","7233","6885"
"2015100000","2015年度","20220","長野県 安曇野市","","50180","27733","22447","48503","26626","21877","1677","31315","7804","4239","13529","29560","37632","2116","23903","1342","12387","17575","12421"
"2015100000","2015年度","20303","長野県 小海町","","2578","1453","1125","2512","1408","1104","66","1692","590","570","547","1392","1671","105","999","30","642","874","866"
"2015100000","2015年度","20304","長野県 川上村","","3302","2170","1132","3277","2148","1129","25","798","622","2492","129","647","1602","56","469","8","1125","202","355"
"2015100000","2015年度","20305","長野県 南牧村","","2219","1382","837","2196","1365","831","23","801","388","1330","105","757","1197","63","483","11","703","295","678"
"2015100000","2015年度","20306","長野県 南相木村","","527","302","225","513","291","222","14","365","141","185","82","232","297","12","177","4","116","176","68"
"2015100000","2015年度","20307","長野県 北相木村","","402","235","167","390","224","166","12","283","95","123","81","178","254","15","130","0","124","130","45"
"2015100000","2015年度","20309","長野県 佐久穂町","","5959","3316","2643","5728","3160","2568","231","4016","1133","929","1595","3158","4026","224","2605","66","1355","2708","1027"
"2015100000","2015年度","20321","長野県 軽井沢町","","9599","5164","4435","9252","4931","4321","347","6250","1496","306","1289","7373","6486","863","3974","170","2342","1900","6167"
"2015100000","2015年度","20323","長野県 御代田町","","8186","4640","3546","7815","4404","3411","371","4321","1096","790","2312","4614","6047","349","3845","154","2048","4111","3308"
"2015100000","2015年度","20324","長野県 立科町","","4122","2313","1809","3992","2223","1769","130","2352","848","713","1067","2208","2808","173","1770","66","972","1736","1170"
"2015100000","2015年度","20349","長野県 青木村","","2129","1206","923","2040","1143","897","89","1694","381","217","757","1062","1515","99","969","34","512","1180","544"
"2015100000","2015年度","20350","長野県 長和町","","3216","1826","1390","3108","1756","1352","108","2290","658","341","881","1829","2202","148","1391","34","777","1294","767"
"2015100000","2015年度","20361","長野県 下諏訪町","","10094","5701","4393","9675","5427","4248","419","7642","1716","135","3641","5830","7609","665","5020","189","2400","5174","4211"
"2015100000","2015年度","20362","長野県 富士見町","","7625","4266","3359","7380","4099","3281","245","4968","1465","971","2466","3895","5458","363","3570","107","1781","2643","3836"
"2015100000","2015年度","20363","長野県 原村","","4273","2377","1896","4146","2294","1852","127","2305","948","1007","1120","2007","2550","184","1661","48","841","1972","1115"
"2015100000","2015年度","20382","長野県 辰野町","","9944","5658","4286","9600","5421","4179","344","7361","1550","467","4288","4802","7698","495","5111","252","2335","4552","3846"
"2015100000","2015年度","20383","長野県 箕輪町","","13416","7765","5651","12938","7444","5494","478","7458","1915","916","5800","5950","10238","652","6828","447","2963","5795","5718"
"2015100000","2015年度","20384","長野県 飯島町","","5386","2998","2388","5237","2900","2337","149","2997","1117","871","2002","2350","3855","260","2452","220","1183","2441","1997"
"2015100000","2015年度","20385","長野県 南箕輪村","","7897","4434","3463","7654","4274","3380","243","4212","935","509","2863","4093","6167","302","4121","161","1885","4608","3655"
"2015100000","2015年度","20386","長野県 中川村","","2869","1532","1337","2816","1497","1319","53","1331","666","628","914","1273","2004","111","1294","48","662","1449","673"
"2015100000","2015年度","20388","長野県 宮田村","","4650","2567","2083","4524","2488","2036","126","2686","716","328","1904","2251","3621","213","2440","75","1106","2538","2515"
"2015100000","2015年度","20402","長野県 松川町","","7651","4161","3490","7481","4045","3436","170","3766","1649","1696","2312","3420","4991","341","3223","92","1676","3127","2505"
"2015100000","2015年度","20403","長野県 高森町","","7229","3926","3303","7036","3793","3243","193","3730","1438","1212","2094","3684","5108","292","3371","95","1642","3699","2680"
"2015100000","2015年度","20404","長野県 阿南町","","2450","1358","1092","2380","1302","1078","70","2019","547","376","651","1344","1673","98","1130","25","518","696","650"
"2015100000","2015年度","20407","長野県 阿智村","","3643","1961","1682","3531","1883","1648","112","2009","793","513","991","2005","2543","167","1606","73","864","1288","1352"
"2015100000","2015年度","20409","長野県 平谷村","","217","127","90","213","124","89","4","200","37","23","38","145","158","2","99","1","58","61","74"
"2015100000","2015年度","20410","長野県 根羽村","","530","289","241","519","281","238","11","370","149","113","135","271","366","21","232","1","133","114","83"
"2015100000","2015年度","20411","長野県 下條村","","2152","1202","950","2088","1158","930","64","1120","495","459","653","975","1434","68","963","35","436","993","612"
"2015100000","2015年度","20412","長野県 売木村","","333","174","159","330","171","159","3","179","122","101","39","190","195","8","107","5","83","61","70"
"2015100000","2015年度","20413","長野県 天龍村","","628","368","260","613","354","259","15","657","224","115","165","332","427","20","283","1","143","158","134"
"2015100000","2015年度","20414","長野県 泰阜村","","957","518","439","930","503","427","27","568","247","187","265","478","654","29","480","8","166","377","152"
"2015100000","2015年度","20415","長野県 喬木村","","3506","1927","1579","3433","1881","1552","73","1917","755","612","1027","1792","2441","142","1578","38","825","1988","1070"
"2015100000","2015年度","20416","長野県 豊丘村","","3859","2129","1730","3765","2067","1698","94","1788","867","809","1208","1732","2625","143","1658","53","914","2128","1307"
"2015100000","2015年度","20417","長野県 大鹿村","","500","292","208","469","268","201","31","427","170","152","85","231","251","19","137","2","112","67","150"
"2015100000","2015年度","20422","長野県 上松町","","2385","1378","1007","2303","1323","980","82","1838","481","173","710","1418","1796","135","1170","22","604","775","783"
"2015100000","2015年度","20423","長野県 南木曽町","","2309","1302","1007","2266","1274","992","43","1531","554","210","796","1252","1693","125","1081","38","574","677","582"
"2015100000","2015年度","20425","長野県 木祖村","","1520","859","661","1482","827","655","38","1075","337","118","469","882","1113","66","703","8","402","643","227"
"2015100000","2015年度","20429","長野県 王滝村","","450","251","199","440","242","198","10","332","88","49","67","323","355","23","223","10","122","122","130"
"2015100000","2015年度","20430","長野県 大桑村","","1935","1127","808","1898","1098","800","37","1501","390","152","855","882","1488","99","935","22","531","530","552"
"2015100000","2015年度","20432","長野県 木曽町","","6288","3562","2726","6107","3426","2681","181","4260","1350","496","1352","4215","4652","315","2973","59","1620","1112","1536"
"2015100000","2015年度","20446","長野県 麻績村","","1431","805","626","1401","783","618","30","1109","389","306","298","796","973","31","576","28","369","613","322"
"2015100000","2015年度","20448","長野県 生坂村","","925","531","394","902","514","388","23","728","191","145","255","501","612","41","368","25","219","427","171"
"2015100000","2015年度","20450","長野県 山形村","","4838","2692","2146","4700","2604","2096","138","2197","905","864","1264","2535","3323","168","2089","73","1161","2740","1814"
"2015100000","2015年度","20451","長野県 朝日村","","2600","1419","1181","2536","1380","1156","64","1322","487","541","647","1270","1747","76","1090","41","616","1446","786"
"2015100000","2015年度","20452","長野県 筑北村","","2582","1491","1091","2432","1385","1047","150","1737","671","512","578","1334","1665","54","1049","34","582","1099","259"
"2015100000","2015年度","20481","長野県 池田町","","4994","2788","2206","4813","2665","2148","181","3726","965","444","1374","2971","3732","194","2363","84","1285","2732","1916"
"2015100000","2015年度","20482","長野県 松川村","","5356","2990","2366","5186","2885","2301","170","3332","928","572","1682","2912","4003","174","2594","105","1304","3167","1306"
"2015100000","2015年度","20485","長野県 白馬村","","5059","2872","2187","4885","2763","2122","174","2581","969","281","686","3798","3092","343","1774","36","1282","811","926"
"2015100000","2015年度","20486","長野県 小谷村","","1640","972","668","1602","941","661","38","958","393","170","342","1088","1074","89","608","11","455","317","346"
"2015100000","2015年度","20521","長野県 坂城町","","7799","4493","3306","7516","4303","3213","283","5194","1328","566","3312","3591","5820","437","3858","190","1772","3395","4418"
"2015100000","2015年度","20541","長野県 小布施町","","6174","3293","2881","6012","3189","2823","162","3093","1445","1376","1455","3150","3981","272","2535","97","1349","3042","1751"
"2015100000","2015年度","20543","長野県 高山村","","4135","2300","1835","4025","2224","1801","110","2024","906","802","1234","1970","2761","155","1738","58","965","2192","1064"
"2015100000","2015年度","20561","長野県 山ノ内町","","7323","3958","3365","7097","3799","3298","226","3839","1880","1772","1192","4096","4247","514","2624","93","1530","2371","1200"
"2015100000","2015年度","20562","長野県 木島平村","","2661","1474","1187","2595","1424","1171","66","1421","639","670","564","1342","1679","119","1057","35","587","1143","507"
"2015100000","2015年度","20563","長野県 野沢温泉村","","1979","1099","880","1947","1077","870","32","1114","448","249","335","1355","1200","139","728","16","456","555","296"
"2015100000","2015年度","20583","長野県 信濃町","","4616","2596","2020","4484","2500","1984","132","3016","1106","760","1106","2586","3040","217","1771","67","1202","1489","1127"
"2015100000","2015年度","20588","長野県 小川村","","1366","788","578","1324","752","572","42","1032","413","252","367","687","878","50","585","12","281","561","196"
"2015100000","2015年度","20590","長野県 飯綱町","","6575","3597","2978","6412","3482","2930","163","3311","1712","1550","1422","3301","4215","258","2580","98","1537","3134","1043"
"2015100000","2015年度","20602","長野県 栄村","","1038","614","424","1020","602","418","18","761","357","338","175","507","593","38","373","9","211","190","218"
"2015100000","2015年度","21201","岐阜県 岐阜市","","205820","112996","92824","198366","108251","90115","7454","134513","28421","3187","47019","138142","154544","11649","98601","4517","51426","61287","67826"
"2015100000","2015年度","21202","岐阜県 大垣市","","82056","46154","35902","78851","44126","34725","3205","52925","9261","1169","25646","49431","64251","4025","42075","2149","20027","28052","32511"
"2015100000","2015年度","21203","岐阜県 高山市","","49832","26590","23242","48853","26003","22850","979","26710","9165","5264","11134","31975","36405","2903","23269","432","12704","2905","3914"
"2015100000","2015年度","21204","岐阜県 多治見市","","56774","31759","25015","54815","30463","24352","1959","37631","6966","293","16394","36422","44872","3016","28311","1216","15345","25489","15069"
"2015100000","2015年度","21205","岐阜県 関市","","47504","26362","21142","45866","25290","20576","1638","28799","6624","902","19379","25063","36452","2405","23273","993","12186","16283","17140"
"2015100000","2015年度","21206","岐阜県 中津川市","","41072","23009","18063","40093","22354","17739","979","26113","6122","2153","15860","20873","31427","1864","20076","703","10648","6741","6456"
"2015100000","2015年度","21207","岐阜県 美濃市","","11213","6192","5021","10804","5905","4899","409","7100","1684","215","5167","5301","8382","612","5335","282","2765","4646","5167"
"2015100000","2015年度","21208","岐阜県 瑞浪市","","19650","10743","8907","18975","10287","8688","675","13788","2480","461","5894","12267","15500","945","10017","455","5028","8827","5238"
"2015100000","2015年度","21209","岐阜県 羽島市","","34685","19490","15195","33504","18736","14768","1181","20376","4535","734","10399","20320","26035","1600","16338","696","9001","17020","9487"
"2015100000","2015年度","21210","岐阜県 恵那市","","26527","14842","11685","25767","14330","11437","760","17879","4035","1435","9108","14980","20579","1140","13185","494","6900","7825","6875"
"2015100000","2015年度","21211","岐阜県 美濃加茂市","","29231","16481","12750","28222","15847","12375","1009","15969","3000","845","11024","15390","23286","1052","14670","1454","7162","14378","13254"
"2015100000","2015年度","21212","岐阜県 土岐市","","30442","16661","13781","29455","16002","13453","987","19534","4305","207","10811","17751","23222","1688","14664","783","7775","12682","10319"
"2015100000","2015年度","21213","岐阜県 各務原市","","72757","42059","30698","70242","40425","29817","2515","49122","8094","945","23462","43795","58570","3010","38085","2330","18155","31098","24737"
"2015100000","2015年度","21214","岐阜県 可児市","","50378","28765","21613","48566","27601","20965","1812","32011","5356","674","17474","28681","40980","1875","24928","2428","13624","23890","18399"
"2015100000","2015年度","21215","岐阜県 山県市","","14404","7965","6439","13881","7598","6283","523","9558","2315","471","5618","7625","10774","746","6726","294","3754","6770","3992"
"2015100000","2015年度","21216","岐阜県 瑞穂市","","27863","15880","11983","26730","15178","11552","1133","16074","2517","580","7992","17224","22348","1074","14589","828","6931","17078","8961"
"2015100000","2015年度","21217","岐阜県 飛騨市","","12845","7110","5735","12581","6926","5655","264","8950","2418","1064","4128","7359","9875","615","6487","107","3281","2937","2136"
"2015100000","2015年度","21218","岐阜県 本巣市","","17527","9894","7633","17002","9551","7451","525","11162","2602","1316","5013","10153","13253","760","8319","309","4625","9608","7935"
"2015100000","2015年度","21219","岐阜県 郡上市","","21956","12272","9684","21501","11964","9537","455","14769","3758","1413","7351","12645","16165","1177","10571","154","5440","1786","1266"
"2015100000","2015年度","21220","岐阜県 下呂市","","17445","9427","8018","17107","9193","7914","338","12183","3222","893","4938","11145","13380","988","8497","198","4685","1413","1551"
"2015100000","2015年度","21221","岐阜県 海津市","","19425","10794","8631","18765","10327","8438","660","11373","3017","1365","6323","10451","14438","790","8835","452","5151","8705","5238"
"2015100000","2015年度","21302","岐阜県 岐南町","","13081","7346","5735","12534","6977","5557","547","6770","1436","221","3651","8059","9926","617","6528","239","3159","7867","8134"
"2015100000","2015年度","21303","岐阜県 笠松町","","11437","6420","5017","11012","6140","4872","425","7809","1433","112","3163","7464","8913","530","5852","230","2831","7354","5739"
"2015100000","2015年度","21341","岐阜県 養老町","","15202","8578","6624","14583","8176","6407","619","9943","2003","499","5549","8377","11819","646","7497","304","4018","8040","5084"
"2015100000","2015年度","21361","岐阜県 垂井町","","13689","7731","5958","13083","7323","5760","606","9852","1470","239","5415","7266","11096","519","7256","417","3423","7263","4939"
"2015100000","2015年度","21362","岐阜県 関ケ原町","","3715","2107","1608","3561","2001","1560","154","2949","575","171","1485","1900","2858","162","1823","82","953","1862","1954"
"2015100000","2015年度","21381","岐阜県 神戸町","","9827","5601","4226","9417","5325","4092","410","6911","1273","408","3526","5420","7726","396","4907","293","2526","5881","4069"
"2015100000","2015年度","21382","岐阜県 輪之内町","","5337","2996","2341","5107","2852","2255","230","2838","608","196","1948","2797","4204","161","2791","104","1309","3173","3125"
"2015100000","2015年度","21383","岐阜県 安八町","","7592","4334","3258","7314","4140","3174","278","4688","957","230","2537","4316","5960","278","3813","160","1987","4643","3592"
"2015100000","2015年度","21401","岐阜県 揖斐川町","","10861","6078","4783","10527","5861","4666","334","8153","1856","716","3631","6027","8046","516","5133","193","2720","4929","4720"
"2015100000","2015年度","21403","岐阜県 大野町","","12426","6947","5479","12022","6690","5332","404","7387","1674","738","4070","6940","9651","504","6086","279","3286","7427","3575"
"2015100000","2015年度","21404","岐阜県 池田町","","12483","6972","5511","12056","6686","5370","427","7966","1498","459","4552","6714","9807","506","6289","302","3216","6981","4199"
"2015100000","2015年度","21421","岐阜県 北方町","","9902","5376","4526","9337","5021","4316","565","5568","960","142","2584","6583","7939","387","4985","235","2719","6816","3364"
"2015100000","2015年度","21501","岐阜県 坂祝町","","4443","2637","1806","4318","2560","1758","125","2342","574","127","1748","2092","3447","124","2142","182","1123","2698","2530"
"2015100000","2015年度","21502","岐阜県 富加町","","3074","1685","1389","2976","1616","1360","98","1707","481","176","1239","1518","2316","107","1484","72","760","1908","1799"
"2015100000","2015年度","21503","岐阜県 川辺町","","5310","2953","2357","5163","2858","2305","147","3485","689","134","2066","2900","4239","257","2656","115","1468","3272","2016"
"2015100000","2015年度","21504","岐阜県 七宗町","","1910","1054","856","1844","1013","831","66","1611","362","117","745","966","1377","74","841","28","508","1036","471"
"2015100000","2015年度","21505","岐阜県 八百津町","","5492","3041","2451","5327","2920","2407","165","4310","905","177","2247","2858","4209","256","2652","75","1482","2694","2074"
"2015100000","2015年度","21506","岐阜県 白川町","","4350","2416","1934","4252","2347","1905","98","3262","978","451","1809","1991","2886","249","1750","33","1103","1032","683"
"2015100000","2015年度","21507","岐阜県 東白川村","","1269","709","560","1246","693","553","23","748","339","224","459","563","828","68","475","8","345","328","189"
"2015100000","2015年度","21521","岐阜県 御嵩町","","9610","5439","4171","9319","5252","4067","291","5998","1236","205","3628","5209","7690","304","4762","263","2665","5524","4125"
"2015100000","2015年度","21604","岐阜県 白川村","","975","547","428","972","546","426","3","404","237","22","207","743","683","73","460","7","216","43","146"
"2015100000","2015年度","22100","静岡県 静岡市","","366564","205336","161228","350852","195124","155728","15712","235823","48787","9054","88388","238357","275362","18054","175896","9373","90093","98691","114487"
"2015100000","2015年度","22101","静岡県 静岡市 葵区","","131191","72631","58560","125663","69078","56585","5528","85593","18609","3359","26457","90362","96775","6976","62159","2956","31660","34482","50706"
"2015100000","2015年度","22102","静岡県 静岡市 駿河区","","112364","63800","48564","107551","60723","46828","4813","66527","13089","1882","25655","74382","85553","5349","54521","2786","28246","36482","38422"
"2015100000","2015年度","22103","静岡県 静岡市 清水区","","123009","68905","54104","117638","65323","52315","5371","83703","17089","3813","36276","73613","93034","5729","59216","3631","30187","27727","25359"
"2015100000","2015年度","22130","静岡県 浜松市","","418346","239447","178899","401729","228487","173242","16617","254775","50780","15563","134582","240799","324436","20531","213776","11134","99526","173943","166425"
"2015100000","2015年度","22131","静岡県 浜松市 中区","","124121","71269","52852","118820","67798","51022","5301","74605","13855","903","34670","78886","95642","7549","63143","3714","28785","43391","53327"
"2015100000","2015年度","22132","静岡県 浜松市 東区","","67572","38737","28835","64989","37055","27934","2583","39416","7385","1089","22735","39190","53658","3371","35665","1841","16152","31025","31359"
"2015100000","2015年度","22133","静岡県 浜松市 西区","","58451","33428","25023","56351","32066","24285","2100","35606","7424","4027","18855","32314","45492","2536","30008","1325","14159","26833","17475"
"2015100000","2015年度","22134","静岡県 浜松市 南区","","53142","30745","22397","50767","29180","21587","2375","32017","6039","1265","18983","29108","42107","2375","27383","1610","13114","24963","23997"
"2015100000","2015年度","22135","静岡県 浜松市 北区","","50517","28311","22206","48758","27127","21631","1759","29750","7676","5410","16073","26431","36921","2091","24205","1056","11660","18752","19807"
"2015100000","2015年度","22136","静岡県 浜松市 浜北区","","49954","28582","21372","48100","27374","20726","1854","30208","5749","1763","18492","26900","39736","2025","26469","1300","11967","23349","16330"
"2015100000","2015年度","22137","静岡県 浜松市 天竜区","","14589","8375","6214","13944","7887","6057","645","13173","2652","1106","4774","7970","10880","584","6903","288","3689","5630","4130"
"2015100000","2015年度","22203","静岡県 沼津市","","101568","58222","43346","96826","55110","41716","4742","66172","13544","2516","28739","60766","75630","5349","48387","3047","24196","25814","36404"
"2015100000","2015年度","22205","静岡県 熱海市","","18146","9706","8440","16566","8615","7951","1580","16468","3915","265","2045","14120","12484","1197","7211","278","4995","3645","6536"
"2015100000","2015年度","22206","静岡県 三島市","","56534","32409","24125","54290","30941","23349","2244","36962","6962","1240","14532","36726","43539","2903","28151","1470","13918","26406","21005"
"2015100000","2015年度","22207","静岡県 富士宮市","","67659","38626","29033","65040","36871","28169","2619","42347","8215","2236","26504","34034","51669","3184","33719","3070","14880","16987","11606"
"2015100000","2015年度","22208","静岡県 伊東市","","32180","17271","14909","30836","16366","14470","1344","27014","6184","789","3966","24762","22471","1875","12786","413","9272","4561","2972"
"2015100000","2015年度","22209","静岡県 島田市","","53187","29635","23552","51219","28296","22923","1968","31447","7997","3338","18589","28705","40484","2186","26328","1422","12734","19283","13006"
"2015100000","2015年度","22210","静岡県 富士市","","127526","73635","53891","122353","70203","52150","5173","81070","14088","2384","46435","69684","99792","5936","65946","4309","29537","25755","27274"
"2015100000","2015年度","22211","静岡県 磐田市","","88937","51506","37431","85718","49332","36386","3219","52204","11029","3359","33918","45035","69957","3305","45579","3236","21142","28746","34819"
"2015100000","2015年度","22212","静岡県 焼津市","","73990","41540","32450","71138","39639","31499","2852","45135","9372","2063","25386","41766","58386","3243","37222","2796","18368","27767","21463"
"2015100000","2015年度","22213","静岡県 掛川市","","63422","36192","27230","60805","34399","26406","2617","34179","7849","4220","24284","31729","49397","2388","32165","2546","14686","20928","23394"
"2015100000","2015年度","22214","静岡県 藤枝市","","75392","42397","32995","72854","40734","32120","2538","47314","9846","2583","23419","45096","59471","3085","38440","2043","18988","32359","21088"
"2015100000","2015年度","22215","静岡県 御殿場市","","47921","28558","19363","46359","27516","18843","1562","25236","5035","1198","13167","30788","39611","1618","26084","1643","11884","12981","12932"
"2015100000","2015年度","22216","静岡県 袋井市","","46544","26870","19674","44928","25803","19125","1616","24286","4818","1924","18127","23650","37431","1607","24443","1874","11114","20590","19369"
"2015100000","2015年度","22219","静岡県 下田市","","11072","6206","4866","10453","5764","4689","619","9161","1999","568","1349","8395","7407","544","4609","69","2729","1684","2429"
"2015100000","2015年度","22220","静岡県 裾野市","","27938","16949","10989","26947","16301","10646","991","16172","2743","570","10556","15128","23167","938","15674","931","6562","11372","15646"
