"","","","","/項目 コード","D1202","D2201","D2202","D2203","D2204","D2205","D2206","D2209","D2210","D2211","D2212","D2213","D2214","D2215","D3205","D420102","D420202"
"調査年 コード","調査年","地域 コード","地域","/項目","D1202_一般行政部門職員数（市区町村）【人】","D2201_財政力指数（市町村財政）【‐】","D2202_実質収支比率（市町村財政）【％】","D2203_経常収支比率（市町村財政）【％】","D2204_公債費比率（市町村財政）【％】","D2205_基準財政収入額（市町村財政）【千円】","D2206_基準財政需要額（市町村財政）【千円】","D2209_一般財源（市町村財政）【千円】","D2210_投資的経費（市町村財政）【千円】","D2211_実質公債費比率（市町村財政）【％】","D2212_将来負担比率（市町村財政）【％】","D2213_標準財政規模（市町村財政）【千円】","D2214_実質赤字比率（市町村財政）【％】","D2215_連結実質赤字比率（市町村財政）【％】","D3205_地方債現在高（市町村財政）【千円】","D420102_市町村民税【千円】","D420202_固定資産税（市町村税）【千円】"
"1988100000","1988年度","01392","北海道 寿都町","","***","0.19","8.1","***","12.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01393","北海道 黒松内町","","***","0.15","2.9","***","9.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01394","北海道 蘭越町","","***","0.22","3.7","***","15.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01395","北海道 ニセコ町","","***","0.27","5.2","***","11.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01396","北海道 真狩村","","***","0.14","5.9","***","12.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01397","北海道 留寿都村","","***","0.20","3.8","***","9.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01398","北海道 喜茂別町","","***","0.21","9.9","***","11.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01399","北海道 京極町","","***","0.20","6.1","***","8.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01400","北海道 倶知安町","","***","0.46","2.0","***","14.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01401","北海道 共和町","","***","0.25","1.3","***","12.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01402","北海道 岩内町","","***","0.39","1.8","***","18.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01403","北海道 泊村","","***","0.22","2.3","***","10.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01404","北海道 神恵内村","","***","0.10","8.6","***","14.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01405","北海道 積丹町","","***","0.13","5.1","***","9.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01406","北海道 古平町","","***","0.20","9.4","***","17.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01407","北海道 仁木町","","***","0.16","0.8","***","10.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01408","北海道 余市町","","***","0.42","2.7","***","17.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01409","北海道 赤井川村","","***","0.11","5.4","***","6.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01423","北海道 南幌町","","***","0.22","0.5","***","13.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01424","北海道 奈井江町","","***","0.38","2.0","***","16.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01425","北海道 上砂川町","","***","0.21","5.0","***","7.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01427","北海道 由仁町","","***","0.24","2.2","***","16.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01428","北海道 長沼町","","***","0.26","2.0","***","12.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01429","北海道 栗山町","","***","0.37","2.4","***","15.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01430","北海道 月形町","","***","0.20","3.1","***","14.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01431","北海道 浦臼町","","***","0.17","3.1","***","14.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01432","北海道 新十津川町","","***","0.18","0.1","***","15.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01433","北海道 妹背牛町","","***","0.22","1.9","***","15.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01434","北海道 秩父別町","","***","0.18","0.1","***","16.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01436","北海道 雨竜町","","***","0.16","4.2","***","16.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01437","北海道 北竜町","","***","0.15","4.0","***","17.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01438","北海道 沼田町","","***","0.18","4.5","***","17.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01452","北海道 鷹栖町","","***","0.20","2.2","***","17.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01453","北海道 東神楽町","","***","0.27","1.6","***","15.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01454","北海道 当麻町","","***","0.21","2.6","***","15.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01455","北海道 比布町","","***","0.18","1.2","***","13.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01456","北海道 愛別町","","***","0.21","3.0","***","18.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01457","北海道 上川町","","***","0.27","3.3","***","12.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01458","北海道 東川町","","***","0.25","3.3","***","16.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01459","北海道 美瑛町","","***","0.21","2.7","***","16.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01460","北海道 上富良野町","","***","0.27","2.4","***","13.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01461","北海道 中富良野町","","***","0.17","3.7","***","18.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01462","北海道 南富良野町","","***","0.14","2.9","***","13.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01463","北海道 占冠村","","***","0.25","3.6","***","10.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01464","北海道 和寒町","","***","0.16","2.0","***","13.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01465","北海道 剣淵町","","***","0.15","3.7","***","14.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01468","北海道 下川町","","***","0.14","4.0","***","14.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01469","北海道 美深町","","***","0.18","1.7","***","12.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01470","北海道 音威子府村","","***","0.12","4.1","***","12.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01471","北海道 中川町","","***","0.15","3.1","***","10.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01472","北海道 幌加内町","","***","0.13","3.0","***","14.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01481","北海道 増毛町","","***","0.17","1.9","***","16.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01482","北海道 小平町","","***","0.16","2.2","***","14.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01483","北海道 苫前町","","***","0.18","2.3","***","13.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01484","北海道 羽幌町","","***","0.23","1.7","***","12.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01485","北海道 初山別村","","***","0.12","0.6","***","14.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01486","北海道 遠別町","","***","0.16","2.8","***","15.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01487","北海道 天塩町","","***","0.18","1.8","***","11.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01511","北海道 猿払村","","***","0.26","3.6","***","14.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01512","北海道 浜頓別町","","***","0.22","4.3","***","14.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01513","北海道 中頓別町","","***","0.15","3.5","***","15.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01514","北海道 枝幸町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01516","北海道 豊富町","","***","0.18","4.2","***","14.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01517","北海道 礼文町","","***","0.11","1.9","***","19.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01518","北海道 利尻町","","***","0.10","4.7","***","17.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01519","北海道 利尻富士町","","***","0.12","0.8","***","18.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01520","北海道 幌延町","","***","0.17","3.8","***","15.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01543","北海道 美幌町","","***","0.38","2.2","***","15.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01544","北海道 津別町","","***","0.21","3.2","***","17.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01545","北海道 斜里町","","***","0.33","1.5","***","14.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01546","北海道 清里町","","***","0.22","2.5","***","12.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01547","北海道 小清水町","","***","0.23","3.2","***","13.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01549","北海道 訓子府町","","***","0.24","1.8","***","13.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01550","北海道 置戸町","","***","0.18","2.9","***","13.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01552","北海道 佐呂間町","","***","0.25","8.3","***","15.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01555","北海道 遠軽町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01559","北海道 湧別町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01560","北海道 滝上町","","***","0.15","4.2","***","14.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01561","北海道 興部町","","***","0.21","3.4","***","19.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01562","北海道 西興部村","","***","0.10","0.7","***","16.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01563","北海道 雄武町","","***","0.17","4.9","***","15.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01564","北海道 大空町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01571","北海道 豊浦町","","***","0.19","2.2","***","16.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01575","北海道 壮瞥町","","***","0.23","1.1","***","13.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01578","北海道 白老町","","***","0.56","3.7","***","13.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01581","北海道 厚真町","","***","0.95","2.1","***","14.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01584","北海道 洞爺湖町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01585","北海道 安平町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01586","北海道 むかわ町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01601","北海道 日高町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01602","北海道 平取町","","***","0.18","3.4","***","13.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01604","北海道 新冠町","","***","0.24","3.8","***","15.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01607","北海道 浦河町","","***","0.31","1.2","***","14.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01608","北海道 様似町","","***","0.23","2.8","***","16.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01609","北海道 えりも町","","***","0.19","2.6","***","12.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01610","北海道 新ひだか町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01631","北海道 音更町","","***","0.36","1.2","***","17.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01632","北海道 士幌町","","***","0.22","2.3","***","14.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01633","北海道 上士幌町","","***","0.24","2.1","***","13.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01634","北海道 鹿追町","","***","0.23","1.7","***","14.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01635","北海道 新得町","","***","0.31","3.6","***","14.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01636","北海道 清水町","","***","0.29","0.9","***","17.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01637","北海道 芽室町","","***","0.32","1.1","***","13.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01638","北海道 中札内村","","***","0.20","3.2","***","14.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01639","北海道 更別村","","***","0.20","1.7","***","13.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01641","北海道 大樹町","","***","0.22","2.6","***","14.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01642","北海道 広尾町","","***","0.22","1.8","***","17.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01643","北海道 幕別町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01644","北海道 池田町","","***","0.24","2.4","***","18.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01645","北海道 豊頃町","","***","0.19","2.0","***","14.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01646","北海道 本別町","","***","0.27","1.1","***","15.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01647","北海道 足寄町","","***","0.22","3.1","***","14.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01648","北海道 陸別町","","***","0.16","1.3","***","14.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01649","北海道 浦幌町","","***","0.20","0.6","***","17.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01661","北海道 釧路町","","***","0.34","0.8","***","15.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01662","北海道 厚岸町","","***","0.27","2.4","***","14.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01663","北海道 浜中町","","***","0.18","2.5","***","15.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01664","北海道 標茶町","","***","0.21","3.8","***","14.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01665","北海道 弟子屈町","","***","0.27","4.4","***","18.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01667","北海道 鶴居村","","***","0.17","1.6","***","12.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01668","北海道 白糠町","","***","0.28","3.0","***","15.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01691","北海道 別海町","","***","0.26","0.6","***","12.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01692","北海道 中標津町","","***","0.32","0.8","***","12.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01693","北海道 標津町","","***","0.24","3.1","***","13.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","01694","北海道 羅臼町","","***","0.39","5.8","***","12.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02201","青森県 青森市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02202","青森県 弘前市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02203","青森県 八戸市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02204","青森県 黒石市","","***","0.40","3.4","***","18.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02205","青森県 五所川原市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02206","青森県 十和田市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02207","青森県 三沢市","","***","0.56","3.9","***","19.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02208","青森県 むつ市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02209","青森県 つがる市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02210","青森県 平川市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02301","青森県 平内町","","***","0.22","5.7","***","15.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02303","青森県 今別町","","***","0.18","2.8","***","17.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02304","青森県 蓬田村","","***","0.17","4.6","***","13.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02307","青森県 外ヶ浜町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02321","青森県 鰺ヶ沢町","","***","0.22","1.7","***","19.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02323","青森県 深浦町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02343","青森県 西目屋村","","***","0.10","2.5","***","21.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02361","青森県 藤崎町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02362","青森県 大鰐町","","***","0.27","3.0","***","16.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02367","青森県 田舎館村","","***","0.31","4.6","***","15.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02381","青森県 板柳町","","***","0.30","5.6","***","20.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02384","青森県 鶴田町","","***","0.24","3.0","***","14.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02387","青森県 中泊町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02401","青森県 野辺地町","","***","0.41","3.9","***","19.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02402","青森県 七戸町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02405","青森県 六戸町","","***","0.36","4.2","***","15.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02406","青森県 横浜町","","***","0.18","2.4","***","16.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02408","青森県 東北町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02411","青森県 六ヶ所村","","***","0.73","4.2","***","12.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02412","青森県 おいらせ町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02423","青森県 大間町","","***","0.17","3.8","***","13.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02424","青森県 東通村","","***","0.24","3.0","***","14.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02425","青森県 風間浦村","","***","0.12","3.6","***","17.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02426","青森県 佐井村","","***","0.13","5.2","***","13.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02441","青森県 三戸町","","***","0.29","5.4","***","20.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02442","青森県 五戸町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02443","青森県 田子町","","***","0.22","2.2","***","16.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02445","青森県 南部町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02446","青森県 階上町","","***","0.26","1.1","***","17.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","02450","青森県 新郷村","","***","0.13","3.1","***","20.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03201","岩手県 盛岡市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03202","岩手県 宮古市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03203","岩手県 大船渡市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03205","岩手県 花巻市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03206","岩手県 北上市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03207","岩手県 久慈市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03208","岩手県 遠野市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03209","岩手県 一関市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03210","岩手県 陸前高田市","","***","0.25","6.3","***","17.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03211","岩手県 釜石市","","***","0.53","3.0","***","17.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03213","岩手県 二戸市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03214","岩手県 八幡平市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03215","岩手県 奥州市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03216","岩手県 滝沢市","","***","0.46","4.3","***","15.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03301","岩手県 雫石町","","***","0.37","4.4","***","15.6","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03302","岩手県 葛巻町","","***","0.16","1.1","***","16.5","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03303","岩手県 岩手町","","***","0.27","2.4","***","17.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03321","岩手県 紫波町","","***","0.38","3.3","***","15.9","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03322","岩手県 矢巾町","","***","0.48","4.9","***","12.8","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03366","岩手県 西和賀町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03381","岩手県 金ケ崎町","","***","0.51","3.3","***","15.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03402","岩手県 平泉町","","***","0.32","2.2","***","13.1","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03441","岩手県 住田町","","***","0.20","2.2","***","16.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03461","岩手県 大槌町","","***","0.30","0.6","***","17.4","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03482","岩手県 山田町","","***","0.26","1.2","***","16.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03483","岩手県 岩泉町","","***","0.17","3.1","***","13.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03484","岩手県 田野畑村","","***","0.13","1.9","***","14.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03485","岩手県 普代村","","***","0.15","2.3","***","13.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03501","岩手県 軽米町","","***","0.20","2.5","***","16.7","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03503","岩手県 野田村","","***","0.18","1.8","***","15.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03506","岩手県 九戸村","","***","0.17","3.0","***","18.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03507","岩手県 洋野町","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03524","岩手県 一戸町","","***","0.26","3.2","***","17.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04100","宮城県 仙台市","","***","1.00","1.9","***","14.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04101","宮城県 仙台市 青葉区","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04102","宮城県 仙台市 宮城野区","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04103","宮城県 仙台市 若林区","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04104","宮城県 仙台市 太白区","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04105","宮城県 仙台市 泉区","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04202","宮城県 石巻市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04203","宮城県 塩竈市","","***","0.70","3.5","***","15.0","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04205","宮城県 気仙沼市","","***","-","-","***","-","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04206","宮城県 白石市","","***","0.50","4.5","***","12.2","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04207","宮城県 名取市","","***","0.72","3.9","***","13.3","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04208","宮城県 角田市","","***","0.51","5.9","***","13.0","***","***","***","***","***","***","***","***","***","***","***","***"
