"","","","","/項目 コード","C120110","C120120","C120130"
"調査年 コード","調査年","地域 コード","地域","/項目","C120110_課税対象所得【千円】","C120120_納税義務者数（所得割）【人】","C120130_納税義務者数（均等割）【人】"
"2001100000","2001年度","13114","東京都 中野区","","607503806","142903","***"
"2001100000","2001年度","13115","東京都 杉並区","","1176233187","244984","***"
"2001100000","2001年度","13116","東京都 豊島区","","478096579","112349","***"
"2001100000","2001年度","13117","東京都 北区","","544624114","145518","***"
"2001100000","2001年度","13118","東京都 荒川区","","288735009","78314","***"
"2001100000","2001年度","13119","東京都 板橋区","","899120305","229820","***"
"2001100000","2001年度","13120","東京都 練馬区","","1276986129","292087","***"
"2001100000","2001年度","13121","東京都 足立区","","948936822","263967","***"
"2001100000","2001年度","13122","東京都 葛飾区","","677777355","186560","***"
"2001100000","2001年度","13123","東京都 江戸川区","","1057314119","279327","***"
"2000100000","2000年度","13101","東京都 千代田区","","140979158","20819","***"
"2000100000","2000年度","13102","東京都 中央区","","198875941","38673","***"
"2000100000","2000年度","13103","東京都 港区","","601533906","80080","***"
"2000100000","2000年度","13104","東京都 新宿区","","620157022","125799","***"
"2000100000","2000年度","13105","東京都 文京区","","451398331","83414","***"
"2000100000","2000年度","13106","東京都 台東区","","297327383","71531","***"
"2000100000","2000年度","13107","東京都 墨田区","","369527870","100844","***"
"2000100000","2000年度","13108","東京都 江東区","","658527175","172817","***"
"2000100000","2000年度","13109","東京都 品川区","","691522543","159681","***"
"2000100000","2000年度","13110","東京都 目黒区","","648913722","123068","***"
"2000100000","2000年度","13111","東京都 大田区","","1338632022","315475","***"
"2000100000","2000年度","13112","東京都 世田谷区","","1979572958","380197","***"
"2000100000","2000年度","13113","東京都 渋谷区","","608401348","98148","***"
"2000100000","2000年度","13114","東京都 中野区","","609479805","142948","***"
"2000100000","2000年度","13115","東京都 杉並区","","1161515120","243512","***"
"2000100000","2000年度","13116","東京都 豊島区","","470788735","112293","***"
"2000100000","2000年度","13117","東京都 北区","","550706112","146961","***"
"2000100000","2000年度","13118","東京都 荒川区","","284885745","77910","***"
"2000100000","2000年度","13119","東京都 板橋区","","897378800","229014","***"
"2000100000","2000年度","13120","東京都 練馬区","","1272003558","292113","***"
"2000100000","2000年度","13121","東京都 足立区","","956064326","266522","***"
"2000100000","2000年度","13122","東京都 葛飾区","","687086348","188736","***"
"2000100000","2000年度","13123","東京都 江戸川区","","1056539891","280387","***"
"1999100000","1999年度","13101","東京都 千代田区","","141479273","21006","***"
"1999100000","1999年度","13102","東京都 中央区","","186731775","37305","***"
"1999100000","1999年度","13103","東京都 港区","","559159335","80022","***"
"1999100000","1999年度","13104","東京都 新宿区","","616059797","127296","***"
"1999100000","1999年度","13105","東京都 文京区","","447346282","83265","***"
"1999100000","1999年度","13106","東京都 台東区","","301798305","72454","***"
"1999100000","1999年度","13107","東京都 墨田区","","378720985","102656","***"
"1999100000","1999年度","13108","東京都 江東区","","668782693","174279","***"
"1999100000","1999年度","13109","東京都 品川区","","692065750","161861","***"
"1999100000","1999年度","13110","東京都 目黒区","","641723003","123110","***"
"1999100000","1999年度","13111","東京都 大田区","","1365969056","320450","***"
"1999100000","1999年度","13112","東京都 世田谷区","","1963259855","380366","***"
"1999100000","1999年度","13113","東京都 渋谷区","","582239088","97231","***"
"1999100000","1999年度","13114","東京都 中野区","","609987664","143640","***"
"1999100000","1999年度","13115","東京都 杉並区","","1160010347","240945","***"
"1999100000","1999年度","13116","東京都 豊島区","","476529794","112950","***"
"1999100000","1999年度","13117","東京都 北区","","565101921","149791","***"
"1999100000","1999年度","13118","東京都 荒川区","","290851126","79177","***"
"1999100000","1999年度","13119","東京都 板橋区","","918645814","233633","***"
"1999100000","1999年度","13120","東京都 練馬区","","1288285747","292210","***"
"1999100000","1999年度","13121","東京都 足立区","","981373192","271612","***"
"1999100000","1999年度","13122","東京都 葛飾区","","704712286","192900","***"
"1999100000","1999年度","13123","東京都 江戸川区","","1068583617","282637","***"
"1998100000","1998年度","13101","東京都 千代田区","","153686959","21117","***"
"1998100000","1998年度","13102","東京都 中央区","","187435764","36599","***"
"1998100000","1998年度","13103","東京都 港区","","569162084","79428","***"
"1998100000","1998年度","13104","東京都 新宿区","","639948342","126735","***"
"1998100000","1998年度","13105","東京都 文京区","","458888138","83007","***"
"1998100000","1998年度","13106","東京都 台東区","","315442067","74094","***"
"1998100000","1998年度","13107","東京都 墨田区","","390457410","103810","***"
"1998100000","1998年度","13108","東京都 江東区","","682288231","174725","***"
"1998100000","1998年度","13109","東京都 品川区","","698910975","161870","***"
"1998100000","1998年度","13110","東京都 目黒区","","654905747","123210","***"
"1998100000","1998年度","13111","東京都 大田区","","1398902892","321096","***"
"1998100000","1998年度","13112","東京都 世田谷区","","2007823987","380583","***"
"1998100000","1998年度","13113","東京都 渋谷区","","590754015","95668","***"
"1998100000","1998年度","13114","東京都 中野区","","629145913","143953","***"
"1998100000","1998年度","13115","東京都 杉並区","","1195698739","244165","***"
"1998100000","1998年度","13116","東京都 豊島区","","489883517","112960","***"
"1998100000","1998年度","13117","東京都 北区","","581975596","151611","***"
"1998100000","1998年度","13118","東京都 荒川区","","299092779","78561","***"
"1998100000","1998年度","13119","東京都 板橋区","","939859650","234332","***"
"1998100000","1998年度","13120","東京都 練馬区","","1309244474","290475","***"
"1998100000","1998年度","13121","東京都 足立区","","1014987245","269598","***"
"1998100000","1998年度","13122","東京都 葛飾区","","727858185","194706","***"
"1998100000","1998年度","13123","東京都 江戸川区","","1091867636","282897","***"
"1997100000","1997年度","13101","東京都 千代田区","","151511813","21396","***"
"1997100000","1997年度","13102","東京都 中央区","","189027583","36424","***"
"1997100000","1997年度","13103","東京都 港区","","543286183","77894","***"
"1997100000","1997年度","13104","東京都 新宿区","","637561909","127250","***"
"1997100000","1997年度","13105","東京都 文京区","","459449962","82774","***"
"1997100000","1997年度","13106","東京都 台東区","","324163619","75064","***"
"1997100000","1997年度","13107","東京都 墨田区","","393739062","104200","***"
"1997100000","1997年度","13108","東京都 江東区","","674527850","172963","***"
"1997100000","1997年度","13109","東京都 品川区","","698521724","161107","***"
"1997100000","1997年度","13110","東京都 目黒区","","644392917","121690","***"
"1997100000","1997年度","13111","東京都 大田区","","1398086202","320459","***"
"1997100000","1997年度","13112","東京都 世田谷区","","1991226117","376775","***"
"1997100000","1997年度","13113","東京都 渋谷区","","559058180","94378","***"
"1997100000","1997年度","13114","東京都 中野区","","628161469","143538","***"
"1997100000","1997年度","13115","東京都 杉並区","","1199075883","243755","***"
"1997100000","1997年度","13116","東京都 豊島区","","489523683","112584","***"
"1997100000","1997年度","13117","東京都 北区","","586206405","153175","***"
"1997100000","1997年度","13118","東京都 荒川区","","303035955","80918","***"
"1997100000","1997年度","13119","東京都 板橋区","","944824581","235105","***"
"1997100000","1997年度","13120","東京都 練馬区","","1313574827","289676","***"
"1997100000","1997年度","13121","東京都 足立区","","1035383653","279753","***"
"1997100000","1997年度","13122","東京都 葛飾区","","728023349","195608","***"
"1997100000","1997年度","13123","東京都 江戸川区","","1082865051","281959","***"
"1996100000","1996年度","13101","東京都 千代田区","","152919133","21327","***"
"1996100000","1996年度","13102","東京都 中央区","","190491500","36652","***"
"1996100000","1996年度","13103","東京都 港区","","516916583","76337","***"
"1996100000","1996年度","13104","東京都 新宿区","","623244985","126901","***"
"1996100000","1996年度","13105","東京都 文京区","","442664138","82824","***"
"1996100000","1996年度","13106","東京都 台東区","","318154223","74854","***"
"1996100000","1996年度","13107","東京都 墨田区","","387698179","104023","***"
"1996100000","1996年度","13108","東京都 江東区","","667001361","171591","***"
"1996100000","1996年度","13109","東京都 品川区","","678519343","160493","***"
"1996100000","1996年度","13110","東京都 目黒区","","620500669","119376","***"
"1996100000","1996年度","13111","東京都 大田区","","1370065753","318069","***"
"1996100000","1996年度","13112","東京都 世田谷区","","1935429571","372861","***"
"1996100000","1996年度","13113","東京都 渋谷区","","551727782","93695","***"
"1996100000","1996年度","13114","東京都 中野区","","616594817","142549","***"
"1996100000","1996年度","13115","東京都 杉並区","","1180802382","241629","***"
"1996100000","1996年度","13116","東京都 豊島区","","487816006","112932","***"
"1996100000","1996年度","13117","東京都 北区","","581075903","153832","***"
"1996100000","1996年度","13118","東京都 荒川区","","301073915","81290","***"
"1996100000","1996年度","13119","東京都 板橋区","","936459338","234069","***"
"1996100000","1996年度","13120","東京都 練馬区","","1278050331","287547","***"
"1996100000","1996年度","13121","東京都 足立区","","1020723432","281091","***"
"1996100000","1996年度","13122","東京都 葛飾区","","717572273","196036","***"
"1996100000","1996年度","13123","東京都 江戸川区","","1058254915","278419","***"
"1995100000","1995年度","13101","東京都 千代田区","","158996562","21681","***"
"1995100000","1995年度","13102","東京都 中央区","","194995619","36873","***"
"1995100000","1995年度","13103","東京都 港区","","523441618","76478","***"
"1995100000","1995年度","13104","東京都 新宿区","","648718236","127785","***"
"1995100000","1995年度","13105","東京都 文京区","","449780402","83158","***"
"1995100000","1995年度","13106","東京都 台東区","","329809056","76443","***"
"1995100000","1995年度","13107","東京都 墨田区","","397998712","105342","***"
"1995100000","1995年度","13108","東京都 江東区","","684794176","173653","***"
"1995100000","1995年度","13109","東京都 品川区","","694024943","161690","***"
"1995100000","1995年度","13110","東京都 目黒区","","620312945","117435","***"
"1995100000","1995年度","13111","東京都 大田区","","1373133895","316897","***"
"1995100000","1995年度","13112","東京都 世田谷区","","1957010588","370591","***"
"1995100000","1995年度","13113","東京都 渋谷区","","567559122","93228","***"
"1995100000","1995年度","13114","東京都 中野区","","627663532","142639","***"
"1995100000","1995年度","13115","東京都 杉並区","","1197653533","241548","***"
"1995100000","1995年度","13116","東京都 豊島区","","497703822","113507","***"
"1995100000","1995年度","13117","東京都 北区","","596401062","155282","***"
"1995100000","1995年度","13118","東京都 荒川区","","307750252","81874","***"
"1995100000","1995年度","13119","東京都 板橋区","","952220118","234409","***"
"1995100000","1995年度","13120","東京都 練馬区","","1309607035","286232","***"
"1995100000","1995年度","13121","東京都 足立区","","1048878377","282287","***"
"1995100000","1995年度","13122","東京都 葛飾区","","734665253","195826","***"
"1995100000","1995年度","13123","東京都 江戸川区","","1070254551","277860","***"
"1994100000","1994年度","13101","東京都 千代田区","","162840573","22133","***"
"1994100000","1994年度","13102","東京都 中央区","","203870596","37605","***"
"1994100000","1994年度","13103","東京都 港区","","560756307","77177","***"
"1994100000","1994年度","13104","東京都 新宿区","","658565589","130045","***"
"1994100000","1994年度","13105","東京都 文京区","","453490404","84085","***"
"1994100000","1994年度","13106","東京都 台東区","","343782408","78388","***"
"1994100000","1994年度","13107","東京都 墨田区","","404526621","106970","***"
"1994100000","1994年度","13108","東京都 江東区","","697030419","176103","***"
"1994100000","1994年度","13109","東京都 品川区","","700850473","163624","***"
"1994100000","1994年度","13110","東京都 目黒区","","614128971","117978","***"
"1994100000","1994年度","13111","東京都 大田区","","1390666503","319650","***"
"1994100000","1994年度","13112","東京都 世田谷区","","1965098011","371425","***"
"1994100000","1994年度","13113","東京都 渋谷区","","578255907","94134","***"
"1994100000","1994年度","13114","東京都 中野区","","642024761","145150","***"
"1994100000","1994年度","13115","東京都 杉並区","","1232734467","245656","***"
"1994100000","1994年度","13116","東京都 豊島区","","505321313","115857","***"
"1994100000","1994年度","13117","東京都 北区","","604468379","157920","***"
"1994100000","1994年度","13118","東京都 荒川区","","312309139","83496","***"
"1994100000","1994年度","13119","東京都 板橋区","","960559633","237350","***"
"1994100000","1994年度","13120","東京都 練馬区","","1313421552","286597","***"
"1994100000","1994年度","13121","東京都 足立区","","1063297988","286091","***"
"1994100000","1994年度","13122","東京都 葛飾区","","737026243","198877","***"
"1994100000","1994年度","13123","東京都 江戸川区","","1064101689","277840","***"
"1993100000","1993年度","13101","東京都 千代田区","","174734146","23062","***"
"1993100000","1993年度","13102","東京都 中央区","","204567172","41617","***"
"1993100000","1993年度","13103","東京都 港区","","569680171","78737","***"
"1993100000","1993年度","13104","東京都 新宿区","","669060279","132099","***"
"1993100000","1993年度","13105","東京都 文京区","","465094914","85038","***"
"1993100000","1993年度","13106","東京都 台東区","","375637990","84196","***"
"1993100000","1993年度","13107","東京都 墨田区","","407218002","107857","***"
"1993100000","1993年度","13108","東京都 江東区","","705613076","179169","***"
"1993100000","1993年度","13109","東京都 品川区","","721407543","165747","***"
"1993100000","1993年度","13110","東京都 目黒区","","621447589","118837","***"
"1993100000","1993年度","13111","東京都 大田区","","1407086318","320273","***"
"1993100000","1993年度","13112","東京都 世田谷区","","1959594849","372134","***"
"1993100000","1993年度","13113","東京都 渋谷区","","580253837","95483","***"
"1993100000","1993年度","13114","東京都 中野区","","643132710","146662","***"
"1993100000","1993年度","13115","東京都 杉並区","","1219037382","245671","***"
"1993100000","1993年度","13116","東京都 豊島区","","504011189","117551","***"
"1993100000","1993年度","13117","東京都 北区","","612988597","160024","***"
"1993100000","1993年度","13118","東京都 荒川区","","311479324","83980","***"
"1993100000","1993年度","13119","東京都 板橋区","","955098780","239074","***"
"1993100000","1993年度","13120","東京都 練馬区","","1290220905","285676","***"
"1993100000","1993年度","13121","東京都 足立区","","1057842764","288385","***"
"1993100000","1993年度","13122","東京都 葛飾区","","733785536","199454","***"
"1993100000","1993年度","13123","東京都 江戸川区","","1047835084","275714","***"
"1992100000","1992年度","13101","東京都 千代田区","","229912406","23708","***"
"1992100000","1992年度","13102","東京都 中央区","","267169715","38993","***"
"1992100000","1992年度","13103","東京都 港区","","734021776","80129","***"
"1992100000","1992年度","13104","東京都 新宿区","","799735203","133289","***"
"1992100000","1992年度","13105","東京都 文京区","","536395006","85124","***"
"1992100000","1992年度","13106","東京都 台東区","","362996532","79998","***"
"1992100000","1992年度","13107","東京都 墨田区","","429748623","107578","***"
"1992100000","1992年度","13108","東京都 江東区","","723946486","177414","***"
"1992100000","1992年度","13109","東京都 品川区","","787917868","165553","***"
"1992100000","1992年度","13110","東京都 目黒区","","712341738","118973","***"
"1992100000","1992年度","13111","東京都 大田区","","1500130996","315521","***"
"1992100000","1992年度","13112","東京都 世田谷区","","2192312643","368481","***"
"1992100000","1992年度","13113","東京都 渋谷区","","700790963","96902","***"
"1992100000","1992年度","13114","東京都 中野区","","693934400","145621","***"
"1992100000","1992年度","13115","東京都 杉並区","","1330780421","242922","***"
"1992100000","1992年度","13116","東京都 豊島区","","555072233","117378","***"
"1992100000","1992年度","13117","東京都 北区","","625743317","157804","***"
"1992100000","1992年度","13118","東京都 荒川区","","324644259","83939","***"
"1992100000","1992年度","13119","東京都 板橋区","","982781439","236160","***"
"1992100000","1992年度","13120","東京都 練馬区","","1378165280","280483","***"
"1992100000","1992年度","13121","東京都 足立区","","1087080708","283530","***"
"1992100000","1992年度","13122","東京都 葛飾区","","751792067","196872","***"
"1992100000","1992年度","13123","東京都 江戸川区","","1076377366","268794","***"
"1991100000","1991年度","13101","東京都 千代田区","","232226306","24133","***"
"1991100000","1991年度","13102","東京都 中央区","","261485775","38650","***"
"1991100000","1991年度","13103","東京都 港区","","786742429","81745","***"
"1991100000","1991年度","13104","東京都 新宿区","","797605456","134736","***"
"1991100000","1991年度","13105","東京都 文京区","","513690895","84936","***"
"1991100000","1991年度","13106","東京都 台東区","","354962793","79293","***"
"1991100000","1991年度","13107","東京都 墨田区","","412886974","105670","***"
"1991100000","1991年度","13108","東京都 江東区","","698520015","174887","***"
"1991100000","1991年度","13109","東京都 品川区","","756110766","163765","***"
"1991100000","1991年度","13110","東京都 目黒区","","729443698","118300","***"
"1991100000","1991年度","13111","東京都 大田区","","1466095325","310557","***"
"1991100000","1991年度","13112","東京都 世田谷区","","2232403409","361462","***"
"1991100000","1991年度","13113","東京都 渋谷区","","728533116","98656","***"
"1991100000","1991年度","13114","東京都 中野区","","665637397","143887","***"
"1991100000","1991年度","13115","東京都 杉並区","","1335737901","238873","***"
"1991100000","1991年度","13116","東京都 豊島区","","549017258","116665","***"
"1991100000","1991年度","13117","東京都 北区","","601304444","156676","***"
"1991100000","1991年度","13118","東京都 荒川区","","315776065","82596","***"
"1991100000","1991年度","13119","東京都 板橋区","","948585540","229272","***"
"1991100000","1991年度","13120","東京都 練馬区","","1324457378","271866","***"
"1991100000","1991年度","13121","東京都 足立区","","1013763775","275257","***"
"1991100000","1991年度","13122","東京都 葛飾区","","706348278","190796","***"
"1991100000","1991年度","13123","東京都 江戸川区","","1001193503","257203","***"
"1990100000","1990年度","13101","東京都 千代田区","","219534414","24743","***"
"1990100000","1990年度","13102","東京都 中央区","","240866321","38882","***"
"1990100000","1990年度","13103","東京都 港区","","635722929","82749","***"
"1990100000","1990年度","13104","東京都 新宿区","","696877534","134571","***"
"1990100000","1990年度","13105","東京都 文京区","","514118659","84082","***"
"1990100000","1990年度","13106","東京都 台東区","","326861163","77764","***"
"1990100000","1990年度","13107","東京都 墨田区","","362959892","102790","***"
"1990100000","1990年度","13108","東京都 江東区","","632561802","170916","***"
"1990100000","1990年度","13109","東京都 品川区","","691142356","160869","***"
"1990100000","1990年度","13110","東京都 目黒区","","629983705","116065","***"
"1990100000","1990年度","13111","東京都 大田区","","1317929223","302783","***"
"1990100000","1990年度","13112","東京都 世田谷区","","1980382338","351469","***"
"1990100000","1990年度","13113","東京都 渋谷区","","653436143","99515","***"
"1990100000","1990年度","13114","東京都 中野区","","618162587","141241","***"
"1990100000","1990年度","13115","東京都 杉並区","","1220384200","232371","***"
"1990100000","1990年度","13116","東京都 豊島区","","494430667","114016","***"
"1990100000","1990年度","13117","東京都 北区","","541755651","152740","***"
"1990100000","1990年度","13118","東京都 荒川区","","301002324","80049","***"
"1990100000","1990年度","13119","東京都 板橋区","","843255521","221877","***"
"1990100000","1990年度","13120","東京都 練馬区","","1179752400","261427","***"
"1990100000","1990年度","13121","東京都 足立区","","906093683","265225","***"
"1990100000","1990年度","13122","東京都 葛飾区","","635095294","183187","***"
"1990100000","1990年度","13123","東京都 江戸川区","","883852863","243594","***"
"1989100000","1989年度","13101","東京都 千代田区","","186656104","26008","***"
"1989100000","1989年度","13102","東京都 中央区","","199557363","38136","***"
"1989100000","1989年度","13103","東京都 港区","","557101660","84984","***"
"1989100000","1989年度","13104","東京都 新宿区","","647085352","138045","***"
"1989100000","1989年度","13105","東京都 文京区","","424197327","84487","***"
"1989100000","1989年度","13106","東京都 台東区","","307338092","79288","***"
"1989100000","1989年度","13107","東京都 墨田区","","333541055","103160","***"
"1989100000","1989年度","13108","東京都 江東区","","574548643","173144","***"
"1989100000","1989年度","13109","東京都 品川区","","617515653","162153","***"
"1989100000","1989年度","13110","東京都 目黒区","","556450667","116742","***"
"1989100000","1989年度","13111","東京都 大田区","","1193018218","302164","***"
"1989100000","1989年度","13112","東京都 世田谷区","","1723318891","348880","***"
"1989100000","1989年度","13113","東京都 渋谷区","","561163842","102985","***"
"1989100000","1989年度","13114","東京都 中野区","","554162527","142784","***"
"1989100000","1989年度","13115","東京都 杉並区","","1035205712","231356","***"
"1989100000","1989年度","13116","東京都 豊島区","","445191284","114925","***"
"1989100000","1989年度","13117","東京都 北区","","507156612","154464","***"
"1989100000","1989年度","13118","東京都 荒川区","","252404375","80974","***"
"1989100000","1989年度","13119","東京都 板橋区","","769891211","221085","***"
"1989100000","1989年度","13120","東京都 練馬区","","1049475769","259058","***"
"1989100000","1989年度","13121","東京都 足立区","","824257441","263977","***"
"1989100000","1989年度","13122","東京都 葛飾区","","580487039","184789","***"
"1989100000","1989年度","13123","東京都 江戸川区","","777427643","237442","***"
"1988100000","1988年度","13101","東京都 千代田区","","170574938","27328","***"
"1988100000","1988年度","13102","東京都 中央区","","189725418","40428","***"
"1988100000","1988年度","13103","東京都 港区","","541470419","89107","***"
"1988100000","1988年度","13104","東京都 新宿区","","608241212","141337","***"
"1988100000","1988年度","13105","東京都 文京区","","399386120","86012","***"
"1988100000","1988年度","13106","東京都 台東区","","298672136","80817","***"
"1988100000","1988年度","13107","東京都 墨田区","","318437412","103983","***"
"1988100000","1988年度","13108","東京都 江東区","","544737962","173006","***"
"1988100000","1988年度","13109","東京都 品川区","","589431895","163762","***"
"1988100000","1988年度","13110","東京都 目黒区","","543093463","119104","***"
"1988100000","1988年度","13111","東京都 大田区","","1133335066","303240","***"
"1988100000","1988年度","13112","東京都 世田谷区","","1666198600","350362","***"
"1988100000","1988年度","13113","東京都 渋谷区","","561049476","106453","***"
"1988100000","1988年度","13114","東京都 中野区","","547666687","144986","***"
"1988100000","1988年度","13115","東京都 杉並区","","1021408273","232379","***"
"1988100000","1988年度","13116","東京都 豊島区","","422854132","117032","***"
"1988100000","1988年度","13117","東京都 北区","","479355080","155664","***"
"1988100000","1988年度","13118","東京都 荒川区","","240536022","81398","***"
"1988100000","1988年度","13119","東京都 板橋区","","726342066","220836","***"
"1988100000","1988年度","13120","東京都 練馬区","","1008109904","254380","***"
"1988100000","1988年度","13121","東京都 足立区","","764006222","258491","***"
"1988100000","1988年度","13122","東京都 葛飾区","","539921831","181185","***"
"1988100000","1988年度","13123","東京都 江戸川区","","716083128","229638","***"
"1987100000","1987年度","13101","東京都 千代田区","","160278708","28154","***"
"1987100000","1987年度","13102","東京都 中央区","","165087219","41158","***"
"1987100000","1987年度","13103","東京都 港区","","497122913","91580","***"
"1987100000","1987年度","13104","東京都 新宿区","","551139995","142436","***"
"1987100000","1987年度","13105","東京都 文京区","","361761309","86559","***"
"1987100000","1987年度","13106","東京都 台東区","","273969949","80795","***"
"1987100000","1987年度","13107","東京都 墨田区","","288434829","102665","***"
"1987100000","1987年度","13108","東京都 江東区","","494712754","170111","***"
"1987100000","1987年度","13109","東京都 品川区","","537101121","161871","***"
"1987100000","1987年度","13110","東京都 目黒区","","495082381","119933","***"
"1987100000","1987年度","13111","東京都 大田区","","1036104353","301063","***"
"1987100000","1987年度","13112","東京都 世田谷区","","1458589624","346766","***"
"1987100000","1987年度","13113","東京都 渋谷区","","496358705","107944","***"
"1987100000","1987年度","13114","東京都 中野区","","492365497","143881","***"
"1987100000","1987年度","13115","東京都 杉並区","","914838413","230262","***"
"1987100000","1987年度","13116","東京都 豊島区","","390519056","116923","***"
"1987100000","1987年度","13117","東京都 北区","","447106635","153563","***"
"1987100000","1987年度","13118","東京都 荒川区","","219735216","80479","***"
"1987100000","1987年度","13119","東京都 板橋区","","679275395","214839","***"
"1987100000","1987年度","13120","東京都 練馬区","","892163759","246153","***"
"1987100000","1987年度","13121","東京都 足立区","","701008696","251207","***"
"1987100000","1987年度","13122","東京都 葛飾区","","498774578","177654","***"
"1987100000","1987年度","13123","東京都 江戸川区","","638445863","219717","***"
"1986100000","1986年度","13101","東京都 千代田区","","143544786","28627","***"
"1986100000","1986年度","13102","東京都 中央区","","150462756","41629","***"
"1986100000","1986年度","13103","東京都 港区","","449826822","91942","***"
"1986100000","1986年度","13104","東京都 新宿区","","500239847","141832","***"
"1986100000","1986年度","13105","東京都 文京区","","327960315","85251","***"
"1986100000","1986年度","13106","東京都 台東区","","250582498","81038","***"
"1986100000","1986年度","13107","東京都 墨田区","","272369093","101546","***"
"1986100000","1986年度","13108","東京都 江東区","","451315591","164385","***"
"1986100000","1986年度","13109","東京都 品川区","","507230443","163902","***"
"1986100000","1986年度","13110","東京都 目黒区","","449275768","118379","***"
"1986100000","1986年度","13111","東京都 大田区","","966818878","298005","***"
"1986100000","1986年度","13112","東京都 世田谷区","","1327888746","338617","***"
"1986100000","1986年度","13113","東京都 渋谷区","","453832397","108031","***"
"1986100000","1986年度","13114","東京都 中野区","","454507853","141034","***"
"1986100000","1986年度","13115","東京都 杉並区","","843861013","225569","***"
"1986100000","1986年度","13116","東京都 豊島区","","362184784","116416","***"
"1986100000","1986年度","13117","東京都 北区","","419351011","151840","***"
"1986100000","1986年度","13118","東京都 荒川区","","207189542","79739","***"
"1986100000","1986年度","13119","東京都 板橋区","","614144760","209404","***"
"1986100000","1986年度","13120","東京都 練馬区","","802727861","235892","***"
"1986100000","1986年度","13121","東京都 足立区","","648294487","244142","***"
"1986100000","1986年度","13122","東京都 葛飾区","","464185604","174994","***"
"1986100000","1986年度","13123","東京都 江戸川区","","583534043","211299","***"
"1985100000","1985年度","13101","東京都 千代田区","","134302795","28849","***"
"1985100000","1985年度","13102","東京都 中央区","","142344675","41870","***"
"1985100000","1985年度","13103","東京都 港区","","417509931","92368","***"
"1985100000","1985年度","13104","東京都 新宿区","","475899153","140377","***"
"1985100000","1985年度","13105","東京都 文京区","","311664615","84486","***"
"1985100000","1985年度","13106","東京都 台東区","","241465659","80391","***"
"1985100000","1985年度","13107","東京都 墨田区","","259446215","100846","***"
"1985100000","1985年度","13108","東京都 江東区","","420740164","160431","***"
"1985100000","1985年度","13109","東京都 品川区","","471960815","159889","***"
"1985100000","1985年度","13110","東京都 目黒区","","425319438","116722","***"
"1985100000","1985年度","13111","東京都 大田区","","908717703","292721","***"
"1985100000","1985年度","13112","東京都 世田谷区","","1231324619","329081","***"
"1985100000","1985年度","13113","東京都 渋谷区","","416489926","107029","***"
"1985100000","1985年度","13114","東京都 中野区","","432039223","135289","***"
"1985100000","1985年度","13115","東京都 杉並区","","790584323","220570","***"
"1985100000","1985年度","13116","東京都 豊島区","","341679440","115172","***"
"1985100000","1985年度","13117","東京都 北区","","400748967","150191","***"
"1985100000","1985年度","13118","東京都 荒川区","","197834415","78756","***"
"1985100000","1985年度","13119","東京都 板橋区","","576294642","204470","***"
"1985100000","1985年度","13120","東京都 練馬区","","746031193","226435","***"
"1985100000","1985年度","13121","東京都 足立区","","605460579","236946","***"
"1985100000","1985年度","13122","東京都 葛飾区","","439963728","172201","***"
"1985100000","1985年度","13123","東京都 江戸川区","","545085204","204318","***"
