"","","","","/項目 コード","D3201","D320101","D320102","D320103","D320108","D320111","D320113","D320115","D320116","D320117","D320118","D320119","D320120","D320121","D320122","D3202","D3203102"
"調査年 コード","調査年","地域 コード","地域","/項目","D3201_歳入決算総額（市町村財政）【千円】","D320101_地方税（市町村財政）【千円】","D320102_地方譲与税（市町村財政）【千円】","D320103_利子割交付金（市町村財政）【千円】","D320108_地方交付税（市町村財政）【千円】","D320111_使用料（市町村財政）【千円】","D320113_国庫支出金（市町村財政）【千円】","D320115_県支出金（市町村財政）【千円】","D320116_財産収入（市町村財政）【千円】","D320117_寄附金（市町村財政）【千円】","D320118_繰入金（市町村財政）【千円】","D320119_繰越金（市町村財政）【千円】","D320120_諸収入（市町村財政）【千円】","D320121_地方債（市町村財政）【千円】","D320122_地方特例交付金（市町村財政）【千円】","D3202_自主財源額（市町村財政）【千円】","D3203102_小学校費（市町村財政）【千円】"
"1986100000","1986年度","03205","岩手県 花巻市","","26507496","7629052","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03206","岩手県 北上市","","19392585","6670242","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03207","岩手県 久慈市","","13645163","2499791","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03208","岩手県 遠野市","","12033360","1814179","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03209","岩手県 一関市","","41763422","9118820","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03210","岩手県 陸前高田市","","7808145","1239526","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03211","岩手県 釜石市","","14260625","5138128","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03213","岩手県 二戸市","","9943946","1991859","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03214","岩手県 八幡平市","","11734694","2078338","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03215","岩手県 奥州市","","32079452","8294140","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03216","岩手県 滝沢市","","6986225","1832831","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03301","岩手県 雫石町","","6428216","1443302","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03302","岩手県 葛巻町","","3756144","392604","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03303","岩手県 岩手町","","5310228","914094","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03321","岩手県 紫波町","","7027309","1706454","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03322","岩手県 矢巾町","","4726647","1451898","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03366","岩手県 西和賀町","","4930277","485309","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03381","岩手県 金ケ崎町","","4616722","1544515","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03402","岩手県 平泉町","","3166497","492426","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03441","岩手県 住田町","","3764942","357953","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03461","岩手県 大槌町","","4521672","893054","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03482","岩手県 山田町","","6090425","1060451","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03483","岩手県 岩泉町","","6283307","688747","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03484","岩手県 田野畑村","","3120281","184780","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03485","岩手県 普代村","","2124554","168739","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03501","岩手県 軽米町","","3966469","508583","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03503","岩手県 野田村","","2207176","225305","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03506","岩手県 九戸村","","2723933","287170","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03507","岩手県 洋野町","","7482254","882550","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03524","岩手県 一戸町","","5696742","893037","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04100","宮城県 仙台市","","198427046","112292232","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04101","宮城県 仙台市 青葉区","","-","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04102","宮城県 仙台市 宮城野区","","-","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04103","宮城県 仙台市 若林区","","-","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04104","宮城県 仙台市 太白区","","-","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04105","宮城県 仙台市 泉区","","-","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04202","宮城県 石巻市","","40340485","15208315","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04203","宮城県 塩竈市","","13110264","5914420","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04205","宮城県 気仙沼市","","19328242","6145196","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04206","宮城県 白石市","","8891310","2859825","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04207","宮城県 名取市","","11010573","4573778","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04208","宮城県 角田市","","8138001","2522393","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04209","宮城県 多賀城市","","13365638","5194387","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04211","宮城県 岩沼市","","6845544","3895988","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04212","宮城県 登米市","","24427925","4932960","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04213","宮城県 栗原市","","25197613","5250017","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04214","宮城県 東松島市","","8275818","2019861","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04215","宮城県 大崎市","","28285728","9665583","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04216","宮城県 富谷市","","4413194","1118751","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04301","宮城県 蔵王町","","3476282","1014665","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04302","宮城県 七ヶ宿町","","1933444","154357","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04321","宮城県 大河原町","","3892830","1582423","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04322","宮城県 村田町","","3760530","812588","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04323","宮城県 柴田町","","6788264","2993506","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04324","宮城県 川崎町","","3152562","816187","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04341","宮城県 丸森町","","6540228","913028","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04361","宮城県 亘理町","","5143315","1871850","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04362","宮城県 山元町","","4119334","951727","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04401","宮城県 松島町","","3873794","1344105","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04404","宮城県 七ヶ浜町","","3712834","1644523","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04406","宮城県 利府町","","3874457","1166782","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04421","宮城県 大和町","","4890229","1172538","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04422","宮城県 大郷町","","3215145","517357","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04424","宮城県 大衡村","","2640577","399647","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04444","宮城県 色麻町","","2433536","474428","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04445","宮城県 加美町","","10065714","1785163","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04501","宮城県 涌谷町","","4642008","1211232","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04505","宮城県 美里町","","5167112","1820961","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04581","宮城県 女川町","","5132344","3618133","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","04606","宮城県 南三陸町","","6262412","998774","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05201","秋田県 秋田市","","64427712","30758614","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05202","秋田県 能代市","","18263138","4979335","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05203","秋田県 横手市","","31707036","6732765","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05204","秋田県 大館市","","22293150","6876980","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05206","秋田県 男鹿市","","11762832","2751379","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05207","秋田県 湯沢市","","15713529","3532671","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05209","秋田県 鹿角市","","12092810","2520055","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05210","秋田県 由利本荘市","","29310749","6007326","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05211","秋田県 潟上市","","6572027","1642682","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05212","秋田県 大仙市","","28011917","5819641","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05213","秋田県 北秋田市","","14373059","2686060","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05214","秋田県 にかほ市","","8279997","2920669","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05215","秋田県 仙北市","","11824558","2358085","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05303","秋田県 小坂町","","2762309","672649","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05327","秋田県 上小阿仁村","","2145994","199815","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05346","秋田県 藤里町","","2006887","246081","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05348","秋田県 三種町","","6471697","1081202","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05349","秋田県 八峰町","","3930578","471340","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05361","秋田県 五城目町","","3434050","782718","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05363","秋田県 八郎潟町","","1839998","391957","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05366","秋田県 井川町","","2206928","325542","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05368","秋田県 大潟村","","2009338","452449","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05434","秋田県 美郷町","","6861829","1128478","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05463","秋田県 羽後町","","4777783","826396","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","05464","秋田県 東成瀬村","","1742234","108731","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06201","山形県 山形市","","46824203","26245636","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06202","山形県 米沢市","","19007732","7491117","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06203","山形県 鶴岡市","","36723322","11051898","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06204","山形県 酒田市","","28576953","11777624","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06205","山形県 新庄市","","8636150","3481726","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06206","山形県 寒河江市","","8800172","3196079","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06207","山形県 上山市","","7664226","2699473","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06208","山形県 村山市","","6807190","1944488","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06209","山形県 長井市","","8565384","2783635","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06210","山形県 天童市","","11052828","5114492","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06211","山形県 東根市","","9075588","3483417","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06212","山形県 尾花沢市","","7175795","1306225","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06213","山形県 南陽市","","8122005","2457354","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06301","山形県 山辺町","","3077170","752722","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06302","山形県 中山町","","1988650","579482","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06321","山形県 河北町","","4011897","1413381","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06322","山形県 西川町","","3913355","616472","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06323","山形県 朝日町","","3486455","498554","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06324","山形県 大江町","","3460655","638144","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06341","山形県 大石田町","","3617067","491876","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06361","山形県 金山町","","2519810","384169","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06362","山形県 最上町","","3964903","709463","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06363","山形県 舟形町","","2518358","384308","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06364","山形県 真室川町","","3848299","607976","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06365","山形県 大蔵村","","2394128","292102","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06366","山形県 鮭川村","","2432250","305721","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06367","山形県 戸沢村","","2912042","342043","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06381","山形県 高畠町","","6575585","1540232","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06382","山形県 川西町","","5731629","979100","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06401","山形県 小国町","","3937383","914868","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06402","山形県 白鷹町","","4733341","864525","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06403","山形県 飯豊町","","3296553","516038","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06426","山形県 三川町","","2256883","444685","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06428","山形県 庄内町","","6312570","1612287","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","06461","山形県 遊佐町","","3598748","1058761","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07201","福島県 福島市","","55938627","27126273","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07202","福島県 会津若松市","","26858248","12124048","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07203","福島県 郡山市","","56687691","28364307","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07204","福島県 いわき市","","77295759","34722215","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07205","福島県 白河市","","16013815","5216700","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07207","福島県 須賀川市","","16391638","5163002","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07208","福島県 喜多方市","","15830019","3818704","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07209","福島県 相馬市","","8818071","2801986","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07210","福島県 二本松市","","16228669","4056968","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07211","福島県 田村市","","14016205","2233845","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07212","福島県 南相馬市","","16621710","5615540","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07213","福島県 伊達市","","15807950","3821620","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07214","福島県 本宮市","","7731533","1946493","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07301","福島県 桑折町","","2859766","949941","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07303","福島県 国見町","","2813573","625499","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07308","福島県 川俣町","","5040282","1063692","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07322","福島県 大玉村","","2319009","383516","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07342","福島県 鏡石町","","2328346","859488","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07344","福島県 天栄村","","2589584","456082","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07362","福島県 下郷町","","3328885","390399","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07364","福島県 檜枝岐村","","1089792","224300","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07367","福島県 只見町","","3593872","545665","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07368","福島県 南会津町","","9644340","1197849","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07402","福島県 北塩原村","","2021020","252017","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07405","福島県 西会津町","","3938713","506614","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07407","福島県 磐梯町","","1591089","383517","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07408","福島県 猪苗代町","","4440576","1502934","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07421","福島県 会津坂下町","","4428298","1220177","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07422","福島県 湯川村","","1336078","181690","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07423","福島県 柳津町","","2992408","229479","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07444","福島県 三島町","","1690643","190996","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07445","福島県 金山町","","2354376","915113","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07446","福島県 昭和村","","1702960","87356","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07447","福島県 会津美里町","","6754472","1229682","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07461","福島県 西郷村","","3786247","1243704","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07464","福島県 泉崎村","","2062568","372981","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07465","福島県 中島村","","1278345","270529","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07466","福島県 矢吹町","","3743287","1249837","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07481","福島県 棚倉町","","3981313","1258611","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07482","福島県 矢祭町","","3362178","339907","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07483","福島県 塙町","","3194910","543577","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07484","福島県 鮫川村","","2202453","162098","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07501","福島県 石川町","","4353597","1345424","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07502","福島県 玉川村","","2042382","356028","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07503","福島県 平田村","","2553914","311189","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07504","福島県 浅川町","","1800504","413587","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07505","福島県 古殿町","","3229081","360785","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07521","福島県 三春町","","4278018","999455","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07522","福島県 小野町","","3308118","771139","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07541","福島県 広野町","","3667435","1679152","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07542","福島県 楢葉町","","5375033","3690126","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07543","福島県 富岡町","","6673537","4357820","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07544","福島県 川内村","","2273401","175655","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07545","福島県 大熊町","","4218991","3159811","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07546","福島県 双葉町","","3222870","2034221","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07547","福島県 浪江町","","5280885","1522996","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07548","福島県 葛尾村","","1042512","65619","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07561","福島県 新地町","","2499701","439051","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","07564","福島県 飯舘村","","3488684","324840","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08201","茨城県 水戸市","","53972685","29859683","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08202","茨城県 日立市","","44166337","23995973","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08203","茨城県 土浦市","","28667047","15271878","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08204","茨城県 古河市","","26504159","12575304","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08205","茨城県 石岡市","","16699392","6399066","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08207","茨城県 結城市","","11629626","4210260","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08208","茨城県 龍ケ崎市","","9534032","4628175","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08210","茨城県 下妻市","","8060041","3244035","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08211","茨城県 常総市","","13858293","5981246","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08212","茨城県 常陸太田市","","16648963","3768036","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08214","茨城県 高萩市","","7690629","3281121","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08215","茨城県 北茨城市","","12148253","3553766","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08216","茨城県 笠間市","","15542328","5354789","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08217","茨城県 取手市","","22929997","11472703","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08219","茨城県 牛久市","","11375834","4746364","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08220","茨城県 つくば市","","32254285","14807036","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08221","茨城県 ひたちなか市","","27065906","14488620","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08222","茨城県 鹿嶋市","","15047805","8336232","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08223","茨城県 潮来市","","6798142","2116114","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08224","茨城県 守谷市","","5909027","2486945","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08225","茨城県 常陸大宮市","","15064494","2811913","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08226","茨城県 那珂市","","9665307","4033956","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08227","茨城県 筑西市","","22727515","10097513","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","08228","茨城県 坂東市","","11258813","4035452","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
