"","","","","/項目 コード","D3203","D320301","D320302","D320303","D320304","D320305","D320306","D320307","D320308","D320309","D320310","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320410","D320411","D320412"
"調査年 コード","調査年","地域 コード","地域","/項目","D3203_歳出決算総額（市町村財政）【千円】","D320301_議会費（市町村財政）【千円】","D320302_総務費（市町村財政）【千円】","D320303_民生費（市町村財政）【千円】","D320304_衛生費（市町村財政）【千円】","D320305_労働費（市町村財政）【千円】","D320306_農林水産業費（市町村財政）【千円】","D320307_商工費（市町村財政）【千円】","D320308_土木費（市町村財政）【千円】","D320309_消防費（市町村財政）【千円】","D320310_教育費（市町村財政）【千円】","D320311_災害復旧費（市町村財政）【千円】","D320312_公債費（市町村財政）（目的別歳出内訳）【千円】","D320401_人件費（市町村財政）【千円】","D320402_物件費（市町村財政）【千円】","D320403_維持補修費（市町村財政）【千円】","D320404_扶助費（市町村財政）【千円】","D320405_補助費等（市町村財政）【千円】","D320406_普通建設事業費（市町村財政）【千円】","D320407_災害復旧事業費（市町村財政）【千円】","D320408_失業対策事業費（市町村財政）【千円】","D320410_積立金（市町村財政）【千円】","D320411_投資及び出資金（市町村財政）【千円】","D320412_貸付金（市町村財政）【千円】"
"1997100000","1997年度","33445","岡山県 里庄町","","3581885","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","33461","岡山県 矢掛町","","7145546","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","33586","岡山県 新庄村","","1827782","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","33606","岡山県 鏡野町","","14472020","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","33622","岡山県 勝央町","","5626084","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","33623","岡山県 奈義町","","3813559","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","33643","岡山県 西粟倉村","","2239491","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","33663","岡山県 久米南町","","4289719","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","33666","岡山県 美咲町","","12965498","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","33681","岡山県 吉備中央町","","10762872","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34100","広島県 広島市","","602598371","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34101","広島県 広島市 中区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34102","広島県 広島市 東区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34103","広島県 広島市 南区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34104","広島県 広島市 西区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34105","広島県 広島市 安佐南区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34106","広島県 広島市 安佐北区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34107","広島県 広島市 安芸区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34108","広島県 広島市 佐伯区","","-","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34202","広島県 呉市","","106513155","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34203","広島県 竹原市","","12370755","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34204","広島県 三原市","","50882543","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34205","広島県 尾道市","","60070280","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34207","広島県 福山市","","147281435","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34208","広島県 府中市","","19957734","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34209","広島県 三次市","","39097708","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34210","広島県 庄原市","","36179824","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34211","広島県 大竹市","","12307167","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34212","広島県 東広島市","","64863870","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34213","広島県 廿日市市","","40721759","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34214","広島県 安芸高田市","","24827903","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34215","広島県 江田島市","","16530342","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34302","広島県 府中町","","13792935","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34304","広島県 海田町","","8286862","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34307","広島県 熊野町","","6487337","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34309","広島県 坂町","","6625082","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34368","広島県 安芸太田町","","9155212","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34369","広島県 北広島町","","19093705","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34431","広島県 大崎上島町","","8148644","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34462","広島県 世羅町","","14517325","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","34545","広島県 神石高原町","","15014754","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35201","山口県 下関市","","109180683","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35202","山口県 宇部市","","61789031","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35203","山口県 山口市","","69314433","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35204","山口県 萩市","","39473138","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35206","山口県 防府市","","40009229","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35207","山口県 下松市","","18200127","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35208","山口県 岩国市","","72069130","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35210","山口県 光市","","20931931","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35211","山口県 長門市","","24877677","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35212","山口県 柳井市","","18884443","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35213","山口県 美祢市","","22160468","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","35215","山口県 周南市","","65206225","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
