"","","","","/項目 コード","B1101","B1103"
"調査年 コード","調査年","地域 コード","地域","/項目","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","B1103_可住地面積【ｈａ】"
"2009100000","2009年度","26213","京都府 南丹市","","61631","7527"
"2009100000","2009年度","26214","京都府 木津川市","","8512","4926"
"2009100000","2009年度","26303","京都府 大山崎町","","597","408"
"2009100000","2009年度","26322","京都府 久御山町","","1386","1363"
"2009100000","2009年度","26343","京都府 井手町","","1802","706"
"2009100000","2009年度","26344","京都府 宇治田原町","","5826","1377"
"2009100000","2009年度","26364","京都府 笠置町","","2357","406"
"2009100000","2009年度","26365","京都府 和束町","","6487","1538"
"2009100000","2009年度","26366","京都府 精華町","","2566","1692"
"2009100000","2009年度","26367","京都府 南山城村","","6421","1775"
"2009100000","2009年度","26407","京都府 京丹波町","","30307","5206"
"2009100000","2009年度","26463","京都府 伊根町","","6200","1101"
"2009100000","2009年度","26465","京都府 与謝野町","","10704","2584"
"2009100000","2009年度","27100","大阪府 大阪市","","22243","22243"
"2009100000","2009年度","27140","大阪府 堺市","","14999","14554"
"2009100000","2009年度","27202","大阪府 岸和田市","","7224","5310"
"2009100000","2009年度","27203","大阪府 豊中市","","3638","3636"
"2009100000","2009年度","27204","大阪府 池田市","","2209","1647"
"2009100000","2009年度","27205","大阪府 吹田市","","3611","3581"
"2009100000","2009年度","27206","大阪府 泉大津市","","1292","1292"
"2009100000","2009年度","27207","大阪府 高槻市","","10531","5737"
"2009100000","2009年度","27208","大阪府 貝塚市","","4399","2615"
"2009100000","2009年度","27209","大阪府 守口市","","1273","1273"
"2009100000","2009年度","27210","大阪府 枚方市","","6508","5927"
"2009100000","2009年度","27211","大阪府 茨木市","","7652","4839"
"2009100000","2009年度","27212","大阪府 八尾市","","4171","3688"
"2009100000","2009年度","27213","大阪府 泉佐野市","","5503","3499"
"2009100000","2009年度","27214","大阪府 富田林市","","3966","3650"
"2009100000","2009年度","27215","大阪府 寝屋川市","","2473","2404"
"2009100000","2009年度","27216","大阪府 河内長野市","","10961","3427"
"2009100000","2009年度","27217","大阪府 松原市","","1666","1666"
"2009100000","2009年度","27218","大阪府 大東市","","1827","1544"
"2009100000","2009年度","27219","大阪府 和泉市","","8498","5105"
"2009100000","2009年度","27220","大阪府 箕面市","","4784","1986"
"2009100000","2009年度","27221","大阪府 柏原市","","2539","1799"
"2009100000","2009年度","27222","大阪府 羽曳野市","","2644","2385"
"2009100000","2009年度","27223","大阪府 門真市","","1228","1228"
"2009100000","2009年度","27224","大阪府 摂津市","","1488","1488"
"2009100000","2009年度","27225","大阪府 高石市","","1135","1135"
"2009100000","2009年度","27226","大阪府 藤井寺市","","889","889"
"2009100000","2009年度","27227","大阪府 東大阪市","","6181","5172"
"2009100000","2009年度","27228","大阪府 泉南市","","4848","2562"
"2009100000","2009年度","27229","大阪府 四條畷市","","1874","1031"
"2009100000","2009年度","27230","大阪府 交野市","","2555","1592"
"2009100000","2009年度","27231","大阪府 大阪狭山市","","1186","1166"
"2009100000","2009年度","27232","大阪府 阪南市","","3610","1559"
"2009100000","2009年度","27301","大阪府 島本町","","1678","673"
"2009100000","2009年度","27321","大阪府 豊能町","","3437","1214"
"2009100000","2009年度","27322","大阪府 能勢町","","9868","2134"
"2009100000","2009年度","27341","大阪府 忠岡町","","403","403"
"2009100000","2009年度","27361","大阪府 熊取町","","1723","1189"
"2009100000","2009年度","27362","大阪府 田尻町","","496","496"
"2009100000","2009年度","27366","大阪府 岬町","","4910","1241"
"2009100000","2009年度","27381","大阪府 太子町","","1417","885"
"2009100000","2009年度","27382","大阪府 河南町","","2526","1310"
"2009100000","2009年度","27383","大阪府 千早赤阪村","","3738","728"
"2009100000","2009年度","28100","兵庫県 神戸市","","55263","31954"
"2009100000","2009年度","28201","兵庫県 姫路市","","53444","22717"
"2009100000","2009年度","28202","兵庫県 尼崎市","","4981","4981"
"2009100000","2009年度","28203","兵庫県 明石市","","4925","4840"
"2009100000","2009年度","28204","兵庫県 西宮市","","9937","6208"
"2009100000","2009年度","28205","兵庫県 洲本市","","18248","7898"
"2009100000","2009年度","28206","兵庫県 芦屋市","","1850","1101"
"2009100000","2009年度","28207","兵庫県 伊丹市","","2497","2497"
"2009100000","2009年度","28208","兵庫県 相生市","","9045","2220"
"2009100000","2009年度","28209","兵庫県 豊岡市","","69766","14409"
"2009100000","2009年度","28210","兵庫県 加古川市","","13851","10226"
"2009100000","2009年度","28212","兵庫県 赤穂市","","12688","4613"
"2009100000","2009年度","28213","兵庫県 西脇市","","13247","3852"
"2009100000","2009年度","28214","兵庫県 宝塚市","","10196","4282"
"2009100000","2009年度","28215","兵庫県 三木市","","17658","9554"
"2009100000","2009年度","28216","兵庫県 高砂市","","3440","3006"
"2009100000","2009年度","28217","兵庫県 川西市","","5344","3244"
"2009100000","2009年度","28218","兵庫県 小野市","","9292","6546"
"2009100000","2009年度","28219","兵庫県 三田市","","21022","7311"
"2009100000","2009年度","28220","兵庫県 加西市","","15095","8474"
"2009100000","2009年度","28221","兵庫県 丹波篠山市","","37761","9543"
"2009100000","2009年度","28222","兵庫県 養父市","","42278","6700"
"2009100000","2009年度","28223","兵庫県 丹波市","","49328","12126"
"2009100000","2009年度","28224","兵庫県 南あわじ市","","22918","9821"
"2009100000","2009年度","28225","兵庫県 朝来市","","40298","6467"
"2009100000","2009年度","28226","兵庫県 淡路市","","18426","11118"
"2009100000","2009年度","28227","兵庫県 宍粟市","","65860","7205"
"2009100000","2009年度","28228","兵庫県 加東市","","15749","7966"
"2009100000","2009年度","28229","兵庫県 たつの市","","21093","8260"
"2009100000","2009年度","28301","兵庫県 猪名川町","","9041","2032"
"2009100000","2009年度","28365","兵庫県 多可町","","18515","3547"
"2009100000","2009年度","28381","兵庫県 稲美町","","3496","3355"
"2009100000","2009年度","28382","兵庫県 播磨町","","909","909"
"2009100000","2009年度","28442","兵庫県 市川町","","8270","1973"
"2009100000","2009年度","28443","兵庫県 福崎町","","4582","2113"
"2009100000","2009年度","28446","兵庫県 神河町","","20227","2554"
"2009100000","2009年度","28464","兵庫県 太子町","","2262","1579"
"2009100000","2009年度","28481","兵庫県 上郡町","","15028","3730"
"2009100000","2009年度","28501","兵庫県 佐用町","","30751","5837"
"2009100000","2009年度","28585","兵庫県 香美町","","36908","5137"
"2009100000","2009年度","28586","兵庫県 新温泉町","","24100","4038"
"2009100000","2009年度","29201","奈良県 奈良市","","27684","14288"
"2009100000","2009年度","29202","奈良県 大和高田市","","1649","1649"
"2009100000","2009年度","29203","奈良県 大和郡山市","","4268","3904"
"2009100000","2009年度","29204","奈良県 天理市","","8637","5257"
"2009100000","2009年度","29205","奈良県 橿原市","","3952","3738"
"2009100000","2009年度","29206","奈良県 桜井市","","9892","3891"
"2009100000","2009年度","29207","奈良県 五條市","","29205","7475"
"2009100000","2009年度","29208","奈良県 御所市","","6058","2949"
"2009100000","2009年度","29209","奈良県 生駒市","","5318","3351"
"2009100000","2009年度","29210","奈良県 香芝市","","2423","1803"
"2009100000","2009年度","29211","奈良県 葛城市","","3373","1989"
"2009100000","2009年度","29212","奈良県 宇陀市","","24762","6479"
"2009100000","2009年度","29322","奈良県 山添村","","6656","2522"
"2009100000","2009年度","29342","奈良県 平群町","","2390","1287"
"2009100000","2009年度","29343","奈良県 三郷町","","880","569"
"2009100000","2009年度","29344","奈良県 斑鳩町","","1427","1061"
"2009100000","2009年度","29345","奈良県 安堵町","","433","433"
"2009100000","2009年度","29361","奈良県 川西町","","594","594"
"2009100000","2009年度","29362","奈良県 三宅町","","407","407"
"2009100000","2009年度","29363","奈良県 田原本町","","2110","2110"
"2009100000","2009年度","29385","奈良県 曽爾村","","4784","664"
"2009100000","2009年度","29386","奈良県 御杖村","","7963","904"
"2009100000","2009年度","29401","奈良県 高取町","","2577","880"
"2009100000","2009年度","29402","奈良県 明日香村","","2408","1055"
"2009100000","2009年度","29424","奈良県 上牧町","","614","511"
"2009100000","2009年度","29425","奈良県 王寺町","","700","541"
"2009100000","2009年度","29426","奈良県 広陵町","","1633","1610"
"2009100000","2009年度","29427","奈良県 河合町","","827","785"
"2009100000","2009年度","29441","奈良県 吉野町","","9565","1639"
"2009100000","2009年度","29442","奈良県 大淀町","","3806","1742"
"2009100000","2009年度","29443","奈良県 下市町","","6201","1316"
"2009100000","2009年度","29444","奈良県 黒滝村","","4771","162"
"2009100000","2009年度","29446","奈良県 天川村","","17570","486"
"2009100000","2009年度","29447","奈良県 野迫川村","","15503","330"
"2009100000","2009年度","29449","奈良県 十津川村","","67235","2782"
"2009100000","2009年度","29450","奈良県 下北山村","","13353","1062"
"2009100000","2009年度","29451","奈良県 上北山村","","27405","921"
"2009100000","2009年度","29452","奈良県 川上村","","26916","1343"
"2009100000","2009年度","29453","奈良県 東吉野村","","13160","564"
"2009100000","2009年度","30201","和歌山県 和歌山市","","20923","14635"
"2009100000","2009年度","30202","和歌山県 海南市","","10119","6161"
"2009100000","2009年度","30203","和歌山県 橋本市","","13031","5271"
"2009100000","2009年度","30204","和歌山県 有田市","","3692","3024"
"2009100000","2009年度","30205","和歌山県 御坊市","","4393","2763"
"2009100000","2009年度","30206","和歌山県 田辺市","","102677","11441"
"2009100000","2009年度","30207","和歌山県 新宮市","","25543","2351"
"2009100000","2009年度","30208","和歌山県 紀の川市","","22824","12025"
"2009100000","2009年度","30209","和歌山県 岩出市","","3850","2371"
"2009100000","2009年度","30304","和歌山県 紀美野町","","12831","3198"
"2009100000","2009年度","30341","和歌山県 かつらぎ町","","15173","5160"
"2009100000","2009年度","30343","和歌山県 九度山町","","4412","1124"
"2009100000","2009年度","30344","和歌山県 高野町","","13708","757"
"2009100000","2009年度","30361","和歌山県 湯浅町","","2080","1314"
"2009100000","2009年度","30362","和歌山県 広川町","","6531","1618"
"2009100000","2009年度","30366","和歌山県 有田川町","","35177","8327"
"2009100000","2009年度","30381","和歌山県 美浜町","","1279","679"
"2009100000","2009年度","30382","和歌山県 日高町","","4642","1573"
"2009100000","2009年度","30383","和歌山県 由良町","","3074","1176"
"2009100000","2009年度","30390","和歌山県 印南町","","11363","3130"
"2009100000","2009年度","30391","和歌山県 みなべ町","","12026","3835"
"2009100000","2009年度","30392","和歌山県 日高川町","","33165","4162"
"2009100000","2009年度","30401","和歌山県 白浜町","","20104","3721"
"2009100000","2009年度","30404","和歌山県 上富田町","","5749","2052"
"2009100000","2009年度","30406","和歌山県 すさみ町","","17471","1278"
"2009100000","2009年度","30421","和歌山県 那智勝浦町","","18345","2243"
"2009100000","2009年度","30422","和歌山県 太地町","","596","268"
"2009100000","2009年度","30424","和歌山県 古座川町","","29452","1243"
"2009100000","2009年度","30427","和歌山県 北山村","","4821","296"
"2009100000","2009年度","30428","和歌山県 串本町","","13578","2609"
"2009100000","2009年度","31201","鳥取県 鳥取市","","76566","21181"
"2009100000","2009年度","31202","鳥取県 米子市","","13221","9859"
"2009100000","2009年度","31203","鳥取県 倉吉市","","27215","9109"
"2009100000","2009年度","31204","鳥取県 境港市","","2879","2648"
"2009100000","2009年度","31302","鳥取県 岩美町","","12238","2130"
"2009100000","2009年度","31325","鳥取県 若桜町","","19931","1106"
"2009100000","2009年度","31328","鳥取県 智頭町","","22461","1635"
"2009100000","2009年度","31329","鳥取県 八頭町","","20671","4164"
"2009100000","2009年度","31364","鳥取県 三朝町","","23346","2598"
"2009100000","2009年度","31370","鳥取県 湯梨浜町","","7795","3445"
"2009100000","2009年度","31371","鳥取県 琴浦町","","13990","5731"
"2009100000","2009年度","31372","鳥取県 北栄町","","5715","4269"
"2009100000","2009年度","31384","鳥取県 日吉津村","","416","409"
"2009100000","2009年度","31386","鳥取県 大山町","","18979","8170"
"2009100000","2009年度","31389","鳥取県 南部町","","11403","2879"
"2009100000","2009年度","31390","鳥取県 伯耆町","","13945","4374"
"2009100000","2009年度","31401","鳥取県 日南町","","34087","3728"
"2009100000","2009年度","31402","鳥取県 日野町","","13402","1489"
"2009100000","2009年度","31403","鳥取県 江府町","","12466","2286"
"2009100000","2009年度","32201","島根県 松江市","","53028","14698"
"2009100000","2009年度","32202","島根県 浜田市","","68960","12334"
"2009100000","2009年度","32203","島根県 出雲市","","54348","17431"
"2009100000","2009年度","32204","島根県 益田市","","73324","9567"
"2009100000","2009年度","32205","島根県 大田市","","43611","9288"
"2009100000","2009年度","32206","島根県 安来市","","42097","9627"
"2009100000","2009年度","32207","島根県 江津市","","26851","5597"
"2009100000","2009年度","32209","島根県 雲南市","","55337","11168"
"2009100000","2009年度","32304","（旧）島根県 東出雲町","","4264","1403"
"2009100000","2009年度","32343","島根県 奥出雲町","","36806","6026"
"2009100000","2009年度","32386","島根県 飯南町","","24284","3102"
"2009100000","2009年度","32401","（旧）島根県 斐川町","","8064","5150"
"2009100000","2009年度","32441","島根県 川本町","","10639","1610"
"2009100000","2009年度","32448","島根県 美郷町","","28292","3148"
"2009100000","2009年度","32449","島根県 邑南町","","41922","5530"
"2009100000","2009年度","32501","島根県 津和野町","","30709","3013"
"2009100000","2009年度","32505","島根県 吉賀町","","33629","2617"
"2009100000","2009年度","32525","島根県 海士町","","3352","708"
"2009100000","2009年度","32526","島根県 西ノ島町","","5604","498"
"2009100000","2009年度","32527","島根県 知夫村","","1370","170"
"2009100000","2009年度","32528","島根県 隠岐の島町","","24274","2973"
"2009100000","2009年度","33100","岡山県 岡山市","","78991","43535"
"2009100000","2009年度","33202","岡山県 倉敷市","","35472","25357"
"2009100000","2009年度","33203","岡山県 津山市","","50636","14812"
"2009100000","2009年度","33204","岡山県 玉野市","","10363","4359"
"2009100000","2009年度","33205","岡山県 笠岡市","","13603","8519"
"2009100000","2009年度","33207","岡山県 井原市","","24336","8740"
"2009100000","2009年度","33208","岡山県 総社市","","21200","7755"
"2009100000","2009年度","33209","岡山県 高梁市","","54701","11293"
"2009100000","2009年度","33210","岡山県 新見市","","79327","9814"
"2009100000","2009年度","33211","岡山県 備前市","","25823","5162"
"2009100000","2009年度","33212","岡山県 瀬戸内市","","12553","6990"
"2009100000","2009年度","33213","岡山県 赤磐市","","20943","7727"
"2009100000","2009年度","33214","岡山県 真庭市","","82843","16400"
"2009100000","2009年度","33215","岡山県 美作市","","42919","9809"
"2009100000","2009年度","33216","岡山県 浅口市","","6646","3703"
"2009100000","2009年度","33346","岡山県 和気町","","14423","3621"
"2009100000","2009年度","33423","岡山県 早島町","","761","642"
"2009100000","2009年度","33445","岡山県 里庄町","","1223","834"
"2009100000","2009年度","33461","岡山県 矢掛町","","9062","3239"
"2009100000","2009年度","33586","岡山県 新庄村","","6710","603"
"2009100000","2009年度","33606","岡山県 鏡野町","","41969","4692"
"2009100000","2009年度","33622","岡山県 勝央町","","5409","3080"
"2009100000","2009年度","33623","岡山県 奈義町","","6954","2149"
"2009100000","2009年度","33643","岡山県 西粟倉村","","5793","295"
"2009100000","2009年度","33663","岡山県 久米南町","","7860","2649"
"2009100000","2009年度","33666","岡山県 美咲町","","23215","6889"
"2009100000","2009年度","33681","岡山県 吉備中央町","","26873","7774"
"2009100000","2009年度","34100","広島県 広島市","","90525","28333"
"2009100000","2009年度","34202","広島県 呉市","","35376","14797"
"2009100000","2009年度","34203","広島県 竹原市","","11830","3597"
"2009100000","2009年度","34204","広島県 三原市","","47112","15406"
"2009100000","2009年度","34205","広島県 尾道市","","28485","13711"
"2009100000","2009年度","34207","広島県 福山市","","51808","25333"
"2009100000","2009年度","34208","広島県 府中市","","19571","4490"
"2009100000","2009年度","34209","広島県 三次市","","77819","18467"
"2009100000","2009年度","34210","広島県 庄原市","","124660","18262"
"2009100000","2009年度","34211","広島県 大竹市","","7855","1969"
"2009100000","2009年度","34212","広島県 東広島市","","63532","23240"
"2009100000","2009年度","34213","広島県 廿日市市","","48936","6725"
"2009100000","2009年度","34214","広島県 安芸高田市","","53779","11027"
"2009100000","2009年度","34215","広島県 江田島市","","10097","4410"
"2009100000","2009年度","34302","広島県 府中町","","1045","596"
"2009100000","2009年度","34304","広島県 海田町","","1381","715"
"2009100000","2009年度","34307","広島県 熊野町","","3362","1176"
"2009100000","2009年度","34309","広島県 坂町","","1567","785"
"2009100000","2009年度","34368","広島県 安芸太田町","","34225","3945"
"2009100000","2009年度","34369","広島県 北広島町","","64624","10787"
"2009100000","2009年度","34431","広島県 大崎上島町","","4328","2500"
"2009100000","2009年度","34462","広島県 世羅町","","27829","8332"
"2009100000","2009年度","34545","広島県 神石高原町","","38181","7111"
"2009100000","2009年度","35201","山口県 下関市","","71614","24135"
"2009100000","2009年度","35202","山口県 宇部市","","28771","13900"
"2009100000","2009年度","35203","山口県 山口市","","73023","20378"
"2009100000","2009年度","35204","山口県 萩市","","69879","13683"
"2009100000","2009年度","35206","山口県 防府市","","18859","9228"
"2009100000","2009年度","35207","山口県 下松市","","8936","3510"
"2009100000","2009年度","35208","山口県 岩国市","","87378","17576"
"2009100000","2009年度","35210","山口県 光市","","9194","4436"
"2009100000","2009年度","35211","山口県 長門市","","35792","8747"
"2009100000","2009年度","35212","山口県 柳井市","","13990","5846"
"2009100000","2009年度","35213","山口県 美祢市","","47271","11500"
"2009100000","2009年度","35215","山口県 周南市","","65632","15879"
"2009100000","2009年度","35216","山口県 山陽小野田市","","13299","7094"
"2009100000","2009年度","35305","山口県 周防大島町","","13817","6649"
"2009100000","2009年度","35321","山口県 和木町","","1056","452"
"2009100000","2009年度","35341","山口県 上関町","","3481","1327"
"2009100000","2009年度","35343","山口県 田布施町","","5035","2584"
"2009100000","2009年度","35344","山口県 平生町","","3447","2051"
"2009100000","2009年度","35502","山口県 阿武町","","11607","1813"
"2009100000","2009年度","36201","徳島県 徳島市","","19162","13924"
"2009100000","2009年度","36202","徳島県 鳴門市","","13546","5974"
"2009100000","2009年度","36203","徳島県 小松島市","","4530","3824"
"2009100000","2009年度","36204","徳島県 阿南市","","27947","12901"
"2009100000","2009年度","36205","徳島県 吉野川市","","14419","6551"
"2009100000","2009年度","36206","徳島県 阿波市","","19097","8978"
"2009100000","2009年度","36207","徳島県 美馬市","","36738","7622"
"2009100000","2009年度","36208","徳島県 三好市","","72148","9403"
"2009100000","2009年度","36301","徳島県 勝浦町","","6980","2290"
"2009100000","2009年度","36302","徳島県 上勝町","","10968","1598"
"2009100000","2009年度","36321","徳島県 佐那河内村","","4230","1340"
"2009100000","2009年度","36341","徳島県 石井町","","2883","2605"
"2009100000","2009年度","36342","徳島県 神山町","","17331","3069"
"2009100000","2009年度","36368","徳島県 那賀町","","69486","3469"
"2009100000","2009年度","36383","徳島県 牟岐町","","5657","749"
"2009100000","2009年度","36387","徳島県 美波町","","14085","1565"
"2009100000","2009年度","36388","徳島県 海陽町","","32758","2616"
"2009100000","2009年度","36401","徳島県 松茂町","","1394","1388"
"2009100000","2009年度","36402","徳島県 北島町","","877","877"
"2009100000","2009年度","36403","徳島県 藍住町","","1627","1627"
"2009100000","2009年度","36404","徳島県 板野町","","3618","1875"
"2009100000","2009年度","36405","徳島県 上板町","","3451","2183"
"2009100000","2009年度","36468","徳島県 つるぎ町","","19480","3214"
"2009100000","2009年度","36489","徳島県 東みよし町","","12255","2665"
"2009100000","2009年度","37201","香川県 高松市","","37512","23295"
"2009100000","2009年度","37202","香川県 丸亀市","","11179","8156"
"2009100000","2009年度","37203","香川県 坂出市","","9246","6540"
"2009100000","2009年度","37204","香川県 善通寺市","","3988","2972"
"2009100000","2009年度","37205","香川県 観音寺市","","11747","7282"
"2009100000","2009年度","37206","香川県 さぬき市","","15890","7545"
"2009100000","2009年度","37207","香川県 東かがわ市","","15335","4781"
"2009100000","2009年度","37208","香川県 三豊市","","22266","14300"
"2009100000","2009年度","37322","香川県 土庄町","","7439","2635"
"2009100000","2009年度","37324","香川県 小豆島町","","9563","2377"
"2009100000","2009年度","37341","香川県 三木町","","7578","3754"
"2009100000","2009年度","37364","香川県 直島町","","1423","464"
"2009100000","2009年度","37386","香川県 宇多津町","","807","713"
"2009100000","2009年度","37387","香川県 綾川町","","10967","5765"
"2009100000","2009年度","37403","香川県 琴平町","","846","636"
"2009100000","2009年度","37404","香川県 多度津町","","2434","1859"
"2009100000","2009年度","37406","香川県 まんのう町","","19433","6116"
"2009100000","2009年度","38201","愛媛県 松山市","","42904","23997"
"2009100000","2009年度","38202","愛媛県 今治市","","41985","19505"
"2009100000","2009年度","38203","愛媛県 宇和島市","","46953","13856"
"2009100000","2009年度","38204","愛媛県 八幡浜市","","13298","6162"
"2009100000","2009年度","38205","愛媛県 新居浜市","","23430","6311"
"2009100000","2009年度","38206","愛媛県 西条市","","50907","15570"
"2009100000","2009年度","38207","愛媛県 大洲市","","43220","11899"
"2009100000","2009年度","38210","愛媛県 伊予市","","19447","7990"
"2009100000","2009年度","38213","愛媛県 四国中央市","","42049","9395"
"2009100000","2009年度","38214","愛媛県 西予市","","51479","12712"
"2009100000","2009年度","38215","愛媛県 東温市","","21145","5004"
"2009100000","2009年度","38356","愛媛県 上島町","","3041","1549"
"2009100000","2009年度","38386","愛媛県 久万高原町","","58366","5848"
"2009100000","2009年度","38401","愛媛県 松前町","","2032","2032"
"2009100000","2009年度","38402","愛媛県 砥部町","","10157","2978"
"2009100000","2009年度","38422","愛媛県 内子町","","29950","6900"
"2009100000","2009年度","38442","愛媛県 伊方町","","9439","4587"
"2009100000","2009年度","38484","愛媛県 松野町","","9850","1591"
"2009100000","2009年度","38488","愛媛県 鬼北町","","24187","3670"
"2009100000","2009年度","38506","愛媛県 愛南町","","23961","5600"
"2009100000","2009年度","39201","高知県 高知市","","30922","13262"
"2009100000","2009年度","39202","高知県 室戸市","","24830","3218"
"2009100000","2009年度","39203","高知県 安芸市","","31734","3952"
"2009100000","2009年度","39204","高知県 南国市","","12535","6467"
"2009100000","2009年度","39205","高知県 土佐市","","9159","4046"
"2009100000","2009年度","39206","高知県 須崎市","","13546","3566"
"2009100000","2009年度","39208","高知県 宿毛市","","28615","4687"
"2009100000","2009年度","39209","高知県 土佐清水市","","26656","3914"
"2009100000","2009年度","39210","高知県 四万十市","","63242","9814"
"2009100000","2009年度","39211","高知県 香南市","","12651","5434"
"2009100000","2009年度","39212","高知県 香美市","","53822","6638"
"2009100000","2009年度","39301","高知県 東洋町","","7410","1082"
"2009100000","2009年度","39302","高知県 奈半利町","","2832","641"
"2009100000","2009年度","39303","高知県 田野町","","656","346"
"2009100000","2009年度","39304","高知県 安田町","","5230","1024"
"2009100000","2009年度","39305","高知県 北川村","","19691","1195"
"2009100000","2009年度","39306","高知県 馬路村","","16552","938"
"2009100000","2009年度","39307","高知県 芸西村","","3963","1150"
"2009100000","2009年度","39341","高知県 本山町","","13421","1530"
"2009100000","2009年度","39344","高知県 大豊町","","31494","3754"
"2009100000","2009年度","39363","高知県 土佐町","","21211","3038"
"2009100000","2009年度","39364","高知県 大川村","","9528","688"
"2009100000","2009年度","39386","高知県 いの町","","47071","4908"
"2009100000","2009年度","39387","高知県 仁淀川町","","33296","3525"
"2009100000","2009年度","39401","高知県 中土佐町","","19343","1995"
"2009100000","2009年度","39402","高知県 佐川町","","10084","2889"
"2009100000","2009年度","39403","高知県 越知町","","11195","1800"
"2009100000","2009年度","39405","高知県 檮原町","","23651","2140"
"2009100000","2009年度","39410","高知県 日高村","","4488","1562"
"2009100000","2009年度","39411","高知県 津野町","","19798","2050"
"2009100000","2009年度","39412","高知県 四万十町","","64206","8300"
"2009100000","2009年度","39424","高知県 大月町","","10302","2124"
"2009100000","2009年度","39427","高知県 三原村","","8535","1053"
"2009100000","2009年度","39428","高知県 黒潮町","","18847","4136"
"2009100000","2009年度","40100","福岡県 北九州市","","48788","29228"
"2009100000","2009年度","40130","福岡県 福岡市","","34132","22790"
"2009100000","2009年度","40202","福岡県 大牟田市","","8155","6335"
"2009100000","2009年度","40203","福岡県 久留米市","","22984","19328"
"2009100000","2009年度","40204","福岡県 直方市","","6178","3942"
"2009100000","2009年度","40205","福岡県 飯塚市","","21413","10842"
"2009100000","2009年度","40206","福岡県 田川市","","5452","3828"
"2009100000","2009年度","40207","福岡県 柳川市","","7688","7675"
"2009100000","2009年度","40210","福岡県 八女市","","9866","5026"
"2009100000","2009年度","40211","福岡県 筑後市","","4185","4179"
"2009100000","2009年度","40212","福岡県 大川市","","3363","3363"
"2009100000","2009年度","40213","福岡県 行橋市","","6983","5698"
"2009100000","2009年度","40214","福岡県 豊前市","","11117","4159"
"2009100000","2009年度","40215","福岡県 中間市","","1598","1515"
"2009100000","2009年度","40216","福岡県 小郡市","","4550","4407"
"2009100000","2009年度","40217","福岡県 筑紫野市","","8778","4344"
"2009100000","2009年度","40218","福岡県 春日市","","1415","1344"
"2009100000","2009年度","40219","福岡県 大野城市","","2688","1628"
"2009100000","2009年度","40220","福岡県 宗像市","","11966","7011"
"2009100000","2009年度","40221","福岡県 太宰府市","","2958","1755"
"2009100000","2009年度","40223","福岡県 古賀市","","4211","2841"
"2009100000","2009年度","40224","福岡県 福津市","","5270","3856"
"2009100000","2009年度","40225","福岡県 うきは市","","11755","5850"
"2009100000","2009年度","40226","福岡県 宮若市","","13999","5609"
"2009100000","2009年度","40227","福岡県 嘉麻市","","13518","5945"
"2009100000","2009年度","40228","福岡県 朝倉市","","24673","11198"
"2009100000","2009年度","40229","福岡県 みやま市","","10512","8580"
"2009100000","2009年度","40341","福岡県 宇美町","","3022","1189"
"2009100000","2009年度","40342","福岡県 篠栗町","","3890","1238"
"2009100000","2009年度","40343","福岡県 志免町","","870","855"
"2009100000","2009年度","40344","福岡県 須恵町","","1633","1002"
"2009100000","2009年度","40345","福岡県 新宮町","","1891","1413"
"2009100000","2009年度","40348","福岡県 久山町","","3743","1207"
"2009100000","2009年度","40349","福岡県 粕屋町","","1412","1362"
"2009100000","2009年度","40381","福岡県 芦屋町","","1142","926"
"2009100000","2009年度","40382","福岡県 水巻町","","1103","993"
"2009100000","2009年度","40383","福岡県 岡垣町","","4851","2189"
"2009100000","2009年度","40384","福岡県 遠賀町","","2214","1835"
"2009100000","2009年度","40401","福岡県 小竹町","","1418","1068"
"2009100000","2009年度","40402","福岡県 鞍手町","","3558","2247"
"2009100000","2009年度","40421","福岡県 桂川町","","2007","1418"
"2009100000","2009年度","40447","福岡県 筑前町","","6718","4514"
"2009100000","2009年度","40448","福岡県 東峰村","","5193","785"
"2009100000","2009年度","40503","福岡県 大刀洗町","","2283","2277"
"2009100000","2009年度","40522","福岡県 大木町","","1843","1840"
"2009100000","2009年度","40544","福岡県 広川町","","3791","2441"
"2009100000","2009年度","40601","福岡県 香春町","","4456","1629"
"2009100000","2009年度","40602","福岡県 添田町","","13210","2196"
"2009100000","2009年度","40604","福岡県 糸田町","","804","579"
"2009100000","2009年度","40605","福岡県 川崎町","","3612","1819"
"2009100000","2009年度","40608","福岡県 大任町","","1424","985"
"2009100000","2009年度","40609","福岡県 赤村","","3203","974"
"2009100000","2009年度","40610","福岡県 福智町","","4204","2539"
"2009100000","2009年度","40621","福岡県 苅田町","","4661","2994"
"2009100000","2009年度","40625","福岡県 みやこ町","","15128","5382"
"2009100000","2009年度","40642","福岡県 吉富町","","568","568"
"2009100000","2009年度","40646","福岡県 上毛町","","6240","2341"
"2009100000","2009年度","40647","福岡県 築上町","","11935","4567"
"2009100000","2009年度","41201","佐賀県 佐賀市","","43142","25058"
"2009100000","2009年度","41202","佐賀県 唐津市","","48748","23067"
"2009100000","2009年度","41203","佐賀県 鳥栖市","","7173","4785"
"2009100000","2009年度","41204","佐賀県 多久市","","9693","4978"
"2009100000","2009年度","41205","佐賀県 伊万里市","","25502","11802"
"2009100000","2009年度","41206","佐賀県 武雄市","","19544","9149"
"2009100000","2009年度","41207","佐賀県 鹿島市","","11210","5874"
"2009100000","2009年度","41208","佐賀県 小城市","","9585","7399"
