"","","","","/項目 コード","D3203","D320301","D320302","D320303","D320304","D320305","D320306","D320307","D320308","D320309","D320310","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320410","D320411","D320412"
"調査年 コード","調査年","地域 コード","地域","/項目","D3203_歳出決算総額（市町村財政）【千円】","D320301_議会費（市町村財政）【千円】","D320302_総務費（市町村財政）【千円】","D320303_民生費（市町村財政）【千円】","D320304_衛生費（市町村財政）【千円】","D320305_労働費（市町村財政）【千円】","D320306_農林水産業費（市町村財政）【千円】","D320307_商工費（市町村財政）【千円】","D320308_土木費（市町村財政）【千円】","D320309_消防費（市町村財政）【千円】","D320310_教育費（市町村財政）【千円】","D320311_災害復旧費（市町村財政）【千円】","D320312_公債費（市町村財政）（目的別歳出内訳）【千円】","D320401_人件費（市町村財政）【千円】","D320402_物件費（市町村財政）【千円】","D320403_維持補修費（市町村財政）【千円】","D320404_扶助費（市町村財政）【千円】","D320405_補助費等（市町村財政）【千円】","D320406_普通建設事業費（市町村財政）【千円】","D320407_災害復旧事業費（市町村財政）【千円】","D320408_失業対策事業費（市町村財政）【千円】","D320410_積立金（市町村財政）【千円】","D320411_投資及び出資金（市町村財政）【千円】","D320412_貸付金（市町村財政）【千円】"
"1998100000","1998年度","03422","（旧）岩手県 藤沢町","","7288197","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1998100000","1998年度","09321","（旧）栃木県 西方町","","3118774","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1998100000","1998年度","09367","（旧）栃木県 岩舟町","","5153613","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1998100000","1998年度","11226","（旧）埼玉県 鳩ヶ谷市","","17478041","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1998100000","1998年度","23481","（旧）愛知県 一色町","","7215997","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1998100000","1998年度","23482","（旧）愛知県 吉良町","","7297236","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1998100000","1998年度","23483","（旧）愛知県 幡豆町","","4089132","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1998100000","1998年度","32304","（旧）島根県 東出雲町","","7014802","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1998100000","1998年度","32401","（旧）島根県 斐川町","","12033826","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","03422","（旧）岩手県 藤沢町","","7630325","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","09321","（旧）栃木県 西方町","","2775424","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","09367","（旧）栃木県 岩舟町","","4893190","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","11226","（旧）埼玉県 鳩ヶ谷市","","15909949","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","23481","（旧）愛知県 一色町","","7433900","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","23482","（旧）愛知県 吉良町","","6752846","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","23483","（旧）愛知県 幡豆町","","3895708","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","32304","（旧）島根県 東出雲町","","6649796","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1997100000","1997年度","32401","（旧）島根県 斐川町","","11791951","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","03422","（旧）岩手県 藤沢町","","7459184","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","09321","（旧）栃木県 西方町","","2748802","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","09367","（旧）栃木県 岩舟町","","4978089","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","11226","（旧）埼玉県 鳩ヶ谷市","","14602879","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","23481","（旧）愛知県 一色町","","7296284","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","23482","（旧）愛知県 吉良町","","7486138","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","23483","（旧）愛知県 幡豆町","","4365814","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","32304","（旧）島根県 東出雲町","","5540537","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1996100000","1996年度","32401","（旧）島根県 斐川町","","12885641","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","03422","（旧）岩手県 藤沢町","","7955995","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","09321","（旧）栃木県 西方町","","3039792","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","09367","（旧）栃木県 岩舟町","","4789689","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","11226","（旧）埼玉県 鳩ヶ谷市","","13866168","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","23481","（旧）愛知県 一色町","","7679877","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","23482","（旧）愛知県 吉良町","","6967182","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","23483","（旧）愛知県 幡豆町","","4177507","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","32304","（旧）島根県 東出雲町","","4664553","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1995100000","1995年度","32401","（旧）島根県 斐川町","","12142006","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","03422","（旧）岩手県 藤沢町","","6804137","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","09321","（旧）栃木県 西方町","","2872060","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","09367","（旧）栃木県 岩舟町","","4608410","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","11226","（旧）埼玉県 鳩ヶ谷市","","16906523","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","23481","（旧）愛知県 一色町","","7854559","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","23482","（旧）愛知県 吉良町","","8235681","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","23483","（旧）愛知県 幡豆町","","3882459","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","32304","（旧）島根県 東出雲町","","4374671","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1994100000","1994年度","32401","（旧）島根県 斐川町","","11261251","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","03422","（旧）岩手県 藤沢町","","6923863","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","09321","（旧）栃木県 西方町","","3389305","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","09367","（旧）栃木県 岩舟町","","5712984","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","11226","（旧）埼玉県 鳩ヶ谷市","","13893003","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","23481","（旧）愛知県 一色町","","7984326","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","23482","（旧）愛知県 吉良町","","7025452","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","23483","（旧）愛知県 幡豆町","","4678919","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","32304","（旧）島根県 東出雲町","","4233691","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1993100000","1993年度","32401","（旧）島根県 斐川町","","11696634","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","03422","（旧）岩手県 藤沢町","","5747807","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","09321","（旧）栃木県 西方町","","3584922","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","09367","（旧）栃木県 岩舟町","","5593084","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","11226","（旧）埼玉県 鳩ヶ谷市","","13635938","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","23481","（旧）愛知県 一色町","","7661795","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","23482","（旧）愛知県 吉良町","","6708177","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","23483","（旧）愛知県 幡豆町","","3873968","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","32304","（旧）島根県 東出雲町","","4008110","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1992100000","1992年度","32401","（旧）島根県 斐川町","","10151422","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","03422","（旧）岩手県 藤沢町","","5479515","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","09321","（旧）栃木県 西方町","","3188018","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","09367","（旧）栃木県 岩舟町","","4314137","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","11226","（旧）埼玉県 鳩ヶ谷市","","13120122","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","23481","（旧）愛知県 一色町","","7078471","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","23482","（旧）愛知県 吉良町","","6232211","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","23483","（旧）愛知県 幡豆町","","3803031","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","32304","（旧）島根県 東出雲町","","5163461","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1991100000","1991年度","32401","（旧）島根県 斐川町","","7946141","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","03422","（旧）岩手県 藤沢町","","5476089","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","09321","（旧）栃木県 西方町","","2311654","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","09367","（旧）栃木県 岩舟町","","4082328","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","11226","（旧）埼玉県 鳩ヶ谷市","","12643918","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","23481","（旧）愛知県 一色町","","6921896","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","23482","（旧）愛知県 吉良町","","6393177","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","23483","（旧）愛知県 幡豆町","","3696413","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","32304","（旧）島根県 東出雲町","","3733933","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1990100000","1990年度","32401","（旧）島根県 斐川町","","7847177","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","03422","（旧）岩手県 藤沢町","","4521828","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","09321","（旧）栃木県 西方町","","2349999","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","09367","（旧）栃木県 岩舟町","","3598247","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","11226","（旧）埼玉県 鳩ヶ谷市","","11572318","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","23481","（旧）愛知県 一色町","","6668744","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","23482","（旧）愛知県 吉良町","","5661671","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","23483","（旧）愛知県 幡豆町","","3273801","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","32304","（旧）島根県 東出雲町","","2917171","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1989100000","1989年度","32401","（旧）島根県 斐川町","","7782577","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","03422","（旧）岩手県 藤沢町","","4287161","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","09321","（旧）栃木県 西方町","","1685941","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","09367","（旧）栃木県 岩舟町","","3769552","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11226","（旧）埼玉県 鳩ヶ谷市","","10400281","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23481","（旧）愛知県 一色町","","5733839","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23482","（旧）愛知県 吉良町","","4790776","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23483","（旧）愛知県 幡豆町","","3288069","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","32304","（旧）島根県 東出雲町","","2407135","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","32401","（旧）島根県 斐川町","","6793550","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","03422","（旧）岩手県 藤沢町","","4074502","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","09321","（旧）栃木県 西方町","","1541717","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","09367","（旧）栃木県 岩舟町","","3188037","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","11226","（旧）埼玉県 鳩ヶ谷市","","9266880","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","23481","（旧）愛知県 一色町","","5328461","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","23482","（旧）愛知県 吉良町","","4877754","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","23483","（旧）愛知県 幡豆町","","2700458","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","32304","（旧）島根県 東出雲町","","2307564","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1987100000","1987年度","32401","（旧）島根県 斐川町","","6674640","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","03422","（旧）岩手県 藤沢町","","3924972","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","09321","（旧）栃木県 西方町","","1473673","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","09367","（旧）栃木県 岩舟町","","3087475","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","11226","（旧）埼玉県 鳩ヶ谷市","","8894087","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","23481","（旧）愛知県 一色町","","5101622","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","23482","（旧）愛知県 吉良町","","4819757","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","23483","（旧）愛知県 幡豆町","","2632878","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","32304","（旧）島根県 東出雲町","","2168618","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","32401","（旧）島根県 斐川町","","5449703","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","03422","（旧）岩手県 藤沢町","","3430979","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","09321","（旧）栃木県 西方町","","1391175","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","09367","（旧）栃木県 岩舟町","","2580123","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","11226","（旧）埼玉県 鳩ヶ谷市","","8574323","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","23481","（旧）愛知県 一色町","","4933926","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","23482","（旧）愛知県 吉良町","","4302098","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","23483","（旧）愛知県 幡豆町","","2754666","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","32304","（旧）島根県 東出雲町","","2130655","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1985100000","1985年度","32401","（旧）島根県 斐川町","","5430128","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","03422","（旧）岩手県 藤沢町","","3432357","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","09321","（旧）栃木県 西方町","","1373175","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","09367","（旧）栃木県 岩舟町","","2579388","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","11226","（旧）埼玉県 鳩ヶ谷市","","8535494","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","23481","（旧）愛知県 一色町","","5078317","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","23482","（旧）愛知県 吉良町","","3990618","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","23483","（旧）愛知県 幡豆町","","2655322","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","32304","（旧）島根県 東出雲町","","2254045","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1984100000","1984年度","32401","（旧）島根県 斐川町","","4905657","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","03422","（旧）岩手県 藤沢町","","3046792","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","09321","（旧）栃木県 西方町","","1316921","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","09367","（旧）栃木県 岩舟町","","3188702","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","11226","（旧）埼玉県 鳩ヶ谷市","","8690180","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","23481","（旧）愛知県 一色町","","5022601","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","23482","（旧）愛知県 吉良町","","3917075","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","23483","（旧）愛知県 幡豆町","","2444653","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","32304","（旧）島根県 東出雲町","","2284760","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1983100000","1983年度","32401","（旧）島根県 斐川町","","5010935","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","03422","（旧）岩手県 藤沢町","","3210330","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","09321","（旧）栃木県 西方町","","1282887","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","09367","（旧）栃木県 岩舟町","","2675941","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","11226","（旧）埼玉県 鳩ヶ谷市","","8165493","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","23481","（旧）愛知県 一色町","","4618726","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","23482","（旧）愛知県 吉良町","","3901790","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","23483","（旧）愛知県 幡豆町","","2675695","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","32304","（旧）島根県 東出雲町","","2184817","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1982100000","1982年度","32401","（旧）島根県 斐川町","","4798766","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","03422","（旧）岩手県 藤沢町","","3498894","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","09321","（旧）栃木県 西方町","","1227073","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","09367","（旧）栃木県 岩舟町","","3063073","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","11226","（旧）埼玉県 鳩ヶ谷市","","7609385","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","23481","（旧）愛知県 一色町","","4747031","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","23482","（旧）愛知県 吉良町","","3699697","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","23483","（旧）愛知県 幡豆町","","2465981","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","32304","（旧）島根県 東出雲町","","2332725","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1981100000","1981年度","32401","（旧）島根県 斐川町","","5085304","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","03422","（旧）岩手県 藤沢町","","2980446","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","09321","（旧）栃木県 西方町","","1294226","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1980100000","1980年度","09367","（旧）栃木県 岩舟町","","2511249","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
